内容,主题概率,主题类型
购物 景点 不错 地陪 不错 幽默,"[(0, 0.020444902), (1, 0.020521307), (2, 0.020461591), (3, 0.020451507), (4, 0.020436425), (5, 0.8772122), (6, 0.020472018)]",5
买买 新沙 真的 推荐 回来 感觉 时间,"[(0, 0.01985866), (1, 0.8807189), (2, 0.019877557), (3, 0.019841624), (4, 0.019942354), (5, 0.019875616), (6, 0.019885257)]",1
克制不住 要去 地方 化妆品 超级 吸引力 满街 明星 咖啡店 餐馆 世界 不错 导游 卢始源 尽责 热心,"[(0, 0.13160962), (1, 0.15488577), (4, 0.1594551), (6, 0.5249758)]",6
真心 不错 四天 充实 导游 客气 酒店 不错 干净 安静 确实 不错 首尔 适合 购物 回去,"[(1, 0.9494152)]",1
开心 旅程 领队 李导 自由 时间 团队 活动 领队 导游 热心 回答 李导 美食 负责,"[(5, 0.7623182), (6, 0.19293635)]",5
总体 满意 愉快 旅行 谢谢 韩国 导游 谢谢 携程 领队 贴心 领队 导游 全程 那种 旅游团 挂钩 购物 场所 韩国 导游 不法分子 讲述 韩国 喜欢 牌子 喜欢 东西 受用 旅行 携程 真的 满意 服务态度 旅行 安排 妥当 酒店 舒适 来回 航空公司 不错 满意 地方 旅游 认准 携程,"[(0, 0.04549439), (3, 0.56868756), (4, 0.038565274), (6, 0.33784658)]",3
不错 行程 导游 张欧 巴都 负责 公寓 位置 偏点 干净 旁边 饭馆 东西 好吃 大门 值得,"[(1, 0.41253546), (4, 0.28432494), (6, 0.26668522)]",1
开心 旅程 两天 自由 多方位 旅游 需求 韩国 导游 领队 负责 酒店 市区 地铁 酒店 干净 舒服,"[(5, 0.46903962), (6, 0.48935142)]",6
总体 时间 充裕 两天 自助游 适合 第一次 首尔,"[(0, 0.015899528), (1, 0.015951637), (2, 0.015903145), (3, 0.015903829), (4, 0.015907377), (5, 0.90450215), (6, 0.015932275)]",5
导游 亲切 服务 很棒 不错 吃饭 不好 自由 首尔 买买,"[(0, 0.013012066), (1, 0.9217928), (2, 0.013023105), (3, 0.0130505115), (4, 0.0130297905), (5, 0.013037062), (6, 0.0130546475)]",1
旅游 总体 满意 住宿 不错 携程 同程 途牛,"[(0, 0.0170358), (1, 0.01712266), (2, 0.017052744), (3, 0.8976516), (4, 0.01701334), (5, 0.017066577), (6, 0.017057266)]",3
酱汤 韩币 牛肉汤 韩币 泡菜 火锅 韩币 人参 韩币 烤肉 首尔 价格 发现 景区 酒店 周边 国内 无良 商家 团费 入住 首尔 首都 大酒店 不错 老点 设施 房间 信号 毛巾 浴巾 被子 舒适 味道 国内 同级 酒店 酒店 提供 牙刷 牙膏 酒店 步行 号线 沙坪 分钟 酒店 巷口 很大 星巴克 对面 价格 酒店 老板 简单 中文 景福宫 青瓦台 天国 实在 一句 简陋 强大 国人 首尔 店铺 中文 讲解员 简单 中文 店员 日用品 划算 无限量 免税店 银联卡 新罗 免税店 会员 退税 退税 单张 退税 选择 建议 支付宝 首选 太冷 逛街 木有,"[(0, 0.11325277), (2, 0.01447034), (3, 0.025794212), (4, 0.058447562), (6, 0.78461343)]",6
机票 酒店 不错 酒店 打车 购物 行程 遗憾,"[(0, 0.015907591), (1, 0.015964715), (2, 0.015933217), (3, 0.015895557), (4, 0.015901329), (5, 0.01595653), (6, 0.90444106)]",6
韩国 旅行 满意 适合 韩国 血拼 美眉 晚归 行程 酒店 不错 酒店 全程 包餐 吃到 韩国 美食 领队 导游 特别 导游 卢始源 太好了 耐心 细致 不厌其烦 感受 韩国 欧巴 魅力 谢谢 卢始源 希望 美眉 卢始源 导游,"[(1, 0.1461452), (3, 0.1677853), (5, 0.2747248), (6, 0.39905345)]",6
整体 不错 导游 热心 发给 中文 地图 告诉 袜子 一路上 总体 满意 地方 不错 交通 出门 便利店,"[(1, 0.9502712)]",1
游程 顺利 开心 特别 第三天 自由 地方 感受 韩国 先锋 潮流 人文 气息 明洞 韩国 小吃 团队 首尔 出租车 随时随地 首尔 韩文 对照 地铁 路线图 自由,"[(5, 0.21211705), (6, 0.7586499)]",6
出游 不错 时间 自由 行程 安排 满满的 下次 安排 几天,"[(0, 0.013010136), (1, 0.013044156), (2, 0.013012039), (3, 0.013026551), (4, 0.012999013), (5, 0.9218913), (6, 0.013016833)]",5
领队 热情 一路 照顾 离别 嘱咐 回家,"[(0, 0.017947879), (1, 0.892342), (2, 0.01788425), (3, 0.01798494), (4, 0.017882518), (5, 0.017963275), (6, 0.017995145)]",1
整体 不错 导游 姐姐 热情 领队 负责 酒店 位置 房间 想象,"[(0, 0.01191911), (1, 0.9283775), (2, 0.011921229), (3, 0.011945158), (4, 0.011924692), (5, 0.011962554), (6, 0.011949773)]",1
总体 还行 适合 东西 顺便 玩玩 总得来说 价位 程度 算算 购物 推荐,"[(0, 0.011056142), (1, 0.7240829), (2, 0.22077212), (3, 0.011011875), (4, 0.011023873), (5, 0.011024782), (6, 0.011028324)]",1
韩国 首尔 晚半 自助游 交通线路 住宿 餐食 导游 讲解 领队 服务 满意,"[(0, 0.01173672), (1, 0.011763401), (2, 0.011742224), (3, 0.2945917), (4, 0.011738796), (5, 0.01177981), (6, 0.64664733)]",6
总体 行程 满意 导游 敬业 到位 行程 感觉 满意 游玩 开心 第一天 小镇 时间 太久 没逛 结束 急急忙忙 奔回 大巴,"[(1, 0.7642858), (2, 0.2007003)]",1
两天 自由 活动 时间 充足 首尔 交通 地铁站 大部分 中文 酒店 不错 梨泰 地铁站 尔塔 公交 酒店 领队 导游,"[(1, 0.46909925), (6, 0.4939856)]",6
领队 尽责 热情 自由 这天 绘制 一条 游玩 路线 韩文 标注 导游 服务 尽责,"[(1, 0.4560286), (3, 0.29941028), (5, 0.20634152)]",1
价格 超值 酒店 环境 不错 交通 一点点 自由 活动 时间 足够 买买 东西 很好,"[(6, 0.9426779)]",6
超值 超值 轻松 不用 攻略 地方 领队 负责 韩国 导游 有问必答 有求必应 团友 自由 划算 小朋友 喜欢 游乐场 大人 孩子 不想 回来,"[(1, 0.36457565), (3, 0.3053165), (6, 0.30518478)]",1
首尔 城市 适合 购物 本土 化妆品 包包 便宜 景点 真的 非常适合 年轻 女性 前往 行程 不错 有名 购物 总体 满意,"[(1, 0.30211568), (4, 0.16033196), (5, 0.30485266), (6, 0.21221854)]",5
购物 总体 不错 导游 告诉 打折 新罗 满意,"[(0, 0.015927915), (1, 0.31672844), (2, 0.015923893), (3, 0.015931692), (4, 0.015905507), (5, 0.015944187), (6, 0.60363835)]",6
两位 女同胞 开心 导游 领队 服务 耐心 细致 特别 那位 李静 小姐 不错 旅行 携程 旅行 不错 品牌,"[(3, 0.9519855)]",3
免税商店 购物点 行程 买买 适合 采购 姐妹 真的 景点 自由 整体 导游 领队 负责 世界 算是 唯一 亮点,"[(4, 0.29011813), (5, 0.67216414)]",5
总体 比较满意 时间 团队 行程 不错 第二天 自由 跟着 地方 下次 出发 领队人 地陪 还行 希望 下次 地陪 年轻 欧巴 阿加西,"[(1, 0.959654)]",1
购物 线路 酒店 干净 拉开 窗帘 南山 领队 导游 不错,"[(0, 0.013050572), (1, 0.013083689), (2, 0.013020891), (3, 0.01306897), (4, 0.30309436), (5, 0.013092894), (6, 0.63158864)]",6
韩国 首尔 做好 功课 化妆品 衣服 不错 自由 适合 女生 地方,"[(0, 0.011948425), (1, 0.011989999), (2, 0.01193681), (3, 0.011937765), (4, 0.011937037), (5, 0.011956792), (6, 0.9282932)]",6
导游 很棒 真的 不错 喜欢 自由 开心 团里 朋友 友善,"[(0, 0.013007474), (1, 0.9218219), (2, 0.013044389), (3, 0.013029101), (4, 0.013022964), (5, 0.013047454), (6, 0.013026703)]",1
领队 大美女 整体 不错 韩国 酒店 市区 房间 很大 舒服,"[(0, 0.013014767), (1, 0.013056573), (2, 0.14863601), (3, 0.013027033), (4, 0.013010145), (5, 0.013054529), (6, 0.78620094)]",6
整体 行程 不错 导游 领队 韩国 导游 姑娘 热心 房间 干净 舒服 位置 地铁 号线 沙坪 分钟 周围环境 不错 前两天 买买 度过 免税店 东西 买到 帮别人 东西 费心 下次 世界 门票 很棒 室内 游乐场 室外 地铁 地铁 吃饭 度过 第二天 预定 乱打 好看 推荐 国家 外国人 明洞 小吃 热闹 南山 太阳 红红的 枫叶 好片 地方 紫菜 博物馆 土特产 店略 韩国 看不见 道路 干净 地铁 换乘 上海 地铁站 头等 单向 下错 入口 化妆品 便宜 希望 出行,"[(0, 0.056012075), (1, 0.10690894), (3, 0.05205901), (4, 0.08162413), (6, 0.6993232)]",6
领队 韩导 地接孙 热情 行程 满满的 首尔 初步 孙导 团员 照顾 自由 早早 酒店 讲解 地方 铁路线 离境 办理 退税 手续,"[(0, 0.080517046), (1, 0.20075518), (4, 0.08441756), (5, 0.61351734)]",5
不错 线路 航班 早去 晚回 一点 浪费 游玩 时间 地方 步行 地铁站 分钟 土特产 人参 强制 消费 总体 满意,"[(6, 0.95700157)]",6
领队 导游 服务 满意 特别 导游 热心 热心 讲解 韩国 文化 送机 送到 机场 送完 一名 游客 安检 周到 负责 机会 希望 下次 合作,"[(3, 0.77857363), (6, 0.19188389)]",3
出行 顺利 高性价比 行程 全程无 选择,"[(0, 0.020642199), (1, 0.8759519), (2, 0.0206153), (3, 0.020632243), (4, 0.020797683), (5, 0.020689411), (6, 0.020671327)]",1
不错 首尔 领队 首尔 李导 热情 团员 照顾 东西 首尔 特色,"[(0, 0.011928511), (1, 0.61608887), (2, 0.011930868), (3, 0.011954777), (4, 0.0119342385), (5, 0.011963131), (6, 0.32419962)]",1
适合 购物 小伙伴 住宿 酒店 环境 不错 交通 打车 韩币 赠送 世界 很棒 领队 热心 负责 开心 旅程,"[(5, 0.35775396), (6, 0.6045387)]",6
十分满意 袁导 有问必答 导游 导游 不耐烦 袁导 客气,"[(0, 0.26549247), (1, 0.6432245), (2, 0.018234707), (3, 0.018304938), (4, 0.018222842), (5, 0.018278075), (6, 0.018242488)]",1
不错 地方 地铁 距离 首尔 标志性 景点,"[(0, 0.01793328), (1, 0.017955473), (2, 0.017922342), (3, 0.01790122), (4, 0.017924001), (5, 0.44658408), (6, 0.4637796)]",6
第一次 携程 整体 感觉 不错 特别 导游 可爱 小妮子 负责 尽心 服务 自由 导游 韩语 地方 名字 真的 领队 还行 行程 安排 比较满意 项目 自由 旅行 调整 特别 开心 不错 体验 三餐,"[(1, 0.24355717), (4, 0.050324783), (5, 0.68836474)]",5
不错 出游 体验 首次 韩国 旅行 推荐 购物 美食,"[(0, 0.014348381), (1, 0.014342374), (2, 0.0143311415), (3, 0.014344395), (4, 0.014321874), (5, 0.69155926), (6, 0.23675257)]",5
朋友 小可爱 出游 总体 感觉 不错 领队 热情 耐心 导游 不错 告知 习俗 礼仪 愉快 轻松 旅游,"[(1, 0.6692482), (3, 0.28924435)]",1
挺不错 地铁站 不远 宾馆 宾馆 卫生 不错 行程 购物 极好 自由 桑拿 感觉 棒棒,"[(1, 0.37614396), (6, 0.57592744)]",6
出游 总体 满意 酒店 公寓 改建 酒店 房间 简洁 够用 领队 导游 不错 一路 顺利,"[(1, 0.7316063), (6, 0.22345251)]",1
头尾 两天 团队 出过 熟悉 流程 自由 随便 走走 风景,"[(0, 0.1210367), (1, 0.014064075), (2, 0.0140282335), (3, 0.014063525), (4, 0.014076143), (5, 0.41231138), (6, 0.41042)]",5
满意 领队 亲切 小姑娘 导游 行程 放松 两天 自由 选择 酒店 地铁站 稍远 打车 明洞 景福宫 人民币 以内,"[(6, 0.95470077)]",6
不错 旅游 自由 时间 充足 能加 早餐 更好,"[(0, 0.017289832), (1, 0.8961323), (2, 0.017289944), (3, 0.017325751), (4, 0.01727659), (5, 0.01735114), (6, 0.01733441)]",1
首尔 行程 安排 自由 活动 时间 相对来说 便利 安排 计划 攻略 第二天 选择 出发 压力 地方 靠近 明洞 旅馆 靠近 宏大 土特产 略显 鸡肋 特产 机场 行程 开心 导游 热情,"[(2, 0.0711403), (6, 0.9052251)]",6
非常感谢 旅行 漂亮 心地 漂亮 服务周到 耐心 回答 住宿 满意 看过 攻略 韩国 韩国 房间 一塌糊涂 房间 很大 干净 夜景 很漂亮 发觉 韩国 大巴 干净 舒服 携程 没错,"[(1, 0.0869148), (3, 0.2201434), (6, 0.672329)]",6
划算 一段 旅程 酒店 想象 冰箱 瓶水 酒店 早饭 不错 韩国 导游 可爱 热心 仔细 回答 满意 适合 购物 世界 好玩 时间,"[(5, 0.31537697), (6, 0.652222)]",6
张智伟 小朋友 旅客 热情 工作 敬业 行程 周到 行程 旅客 关心 热点问题 景点 讲解 详细 不厌其烦 看得出 张智伟 小朋友 受过 教育 团队精神 不错 亲和 能力 协调 能力 顺便 韩国 导游 女士 热情 敬业 女性 特有 细致 爱心,"[(3, 0.3328542), (4, 0.04046709), (5, 0.5257171), (6, 0.088916674)]",5
整体 不错 至少 首尔 几个 去过 剩下 自由 安排 韩国 购物 推荐 自由 时间 乱打 很棒,"[(5, 0.81686807), (6, 0.14100727)]",5
自助游 合适 一种 出国 旅行 方式 入住 首都 酒店 还算 舒适 干净 位置 市中心 不算 打车 人民币 多元 携程 安排 土特产 购物 满意 东西 偏贵,"[(1, 0.22776867), (6, 0.744633)]",6
感觉 超值 地方 梨泰 五花 酒店 不错 携程 产品 感觉 越来越 超值 领队 张导 韩国 导游 幽默 一路 搞笑 开心,"[(3, 0.23665087), (4, 0.09093955), (5, 0.44512856), (6, 0.20568974)]",5
整体 行程 轻松 第二天 免费 世界 开心 买到,"[(0, 0.015901102), (1, 0.015935238), (2, 0.015902337), (3, 0.01592335), (4, 0.015983526), (5, 0.31449583), (6, 0.60585856)]",6
第三次 韩国 行程 满意 自由 路线 适合 年轻人 导游 领队 负责 两个 大大的,"[(0, 0.0102488585), (1, 0.010250583), (2, 0.010217658), (3, 0.010252271), (4, 0.010219211), (5, 0.6973993), (6, 0.25141206)]",5
导游 领队 行程 安排 自由 非常适合 第一次 韩国 酒店 地铁站 离明 酒店设施 不错 房间 很大 韩国 购物 天堂 地方 两个 整天 自由 感觉 时间 来回 飞机 中午 第四天 早就 机场 相当于 第四天 希望 机票 安排 下午 晚上 棒棒,"[(1, 0.15137482), (5, 0.13756883), (6, 0.696362)]",6
总体 能少 一两个 购物点 更好 一点 满意 晚上 七点 二十 飞机 三点 送到 机场 那天 景点 延长 景点 时间 晚点 机场 更好,"[(1, 0.13635299), (6, 0.83237475)]",6
不错 导游 热心,"[(0, 0.035783373), (1, 0.7851923), (2, 0.035797745), (3, 0.035849407), (4, 0.035735324), (5, 0.03586441), (6, 0.035777453)]",1
不错 行程 领队 小杨 韩国 导游 不错 自由 时间 想去 地方 没去 留下,"[(0, 0.010263417), (1, 0.010258817), (2, 0.28950316), (3, 0.010265223), (4, 0.0102148475), (5, 0.36422938), (6, 0.3052652)]",5
强制 消费 两天 自由 特别 导游 告诉 好吃 参加,"[(0, 0.27276438), (1, 0.014354151), (2, 0.014312623), (3, 0.01434839), (4, 0.014301777), (5, 0.6555591), (6, 0.014359546)]",5
愉快 行程 导游 韩国 导游 尽心 尽责 自由 那天 酒店 坐车 目的地 实在 太好了 适合 女性 血拼 下次 选择,"[(1, 0.31062824), (5, 0.34297505), (6, 0.31774107)]",5
领队 专业知识 时间 热情 韩国 讲解 很细 责任心,"[(0, 0.015927479), (1, 0.015960962), (2, 0.01592845), (3, 0.558647), (4, 0.015916418), (5, 0.015982691), (6, 0.36163697)]",3
真心 没玩够 地方 不错 搭到 地铁 导游 晚上 炸鸡 外卖 好吃 几年 好玩,"[(0, 0.010795746), (1, 0.010809971), (2, 0.010792744), (3, 0.010796537), (4, 0.16111666), (5, 0.01080876), (6, 0.78487957)]",6
旅游 满意 导游 责任 身体 舒服 带去 药店 地方 推荐 朋友,"[(0, 0.15259933), (1, 0.011960636), (2, 0.011932377), (3, 0.011964491), (4, 0.45667914), (5, 0.34291467), (6, 0.011949365)]",4
导游 不错 介绍 热心 细心 酒店 干净 自由 形式 真的 不错 世界 真的 一般般 适合 很小 小朋友,"[(1, 0.42931923), (6, 0.5308692)]",6
行程 买买 免税店 便宜 便宜 提前 做好 攻略 酒店 不错 五花 地铁站 距离 全程 包餐 韩国 饮食 蛮贵 导游 领队 态度,"[(2, 0.10281432), (6, 0.8634707)]",6
飞机 来回 航班 时间 不错 早晚 班机 导游 负责 热情 疑问 及时处理 韩国 地陪 导游 热情 中文 不错 自由 时间 微信 入住 酒店 距离 明洞 靠近 地铁 首尔 地铁 标有 中文 自由 全程 英文 压力 韩国 热情 友善 总体 行程 购物点 开心 预订 此类 行程,"[(1, 0.13666423), (5, 0.15430741), (6, 0.6963243)]",6
整体 行程 顺利 成熟 李导 热情 讲解 仔细 领队 提供 旅行 团队 负责 关键 价格 实惠 自由 便宜 大巴 接送 总体 对得起 价格,"[(0, 0.16762362), (5, 0.40916267), (6, 0.39932743)]",5
总体 旅程 不错 购物 时间 领队人 第三天 自由 安排 想去 地方,"[(0, 0.0119239325), (1, 0.9283108), (2, 0.011987293), (3, 0.011941121), (4, 0.011919002), (5, 0.011971203), (6, 0.011946633)]",1
领队 愉快 旅行 整体 安排 满意 一如既往 携程 圣诞 首尔 圣诞 气氛 浓烈 很漂亮 女人 购物 天堂 期待 下次 旅行,"[(2, 0.40250182), (5, 0.5629159)]",5
中国 韩国 导游 热心 第一天 第四天 趣味性 介绍 韩国 风土人情 第三天 选择 自助游 交通 选择 地铁 出行 地铁站 数字 标识 旅游景点 商店 中文 不用 担心 英文 韩文 消费 上海 韩国 独有 特色 四天 开心 老婆 下次,"[(6, 0.9761518)]",6
交通线路 安排 住宿 首尔 大酒店 出行 明洞 梨泰 便捷 首尔 大众 点评 切换 找到 美食,"[(2, 0.13914245), (6, 0.814838)]",6
领队 全程 负责 工作 可靠 美女 导游 不出所料 地陪 领队 高丽 大学 高材生 整体 满意 期待 明年 血拼,"[(2, 0.06609495), (3, 0.79952693), (6, 0.1018467)]",3
自由 足够 时间 扫货 导游 带领 参观 韩屋村 南山 景点 韩国 美食 小吃 变化 花样 简陋 桑拿房 感受 文化,"[(1, 0.29458016), (2, 0.2373465), (3, 0.18573146), (6, 0.25972655)]",1
明明 携程 沟通 安排 床房 酒店 领队 携程 携程 单子 确实 酒店 地铁 几分钟 路程 超市 去逛 第一天 免税店 想买 第二天 免费 跟着 游览 几个 景点 新罗 免税店 青瓦台 实际上 大巴 门前 光化 清溪 问好 导游 线路 尔塔 海鲜 市场 吃海鲜 第三天 自由 行去 想去 地方 半天 行程 结束 机场 国立中央 博物馆 尔塔 安排 尔塔 理解,"[(1, 0.069359474), (3, 0.077838376), (4, 0.07033575), (6, 0.77460784)]",6
性价比 整体 安排 导游 热情 细心 木有 强制 购物 五星 好评,"[(0, 0.13656324), (1, 0.27705964), (2, 0.14504515), (3, 0.40547347), (4, 0.011926749), (5, 0.0119714), (6, 0.011960402)]",3
整体 行程 安排 不错 自由 免去 机场 往返 酒店 麻烦 购物点 导游 脸色 难看,"[(5, 0.6877046), (6, 0.26308334)]",5
购物 行程 领队 导游 不错 想去 地方 韩文 问路 打车 地方 出门 打车 下次 携程,"[(5, 0.5848292), (6, 0.37038973)]",5
自由 行程 韩国 导游 不错 免费 赠送 通票 报名 赠送 排斥,"[(0, 0.0119395945), (1, 0.22078244), (2, 0.011940886), (3, 0.011946741), (4, 0.011937298), (5, 0.0119722225), (6, 0.7194808)]",6
领队 丽娜 行程 安排 紧凑 适合 年轻人 值得 旅程,"[(0, 0.015017521), (1, 0.014981084), (2, 0.0149356555), (3, 0.27561477), (4, 0.014930555), (5, 0.64954734), (6, 0.014973129)]",5
领队 导游 不错 讲解 济州 导游 无数 自营 产品 不错 团队 团友 实在 无法忍受 素质 下次 参加 团队,"[(1, 0.3497074), (5, 0.61106867)]",5
导游 时尚 购物 宝贵 意见 地陪 小鱼 漂亮 热心 帮忙 李敏浩 代言 炸鸡 酒店式 公寓 中心 地铁 小厨房 拉面 不错 行程 制定 贴心 情况 小小 变动 抢购 化妆品 安排 一大早 免税店 东西 放在 车上 免去 逛街 后顾之忧 自助游 真的 不错 大赞 携程 一如既往 优秀,"[(0, 0.04867257), (1, 0.388175), (4, 0.12413891), (6, 0.428754)]",6
自由 活动 酒店 楼下 超市 充值 韩币 导游 发放 首尔 地铁 线路图 首尔 畅通无阻 想去 地方 吃到 美味 超级 导游 中文 还好 台湾 大学 亲眼看到 素质 地铁 电梯 自觉 靠右 左边 留给 赶路的人 整齐 壮观 扶梯 超长 壮观 周到 目的地 地铁 随便 阿姨 阿姨 老公 老公 装货 来意 很快 拿出 一张 清晰 地图 瞬间 告诉 方位 走过 两个 接口 左转 目的地 很快 走到 公共厕所 国内 旅游景点 卫生状况 数量 整洁 细节 韩国 鸽子 满地 有人 驱逐 自觉 避开 每次 面包 飞来 巨多 鸽子 麻雀 凑热闹 小心 地铁 线路图 撞到 小伙子 小伙子 韩语 抱歉 下次,"[(0, 0.26072946), (3, 0.16757685), (4, 0.14397568), (6, 0.4227723)]",6
来回 大巴 接送 导游 热情 周到 地铁 线路图,"[(0, 0.01601675), (1, 0.015955513), (2, 0.015913904), (3, 0.2690661), (4, 0.015932553), (5, 0.015929915), (6, 0.6511852)]",6
旅程 满意 导游 经验 幽默 见多识广 喜好 分享,"[(0, 0.01591001), (1, 0.015913311), (2, 0.015903646), (3, 0.015962508), (4, 0.015901275), (5, 0.90449417), (6, 0.015915044)]",5
李仲浩 领队 专业 耐心 行程 紧凑 酒店 地铁 旅行 愉快,"[(0, 0.44802675), (1, 0.013055778), (2, 0.013025242), (3, 0.013079265), (4, 0.013013368), (5, 0.48674873), (6, 0.013050841)]",5
购物 选择 此团 不错 价格 实惠 四天 行程 早去 晚回 足够 时间 购物,"[(0, 0.010231474), (1, 0.010250776), (2, 0.01023569), (3, 0.010222321), (4, 0.010231799), (5, 0.010280331), (6, 0.9385476)]",6
第一次 参加 携程 自助 境外游 总体 比较满意 宾馆 略远 下次 选择 高星 购物 领队 地接人 特别 特别 心细 每位 游客 贴纸 回程 航班号 购物 提货 体会 图文并茂 介绍 韩国 化妆品 参考 回国 韩文 不解 微信 还发 化妆品 用途 方法 真心 感谢 下次 选择 携程,"[(2, 0.08062275), (4, 0.046395186), (5, 0.2911673), (6, 0.5710775)]",6
棒棒 非常适合 首次 首尔 血拼 美眉 领队 导游 提供 三餐 年轻人 强烈推荐,"[(0, 0.011060017), (1, 0.011065505), (2, 0.011034449), (3, 0.011086403), (4, 0.09686985), (5, 0.38270062), (6, 0.47618315)]",6
四天 很快 充实 领队 小支 到位 可爱 四天 地方 没逛 下次 选择 自由 唯一 稍微 完美 酒店 市中心 稍远 地铁 蛮久 平时 逛下来 包小包 提着 有点累 还好 酒店 旁边 热闹 吃饭 地方 易买得 总体 很棒,"[(1, 0.4271332), (3, 0.056988146), (4, 0.06454294), (6, 0.43852004)]",6
导游 韩国 购物 酒店 不错 偏贵 总体 不错,"[(0, 0.015906949), (1, 0.015976444), (2, 0.01591764), (3, 0.015915064), (4, 0.015898999), (5, 0.0159356), (6, 0.9044493)]",6
同事 团队 类似 年前 走过 携程 推荐 同事 开心,"[(0, 0.014321546), (1, 0.014333291), (2, 0.2652217), (3, 0.014350068), (4, 0.2972979), (5, 0.3801408), (6, 0.014334645)]",5
行程 充实 天跟团 自由 总体 顺利 导游 领队 耐心 开心,"[(0, 0.01301793), (1, 0.013038726), (2, 0.013010759), (3, 0.013023281), (4, 0.013000863), (5, 0.9218937), (6, 0.013014737)]",5
行程 整体 不错 适合 韩国 购物 唯一 高丽 人参 太贵 感觉不好,"[(0, 0.012958302), (1, 0.012996515), (2, 0.012964186), (3, 0.124313585), (4, 0.012956775), (5, 0.013002464), (6, 0.8108081)]",6
不错 行程 领队 热情 愉快 旅游,"[(0, 0.020446349), (1, 0.020495802), (2, 0.020459903), (3, 0.020532474), (4, 0.02042644), (5, 0.8771849), (6, 0.020454101)]",5
领队 可爱 导游 耐心 不错 整体 行程 购物 还好,"[(0, 0.014311919), (1, 0.40654296), (2, 0.014315704), (3, 0.014343656), (4, 0.014310755), (5, 0.52183914), (6, 0.014335856)]",5
整体 行程 安排 赠送 一日游 大门 吃饭 时间 好几个 免税店 适合 血拼,"[(0, 0.011010332), (1, 0.011043838), (2, 0.19015267), (3, 0.011018979), (4, 0.011009864), (5, 0.011052859), (6, 0.75471145)]",6
出行 总体 满意 领队 满意 周到,"[(0, 0.02044974), (1, 0.020514378), (2, 0.020434925), (3, 0.8771878), (4, 0.020437367), (5, 0.020500569), (6, 0.020475216)]",3
满意 韩国 开心玩 开心 放松 自由 客服 事情,"[(0, 0.01698218), (1, 0.016976945), (2, 0.016973253), (3, 0.017096482), (4, 0.016962739), (5, 0.63451225), (6, 0.28049618)]",5
满意 行程 全天 自由 随心 走走看看 想法 感谢 领队 导游 张智伟 耐心 浦东 出发 提醒 团员 相关 注意事项 目的地 热心 介绍 相关 游玩 攻略 韩国 导游 张兴 幽默 旅途 带来 欢笑声 希望 下次 携程 此类 路线 入住 酒店 提高 利于 顾客 满意 期待 下次 旅行,"[(1, 0.20281072), (3, 0.5359002), (5, 0.18265776), (6, 0.069100484)]",3
价格 性价比 行程 安排 导游 不错,"[(0, 0.020504419), (1, 0.8770258), (2, 0.02046811), (3, 0.020471293), (4, 0.020470515), (5, 0.02052358), (6, 0.020536305)]",1
挺不错 算是 自由 领队 韩国 导游 林小姐 有问必答 服务周到 首都 酒店 不错 团游 酒店 附赠 早餐,"[(1, 0.5307948), (6, 0.42497766)]",1
血拼 时间 自由 行程 选择 自助 选错 时间 自由 景点 不错 领队 年轻 年轻人 需求 导游 热情 风俗习惯 喜欢 很好 体验,"[(3, 0.27847773), (5, 0.4935648), (6, 0.20189682)]",5
点评 适合 第一次 韩国 自助 时间 自由 机票 酒店 操心 韩国 整体 干净 环境 卫生间 化妆室 韩国 注重 仪容 仪表 最多 地方 明洞 小吃 热闹 晚上 首尔 南山 夜景 回来 心心念念 下次 推荐 朋友,"[(1, 0.14365257), (4, 0.11479373), (6, 0.7245862)]",6
自由 行程 想去 本来 自由 自由 行要 想去 地方 宾馆 门口 地铁 导游 热情 行程 尔塔 真的 谢谢 微信 自由 活动 想去 地方 耐心 韩文 回复 庆幸 还好 自由 估计 老公 迷路 两年 闺蜜,"[(1, 0.13403104), (5, 0.6523188), (6, 0.19688962)]",5
不错 导游 领队 可爱 有点像 购物 韩国 本来 购物,"[(0, 0.014323732), (1, 0.014387629), (2, 0.014334348), (3, 0.014374854), (4, 0.014322776), (5, 0.014387889), (6, 0.9138687)]",6
团队 半小时 不错 不错 想象 首尔 首都 大酒店 明洞 大门 几块,"[(0, 0.012832832), (1, 0.23086067), (2, 0.012845563), (3, 0.012854343), (4, 0.0128407385), (5, 0.012889377), (6, 0.7048765)]",6
行程 不错 领队 导游 热情 亲切 酒店 大门 免税店 干净 整洁 周边 韩国 美食 走走 不错,"[(1, 0.50043905), (6, 0.45739892)]",1
白天 航班 早去 晚回 玩足 导游 领队 不错 负责 领队 健谈 有趣 行程 自由度 适合 做好 攻略 逛逛 世界 酒店 四花 干净 市中心 感觉 偏远 地铁 酒店 门口 唯一 改进 第一天 明洞 停留 时间 小时 下午 酒店 停留 小时 晚饭 酒店 更好,"[(3, 0.06331894), (6, 0.91964984)]",6
