城市 汽车 1
服务 消耗量 1
服务 乘用车 2
服务 新能源 72
服务 能源 13
服务 运行 16
服务 回收 11
服务 单位 18
服务 信息化 6
服务 年度 2
服务 提升 39
服务 动力电池 11
服务 公共 18
服务 信息 27
服务 平均 2
服务 公交车 4
服务 积分 1
条件 制定 13
条件 鼓励 27
条件 生产 20
条件 地方 9
条件 企业 33
条件 规划 10
条件 情况 6
条件 推进 9
条件 体系 11
条件 运营 12
条件 配套 16
条件 设施 33
条件 市场 3
条件 重点 4
条件 基础设施 18
条件 建设 42
条件 提供 9
条件 标准 13
条件 产品 21
条件 相关 19
条件 充电 38
条件 支持 26
条件 知识产权 1
条件 机制 7
条件 领域 5
条件 保障 11
条件 国家 5
条件 资金 6
条件 引导 13
条件 加快 14
条件 项目 8
条件 地区 12
条件 利用 9
条件 节能 3
条件 车辆 10
条件 落实 8
条件 推广应用 6
条件 平台 5
条件 消耗量 2
条件 乘用车 3
条件 新能源 49
条件 能源 5
条件 运行 9
条件 回收 4
条件 单位 10
条件 信息化 16
条件 年度 2
条件 提升 8
条件 动力电池 1
条件 公共 21
条件 信息 2
条件 平均 1
条件 公交车 2
制定 鼓励 32
制定 生产 25
制定 地方 23
制定 企业 47
制定 规划 29
制定 情况 15
制定 推进 28
制定 体系 30
制定 运营 23
制定 配套 22
制定 设施 35
制定 市场 18
制定 重点 18
制定 基础设施 33
制定 建设 48
制定 提供 17
制定 标准 38
制定 产品 19
制定 相关 45
制定 充电 48
制定 支持 31
制定 知识产权 8
制定 机制 23
制定 领域 19
制定 保障 19
制定 国家 20
制定 资金 6
制定 引导 13
制定 加快 26
制定 项目 12
制定 地区 17
制定 利用 13
制定 节能 15
制定 车辆 14
制定 落实 31
制定 推广应用 13
制定 平台 8
制定 消耗量 4
制定 乘用车 5
制定 新能源 72
制定 能源 15
制定 运行 8
制定 回收 9
制定 单位 9
制定 信息化 16
制定 年度 3
制定 提升 15
制定 动力电池 11
制定 公共 12
制定 信息 8
制定 平均 2
制定 公交车 6
制定 积分 1
鼓励 生产 30
鼓励 地方 24
鼓励 企业 98
鼓励 规划 17
鼓励 情况 10
鼓励 推进 28
鼓励 体系 40
鼓励 运营 57
鼓励 配套 23
鼓励 设施 60
鼓励 市场 21
鼓励 重点 18
鼓励 基础设施 46
鼓励 建设 92
鼓励 提供 29
鼓励 标准 20
鼓励 产品 44
鼓励 相关 37
鼓励 充电 83
鼓励 支持 73
鼓励 知识产权 12
鼓励 机制 32
鼓励 领域 31
鼓励 保障 24
鼓励 国家 15
鼓励 资金 13
鼓励 引导 46
鼓励 加快 44
鼓励 项目 16
鼓励 地区 24
鼓励 利用 25
鼓励 节能 10
鼓励 车辆 21
鼓励 落实 25
鼓励 推广应用 8
鼓励 平台 12
鼓励 消耗量 1
鼓励 乘用车 2
鼓励 新能源 100
鼓励 能源 12
鼓励 运行 12
鼓励 回收 9
鼓励 单位 23
鼓励 信息化 7
鼓励 提升 32
鼓励 动力电池 14
鼓励 公共 34
鼓励 信息 14
鼓励 平均 1
鼓励 公交车 10
鼓励 积分 2
生产 地方 27
生产 企业 11
生产 规划 6
生产 情况 44
生产 推进 11
生产 体系 29
生产 运营 34
生产 配套 6
生产 设施 12
生产 市场 15
生产 重点 17
生产 基础设施 11
生产 建设 27
生产 提供 23
生产 标准 27
生产 产品 127
生产 相关 53
生产 充电 25
生产 支持 22
生产 机制 18
生产 领域 11
生产 保障 17
生产 国家 29
生产 资金 21
生产 引导 15
生产 加快 20
生产 项目 24
生产 地区 13
生产 利用 18
生产 节能 18
生产 车辆 52
生产 落实 25
生产 推广应用 19
生产 平台 21
生产 消耗量 35
生产 乘用车 60
生产 能源 10
生产 运行 32
生产 回收 23
生产 单位 13
生产 信息化 63
生产 年度 26
生产 提升 11
生产 动力电池 24
生产 信息 34
生产 平均 32
生产 公交车 7
生产 积分 37
地方 企业 57
地方 规划 10
地方 情况 19
地方 推进 14
地方 体系 10
地方 运营 28
地方 配套 16
地方 设施 19
地方 市场 12
地方 重点 15
地方 基础设施 28
地方 建设 39
地方 提供 12
地方 标准 19
地方 产品 14
地方 相关 30
地方 充电 40
地方 支持 32
地方 知识产权 3
地方 机制 11
地方 领域 7
地方 保障 12
地方 国家 21
地方 资金 19
地方 引导 10
地方 加快 13
地方 项目 8
地方 地区 17
地方 利用 9
地方 节能 8
地方 车辆 14
地方 落实 18
地方 推广应用 12
地方 平台 15
地方 消耗量 2
地方 乘用车 1
地方 新能源 60
地方 能源 9
地方 运行 5
地方 回收 5
地方 单位 16
地方 信息化 21
地方 年度 3
地方 提升 4
地方 动力电池 6
地方 公共 10
地方 信息 7
地方 平均 1
地方 公交车 8
地方 积分 1
企业 规划 15
企业 情况 72
企业 推进 37
企业 体系 63
企业 运营 80
企业 配套 30
企业 设施 61
企业 市场 37
企业 重点 39
企业 基础设施 54
企业 建设 108
企业 提供 58
企业 标准 50
企业 相关 124
企业 充电 91
企业 支持 83
企业 知识产权 25
企业 机制 50
企业 领域 29
企业 保障 52
企业 国家 48
企业 资金 39
企业 引导 58
企业 加快 38
企业 项目 56
企业 地区 44
企业 利用 47
企业 节能 33
企业 车辆 68
企业 落实 50
企业 推广应用 24
企业 平台 51
企业 消耗量 88
企业 乘用车 127
企业 新能源 107
企业 能源 27
企业 运行 44
企业 回收 42
企业 单位 37
企业 年度 60
企业 提升 49
企业 动力电池 40
企业 公共 21
企业 信息 63
企业 平均 83
企业 公交车 13
企业 积分 97
规划 情况 13
规划 推进 34
规划 体系 16
规划 运营 17
规划 配套 25
规划 设施 49
规划 市场 5
规划 重点 17
规划 基础设施 30
规划 建设 62
规划 提供 6
规划 标准 14
规划 产品 2
规划 相关 29
规划 充电 60
规划 支持 20
规划 机制 10
规划 领域 10
规划 保障 11
规划 国家 8
规划 资金 3
规划 引导 9
规划 加快 23
规划 项目 9
规划 地区 9
规划 利用 7
规划 节能 11
规划 车辆 7
规划 落实 15
规划 推广应用 9
规划 平台 1
规划 消耗量 2
规划 乘用车 1
规划 新能源 41
规划 能源 7
规划 运行 5
规划 回收 1
规划 单位 13
规划 信息化 7
规划 年度 1
规划 提升 1
规划 动力电池 1
规划 公共 20
规划 信息 3
规划 公交车 3
情况 推进 9
情况 体系 7
情况 运营 24
情况 配套 8
情况 设施 19
情况 市场 6
情况 重点 14
情况 基础设施 21
情况 建设 27
情况 提供 9
情况 标准 17
情况 产品 21
情况 相关 39
情况 充电 29
情况 支持 19
情况 知识产权 3
情况 机制 18
情况 领域 5
情况 保障 8
情况 国家 20
情况 资金 15
情况 引导 5
情况 加快 9
情况 项目 11
情况 地区 18
情况 利用 7
情况 节能 14
情况 车辆 20
情况 落实 15
情况 推广应用 15
情况 平台 12
情况 消耗量 17
情况 乘用车 21
情况 新能源 92
情况 能源 16
情况 运行 21
情况 回收 7
情况 单位 15
情况 信息化 54
情况 年度 23
情况 提升 5
情况 动力电池 4
情况 公共 8
情况 信息 18
情况 平均 17
情况 公交车 11
情况 积分 22
推进 体系 26
推进 运营 20
推进 配套 20
推进 设施 44
推进 市场 12
推进 重点 24
推进 基础设施 41
推进 建设 76
推进 提供 11
推进 标准 16
推进 产品 14
推进 相关 30
推进 充电 59
推进 支持 29
推进 知识产权 9
推进 机制 33
推进 领域 15
推进 保障 15
推进 国家 16
推进 资金 6
推进 引导 18
推进 加快 48
推进 项目 10
推进 地区 11
推进 利用 9
推进 节能 13
推进 车辆 6
推进 落实 25
推进 推广应用 9
推进 平台 7
推进 消耗量 3
推进 乘用车 1
推进 新能源 60
推进 能源 17
推进 运行 8
推进 回收 5
推进 单位 15
推进 信息化 10
推进 年度 2
推进 提升 15
推进 动力电池 1
推进 公共 23
推进 信息 11
推进 平均 2
推进 公交车 2
推进 积分 2
体系 运营 26
体系 配套 23
体系 设施 34
体系 市场 18
体系 重点 17
体系 基础设施 40
体系 建设 73
体系 提供 16
体系 标准 45
体系 产品 29
体系 相关 44
体系 充电 60
体系 支持 28
体系 知识产权 7
体系 机制 29
体系 领域 20
体系 保障 21
体系 国家 18
体系 资金 9
体系 引导 22
体系 加快 45
体系 项目 18
体系 地区 12
体系 利用 28
体系 节能 16
体系 车辆 15
体系 落实 20
体系 推广应用 14
体系 平台 6
体系 消耗量 2
体系 乘用车 3
体系 新能源 91
体系 能源 12
体系 运行 10
体系 回收 23
体系 单位 6
体系 信息化 13
体系 提升 26
体系 动力电池 15
体系 公共 12
体系 信息 7
体系 公交车 1
体系 积分 1
运营 配套 24
运营 设施 71
运营 市场 20
运营 重点 19
运营 基础设施 70
运营 建设 97
运营 提供 13
运营 标准 20
运营 产品 16
运营 相关 31
运营 充电 105
运营 支持 42
运营 知识产权 4
运营 机制 27
运营 领域 17
运营 保障 28
运营 国家 13
运营 资金 20
运营 引导 22
运营 加快 32
运营 项目 9
运营 地区 15
运营 利用 9
运营 节能 10
运营 车辆 33
运营 落实 26
运营 推广应用 20
运营 平台 12
运营 消耗量 4
运营 乘用车 4
运营 新能源 90
运营 能源 18
运营 运行 21
运营 回收 7
运营 单位 31
运营 信息化 9
运营 年度 10
运营 提升 24
运营 动力电池 5
运营 公共 21
运营 信息 15
运营 平均 3
运营 公交车 22
运营 积分 3
配套 设施 51
配套 市场 7
配套 重点 16
配套 基础设施 39
配套 建设 71
配套 提供 15
配套 标准 12
配套 产品 7
配套 相关 24
配套 充电 60
配套 支持 33
配套 知识产权 3
配套 机制 12
配套 领域 12
配套 保障 17
配套 国家 12
配套 资金 8
配套 引导 8
配套 加快 27
配套 项目 10
配套 地区 13
配套 利用 7
配套 节能 8
配套 车辆 11
配套 落实 15
配套 推广应用 20
配套 平台 6
配套 新能源 57
配套 能源 11
配套 运行 8
配套 回收 6
配套 单位 9
配套 信息化 6
配套 年度 2
配套 提升 8
配套 动力电池 1
配套 公共 19
配套 信息 2
配套 公交车 9
设施 市场 15
设施 重点 22
设施 基础设施 73
设施 提供 24
设施 标准 44
设施 产品 11
设施 相关 50
设施 支持 49
设施 机制 21
设施 领域 18
设施 保障 38
设施 国家 18
设施 资金 12
设施 引导 29
设施 加快 54
设施 项目 9
设施 地区 19
设施 利用 18
设施 节能 7
设施 车辆 22
设施 落实 27
设施 推广应用 17
设施 平台 9
设施 消耗量 2
设施 乘用车 3
设施 新能源 95
设施 能源 22
设施 运行 24
设施 回收 8
设施 单位 39
设施 信息化 6
设施 年度 3
设施 提升 28
设施 动力电池 7
设施 公共 56
设施 信息 12
设施 平均 1
设施 公交车 11
设施 积分 1
市场 重点 5
市场 基础设施 14
市场 建设 30
市场 提供 10
市场 标准 13
市场 产品 14
市场 相关 13
市场 充电 24
市场 支持 16
市场 知识产权 6
市场 机制 19
市场 领域 8
市场 保障 8
市场 国家 11
市场 资金 7
市场 引导 12
市场 加快 10
市场 项目 4
市场 地区 8
市场 利用 3
市场 节能 6
市场 车辆 10
市场 落实 3
市场 推广应用 5
市场 平台 6
市场 消耗量 2
市场 乘用车 2
市场 新能源 43
市场 能源 2
市场 运行 4
市场 回收 4
市场 单位 4
市场 信息化 4
市场 年度 2
市场 提升 8
市场 动力电池 2
市场 公共 5
市场 信息 2
市场 平均 2
市场 积分 2
重点 基础设施 30
重点 建设 44
重点 提供 7
重点 标准 16
重点 产品 15
重点 相关 28
重点 充电 30
重点 支持 29
重点 知识产权 13
重点 机制 14
重点 领域 20
重点 保障 8
重点 国家 9
重点 资金 16
重点 引导 11
重点 加快 23
重点 项目 10
重点 地区 15
重点 利用 11
重点 节能 10
重点 车辆 8
重点 落实 17
重点 推广应用 10
重点 平台 6
重点 乘用车 1
重点 新能源 59
重点 能源 5
重点 运行 6
重点 回收 3
重点 单位 17
重点 信息化 6
重点 年度 3
重点 提升 7
重点 动力电池 4
重点 公共 12
重点 信息 10
重点 公交车 3
重点 积分 1
基础设施 提供 24
基础设施 标准 36
基础设施 产品 15
基础设施 相关 42
基础设施 支持 42
基础设施 机制 25
基础设施 领域 11
基础设施 保障 34
基础设施 国家 21
基础设施 资金 17
基础设施 引导 22
基础设施 加快 60
基础设施 项目 10
基础设施 地区 25
基础设施 利用 11
基础设施 节能 1
基础设施 车辆 20
基础设施 落实 35
基础设施 推广应用 26
基础设施 平台 7
基础设施 消耗量 1
基础设施 乘用车 1
基础设施 新能源 87
基础设施 能源 30
基础设施 运行 18
基础设施 回收 2
基础设施 单位 31
基础设施 信息化 8
基础设施 年度 1
基础设施 提升 26
基础设施 动力电池 5
基础设施 公共 35
基础设施 信息 12
基础设施 平均 1
基础设施 公交车 8
基础设施 积分 1
建设 提供 41
建设 标准 58
建设 产品 32
建设 相关 80
建设 支持 88
建设 知识产权 15
建设 机制 45
建设 领域 35
建设 保障 44
建设 国家 39
建设 资金 23
建设 引导 49
建设 加快 98
建设 项目 36
建设 地区 38
建设 利用 40
建设 节能 15
建设 车辆 27
建设 落实 44
建设 推广应用 38
建设 平台 23
建设 消耗量 3
建设 乘用车 3
建设 能源 45
建设 运行 34
建设 回收 21
建设 单位 50
建设 信息化 19
建设 年度 8
建设 提升 40
建设 动力电池 13
建设 公共 58
建设 信息 24
建设 平均 1
建设 公交车 12
提供 标准 10
提供 产品 43
提供 相关 23
提供 充电 40
提供 支持 27
提供 知识产权 6
提供 机制 13
提供 领域 7
提供 保障 19
提供 国家 11
提供 资金 8
提供 引导 10
提供 加快 14
提供 项目 20
提供 地区 6
提供 利用 10
提供 节能 4
提供 车辆 13
提供 落实 10
提供 推广应用 5
提供 平台 8
提供 消耗量 1
提供 乘用车 3
提供 新能源 52
提供 能源 7
提供 运行 14
提供 回收 9
提供 单位 8
提供 信息化 6
提供 提升 12
提供 动力电池 11
提供 公共 8
提供 信息 19
提供 公交车 2
标准 产品 32
标准 相关 53
标准 充电 58
标准 支持 18
标准 知识产权 4
标准 机制 14
标准 领域 20
标准 保障 12
标准 国家 22
标准 资金 7
标准 引导 13
标准 加快 31
标准 项目 22
标准 地区 8
标准 利用 14
标准 节能 19
标准 车辆 18
标准 落实 17
标准 推广应用 6
标准 平台 8
标准 消耗量 5
标准 乘用车 5
标准 新能源 71
标准 能源 18
标准 运行 6
标准 回收 11
标准 单位 12
标准 信息化 20
标准 年度 3
标准 提升 18
标准 动力电池 13
标准 公共 8
标准 信息 7
标准 平均 1
标准 公交车 2
产品 相关 45
产品 充电 23
产品 支持 41
产品 知识产权 11
产品 机制 19
产品 领域 11
产品 保障 18
产品 国家 28
产品 资金 12
产品 引导 21
产品 加快 24
产品 项目 30
产品 地区 8
产品 利用 14
产品 节能 23
产品 车辆 39
产品 落实 15
产品 推广应用 12
产品 平台 15
产品 消耗量 6
产品 乘用车 15
产品 能源 9
产品 运行 23
产品 回收 11
产品 单位 3
产品 信息化 37
产品 年度 5
产品 提升 19
产品 动力电池 24
产品 公共 3
产品 信息 27
产品 平均 3
产品 公交车 1
产品 积分 4
相关 充电 67
相关 支持 41
相关 知识产权 11
相关 机制 24
相关 领域 23
相关 保障 25
相关 国家 33
相关 资金 18
相关 引导 17
相关 加快 36
相关 项目 29
相关 地区 18
相关 利用 25
相关 节能 18
相关 车辆 34
相关 落实 38
相关 推广应用 17
相关 平台 23
相关 消耗量 16
相关 乘用车 19
相关 新能源 121
相关 能源 21
相关 运行 18
相关 回收 15
相关 单位 22
相关 信息化 43
相关 年度 15
相关 提升 14
相关 动力电池 14
相关 公共 19
相关 信息 24
相关 平均 10
相关 公交车 10
相关 积分 9
充电 支持 58
充电 机制 28
充电 领域 26
充电 保障 53
充电 国家 31
充电 资金 20
充电 引导 39
充电 加快 85
充电 项目 14
充电 地区 34
充电 利用 26
充电 节能 9
充电 车辆 35
充电 落实 42
充电 推广应用 29
充电 平台 14
充电 消耗量 2
充电 乘用车 4
充电 能源 42
充电 运行 34
充电 回收 9
充电 单位 57
充电 信息化 11
充电 年度 3
充电 提升 44
充电 动力电池 14
充电 公共 68
充电 信息 21
充电 平均 1
充电 公交车 11
充电 积分 1
支持 知识产权 20
支持 机制 25
支持 领域 31
支持 保障 18
支持 国家 20
支持 资金 24
支持 引导 35
支持 加快 41
支持 项目 30
支持 地区 19
支持 利用 18
支持 节能 14
支持 车辆 15
支持 落实 22
支持 推广应用 17
支持 平台 10
支持 消耗量 3
支持 乘用车 4
支持 新能源 104
支持 能源 11
支持 运行 8
支持 回收 9
支持 单位 18
支持 信息化 12
支持 年度 3
支持 提升 19
支持 动力电池 7
支持 公共 19
支持 信息 13
支持 平均 3
支持 公交车 11
支持 积分 3
知识产权 机制 11
知识产权 领域 10
知识产权 保障 1
知识产权 国家 8
知识产权 资金 3
知识产权 引导 10
知识产权 加快 6
知识产权 项目 7
知识产权 地区 3
知识产权 利用 4
知识产权 节能 4
知识产权 落实 6
知识产权 推广应用 1
知识产权 平台 7
知识产权 新能源 14
知识产权 能源 1
知识产权 回收 1
知识产权 信息化 1
知识产权 提升 6
知识产权 动力电池 2
知识产权 信息 7
机制 领域 10
机制 保障 9
机制 国家 13
机制 资金 7
机制 引导 18
机制 加快 25
机制 项目 8
机制 地区 12
机制 利用 5
机制 节能 8
机制 车辆 8
机制 落实 23
机制 推广应用 13
机制 平台 10
机制 消耗量 2
机制 乘用车 1
机制 新能源 48
机制 能源 16
机制 运行 6
机制 回收 4
机制 单位 11
机制 信息化 17
机制 年度 3
机制 提升 12
机制 动力电池 6
机制 公共 9
机制 信息 14
机制 平均 1
机制 公交车 4
机制 积分 3
领域 保障 7
领域 国家 11
领域 资金 7
领域 引导 13
领域 加快 18
领域 项目 12
领域 地区 3
领域 利用 6
领域 节能 10
领域 车辆 16
领域 落实 8
领域 推广应用 10
领域 平台 7
领域 消耗量 2
领域 乘用车 1
领域 新能源 54
领域 能源 3
领域 运行 9
领域 回收 5
领域 单位 4
领域 信息化 3
领域 提升 9
领域 动力电池 6
领域 公共 10
领域 信息 9
领域 平均 1
领域 公交车 6
领域 积分 1
保障 国家 10
保障 资金 4
保障 引导 11
保障 加快 21
保障 项目 10
保障 地区 12
保障 利用 8
保障 节能 5
保障 车辆 16
保障 落实 17
保障 推广应用 5
保障 平台 7
保障 消耗量 2
保障 乘用车 4
保障 新能源 51
保障 能源 11
保障 运行 25
保障 回收 6
保障 单位 20
保障 信息化 11
保障 年度 2
保障 提升 25
保障 动力电池 5
保障 公共 15
保障 信息 6
保障 平均 2
保障 公交车 5
保障 积分 2
国家 资金 8
国家 引导 9
国家 加快 19
国家 项目 17
国家 地区 12
国家 利用 6
国家 节能 10
国家 车辆 17
国家 落实 18
国家 推广应用 10
国家 平台 16
国家 消耗量 2
国家 乘用车 5
国家 新能源 54
国家 能源 25
国家 运行 5
国家 回收 4
国家 单位 9
国家 信息化 19
国家 年度 3
国家 提升 7
国家 动力电池 6
国家 公共 2
国家 信息 15
国家 平均 1
国家 公交车 1
国家 积分 1
资金 引导 10
资金 加快 9
资金 项目 9
资金 地区 8
资金 利用 4
资金 节能 4
资金 车辆 8
资金 落实 6
资金 推广应用 8
资金 平台 4
资金 新能源 38
资金 能源 5
资金 运行 3
资金 回收 1
资金 单位 10
资金 信息化 15
资金 年度 9
资金 提升 2
资金 动力电池 1
资金 公共 1
资金 信息 8
资金 公交车 5
引导 加快 20
引导 项目 10
引导 地区 14
引导 利用 16
引导 节能 6
引导 车辆 4
引导 落实 14
引导 推广应用 10
引导 平台 5
引导 消耗量 1
引导 新能源 47
引导 能源 5
引导 运行 5
引导 回收 6
引导 单位 8
引导 信息化 5
引导 提升 18
引导 动力电池 5
引导 公共 9
引导 信息 10
加快 项目 10
加快 地区 13
加快 利用 11
加快 节能 12
加快 车辆 18
加快 落实 28
加快 推广应用 26
加快 平台 7
加快 消耗量 2
加快 乘用车 4
加快 新能源 91
加快 能源 15
加快 运行 5
加快 回收 8
加快 单位 17
加快 信息化 10
加快 提升 24
加快 动力电池 7
加快 公共 23
加快 信息 12
加快 公交车 7
加快 积分 2
项目 地区 3
项目 利用 7
项目 节能 5
项目 车辆 6
项目 落实 8
项目 推广应用 3
项目 平台 6
项目 消耗量 2
项目 乘用车 4
项目 新能源 37
项目 能源 2
项目 运行 1
项目 回收 6
项目 单位 11
项目 信息化 11
项目 年度 2
项目 提升 2
项目 公共 5
项目 信息 10
项目 平均 2
项目 积分 1
地区 利用 17
地区 节能 11
地区 车辆 9
地区 落实 19
地区 推广应用 8
地区 平台 6
地区 消耗量 1
地区 乘用车 2
地区 新能源 62
地区 能源 12
地区 运行 6
地区 回收 13
地区 单位 11
地区 信息化 19
地区 年度 3
地区 提升 9
地区 公共 12
地区 信息 7
地区 平均 1
地区 公交车 5
地区 积分 1
利用 节能 6
利用 车辆 3
利用 落实 6
利用 推广应用 2
利用 平台 7
利用 乘用车 1
利用 新能源 50
利用 能源 11
利用 运行 6
利用 回收 51
利用 单位 4
利用 信息化 21
利用 提升 8
利用 动力电池 20
利用 公共 11
利用 信息 10
节能 车辆 6
节能 落实 7
节能 推广应用 19
节能 平台 1
节能 消耗量 5
节能 乘用车 4
节能 新能源 75
节能 能源 10
节能 运行 10
节能 回收 8
节能 单位 9
节能 信息化 9
节能 年度 3
节能 提升 4
节能 动力电池 5
节能 公共 8
节能 信息 2
节能 平均 2
节能 公交车 2
节能 积分 1
车辆 落实 11
车辆 推广应用 16
车辆 平台 16
车辆 消耗量 7
车辆 乘用车 13
车辆 新能源 84
车辆 能源 6
车辆 运行 21
车辆 回收 5
车辆 单位 7
车辆 信息化 27
车辆 年度 8
车辆 提升 12
车辆 动力电池 7
车辆 公共 12
车辆 信息 22
车辆 平均 1
车辆 公交车 18
车辆 积分 2
落实 推广应用 16
落实 平台 11
落实 消耗量 1
落实 乘用车 2
落实 新能源 54
落实 能源 16
落实 运行 10
落实 回收 8
落实 单位 16
落实 信息化 11
落实 年度 4
落实 提升 15
落实 动力电池 8
落实 公共 7
落实 信息 10
落实 平均 1
落实 公交车 5
落实 积分 2
推广应用 平台 5
推广应用 乘用车 2
推广应用 新能源 88
推广应用 能源 9
推广应用 运行 10
推广应用 回收 3
推广应用 单位 6
推广应用 信息化 16
推广应用 年度 1
推广应用 提升 5
推广应用 动力电池 3
推广应用 公共 6
推广应用 信息 3
推广应用 公交车 10
平台 消耗量 6
平台 乘用车 7
平台 新能源 49
平台 能源 5
平台 运行 16
平台 回收 3
平台 单位 2
平台 信息化 20
平台 年度 4
平台 提升 11
平台 动力电池 5
平台 公共 2
平台 信息 26
平台 平均 5
平台 公交车 2
平台 积分 6
消耗量 乘用车 91
消耗量 新能源 76
消耗量 能源 5
消耗量 回收 5
消耗量 信息化 34
消耗量 年度 39
消耗量 平均 89
消耗量 积分 76
乘用车 新能源 107
乘用车 能源 15
乘用车 回收 2
乘用车 信息化 45
乘用车 年度 54
乘用车 提升 3
乘用车 动力电池 5
乘用车 信息 2
乘用车 平均 79
乘用车 积分 88
新能源 能源 51
新能源 运行 54
新能源 回收 43
新能源 单位 27
新能源 年度 53
新能源 提升 53
新能源 动力电池 46
新能源 公共 36
新能源 信息 46
新能源 平均 64
新能源 公交车 42
新能源 积分 99
能源 运行 4
能源 回收 5
能源 单位 12
能源 信息化 26
能源 年度 8
能源 提升 9
能源 公共 7
能源 信息 7
能源 平均 3
能源 公交车 1
能源 积分 4
运行 回收 5
运行 单位 10
运行 信息化 10
运行 年度 3
运行 提升 13
运行 动力电池 7
运行 公共 7
运行 信息 11
运行 公交车 5
回收 单位 1
回收 信息化 10
回收 年度 1
回收 提升 4
回收 动力电池 21
回收 公共 2
回收 信息 9
回收 平均 3
回收 公交车 1
回收 积分 2
单位 信息化 7
单位 年度 2
单位 提升 6
单位 动力电池 2
单位 公共 23
单位 信息 2
单位 公交车 2
信息化 年度 24
信息化 提升 5
信息化 动力电池 6
信息化 公共 3
信息化 信息 16
信息化 平均 32
信息化 公交车 11
信息化 积分 40
年度 提升 1
年度 公共 1
年度 信息 6
年度 平均 39
年度 公交车 4
年度 积分 45
提升 动力电池 10
提升 公共 9
提升 信息 10
提升 公交车 2
动力电池 信息 5
动力电池 公交车 1
公共 信息 1
公共 公交车 2
信息 公交车 3
信息 积分 1
平均 积分 75
