页码链接,用户id,用户,用户名链接,来自用户名,发表日期,点赞量,转发量,评论数量,content,分词
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 21:42,4,52,1, 9月23日，亚运的聚光灯指向了浙江杭州奥体中心体育场“大莲花”。250名“群演”用汗水和微笑张开欢迎的双臂，讲述“相知无远近，万里尚为邻”的亚洲篇章。 杭州师范大学团委副书记张楚黛介绍，学校有170余名学生投入本届亚运会开幕式、亚残运会开闭幕式的排练中，最终有1507位学生完成杭州亚运会开幕式的演出任务。浙江传媒学院学生王译记得，一次彩排备场过程中，一名舞蹈学院的女生在朋友的鼓励下给其他备场演员表演起了空翻，接着一名武术学校的男生也跟着空翻起来，“两个人像比武一样，周围人都在喝彩，有一种艺术和武术碰撞的美感”。浙江音乐学院学生王家恒从接到歌曲《同爱同在》领唱任务到正式表演，只有约一周的时间准备。他坦言，准备时间短但并没有特别大的压力，“导演组选中我们，肯定就是考虑到我们年轻人身上的朝气，我们就是要向所有人展现自信的状态”。,亚运 聚光灯 指向 浙江 杭州 奥体中心 体育场 莲花 群演 汗水 微笑 张开 双臂 讲述 相知 远近 万里 尚为 亚洲 篇章 杭州 师范大学 团委 书记 张楚黛 介绍 学校 余名 学生 投入 本届 亚运会 开幕式 残运会 闭幕式 排练 最终 学生 杭州 亚运会 开幕式 演出 浙江 传媒 学院 学生 王译 记得 彩排 备场 过程 一名 舞蹈学院 女生 朋友 鼓励 下给 备场 演员 表演 空翻 一名 武术学校 男生 跟着 空翻 两个 比武 喝彩 一种 艺术 武术 碰撞 美感 浙江 音乐学院 学生 王家 接到 歌曲 爱同 领唱 正式 表演 一周 时间 时间 特别 压力 导演组 选中 肯定 年轻人 身上 朝气 所有人 展现 自信 状态
https://weibo.com/ajax/statuses/searchProfile?uid=2606218210&page=4&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2606218210,中国妇女报,,,2023年09月23日 08:11,1,73,10, 9 月 2 日晚，中国女足亚运首秀以16:0大胜蒙古女足，赢得“开门红”。赛后，王霜特别走到一群女孩的看台前大声问：“开心吗？”孩子们纷回答，“开心！”还邀请王霜去她们的学校做客。此刻，这些来自云南宣威大山深处的追风女孩们，实现了与王霜姐的亚运约定！今年4月，首届追风联赛总决赛上，云南宣威靖外明德小学获得冠军。在颁奖仪式上，王霜和冠军队小球员许下约定，亚运会的时候邀请她们来为中国女足加油。“王霜姐太牛了！现场大声为她们加油助威，太过瘾了！”球队的队长赵钒西说。追风女孩，追风不止！,日晚 中国女足 亚运 首秀 大胜 蒙古 女足 赢得 开门红 赛后 王霜 特别 一群 女孩 台前 大声 开心 孩子 回答 开心 邀请 王霜 学校 此刻 云南 宣威 大山深处 追风 女孩 王霜姐 亚运 约定 首届 追风 联赛 总决赛 云南 宣威 明德 小学 冠军 颁奖仪式 王霜 冠军队 小球员 许下 约定 亚运会 邀请 中国女足 加油 王霜姐 现场 大声 加油 助威 过瘾 球队 队长 赵钒 追风 女孩 追风
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 21:30,6,172,10,杭州亚运会万众瞩目，亚奥理事会45个成员均报名参赛，多个国家和地区派出史上最大规模的代表团，无论是1万余名的运动员报名人数，还是比赛项目数量，均创历届亚运会之最。开幕式上，中国羽毛球运动员郑思维、乒乓球运动员孙颖莎代表全体运动员庄严宣誓：“我以全体参赛运动员的名义承诺，为了体育的光荣和团队的荣誉，以真正的体育道德精神参加杭州第19届亚运会，尊重并遵守运动会各项规则。”中国田径裁判杨中民、射击裁判高佳琦代表全体裁判员宣誓。,杭州 亚运会 万众瞩目 理事会 成员 报名 参赛 多个 国家 地区 派出 大规模 代表团 无论是 万余名 运动员 报名 人数 比赛项目 数量 历届 亚运会 开幕式 中国羽毛球 运动员 思维 乒乓球 运动员 孙颖莎 代表 运动员 庄严 宣誓 参赛 运动员 名义 承诺 体育 光荣 团队 荣誉 体育道德 精神 参加 杭州 亚运会 尊重 遵守 运动会 各项 规则 中国 田径 裁判 杨中民 射击 裁判 高佳琦 代表 裁判员 宣誓
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 21:23,7,54,6,亚奥理事会旗入场，中国著名田径教练孙海平、中国女排“三连冠”主力队员张蓉芳、中国奥运史上首枚金牌获得者许海峰、中国首枚冬奥会奖牌获得者叶乔波、体操奥运冠军楼云、跳水奥运冠军郭晶、中国首位男子击剑奥运冠军仲满以及本届亚运会申办大使、游泳奥运冠军罗雪娟等8名我国杰出运动员和教练员代表，手执亚奥理事会旗入场。伴随亚奥理事会歌，亚奥理事会旗徐升起，同五星红旗一道高飘扬。,理事会 入场 中国 著名 田径 教练 孙海平 中国女排 三连冠 主力 队员 张蓉芳 中国 奥运 首枚 金牌 获得者 许海峰 中国 首枚 冬奥会 奖牌 获得者 叶乔波 体操 奥运冠军 楼云 跳水 奥运冠军 郭晶 中国 首位 男子 击剑 奥运冠军 仲满 本届 亚运会 申办 大使 游泳 奥运冠军 罗雪娟 我国 杰出 运动员 教练员 代表 手执 理事会 入场 伴随 理事会 理事会 升起 五星红旗 一道 飘扬
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 21:09,9,92,6,杭州亚运会开幕式运动员入场仪式进入尾声，东道主中国代表团压轴进场。在《歌唱祖国》的伴奏下，游泳运动员覃海洋与篮球运动员杨力维共持五星红旗，引领阵容强大的中国代表团入场，热烈的掌声和欢呼久不息。,杭州 亚运会 开幕式 运动员 入场 仪式 尾声 东道主 中国 代表团 压轴 进场 歌唱祖国 伴奏 游泳 运动员 海洋 篮球 运动员 杨力维 共持 五星红旗 引领 阵容强大 中国 代表团 入场 热烈 掌声 欢呼 不息
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 20:59,7,108,6,杭州亚运会开幕式运动员入场仪式正在进行，中国台北代表团入场时获得全场观众热烈欢呼。,杭州 亚运会 开幕式 运动员 入场 仪式 中国台北 代表团 入场 全场 观众 热烈 欢呼
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 20:00,15,100,4,杭州第19届亚运会开幕式于9月23日晚在杭州奥体中心体育场举行。本届亚运会开幕式主题为“潮起亚细亚”，分为“国风雅韵”“钱塘潮涌”“携手同行”三大篇章。将会通过国风之潮、自然之潮、科技之潮等对主题中的“潮”字进行具体诠释。 ​,杭州 亚运会 开幕式 晚在 杭州 奥体中心 体育场 本届 亚运会 开幕式 主题 潮起 亚细亚 分为 风雅 钱塘潮 携手 同行 三大 篇章 国风 自然 科技 主题 诠释
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 18:40,11,83,27,杭州第19届亚运会开幕式将于今晚20时在“大莲花”杭州奥体中心体育场举行。18时刚过，观众陆续入场，志愿者耐心引导观众有序就坐，暖场表演也让观众开始期待开幕式精彩的文艺演出。按照杭州亚组委今日中午公布的开幕式流程，开幕式总时长约10分钟，其中仪式环节约65分钟，文艺演出约25分钟，火炬点燃与主题歌演唱约10分钟，其中最受瞩目的杭州第19届亚运会主火炬将于21时28分48秒点燃。 ​,杭州 亚运会 开幕式 今晚 莲花 杭州 奥体中心 体育场 观众 陆续 入场 志愿者 耐心 引导 观众 有序 暖场 表演 观众 期待 开幕式 精彩 文艺演出 杭州 组委 今日 中午 公布 开幕式 流程 开幕式 时长 分钟 仪式 环节 分钟 文艺演出 分钟 火炬 点燃 主题歌 演唱 分钟 瞩目 杭州 亚运会 火炬 点燃
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 18:31,4,31,5,“太拼了，卡着时间点来。”今天17:30，来自阿联酋体育代表团的运动员阿哈迈德·斯卡伊克（ ），顺利在杭州机场口岸办理好入境手续后，赶赴杭州奥体中心，成为参加杭州亚运会开幕式的最后一名入境运动员，此时距20:0亚运会开幕式只有2小时30分。,时间 阿联酋 体育 代表团 运动员 哈迈德 卡伊 顺利 杭州 机场 口岸 办理 入境手续 赶赴 杭州 奥体中心 参加 杭州 亚运会 开幕式 一名 入境 运动员 亚运会 开幕式
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 17:15,5,48,4,9月23日中午，国家主席习近平和夫人彭丽媛在浙江省杭州市西子宾馆举行宴会，欢迎来华出席杭州第19届亚洲运动会开幕式的国际贵宾。 ​,中午 国家 主席 习近平 夫人 彭丽媛 浙江省 杭州市 西子 宾馆 举行宴会 来华 出席 杭州 亚洲 运动会 开幕式 国际 贵宾
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 17:00,11,46,5, “虹韵紫、映日红、水墨白、月桂黄、水光蓝、湖山绿”，杭州亚运会色彩系统的独特韵味，就藏在杭州的如画景致中。,虹韵 映日红 水墨 月桂 水光 湖山 杭州 亚运会 色彩 系统 独特 韵味 杭州 景致
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 15:30,9,72,15,“我们都知道中国办的开幕式是全世界最佳”，来自尼日利亚的留学生郑明拉满了对9月23日晚亚运会开幕式的“期待值”。除了开幕式，在华留学生们对首次亮相亚运会的电子竞技和霹雳舞也是兴趣十足。他们期待着亚洲各个国家和地区的运动员在竞技赛场上的出色表现。在杭州还没有观看过比赛的马来西亚籍留学生姚佳雯，期待着走进亚运会赛场来一场沉浸式观赛体验。,中国 开幕式 全世界 最佳 尼日利亚 留学生 郑明拉 日晚 亚运会 开幕式 期待值 开幕式 留学生 首次 亮相 亚运会 电子竞技 霹雳舞 兴趣十足 期待 亚洲 国家 地区 运动员 竞技 赛场 出色 表现 杭州 观看 比赛 马来西亚籍 留学生 姚佳雯 期待 走进 亚运会 赛场 一场 沉浸 观赛 体验
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 14:12,7,34,12, 杭州亚运会即将开幕，云集了世界各地记者的主媒体中心空前繁忙。这里是信息传播的“总枢纽”，更是媒体记者在赛会期间的“家”。除了满足世界各地记者吃、住、行的需求，这里还提供了云采访、上镜补妆等贴心周到的服务。戳视频，去主媒体中心逛一逛。 ​,杭州 亚运会 开幕 云集 世界各地 媒体 中心 空前 繁忙 信息 传播 总枢纽 更是 媒体 赛会 期间 世界各地 需求 提供 采访 上镜 补妆 贴心 周到 服务 媒体 中心 逛一逛
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 13:27,10,125,20, 杭州亚运会主媒体中心志愿者团队开始上分了！ ​,杭州 亚运会 媒体 中心 志愿者 团队 上分
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 13:00,2,34,11,9月23日20时，杭州亚运会盛大开幕，本届亚运会秉持“绿色、智能、节俭、文明”的办会理念。“笔下”亚运盛会是这样的画面，一起来看。,杭州 亚运会 盛大 开幕 本届 亚运会 秉持 绿色 智能 节俭 文明 办会 理念 笔下 亚运 盛会 画面
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 11:03,11,134,60,杭州第19届亚运会将于今晚开幕，开幕式不燃放实体烟花、首次采用数字点火的“剧透”已经将期待值拉满。传统与现代交融将带来怎样的新奇体验？，中青报·中青网数智人记者青小璇将陪伴大家一起感受“智能亚运”。,杭州 亚运会 今晚 开幕 开幕式 燃放 实体 烟花 首次 采用 数字 点火 剧透 期待值 拉满 传统 交融 带来 新奇 体验 中青报 中青网 智人 青小璇 陪伴 感受 智能 亚运
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 11:02,6,54,34,9月2日，距杭州亚运会开幕式还有一天，中国女足对阵小组赛第一个对手蒙古国队，以16:0大胜。这是中国女足在2023女足世界杯铩羽而归后的首次亮相，她们需要通过亚运会的比赛重拾信心。本届亚运会，中国女足与蒙古国队、乌兹别克斯坦队同在组。本场面对世界排名第157位的蒙古国队，中国女足展现出了绝对优势。比赛开始仅一分多钟，中国女足7号王霜就建功，在前58分钟里，王霜个人完成了5个进球，并为队友多次助攻获得进球，上半场中国女足8比0领先。2015年建队、首次参加亚运会的蒙古国女足的水平虽然很弱，全场比赛没有射门，但她们并依旧认真对待比赛。下半场，中国女足多次换人，再进8球，最终以16比0大胜蒙古国队。9月28日，中国女足将迎战世界排名第50位的乌兹别克斯坦队。,杭州 亚运会 开幕式 中国女足 对阵 小组赛 第一个 对手 蒙古国 大胜 中国女足 女足 世界杯 铩羽而归 首次 亮相 亚运会 比赛 重拾 信心 本届 亚运会 中国女足 蒙古国 乌兹别克斯坦 队同 本场 面对 世界 排名第 蒙古国 中国女足 展现出 绝对优势 比赛 一分 中国女足 王霜 建功 分钟 王霜 进球 队友 助攻 进球 上半场 中国女足 领先 建队 首次 参加 亚运会 蒙古国 女足 水平 全场 比赛 射门 依旧 认真对待 比赛 下半场 中国女足 换人 最终 大胜 蒙古国 中国女足 迎战 世界 排名第 乌兹别克斯坦
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 10:07,13,171,30,9月2日，浙江杭州，杭州亚运会乒乓球项目在拱墅运河体育公园体育馆正式开赛。中国选手王楚钦在第二轮与沙特队的比赛中，用时14分钟轻松战胜对手。中国男队、女队目前取得团体赛小组两连胜，已晋级16强。杭州亚运会乒乓球项目比赛时间为9月2日至10月2日，共将产生男团、女团、男单、女单、男双、女双、混双7枚金牌。自1974年首次征战亚运赛场以来，国乒共夺得6枚亚运金牌。,浙江 杭州 杭州 亚运会 乒乓球 拱墅 运河 体育 公园 体育馆 正式 开赛 中国 选手 王楚钦 第二轮 沙特队 比赛 分钟 轻松 战胜 对手 中国男队 女队 团体赛 小组 两连胜 晋级 杭州 亚运会 乒乓球 比赛 时间 男团 女团 女单 男双 混双 金牌 首次 征战 亚运 赛场 国乒共 夺得 亚运 金牌
https://weibo.com/ajax/statuses/searchProfile?uid=1726918143&page=6&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,1726918143,中国青年报,,,2023年09月23日 08:00,13,83,25, 光阴荏苒。从190年的北京亚运会，到2010年的广州亚运会，再到这次的杭州亚运会，3年跨越，3次东道主，中国与亚运会结下不解之缘。如果把亚运会比作一扇窗，透过三次亚运会的三个视窗，你能更直观地看到，3年来，中国社会发生的历史性变革、取得的历史性成就。,光阴荏苒 北京 亚运会 广州 亚运会 杭州 亚运会 跨越 东道主 中国 亚运会 结下 不解之缘 亚运会 比作 一扇 透过 三次 亚运会 三个 视窗 直观 年来 中国 社会 发生 历史性 变革 历史性 成就
https://weibo.com/ajax/statuses/searchProfile?uid=2821669511&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2821669511,农民日报,,,2023年09月27日 20:17,1,1,1, 近日，杭州亚运会开幕式上，“数字火炬手”与最后一棒火炬手汪顺共同点燃主火炬塔，让整个世界一同“燃”了起来。而那位由超1亿名“数字火炬手”组成的“数字人”，其拍摄原型高愉来自广州市玉岩中学田径队，是一名高一学生，今年15岁。他经过严格选拔最终以其阳光健美的运动员形象入选，用这种独特的方式，点燃了数字火炬。高愉表示，尽管全程不会露脸，但这份经历弥足珍贵。,近日 杭州 亚运会 开幕式 数字 火炬手 火炬手 汪顺 点燃 火炬 世界 一同 那位 亿名 数字 火炬手 数字 拍摄 原型 广州市 玉岩 中学 田径队 一名 高一 学生 选拔 最终 阳光 健美 运动员 形象 入选 独特 方式 点燃 数字 火炬 全程 露脸 这份 经历 弥足珍贵
https://weibo.com/ajax/statuses/searchProfile?uid=2821669511&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2821669511,农民日报,,,2023年09月26日 19:53,3,1,0, 9月26日，由孙颖莎、陈梦-乒乓球、王曼昱组成的中国队击败日本队，夺得冠军，实现国乒女团亚运5连冠！赛后接受采访时，经常换（徽章）的孙颖莎被问到亚运会期间换到了多少，听她怎么说？ ​,孙颖莎 陈梦 乒乓球 王曼昱 中国队 击败 日本队 夺得 冠军 国乒 女团 亚运 连冠 赛后 接受 采访 徽章 孙颖莎 问到 亚运会 期间 换到
https://weibo.com/ajax/statuses/searchProfile?uid=2821669511&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2821669511,农民日报,,,2023年09月26日 19:52,2,3,0, ！颁奖仪式上，姑娘们戴上金牌，升国旗、奏国歌！为国乒骄傲！ ​,颁奖仪式 姑娘 金牌 升国旗 奏国歌 国乒 骄傲
https://weibo.com/ajax/statuses/searchProfile?uid=2821669511&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2821669511,农民日报,,,2023年09月26日 09:13,1,2,0, 射击女孩黄雨婷比赛时挂了只“熊猫”、亚运现代五项赛马场有《富春山居图》、观众自发为未到边运动员加油…杭州亚运赛场内外，那些意料之外的惊喜，那些鼓舞人心的“彩蛋”，总能打动人心！↓哪个画面让你印象深刻？ ​,射击 女孩 黄雨婷 比赛 熊猫 亚运 现代五项 赛马场 富春山 居图 观众 自发 未到 运动员 加油 杭州 亚运 赛场 内外 意料之外 惊喜 鼓舞人心 彩蛋 打动 人心 画面 印象 深刻
https://weibo.com/ajax/statuses/searchProfile?uid=2087169013&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2087169013,法治日报,,,2023年09月27日 20:30,5,11,1,杭州第19届亚运会正在如火如荼地进行。在杭州亚运会主媒体中心（）餐厅，一道代表着杭州味道的杭州卤鸭，给记者留下了深刻的味蕾记忆。如何守护亚运舌尖上的安全，让运动员、技术官员、媒体记者共享美好“食”光？ 9月26日上午，《法治日报》记者来到位于杭州市萧山区新街道建设四路的新农都物流中心—浙江全省八成左右的水产在这里“中转”。在这里，记者探寻杭州亚运会食品安全背后的秘密。一条鱼也要做“体检”？在市场快检实验室里，一条来自“杭州萧山农产品批发市场旺梅红”的鱼正等待着检验，在塑料袋外部，粘贴着四张标签，对应四步检验流程。“给一条鱼打个‘体检报告’，让人们买得放心，吃得安心。”除了“体检”食材外，以“蓝牙锁”护航食品安全、检测结果实时上传，智慧消防助力治理…也成为此次亚运的亮点。,杭州 亚运会 如火如荼 杭州 亚运会 媒体 中心 餐厅 一道 代表 杭州 味道 杭州 卤鸭 留下 深刻 味蕾 记忆 守护 亚运 舌尖 运动员 技术 官员 媒体 共享 美好 上午 法治 日报 来到 位于 杭州市 萧山区 街道 建设 四路 新农 物流 中心 浙江 全省 水产 中转 探寻 杭州 亚运会 食品安全 背后 秘密 一条 体检 市场 实验室 一条 杭州 萧山 农产品 批发市场 旺梅红 正等待 检验 塑料袋 外部 粘贴 四张 标签 四步 检验 流程 一条 体检 报告 放心 安心 体检 食材 蓝牙 护航 食品安全 检测 实时 上传 智慧 消防 助力 治理 亚运 亮点
https://weibo.com/ajax/statuses/searchProfile?uid=2087169013&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2087169013,法治日报,,,2023年09月25日 20:26,26,66,4,9月23日，杭州第19届亚运会开幕式在杭州奥体中心体育场举行。来自45个国家和地区的运动员，各国家领导和嘉宾及数万名现场观众在“大莲花”共同见证了这伟大时刻。 但即便如此大的人流量情况下，开幕式的入场和退场依然井然有序。9月24日，在亚奥理事会与杭州亚组委官方新闻发布会上，亚奥理事会代理主席辛格，高度赞扬了开幕式“此前我参加过很多开幕式，杭州向世界献上了一场现象级的开幕式，感谢主办方的努力付出。现场组织非常有序，7万人全部离场仅用时40分钟，可以说这是我见过最好的开幕式！”7万多人仅用40分钟，就全部离场，更值得一提的是座位上没有留下一片垃圾，这是怎么做到的？为最大限度提升观众进场效率，此次亚运会建立“一长三员”的保障机制，在开幕式的远端集结点设置一名点长负责集结点所有事务的协调工作，每25名观众配备一名网格员，负责从集结到散场全过程的组织引导，所有车辆都配备随车联络员和安全员，以协助解决行车途中的服务需求和突发事件的应急联络等。开幕式可谓是万人运输、千车组织、秒级调度，要实现安全准时、集散有序，背后有“最强大脑”的统筹智慧。杭州建设了亚运专用交通指挥调度平台，全面实现交通服务保障动态资源管控、运行监测、编组排班、应急处置、数据统计等指挥调度功能，比如开幕式散场时观众席哪个区域的绿灯亮起来，就意味这个区域的人员可离开。杭州还为开幕式专门调度了两条地铁线路和大巴车协同免费把观众送到各个地方，当观众沉浸在亚运狂欢之际一抹公安“守护蓝”，正在看不见的角落，守护着这场狂欢，当璀璨照亮天际每一个角落，他们都在… ​,杭州 亚运会 开幕式 杭州 奥体中心 体育场 国家 地区 运动员 国家 领导 嘉宾 数万名 现场 观众 莲花 见证 时刻 即便如此 人流量 情况 开幕式 入场 退场 依然 井然有序 理事会 杭州 组委 理事会 代理 主席 辛格 高度赞扬 开幕式 此前 参加 开幕式 杭州 世界 献上 一场 现象 开幕式 感谢 主办方 努力 付出 现场 组织 有序 离场 分钟 开幕式 万多 分钟 离场 值得一提的是 座位 留下 垃圾 限度 提升 观众 进场 效率 亚运会 建立 三员 保障机制 开幕式 远端 集结 一名 点长 负责 集结 事务 协调 工作 观众 配备 一名 网格 负责 集结 散场 全过程 组织 引导 车辆 配备 随车 联络员 安全员 协助 解决 行车 途中 服务 需求 突发事件 应急 联络 开幕式 可谓 运输 千车 组织 秒级 调度 准时 集散 有序 背后 最强 大脑 统筹 智慧 杭州 建设 亚运 专用 交通指挥 调度 平台 全面实现 交通 服务 保障 动态 资源 管控 运行 监测 编组 排班 应急 处置 数据 统计 指挥 调度 功能 开幕式 散场 观众席 区域 绿灯 意味 区域 人员 离开 杭州 开幕式 调度 两条 地铁 线路 大巴车 协同 免费 观众 送到 地方 观众 沉浸 亚运 狂欢 之际 一抹 公安 守护 看不见 角落 守护 这场 狂欢 璀璨 照亮 天际 角落
https://weibo.com/ajax/statuses/searchProfile?uid=2087169013&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2087169013,法治日报,,,2023年09月25日 08:31,21,9,5, 富春山居图中渔夫摇橹垂钓的宁静江面，在这段时间成为体育健儿精彩竞技的亚运赛场。不仅如此，这片水域还在9月24日见证了杭州第19届亚运会首金的诞生。 9月24日上午9时，杭州第19届亚运会赛艇女子轻量级双人双桨决赛在杭州富阳水上运动中心举行，邹佳琪和邱秀萍以7分06秒78率先通过终点线，摘得本届亚运会首金，为中国体育代表团赢得开门红。在富阳水上运动中心比赛场馆的公安“守护蓝”，为能够亲眼见证首金的诞生而自豪。护航团队主要负责人陈轶丰介绍说，杭州富阳水上运动中心为杭州第19届亚运会赛艇、皮划艇（含静水、激流回旋）项目的比赛及训练场地，自9月20日起，就开始进行各项小组预赛和备赛训练。9月23日清晨6点，护航人员开始进行身份验证、交通疏导，在各客户群出入口进行证件查验，解决身份注册卡问题，接受注册卡问询。晚上，场馆停止训练，每隔1小时进行一次巡逻。9月24日凌晨4点，护航团队部分成员对赛道周边重点开展巡逻；白班护航人员陆续到岗，进行交接班，开展持证人员安检验证工作；车辆验证岗成员查验车辆证件，引导无证车辆。比赛开始前两小时，护航人员各司其职，全员上岗。对陆续进场的观众进行查验、引导。作为本次护航团队成员之一、从警7年的富阳公安特警邵华君感到无比自豪：“我就是富阳东洲人，家和水上运动中心相隔3公里，这种在家门口护航亚运的感觉太奇妙了！” ​,富春山 居图 渔夫 摇橹 垂钓 宁静 江面 段时间 体育健儿 精彩 竞技 亚运 赛场 不仅如此 水域 见证 杭州 亚运会 首金 诞生 上午 杭州 亚运会 赛艇 女子 轻量级 双人 双桨 决赛 杭州 富阳 水上运动 中心 邹佳琪 邱秀萍 率先 终点线 摘得 本届 亚运会 首金 中国体育代表团 赢得 开门红 富阳 水上运动 中心 比赛 场馆 公安 守护 见证 首金 诞生 自豪 护航 团队 负责人 轶丰 介绍 杭州 富阳 水上运动 中心 杭州 亚运会 赛艇 皮划艇 静水 激流 回旋 比赛 训练场地 各项 小组 预赛 备赛 训练 清晨 护航 人员 身份验证 交通 疏导 客户群 出入口 证件 查验 解决 身份 注册 接受 注册 问询 晚上 场馆 停止 训练 每隔 巡逻 凌晨 护航 团队 成员 赛道 周边 重点 巡逻 白班 护航 人员 陆续 交接班 持证 人员 安检 验证 工作 车辆 验证 成员 查验 车辆 证件 引导 无证 车辆 比赛 护航 人员 各司其职 全员 上岗 陆续 进场 观众 查验 引导 本次 护航 团队 成员 从警 富阳 公安 特警 邵华君 感到 无比 自豪 富阳 东洲 水上运动 中心 相隔 公里 家门口 护航 亚运 奇妙
https://weibo.com/ajax/statuses/searchProfile?uid=2087169013&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2087169013,法治日报,,,2023年09月24日 22:30,18,14,7,流动的《千里江山图》、“活”的《富春山居图》…总导演沙晓岚说，开幕式上中华文明五大特性贯彻始终。这些难忘瞬间，处透着精巧构思。亚运开幕式的中国风有多惊艳？,流动 千里 江山 富春山 居图 总导演 沙晓岚 开幕式 中华文明 五大 特性 贯彻始终 难忘 瞬间 处透 精巧 构思 亚运 开幕式 中国 惊艳
https://weibo.com/ajax/statuses/searchProfile?uid=2087169013&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2087169013,法治日报,,,2023年09月24日 16:09,10,12,1,9月23日，杭州亚运会开幕。大美河山与五星红旗惊艳同框，绝美瞬间直抵人心，当璀璨照亮天际，每个角落，他们都在。,杭州 亚运会 开幕 大美 河山 五星红旗 惊艳 绝美 瞬间 直抵 人心 璀璨 照亮 天际 角落
https://weibo.com/ajax/statuses/searchProfile?uid=2087169013&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2087169013,法治日报,,,2023年09月24日 10:32,4,18,1,9月24日，在杭州亚运会赛艇女子轻量级双人双桨比赛中，中国选手邹佳琪/邱秀萍夺得金牌，这是杭州第19届亚洲运动会的首枚金牌。 ,杭州 亚运会 赛艇 女子 轻量级 双人 双桨 比赛 中国 选手 邹佳琪 邱秀萍 夺得 金牌 杭州 亚洲 运动会 首枚 金牌
https://weibo.com/ajax/statuses/searchProfile?uid=2087169013&page=1&q=%E4%BA%9A%E8%BF%90%E4%BC%9A,2087169013,法治日报,,,2023年09月23日 22:59,17,15,4, 1分钟，让视线跟随镜头穿梭，领略动感杭州。今晚，杭州万众瞩目！戳视频，一起感受,分钟 视线 跟随 镜头 穿梭 领略 动感 杭州 今晚 杭州 万众瞩目 感受
