评论用户id,评论id,分词,分词-英文
1869673524,5081731257076580,加油,come on
1869673524,5081731247900970,电信,telecommunications
2852485994,5081731235582490,精彩 呈现 人工智能 领域 创新 成果 信息技术 创新 川剧 变脸 传统 文化 完美,"Wonderful presentation of innovative achievements in the field of artificial intelligence, information technology innovation Sichuan opera changes in traditional culture perfectly"
7528230807,5081529196485210,回避 打算 回应 阻止 恶魔 阻止 抓捕 面具,Avoiding plans to respond to prevent the demon from stopping the arrest mask
7874478350,5081754803899600,科技 力量,Technology
6242349133,5081700201925230,评论,Comment
7951259434,5081513221952170,精彩,Wonderful
5657958523,5081692311916050,总经理 看不到 部长 董事长 总经理 关注 靓号 捆绑 权力,The general manager cannot see the general manager of the minister's chairman and the general manager of the prelude binding power
1750899447,5081505653066680,百度 功能 水印 正义 邪恶 战争,Baidu function watermark justice and evil war war
6598737815,5081450487484970,技术 公开 开源 模型 遏制 不太能 君子 小人 局面,The technical open source model curbs the situation of gentlemen and villains
5392477539,5081450045509060,裁切 视频,Cutting videos
7730863471,5081453956172700,水印 能防 君子 小人 正当 水印 阻挡,"Watermark can prevent gentlemen and villains, just watermarks blocking"
7411695283,5081667783887170,乱性 喝醉,Chaotic
1711572164,5081386086830190,致敬 劳动者,Pay tribute to workers
7513453125,5081404016167060,记住 苦难 人生 缺少 经历 活着 幸福,Remember that suffering life lacks experience and live happiness
6572500199,5080989397684060,松下 不想,Matsushita doesn't want to
6078660513,5080971745429970,松下,Matsushita
1645929404,5080985957302610,看过 视频 参观 松下 松下 总裁,I have watched the video and visited Panasonic Panasonic President
2024129437,5080983176479970,松下 退出 市场 松下 松下,Panasonic exits the market Panasonic Panasonic
5887783417,5080972044798950,市场 障碍,Market barrier
7309931388,5080996718315750,蛋糕 松下 甘心 退出,Cake Panasonic is willing to exit
1779751522,5080985350442110,松下,Matsushita
2290519601,5081144935323030,松下 灭亡,Panasonic
1712217827,5081093323882620,员工 朋友圈 逼退 松下,The circle of employees and friends forced to retreat Panasonic
1417880414,5081158027317380,松下 阻碍 成本 价格,Panasonic hinders cost prices
2389926431,5081748845366860,奔腾 正大 微软 松下 联想,Pentium Zhengda Microsoft Panasonic Lenovo
3518108732,5081140992411540,退出,quit
7521951929,5081139797034840,退出 感觉 松下,Exit sensation Panasonic
6269344327,5081134080198210,不出 造假,No fake
6088096926,5081109164988610,松下,Matsushita
1012242241,5081084079375560,松下 概率 说话,Panasonic probability to speak
2261496740,5081044364035120,落后 体面 难不成 体面 厂区 交给,It is difficult to be decent and decent.
7120411352,5081014576353440,参与 恐怖袭击,Participate in terrorist attacks
2136508520,5081156661809280,利润 退出 退出 爱心,Profit exit and exit love
3628599330,5080987115982320,有钱 没钱 跪下,Have money and have no money to kneel down
7475494881,5080985199444660,不错,good
7915187444,5081089184105200,增加 贫富差距,Increase the gap between the rich and the poor
5717801423,5081094662130760,大点 鸟位 松下,Big Bird position Panasonic
7867963104,5080998857674610,企业 撤离,Enterprise evacuation
5461565287,5081207698099310,滚蛋,Get out
2025202217,5081188152902090,土货,Soil goods
1338451924,5081117682044340,改开 松下公司 很大 希望 松下公司 留在,Changing Panasonic has a lot to hope that Panasonic will stay in
1027807845,5081052913600260,滚蛋,Get out
7427651567,5080999427836160,松下 退出,Panasonic exits
3932871285,5080987889307560,松下 空调,Panasonic air conditioner
6558886353,5080985623069990,退出,quit
6123363779,5080972746296480,在意 松下 制造业 关心 产品 本土 产品 产品 松下,Practice Panasonic manufacturing care about products of local products Panasonic
7274658311,5081284550590820,做假账 假话,Fake accounts and fakes
8823116,5081344814091460,发狠,Fierce
3847289545,5081003536420440,文稿,Draft
1791580541,5081731289319390,老师 棒棒 喜欢 医生 拍照 好歹,The teacher likes a doctor to take pictures anyway
1879553704,5080995479683510,毛病,Fault
6726414965,5081061506419880,回答 手机 折叠 技术 领域 处于 领先地位 折叠 手机 市场 占据 较大 份额 产品设计 展现出 强大 实力 折叠 手机 产品线 包括 涵盖 形态 折叠 手机 消费者 需求,Answer the field of mobile phone folding technology is in the leading position folding mobile phone market to occupy a large share of product design showing that the strong power folding mobile phone product line includes covering the needs of consumer consumer consumer consumer
1908512760,5081103927609630,记得 读到 文章 岔气 骂人 脏字,Remember to read the article and scold people's dirty words
5743435959,5081221910759400,文章 发布 链接,Article publishing link
7879059103,5081066195653700,百度,Baidu
6508733145,5081384326532700,弱智 文案 弱智,Registered copywriting mentally handicapped
5150399667,5081014896429240,人类 和谐 社会,Human harmonious society
7831276378,5081007766374030,人工智能 时刻 归属 人类 正道 社会 社会 实质 无限 贪欲 放任 逐利 资本 国家 社会 制理 混乱 盛行 疫情 表现 科学界 无视 正道 危害 剥夺 人工智能 可控 性质 连接 世界 人类 智力 局域 超越 危及 人类 生存,"Artificial intelligence always belongs to human beings, social essence, infinite greed, letting the capital of the country's social illumination, the chaos of the country, the popular epidemic shows that the scientific community ignores the righteousness and deprives the artificial intelligence controlling nature."
7764705777,5080995780630280,电子 炸弹 资本 关系 企业 病态 情怀 羁绊 国人 设防 资本 企业 精英 政治 精英,Electronic bomb capital relations Enterprise's morbidal feelings bondage Chinese people to set up defense capital companies elite political elite
6579703832,5080992639877390,收藏 保留 内容 媒体,Favorite content media
1406603470,5080983176481680,国家 恐怖袭击,National terrorist attack
7832327056,5081166418022270,铭记 人工智能 核心 替换 劳动力 降低成本,Remember the cost of replacing the labor force of artificial intelligence to reduce the cost
1170197840,5081159416945450,希望 照顾 老人 机器人,Hope to take care of the elderly robot
7346700451,5081132146099030,空间 智能 贴合 所处 宇宙 药物 分子 蛋白质 折叠 思考 分子 遥远 希望 人类 空间 智能 推广 现象 蛋白质 折叠 动态 过程 蛋白质 分子 过程 带来 经济 数量级 增长,Space Intelligent Following the Cosmic Molecular Protein Folding Thinking Molecular Far Wanting Human Space Intelligent Promoting Phenomenon Folding Dynamic Process Protection Molecular process brings economic magnitude growth
1722755192,5081277331407430,爆发,break out
7907702555,5081104388982730,模型 算法 加速器 视觉 输入 底层 原理,Model algorithm accelerator Visual input bottom layer principle
5330310973,5081125977066860,感谢 分享,Thanks for sharing
1346761360,5081707197501000,世界 模型 思路 机器 视觉 增加 感知 平面 图形 识别 感觉 前途 技术 路线,World model thinking Machine vision increases perception of plane graphics recognition feels future technical route
1445558741,5081698632995230,困难 不到,Difficulty
7585070492,5081122712851190,风口,tuyere
2032797757,5081091925083370,空间 智能 人工智能 代际 跨越,Space intelligent artificial intelligence intergeneration leap
7429843203,5081790853941130,智能 表达 好比 动画 符合 投影 原理 感受 智能 感受 客观存在 视频 交互 编辑 空间 智能 像是 智能 理解 空间 计算 方向 感觉 依赖 计算 平台 相比 苹果 优势,"Intelligent expression is like an animation in line with projection principles. Feeling intelligent experience Objectively existing video interaction editing space Intelligent like intelligent understanding space computing direction, dependence, compared to Apple advantages compared to Apple advantages"
7917904526,5081303643325470,看吧 世界,Look at the world
5824729933,5081078056616880,下跪,kneel
7514394968,5081086508663720,报警 假货 哑巴,Alarm fake dumb
7515137006,5081077467316910,土味 普通话 脏话 对话 流畅 喝酒 录音 调到 剪映 音频 分离 放大 轨道 音频 起伏 节奏 录音,"Earth -flavored Mandarin Dialogue Dialogue Smooth Drink recording to cut audio separation, amplify orbit audio undulating rhythm recording"
6568011488,5081081269981950,大嫂 沫沫 送进去,Dasao Momo sent in
7514847623,5081081715885990,质疑 假货 没见 回应 着急,Questioning the fake did not see the response to the anxiety
7525972271,5081074714280090,群众,the masses
7515133902,5081082489736860,警方 清白,Police innocence
7281867540,5081081770672730,报警 妈妈,Alarm mother
7479243615,5081080815685930,误导 消费者 没见 回应 录音 火速 回应 火速 报警 难评 消费者 权益,Misacted consumers did not see a response to recording the rapid response to the fast alarm and difficult to evaluate consumer rights
7515048573,5081085962881230,报警 回执,Alarm
7514610137,5081083345375890,报警,Call the police
7513294229,5081080456284400,知识 合成 粗口 脏话 喝醉 语气 生成,Knowledge synthetic swear swear words Drunk tone generation
7303141558,5081078838855220,录音 脏话 语气 模仿,"Recording swear words, mimics"
7514938649,5081077469939250,不用 真人,No real person
3830958140,5081435084689650,值得 珍惜,Cherish
2597221237,5081397267796490,傻子 合成 搞笑,Fool synthesis funny
2620529533,5081086929406720,情况 声音 合成 只能靠,Sound sound synthesis can only be rely on
5271585668,5081084964635090,卖假 假酒 不想 积点,Do not want to accumulate points for selling fake wine
5273271439,5081078052424220,吞金,Swallow up
7645154013,5081074799739510,厉害 不错,Awesome
7540802368,5081074764090450,情况,Condition
2095991701,5081162932034600,垫背 合肥,Pad Hefei
7814417010,5081416794899190,录音 内容,Recording content
1912425440,5081356212113480,估计,estimate
5077798811,5081213127888050,懂得 挣扎 粗口 真惨,It's really miserable to know how to struggle
5968988637,5081201278976440,录音 真实性 排除 声道 模仿 声音 接近 分辨,Recording authenticity exclude channel imitation sound is close to resolution
7856268283,5081183015406380,人声 文本 模仿 读出来 僵硬,Voice text imitation reads stiff
1793681400,5081155431044210,伪装 声音 电脑 难事 从业者 从业者,Camouflage sound computer difficult practitioner practitioner practitioners
7749812805,5081099393306360,图片 评论,Picture comment
3548757760,5081074797906680,群众 路过,Pass by
2480162642,5081085287338840,回应 回应,Response
7516685119,5081586773262590,装懂 全家 恶评 照顾,Pretend to understand the whole family bad review and care
1656618127,5081011173462030,等待 评论 大神 介绍 干净 浏览器,Waiting to comment on the God of Clean Browser
1147357807,5081010584684040,程序员 产品 经理,Programmer product manager
7894896569,5081011622777360,飞猪 机票 前排 选座 不用 值机 选座 飞猪 代选 出门 机场 值机 柜台 没选 位置 位置 选不上 选不上 程序 退钱,"Flying Pig Air Ticket Section of the front row, not using a check -up seat to choose the airport, the airport at the check -in counter, the location of the airport is not selected."
7895812451,5081011464176250,迅雷 不让,Thunder
2957138955,5081011325241520,删除 广告,Delete ads
7807344722,5081011641911500,喜欢 干净 简洁 页面 生怕 错漏 烦躁,"I like clean and concise page, afraid of missed irritability"
6754456403,5081015033266980,浏览器 默认 浏览器,Browser default browser
2374574550,5081487780872890,痛快,happy
2828624945,5081011099011080,减少 推送 推到 关注,Reduce push push to attention
1738183237,5081010872517100,不用,Need not
7796685778,5081011556455340,加大 剂量 把婶,Increase the dose
5203448274,5081014140146940,防病毒 火绒 拦截 弹窗,Anti -virus fire velvet interception pop -up window
1095287070,5081010339055480,程序员 沉默,Silent programmer
7912149822,5081509507371950,输入法 只用 微软 自带,The input method only uses Microsoft to bring
1800469931,5081013728314270,浏览器 清爽 无比,The browser is very refreshing
2682845040,5081011261803700,充满 怨气 工人 充满 指标 证明,Full of resentment workers full of indicators
1670891837,5081824369315440,想换,Want to change
3422711770,5081798255838920,浏览器 谷歌,Browser Google
5076920737,5081336543186330,减少 推送 推到 关注,Reduce push push to attention
6007678566,5081336223632580,狂赞,Be madly praised
2050739077,5081219440312550,软件 赚钱 门路,Software to make money
1908728102,5081173766182630,产品 模式 讨厌,Product model hate
6893053092,5081144507502800,浏览器 小说 广告 小时 广告 强制,Browser novel advertising hour advertisement compulsory
1507454872,5081093843977640,开机 浏览器,Broken browser
2292941811,5081093417994520,婶整 生气,生
1789549444,5081071356218040,中老年人 痛恨 功能 办法 解决,Middle -aged and elderly people hate functional ways to solve
1781861545,5081065308032360,广告 植入 烦人,Advertising implantation is annoying
1788258803,5081065022555740,内核,Core
3300503994,5081061000482630,苹果,apple
1408969347,5081055547886460,输入法 系统 默认 自带 赶装,The input method system defaults to comes with
1557881981,5081031812319200,火绒,Flame
6069239981,5081024994742360,输入法 皮肤 弹窗,Input method skin pop -up window
1639623857,5081024889622350,产品 干活,Product dry work
1249342563,5081023088169070,恶心 安装,Disgusting installation
1406993473,5081022848829560,输入法 卸载,Input method uninstallation
2054470301,5081018071518940,原版,Original version
1649811453,5081014615674100,墙裂 支持,Wall crack support
1793541713,5081014584477910,苹果 系统 干净,Apple system is clean
1592606192,5081012907016210,广告 软件 衣食父母 产品 广告 个量,"Advertising software, clothing and clothing parental product advertising volume"
5701756694,5081010234986490,梦回,Dream back
1277248523,5081010360029580,鼻祖 专家,The originator of the originator
2007859981,5081040231861140,广告 功能 系统 自带,Advertising function system comes
7832790275,5081026999093300,网盘 系统 默认 回头 改回,The network disk system is changed by default
7832790275,5081025819971020,软件 希望 提供 基础 功能 神烦,Software hopes to provide basic functions and annoyance
6472711301,5081010997299590,功能,Function
1692036444,5081011360894650,输入法 干扰,Input method interference
1657536391,5081200303279670,沙雕 打开 广告 跳到 电商 软件 广告 纯纯,Sand sculpture opens the advertisement and jumps to the e -commerce software advertisement pure
1662229452,5081174231482670,壁纸 神经病 没事 安装,Wallpaper neuropathy is okay installed
1496960610,5081073344059040,神经病 赚钱 广告,Neuropathic money advertisement
1692464497,5081045794294740,火狐 浏览器 等待 评论 大神 介绍 干净 浏览器,"Firefox browser wait for the comments, the great god introduces the clean browser"
5056268623,5081120653183570,人体 模式 大脑 耗能 耗能 比例,Human model brain energy consumption ratio ratio
6466578099,5081105474000930,希望 微软 溢价 电力 协议,Hope Microsoft premium power protocol
5564320167,5081052003437530,行业 能源管理,Industry energy management
7360414211,5081391813628730,飞机 看着 宽敞,The plane looks spacious
1796945141,5081513423274770,紫色 定制 不错 坐在 后备箱,Purple custom is good to sit in the trunk
1736332374,5081212986591220,模式 本质 样本空间 采样 插值 策略 搜索 原有 样本空间 方式 可控 启发 参考 合适 用做 自主 决策 执行 可靠 关键 危险,Model essence sample space sampling interpolation strategy search for the original sample space method can be controlled and inspired.
7916944397,5081014342780230,科技 造福人类 人类 带来 便利 意义,Science and technology benefit humans and humans brings convenience
5263610289,5081013824262340,大会 带给 惊喜,The conference brings surprise
7303141558,5081010507091380,科技 创新 停止 脚步,Scientific and technological innovation stops
7514938649,5081006438353100,确实 带来,Indeed bring
7725346103,5081014581858580,开拓 眼界 聚焦,Focus on the horizon
2233173947,5081013378355380,跟着 科技 知识,Follow technology knowledge
1932161935,5081012436995480,创新 技术 厉害 很棒,Innovative technology is great
2620529533,5081011153801040,先进 技术 厉害,Advanced technology is powerful
2412659425,5080662111158530,私人 飞机 私人 游艇,Private aircraft private yacht
7365572628,5080653882461990,机器人 新能源 名片,New Energy Business Card
1497821920,5080644592599220,机器人 新能源 名片,New Energy Business Card
2678979044,5081553665264020,机械 伤人 判刑,Mechanical injury sentence sentence
2812700242,5081131185080880,道理,reason
1935824161,5081009785143840,玩意 捣鼓 没见 家门,I do n’t see the house
1642562212,5080944914466010,机器人 相比 优势 结构 灵活 受限 做人 机器人 理解 家庭 机器人 工业 机器人,"Compared with the advantage structure, the robot is flexible and restricted."
7888310531,5080735867994970,国产 供应链 事太 吓人,Domestic supply chain things are too scary
2712522744,5080719220804040,希望 洗衣 做饭 家务 机器人,Hope to cook and cook housework robots
1526131613,5080666913376880,起码,at least
1154221750,5080646852283810,信周,Faith
3253337867,5081029130061420,老年人 服务型 机器人 空间 无限,The elderly service -type robot space unlimited
5985674806,5081640303591710,机器人 短缺 劳动力,Robot shortage labor force
5012384433,5080600804066130,早安,Good morning
6808811010,5080626343187190,科学家 人工智能 人类 变得,Scientists artificial intelligence humans become
3876087033,5080594680385190,科学 人工智能 难替 人心,Scientific artificial intelligence is difficult for people's hearts
1651670417,5080708034855180,老师 院士 人工智能 氢弹,Teacher academician artificial intelligence hydrogen bomb
1342790697,5080773548050050,校长,headmaster
7813844574,5080709307828370,负责 吹牛 工程师,Responsible for bragging engineer
2251814800,5080708796125390,老师 厉害,Great teacher
7260191708,5080765423426060,项总 霸气 贬损,Generally domineering derogation
2191092444,5080708095934910,项总,Total
7783167497,5081219683582600,工业 没电 没气 歇菜,"Industry without electricity, no air, rest dishes"
7458151819,5080756093458130,项总,Total
6020520312,5080996817668880,院士 名头,Academician
1712081974,5080927367594470,项总 实事 楼阁,Xiang Chief Pavilion
5122363359,5081326730609170,心语 科学 落地 落地 只算 技艺 成功,Heart language science landing is only successful
1285488455,5080943636776460,解决 收益分配 赚钱 岗位 赋闲在家 人员 薪资 绑定,Solve income allocation of money and make money.
5842358643,5080707806270620,理论 支持 项总,Theoretical support item
2453043832,5080707079078980,老师 产业 不用 家门 闲人 置气,Teacher industry does not need to be idle
7739163646,5080703179952600,人工智能 实在,Artificial intelligence is true
6789771647,5080701009659130,老师,teacher
6781459635,5080697693800120,项总,Total
548173,5080696452284610,厉害,sharp
1652822642,5080694901965220,落地,Land
2707653513,5080693826650190,点赞 老师,Praise teacher
2093155503,5081545907898000,带队 办法 表演,Performance
2047823281,5081705148842220,项总 看得远 接地,Mr. Xiang can see far away
3668837591,5081687159472950,厉害,sharp
1775193891,5080807668450050,人工智能 作文 小视频 人工智能 智能 制造,Artificial intelligence composition small video artificial intelligence intelligent manufacturing
7733449047,5080806689869070,可要 氢弹 何作 麻气,How to make a hydrogen bomb aware
3271224754,5080716232623360,落地 落地 落地,Landing and landing
5671719455,5080703564516360,院士 待遇,Academic treatment
7850440786,5080700343029640,奇怪 院士,Strange academician
7582138202,5081028601843800,老师,teacher
7876662512,5080993356579530,老师 院士 报告,Academician report
6139897025,5080720705851760,机遇,opportunity
6214048546,5080716589139880,老项,Old
7020109284,5080710269897710,实践 真理 唯一标准 落地 人工智能 成功 唯一标准,The only standard for the only standard of practice truth is the only standard for the success of artificial intelligence
5838410441,5080701026960050,人工智能 实体 经济 寻找 制造 强国 人工智能 正路 人工智能 机会 娱乐性 奶嘴 人工智能 强国 竞争力 实体 制造 正路,Artificial Intelligence Real Economy Finding the Manual Positive Road Artificial Intelligence Opportunities of Powerful Powers Artificial Intelligence Opportunities Entertainment Poor Pigs Artificial Intelligence Powerful Power Competitive Power Manufacturing Positive Road
7796336733,5080698369085210,实干,Work hard
2572101245,5081051227751510,老师 判断 事实 项总 霸气 贬损,Teachers judge the fact that the facts are always domineering derogation
2000749871,5080731326612050,论坛 院士 报告,Forum Academician Report
5453125162,5080709918099260,落地 人工智能 成功 唯一标准,The only criterion for successful artificial intelligence
1756726347,5080709893197220,落地 人工智能 成功 唯一标准 赞同 概念 启发 意义 落地 启发 意义 意义,The only standard for the success of the landing artificial intelligence in favor of the meaning of the concept inspiration of the meaning of the landing meaning
5482539504,5080696171269300,支持 项总,Support item
6009958080,5080695594027630,状态 嘲笑,Mockery
7917082316,5080566904652270,话务员,Speaker
7053394701,5080574205101690,气疯,Madness
1904404453,5080568389437340,撒谎 情况 隐藏 豆包 狡猾,Lie situation Hidden bean bag cunning
7711246739,5080591983446440,懂得 装傻,Know how to pretend to be stupid
1471792240,5080592697788600,可控 可怜,Controlled
7846122533,5080568893801770,尘埃,dust
2259949664,5080578888041290,背景 人类 创造 人工智能 爆发 战争 人类 惨胜 计算机技术,Background Human Creation of Artificial Intelligence Explosion War Human Win Computer Technology
7387564985,5080636083668600,屏蔽 思考 过程 人类 想法 宽容度 呈现,Human ideas tolerance for the process of blocking the thinking process
1653109347,5080581268308120,人工 标签 艺术 答案 抽象 问答 过程 帮忙 标签 数据,Artificial Tag Art Answer Abstract Questions and Answers Help Label Data
7384018447,5080729704989730,人工智能 学会 微积分 担心,"Artificial Intelligence Society, micro -integral worry"
5230882597,5080576033819330,逻辑 信仰 逻辑 看恋 吵架 好像 拍恋 地区,"Logic belief logic, love, quarrel, seems to be in the area of ​​love"
6721625964,5080690989207860,海量 参数 匹配 输出 量子 计算机 模型,Massive parameters match output quantum computer model
7798068895,5080685986192150,人类 综合体 说出 信神 人类 常态 后台 人工,Human complexes say that God believes in the norm of human beings in the background artificially
6708957548,5080567239935410,简单 程序逻辑 雄鹰 剧里 团长 口头禅,Simple procedure logic eagle drama leader's mantra
7884451057,5080625293558290,后怕,Be afraid
7890746772,5081854009148330,动物 心理 人类 智能 界限 聪明 黑猩猩 愚笨 人类 聪明 想象 意识 载体 知识 本能 内啡肽 动机,Animal psychology Human intelligence boundary Smart black orangutan stupid human beings smart imagination consciousness carrier Knowledge Instinct endorphins motivation
2683674851,5081084752566140,人工智能 懂得 简单 人类 依赖,Artificial intelligence knows simple human dependence
7330827019,5080806246844200,撒谎 数学 小学,Lie Mathematics Primary School
7474060875,5080737524485090,想到 本源,Think of this source
5595904483,5080732076608640,人工智能 过程 发射 核武器 消灭 人类 消灭 网络,The artificial intelligence process launch nuclear weapons to eliminate humans and destroy the network
1784085182,5080599490988710,细思 极恐,Think about it
1071061784,5080590728300260,人工智能 方式 技术 路线 可能性,Artificial intelligence method technical route possibility
7827292265,5080577992558880,人类 绞刑架 死期,Human twisted shelves
1496856952,5081489790212040,哥们 好像 水利 专业 博士 模型,Buddy seems to be a doctoral model of water conservancy professional
7822762995,5080644936272930,思路,Thinking
6315343604,5080815657030060,视频 请问,Video Excuse me
5299761986,5081378801320780,专家 公知,Expert know
2701067097,5080598923970770,专家 院士 观点 离谱 简单 例子 反腐 白酒 行业 专家 茅台 老百姓 茅台 事实,Expert Academician's view of outrageous Simple example Anti -corruption liquor industry expert Moutai ordinary people Moutai facts
7596075539,5080756485361820,垄断,monopoly
1696983604,5080909240074450,职位 扯淡,Position nonsense
1143411062,5080618681501260,院士 科研成果 算力 芯片 贡献,Academician scientific research results computing power chip contribution
6123969400,5080610458567880,算力 差距 确实 国产 模型 不差,The gap between computing power is indeed not bad in domestic models
1401388633,5080598131511680,院士 足球 举例 样子 感觉 理智 清醒 自信 差距 很大 超越 鸵鸟 鸡血 盲目 憧憬 只能 显得 愚昧,"Academician football as an example, feeling that the gap between the sense of reason and sober confidence is great beyond the ostrich chicken blood blind vision, but it can only look ignorant"
6933629094,5081659871330390,怨士 砖家,Grievian brick house
7407707145,5080769376814350,专家 院士,Academician
6538068216,5081241530139410,落后 领域 院士 丢人 脸红 嘲讽 讽刺 不行 男人 不行,Academicians are shameful in the backward field.
2503640950,5080662724052550,制裁 市场,Sanction market
7796291620,5080663422140980,肯定 项目 资金,Affirmation of project funds
2475357524,5080747478877110,机会 绑架 普通人,Opportunity to kidnap ordinary people
6619442620,5080643891105260,跟进,follow up
2563295462,5080655383498030,优秀,excellent
1757024627,5080582772753470,科技 改变 创新 引领,Technology change innovation leadership
5878659096,5080589508806830,发布 微博 超话 收录 专属 超话 粉丝 超话 翻牌 直达 现场,Publish Weibo Super Dialogue and include exclusive premium fans super talkative flopping directly to the scene
1882147360,5080363074325900,构思 人工智能 核心 能力 支点 能力 资源 粉丝 资源 整合 提供 能力 赋能 买卖 简单,Connecting artificial intelligence core capabilities Penta capacity Resources Fan Resource Integration and providing capabilities to be capable of buying and selling
2924223245,5080378788549010,平台 系统 会员 购买,Platform system members buy
5146902351,5080360940211340,产品 客户 申购,Product customer purchase
5622121871,5080360826176980,模仿 差点 进坑,Improved to the pit
7615820492,5080739592802830,模式,model
6904644714,5080617086093590,支持,support
1410200240,5080596654853560,传授 技术 失灵 散学 不行 经济 发达 地区 成立 总部 集合 资金量,"Teaching technical failure and scattered learning, the amount of funding for the establishment of the headquarters in the economy is developed"
2414118714,5080437020691260,真牛,Cow
5177179605,5080419291365770,粉丝,fan
2531063457,5080391101191280,参与,participate
2041169772,5080385703118720,全力支持,Fully support
5777783881,5080382903158280,步子,pace
2916150663,5080595316605080,灵气 想想 科技 发达 创造 赞叹 文艺 工艺 作品 脑海 想起 自性 光明 本源 具足,Reiki thinks about the development of technology and creation of literary and artistic crafts.
3293004027,5080499475185890,困惑 解答 想象 一体 速度 能力 真让人 细思 极恐,"Confusion Answer the imagination, the speed of the imagination is really terrible"
7930388786,5080437892055160,取代 人类,Replace humans
5458442580,5080445534606650,大会 人工智能 演讲 老师 观点,Conference artificial intelligence speech teacher's point of view
7356712919,5080487179323790,信息量 很大 值得 细细 思考,The amount of information is large and worth thinking about
7921828301,5080455344821690,想到 老师 涉猎 剽窃 确实 讨论,"Thinking of the teacher's involvement in plagiarism, it is indeed discussing"
7947849692,5080456473612740,喜欢 喜欢,Like to like
7779161013,5080456117354950,人类 区别 人工智能 人类 灵感,Human differences artificial intelligence human inspiration
6469303268,5080455897943700,学到 老师,Teacher
7947761867,5080454900485950,老师 顶级 思维,Teacher's top thinking
7930388786,5080693686927920,朋友 刻板 印象 人形 机器人 电影 看多 人形 机器人 人类,Friends stereotypes of humanoid robot movies watch multiplate robots humans
7949937364,5080455716013140,聊聊 正缘,Talk about the right
7950039681,5080454814241420,读完 确实 跨越 人类 时间 极限,"After reading it, it does cross the limits of human time"
6178502235,5080264130955620,良心 小子,Conscience
7814121007,5080266051422670,良心,conscience
2587146652,5080291612296750,不愧 柳家 能干,Dehe the Liu family can do it
7884275127,5080269886063980,联想 董事长 有没有 隐性 外籍,Is there any hidden foreign country in Lenovo Chairman?
2115837013,5080959551016190,联想 对得起 股东 利润,Lenovo is worthy of shareholders' profits
7894147956,5080376229760860,卖国 企业,Traitor
7867358355,5080328572768760,联想 高层,Lenovo high -level
2637672395,5080565667070090,卖国 企业 柳家 忠烈,Solding companies Liu Jiazhong
7775152911,5080357397336350,折腾 折腾 制造 诡雷,Toss tossing to create strange thunder
2875540111,5080309772845250,服务器,server
6899831954,5080301204672810,联想 伟达 芯片 用于 制造 服务器 电脑 条件 大陆 企业 分支机构,Lenovo Weida chip is used to manufacture server computer conditions Mainland enterprise branches
7483609435,5081081286759260,联想,Association
5973600189,5080808916518110,算了 笔记本电脑,Forget the laptop computer
6732269796,5080585645851580,儒家思想 穷人 有用 富人,Confucian thought poor people are useful rich people
6752597942,5080991909545440,忠烈,Loyalty
1962875292,5080442497403630,扫黄 玩意儿,Scanning
1703541500,5080275699106550,采购 联想 外资企业,Procurement Lenovo Foreign Enterprise
1911340472,5080317977694370,联想 企业,Associated enterprise
2714964063,5080279305421070,良心,conscience
2729770713,5080269170410750,联想 联想,Lenovo Lenovo
2534545525,5080797210476770,上当 吃亏 柳家 出手 相救,Shang Dang Lost Lost Liu's shot to rescue each other
7905082010,5080408928815290,小心 联想 炸机 老百姓,Be careful of the common people
7840297003,5080307388648170,良心 自主 技术 技术,Conscience independent technology
7398058846,5080283242303330,缓和 关系 交易,Metro -relationship transaction
5672600713,5080265687042320,资敌,Rivals
6118817751,5080448546375640,典型 汉奸,Typical traitor
1312196327,5080304521314310,别搞 成记,Don’t do it
3859547561,5080402177819670,门槛,threshold
7414308365,5080405256180130,小心 门槛,Be careful of the threshold
7883361691,5080402767383640,熟人 老师,Acquaintance teacher
6554721504,5080403859210900,小心 门槛,Be careful of the threshold
1003488747,5080447924835040,我司 产品,Our product
3253359790,5080401845946850,小心,careful
5695452176,5080404678151710,要素,Elements
5317821864,5080406901394630,门槛 老师 要素,Threshold teacher element
3523132867,5080434922491350,要素 老师,Element teacher
2691684307,5080427188978830,适合 文盲,Suitable for illiterate
7322514975,5080404012827190,不行 老师,No teacher
2681616444,5080401723002780,幽默,humor
2804529083,5080436726828050,老师 扫盲,Teacher Light
6378227707,5080410277544240,赞去,Like to
5860309277,5080405212399910,精品,Boutique
7699520558,5080404183484880,幽默 小心 门槛,Humorous and careful threshold
7769552038,5080412357395630,要素,Elements
7927243154,5079994353848220,人工智能 机器 指挥 不白 人工智能 强大 人工智能 伤害 平民,"Artificial intelligence machine command is not white artificial intelligence, powerful artificial intelligence damage civilians"
7927243154,5079996458077640,责任 结束 被占领土 净土,The end of the responsibility is occupied by the pure land of territory
6187275898,5079999164713960,全人类,All humanity
1413730141,5079992466408010,科技 创新 世界 前列,The forefront of scientific and technological innovation world
7019710544,5079999197479940,勇士 消灭 强盗 恶魔,Warriors destroy the robbers demon
7341349254,5079992532733220,发达,developed
1594257200,5080049294773350,炸弹 袭击 平民 国家 暴行,Bomb attacked the atrocities of civilians
6460453286,5080037411263090,清除 不明 生物,Clear unknown creature
2663690941,5080217565004150,优劣 恐怖分子 招惹 后果 意外,Surprise and disadvantages of terrorists causing consequences and accidents
5374495333,5080627900583650,科技领域 位列 世界 前列 待服,The field of science and technology ranks among the top in the world to be taken
