content,emotion_scroe,emotion_type,主题概率,主题类型
 这个真的漂亮 角是透明的 点睛之笔 ,0.9236689941479728,pos,"[(0, 0.06407008), (1, 0.06281412), (2, 0.8073792), (3, 0.06573664)]",2
 那别卖了 全自己留着 ,0.312229781966178,neg,"[(0, 0.12532707), (1, 0.1253389), (2, 0.13524531), (3, 0.6140887)]",3
 老师，帮忙代购吗 ,0.7688070400999216,pos,"[(0, 0.6040242), (1, 0.12529783), (2, 0.13436733), (3, 0.13631071)]",0
 保护动物！人人有责！ ,0.8121824893974873,pos,"[(0, 0.8028082), (1, 0.06447557), (2, 0.06471646), (3, 0.067999706)]",0
近年来的灾害提醒着人类,0.9957748085582335,pos,"[(0, 0.08537), (1, 0.08363614), (2, 0.7409005), (3, 0.090093285)]",2
尽自己的能力保护动植物,0.913496100785022,pos,"[(0, 0.08658301), (1, 0.084925614), (2, 0.08417541), (3, 0.744316)]",3
敬畏生命，敬畏自然,0.9929196451981229,pos,"[(0, 0.8105289), (1, 0.062699206), (2, 0.0635029), (3, 0.063269004)]",0
一起保护！,0.6153846153846152,pos,"[(0, 0.13561888), (1, 0.12927094), (2, 0.12799162), (3, 0.6071186)]",3
有些动物是永远消失了,0.9448655947788677,pos,"[(0, 0.8034569), (1, 0.06372645), (2, 0.06957008), (3, 0.06324656)]",0
 要严查贩卖野生动物的！      ,0.9358751176067858,pos,"[(0, 0.06443185), (1, 0.062797144), (2, 0.80929095), (3, 0.06348003)]",2
小时候能见到的物种到现在绝大多数都见不到了,0.7820231869464453,pos,"[(0, 0.05150498), (1, 0.051195733), (2, 0.8467689), (3, 0.050530385)]",2
可惜,0.5798611111111113,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
        ,0.5262327818078083,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
    ,0.5262327818078083,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
重重的罚，这得多少鲜活的生命啊！,0.9898543803129651,pos,"[(0, 0.7469699), (1, 0.08375867), (2, 0.08499922), (3, 0.08427222)]",0
用羚羊角戳死,0.271534247356797,neg,"[(0, 0.6198215), (1, 0.1270352), (2, 0.12805794), (3, 0.12508538)]",0
为什么屡禁不止  还不是某些人不作为 ,0.2878254039981577,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
沒有买卖，就沒有杀害沒有买卖，就沒有杀害,0.004453150022874719,neg,"[(0, 0.06382381), (1, 0.81057763), (2, 0.062867545), (3, 0.06273104)]",1
你把惩罚加重，就会减少铤而走险的人。惩罚太轻就不用考虑太多,0.9317416655187073,pos,"[(0, 0.08339927), (1, 0.08406809), (2, 0.7491381), (3, 0.08339446)]",2
黑猫这么多，谁的错,0.22588676683179154,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
惩罚的越多，就说明这东西越值钱。这东西越值钱就越有人搞。,0.1358200078837043,neg,"[(0, 0.05355651), (1, 0.05188622), (2, 0.84245783), (3, 0.052099396)]",2
这羚羊角是真的吧,0.5601892106349763,pos,"[(0, 0.7420312), (1, 0.08448155), (2, 0.08780656), (3, 0.08568064)]",0
很名贵的中药材！小孩发烧磨水喝比啥都好的快！,0.643543460812103,pos,"[(0, 0.06396213), (1, 0.8068767), (2, 0.06533245), (3, 0.06382875)]",1
那东西有啥用？,0.06304753696768317,neg,"[(0, 0.12693195), (1, 0.12974371), (2, 0.6182283), (3, 0.12509601)]",2
很贵按克卖！一条最少最少十多万都不止！现在这东西少了更贵！,0.5460594689673282,neu,"[(0, 0.06303453), (1, 0.52633935), (2, 0.3458127), (3, 0.06481341)]",1
必须严惩，爱护大自然保护野生动物,0.9870446819689459,pos,"[(0, 0.86781806), (1, 0.04223698), (2, 0.046331123), (3, 0.043613814)]",0
缴获的这些东西是集中销毁还是到了个别人手里,0.7585427141365185,pos,"[(0, 0.064951986), (1, 0.06907421), (2, 0.8033653), (3, 0.06260851)]",2
沒有买卖，就沒有杀害,0.06584576462459901,neg,"[(0, 0.063866824), (1, 0.81053406), (2, 0.06286789), (3, 0.06273121)]",1
重判重判！！！,0.1740851772109493,neg,"[(0, 0.612418), (1, 0.12511167), (2, 0.13293844), (3, 0.12953193)]",0
捡一根虎骨能判5年，这些人不要都枪毙？,0.4004085633211647,neg,"[(0, 0.08339322), (1, 0.0840792), (2, 0.7491353), (3, 0.08339226)]",2
明知故犯，支持重判！,0.8407016400013442,pos,"[(0, 0.08906425), (1, 0.08375073), (2, 0.7414956), (3, 0.08568939)]",2
重罚重判,0.4737672181921908,neu,"[(0, 0.74535495), (1, 0.08339324), (2, 0.08666584), (3, 0.08458602)]",0
人抓了，货物也没收了，一举两得,0.17527863456989867,neg,"[(0, 0.12945233), (1, 0.1251386), (2, 0.62026286), (3, 0.12514628)]",2
人类太可怕了！,0.7917321964549121,pos,"[(0, 0.085327506), (1, 0.085507244), (2, 0.7423442), (3, 0.086821094)]",2
没有买卖，就没有杀害,0.2727933174049615,neg,"[(0, 0.08630656), (1, 0.74581766), (2, 0.08408611), (3, 0.08378966)]",1
查了这些东西怎么办？有些事情不想说的那么明白，自己体会,0.06933105199091205,neg,"[(0, 0.8399351), (1, 0.05198884), (2, 0.05779785), (3, 0.050278246)]",0
国家收藏 ,0.8723745474366212,pos,"[(0, 0.08441674), (1, 0.7455857), (2, 0.085319735), (3, 0.08467788)]",1
缴获的东西怎么处理？,0.502326645758707,neu,"[(0, 0.084009394), (1, 0.09058751), (2, 0.7419421), (3, 0.08346097)]",2
买家也应付出代价。没有买卖就没有伤害。,0.679416553615211,pos,"[(0, 0.051226895), (1, 0.8460247), (2, 0.052518375), (3, 0.050230045)]",1
没有卖买就没有伤害,0.5319321078664734,neu,"[(0, 0.12564927), (1, 0.1315281), (2, 0.61642045), (3, 0.1264022)]",2
把象牙镶他们嘴里，羊角安头上。。。以儆效尤,0.954911514595106,pos,"[(0, 0.051008567), (1, 0.050161604), (2, 0.8482296), (3, 0.050600268)]",2
所有动物都有血有肉，为啥动物不平等呢？,0.952072884903746,pos,"[(0, 0.06616438), (1, 0.06503715), (2, 0.0663183), (3, 0.80248016)]",3
以后全部都不要吃肉了哈，全部吃素 ,0.38388549890924484,neg,"[(0, 0.1251583), (1, 0.12518436), (2, 0.6245007), (3, 0.12515663)]",2
没有买卖，就没有杀生 ,0.22971584751042984,neg,"[(0, 0.08434657), (1, 0.74818045), (2, 0.08409336), (3, 0.08337959)]",1
如果曝光收缴后的去向就好了,0.7764731738922211,pos,"[(0, 0.125148), (1, 0.62462926), (2, 0.12509549), (3, 0.12512729)]",1
这羚羊角厉害！上边都长着倒沿，好进不好出。,0.0028907218925225964,neg,"[(0, 0.05585857), (1, 0.053037148), (2, 0.84099656), (3, 0.050107673)]",2
那么这个两千万这个价值是怎么来的？？？这得品一品,0.09443977331422726,neg,"[(0, 0.14058962), (1, 0.6041955), (2, 0.1273193), (3, 0.1278956)]",1
没有买卖就没有杀害,0.2727933174049615,neg,"[(0, 0.086226456), (1, 0.745899), (2, 0.08408526), (3, 0.083789244)]",1
这是什么东西啊，都没见过。,0.25667801800009005,neg,"[(0, 0.5004942), (1, 0.06404433), (2, 0.3723701), (3, 0.06309139)]",0
这些能做什么我不懂,0.4505051844771363,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
 保护野生动物，就是保护我们自己生命！ ,0.9884609771683052,pos,"[(0, 0.80349827), (1, 0.06377397), (2, 0.06604859), (3, 0.06667921)]",0
 保护的最好方法，就是放开去驯养 ,0.9502953792594386,pos,"[(0, 0.064488724), (1, 0.06308365), (2, 0.06293477), (3, 0.8094928)]",3
 保护动物人人有责 ,0.8121824893974873,pos,"[(0, 0.8027412), (1, 0.06447627), (2, 0.06471726), (3, 0.06806524)]",0
 保护野生动物，就是保护我们自己生命！没有买卖就没有杀害！         ,0.9665890814931093,pos,"[(0, 0.8672236), (1, 0.046063073), (2, 0.043435417), (3, 0.04327793)]",0
 如果这次疫情放过了人类，希望人类也能放过它们 ,0.9909914003427303,pos,"[(0, 0.16552004), (1, 0.05021525), (2, 0.73336226), (3, 0.050902434)]",2
 拒绝吃肉。全部吃青菜   ,0.5915642657899923,pos,"[(0, 0.1250626), (1, 0.12506922), (2, 0.12505476), (3, 0.62481344)]",3
 好吃   ,0.573170731707317,pos,"[(0, 0.1276768), (1, 0.6125083), (2, 0.12505455), (3, 0.13476035)]",1
 保护动物，人人有责   ,0.8121824893974873,pos,"[(0, 0.80272883), (1, 0.06447639), (2, 0.06471741), (3, 0.0680774)]",0
 现在越来越多网红用人工种植的名义来规避违法，绝了，让所有人相信，有些人工养殖的动物也不一定能吃OK？ ,0.267792746829555,neg,"[(0, 0.036519226), (1, 0.8066164), (2, 0.038021933), (3, 0.11884244)]",1
 我气的是前面 ,0.5,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
 保护动物，人人有责 ,0.8121824893974873,pos,"[(0, 0.8027355), (1, 0.064476326), (2, 0.06471733), (3, 0.06807086)]",0
 保护动物，也是为了保护自己呀           ,0.9325837021636799,pos,"[(0, 0.7352586), (1, 0.08780637), (2, 0.08687612), (3, 0.09005897)]",0
我们与动物和平相处就是保护地球。,0.9998524332807655,pos,"[(0, 0.053235196), (1, 0.051820572), (2, 0.051548358), (3, 0.8433959)]",3
保护家园人人有责,0.7113881167349171,pos,"[(0, 0.065880366), (1, 0.063588016), (2, 0.06335622), (3, 0.8071754)]",3
保护动植物从我们做起，加油    ,0.9812728116814531,pos,"[(0, 0.05509059), (1, 0.38164628), (2, 0.050604228), (3, 0.51265895)]",3
海洋是生命的起源之地，海洋中的生物多达20余万种，其中动物约18万种，植物2万余种，保护海洋环境就是保护人类自己。,0.999999999861169,pos,"[(0, 0.8861665), (1, 0.037860274), (2, 0.03788736), (3, 0.038085863)]",0
保护野生动植物从我做起,0.9333812441688544,pos,"[(0, 0.051493704), (1, 0.050729893), (2, 0.050269056), (3, 0.8475073)]",3
守护我们共同的家园，守护地球生态！铁铁们加油！,0.9999985569268445,pos,"[(0, 0.043617893), (1, 0.05233132), (2, 0.041844428), (3, 0.86220634)]",3
保护野生动物人人有责 ,0.7956339853171979,pos,"[(0, 0.06788168), (1, 0.06350058), (2, 0.06589611), (3, 0.8027216)]",3
保护好野生动物，,0.9368465614312128,pos,"[(0, 0.09158462), (1, 0.08548829), (2, 0.08991664), (3, 0.7330104)]",3
保护动物人人有责,0.8121824893974873,pos,"[(0, 0.8027426), (1, 0.06447626), (2, 0.06471725), (3, 0.0680639)]",0
讲的太好了,0.5942376318990318,pos,"[(0, 0.6156022), (1, 0.12534758), (2, 0.13378868), (3, 0.12526155)]",0
保护野生动物,0.896327454965966,pos,"[(0, 0.09160015), (1, 0.085488446), (2, 0.08991756), (3, 0.73299384)]",3
保护家园，人人有责,0.7113881167349171,pos,"[(0, 0.065882914), (1, 0.063588046), (2, 0.06335624), (3, 0.80717283)]",3
保护野生动植物，我们在行动！愿每个生命都能被温柔以待，保护野生动植物，从我做起，从我们做起！希望大家积极举报各类破坏野生动植物的行为，与我们一起守护地球生态。 ,0.999999942134006,pos,"[(0, 0.016619133), (1, 0.0160203), (2, 0.015970863), (3, 0.9513897)]",3
保护地球,0.9739938667360233,pos,"[(0, 0.08731472), (1, 0.084509216), (2, 0.084266536), (3, 0.7439095)]",3
爱护野生动物园，从我做起,0.9945338955942737,pos,"[(0, 0.48602283), (1, 0.051573277), (2, 0.05048253), (3, 0.41192138)]",0
保护动植物从我们做起，加油 ,0.9812728116814531,pos,"[(0, 0.05508589), (1, 0.38167062), (2, 0.050604228), (3, 0.5126393)]",3
守护是责任   ，打击是重点，各位老铁行动起来。,0.9591114985430118,pos,"[(0, 0.055537324), (1, 0.84246683), (2, 0.05040442), (3, 0.051591422)]",1
护生态环境，人人有责 ,0.8816819062819257,pos,"[(0, 0.088113576), (1, 0.08339186), (2, 0.08539517), (3, 0.7430994)]",3
以后不能吃肉了，刚好可以瘦 ,0.9197530751798684,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
保护野生动植物，我们在行动！愿每个生命都能被温柔以待，保护野生动植物，从我做起，从我们做起！希望大家积极举报各类破坏野生动植物的行为，与我们一起守护地球生态。,0.999999942134006,pos,"[(0, 0.016610151), (1, 0.016020287), (2, 0.015970858), (3, 0.9513987)]",3
保护动物从我做起,0.9718967089622009,pos,"[(0, 0.06976123), (1, 0.06578436), (2, 0.06520796), (3, 0.7992465)]",3
环护从小做起,0.932863214093822,pos,"[(0, 0.6125917), (1, 0.13230728), (2, 0.12631136), (3, 0.12878966)]",0
保护动物我一直在行动,0.9056888206555993,pos,"[(0, 0.73534375), (1, 0.08780177), (2, 0.08687361), (3, 0.08998091)]",0
一起保护动物，加油,0.9879713248822978,pos,"[(0, 0.07012916), (1, 0.7960572), (2, 0.065018766), (3, 0.06879485)]",1
让我们大家一起，保护野生动物,0.896327454965966,pos,"[(0, 0.091533445), (1, 0.08548778), (2, 0.08991347), (3, 0.7330653)]",3
一定要保护我们的家园，杜绝破坏生态平衡，一定要保护动植物,0.9323224027894992,pos,"[(0, 0.042691175), (1, 0.042154707), (2, 0.042022955), (3, 0.8731312)]",3
守护我们共同的家园，保护野生动物，一起加油,0.9996864806726539,pos,"[(0, 0.044175938), (1, 0.21635681), (2, 0.04298415), (3, 0.6964831)]",3
珍惜每个生命 ,0.9850377928135938,pos,"[(0, 0.09048029), (1, 0.085252695), (2, 0.7391788), (3, 0.08508824)]",2
保护好野生动物,0.9368465614312128,pos,"[(0, 0.09162609), (1, 0.0854888), (2, 0.089924894), (3, 0.7329602)]",3
守护好我们的家园！愿每个生命都能温柔以待！,0.9995825662773915,pos,"[(0, 0.044767614), (1, 0.0434692), (2, 0.04273271), (3, 0.8690305)]",3
保护野生动物，从我做起,0.9688813631992287,pos,"[(0, 0.067268886), (1, 0.063498534), (2, 0.065267), (3, 0.80396557)]",3
从每个人做起,0.652919919162655,pos,"[(0, 0.61258155), (1, 0.13231401), (2, 0.12631154), (3, 0.12879291)]",0
一起加油,0.9047619047619047,pos,"[(0, 0.12811533), (1, 0.6204921), (2, 0.12506418), (3, 0.12632838)]",1
我们在行动,0.5262327818078083,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
一起为美好家园付出一份微薄之力吧 ,0.9980765067792446,pos,"[(0, 0.80356663), (1, 0.06409904), (2, 0.06411484), (3, 0.06821953)]",0
守护我们自己的家,0.9286987709388058,pos,"[(0, 0.12506491), (1, 0.6113901), (2, 0.12620778), (3, 0.13733721)]",1
只要人人都献出一点爱世界将更美好,0.9885795377700556,pos,"[(0, 0.07165457), (1, 0.062698625), (2, 0.80201733), (3, 0.06362943)]",2
 没有买卖就没有伤害   ,0.4427050937888589,neg,"[(0, 0.08470031), (1, 0.73932225), (2, 0.09189461), (3, 0.084082894)]",1
 必须严惩， ,0.5,neu,"[(0, 0.12799443), (1, 0.12508385), (2, 0.6201651), (3, 0.1267566)]",2
 这都是真品   ,0.2693200645371411,neg,"[(0, 0.6245452), (1, 0.12518875), (2, 0.12511067), (3, 0.12515533)]",0
 这些都是好东西啊。   ,0.680213954074139,pos,"[(0, 0.12693368), (1, 0.12978601), (2, 0.6181843), (3, 0.12509604)]",2
太残忍了,0.5741299628308854,pos,"[(0, 0.13342755), (1, 0.12511447), (2, 0.12749761), (3, 0.6139603)]",3
 辛苦你们了     ,0.8200000000000001,pos,"[(0, 0.12514265), (1, 0.6225148), (2, 0.12724213), (3, 0.1251004)]",1
辛苦了,0.8200000000000001,pos,"[(0, 0.12514266), (1, 0.622509), (2, 0.12724788), (3, 0.12510042)]",1
 辛苦了     ,0.8200000000000001,pos,"[(0, 0.12514266), (1, 0.6225113), (2, 0.1272456), (3, 0.12510042)]",1
 源头不打，却打买家  。希望大家小心  。 ,0.09549654663167995,neg,"[(0, 0.84504354), (1, 0.050961174), (2, 0.052703887), (3, 0.05129144)]",0
 就想问问，罚没的东西最后去哪里了？ ,0.4100827826791652,neg,"[(0, 0.08393362), (1, 0.084660366), (2, 0.74800664), (3, 0.08339938)]",2
 买，必须买，好东西才有市场 ,0.6648554722951561,pos,"[(0, 0.08463905), (1, 0.08471301), (2, 0.7458943), (3, 0.08475361)]",2
 就不能从根源解决问题吗！ ,0.5878465993651816,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
 失望的世界 ,0.6260580511226386,pos,"[(0, 0.13017012), (1, 0.12591197), (2, 0.612736), (3, 0.13118196)]",2
 海边成吨的贝壳你们要不，不知道捡来后犯不犯法   ,0.8439427807988752,pos,"[(0, 0.12505193), (1, 0.62485987), (2, 0.12503548), (3, 0.12505274)]",1
 好广告       ,0.44193659692222365,neg,"[(0, 0.12516317), (1, 0.12516591), (2, 0.12510248), (3, 0.6245684)]",3
 现在睡觉都不敢翻身生怕压死任何一个螨虫 ,0.19839717235669996,neg,"[(0, 0.083479345), (1, 0.083485804), (2, 0.74365675), (3, 0.08937804)]",2
 你们应该严查，不让上架 ,0.1970247969692368,neg,"[(0, 0.08801931), (1, 0.41335034), (2, 0.41516158), (3, 0.08346879)]",2
 我就买，买真品 ,0.22459482178862356,neg,"[(0, 0.6245449), (1, 0.12518896), (2, 0.1251107), (3, 0.12515543)]",0
 这样的情况不是普通人能买的 ,0.8577940052834611,pos,"[(0, 0.74104404), (1, 0.08692278), (2, 0.08572249), (3, 0.08631065)]",0
 我买的是勺子形螺   ,0.5732372152809425,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
 海关没收的这些后期怎么处理 ,0.4060303057041921,neg,"[(0, 0.735322), (1, 0.083473), (2, 0.09773153), (3, 0.08347353)]",0
 没收以后东西去哪里了 ,0.08823097345774644,neg,"[(0, 0.08522244), (1, 0.08466585), (2, 0.74670565), (3, 0.08340603)]",2
 陷阱   大家注意了   ,0.38396500751579477,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
 要是买完了咋办 ,0.46069055186465024,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
 这摆明了就是仙人跳高级版   ,0.056494459021385945,neg,"[(0, 0.12512636), (1, 0.12514064), (2, 0.12509322), (3, 0.62463975)]",3
 变相广告涨价了吗 ,0.044672907682962504,neg,"[(0, 0.08710223), (1, 0.08346814), (2, 0.083425485), (3, 0.74600416)]",3
 大国风度，强国法则 ,0.9935167232065435,pos,"[(0, 0.1251177), (1, 0.6246883), (2, 0.12508586), (3, 0.12510811)]",1
 支持！厉害了我的国！ ,0.6135082700143745,pos,"[(0, 0.086650416), (1, 0.08372763), (2, 0.7457315), (3, 0.08389051)]",2
 厉害了我的国🇨🇳 ,0.48598991902816624,neu,"[(0, 0.60929954), (1, 0.12510447), (2, 0.13985659), (3, 0.1257394)]",0
 支持 ,0.626712328767123,pos,"[(0, 0.12510201), (1, 0.12624364), (2, 0.6225184), (3, 0.12613592)]",2
 为祖国点赞       ,0.9722926361837751,pos,"[(0, 0.6128475), (1, 0.12528436), (2, 0.12519684), (3, 0.13667132)]",0
 支持保护野生动物      ,0.9289175285606769,pos,"[(0, 0.06978402), (1, 0.065107234), (2, 0.79257476), (3, 0.072534)]",2
 保护动物 人人有责       ,0.8121824893974873,pos,"[(0, 0.8027849), (1, 0.06447583), (2, 0.06471676), (3, 0.06802255)]",0
 支持       ,0.626712328767123,pos,"[(0, 0.12510195), (1, 0.12623684), (2, 0.6225296), (3, 0.12613156)]",2
 支持   ,0.626712328767123,pos,"[(0, 0.12510197), (1, 0.12624054), (2, 0.62252617), (3, 0.12613128)]",2
 支持👍👍👍 ,0.6018335324800809,pos,"[(0, 0.125102), (1, 0.1262405), (2, 0.62252295), (3, 0.1261345)]",2
 必须严惩 ,0.5,neu,"[(0, 0.12797081), (1, 0.1250838), (2, 0.6201916), (3, 0.12675379)]",2
 感谢分享感恩老师讲的必须严惩 ,0.9970985546846938,pos,"[(0, 0.8673222), (1, 0.04230514), (2, 0.046081148), (3, 0.04429152)]",0
野生动物没惹你们任何人,0.8648072947153059,pos,"[(0, 0.1359019), (1, 0.12704259), (2, 0.60371155), (3, 0.1333439)]",2
 才判这点刑 希望重判这类人         ,0.7138345401772318,pos,"[(0, 0.740319), (1, 0.08345046), (2, 0.08984555), (3, 0.08638499)]",0
有只老虎的牙齿被磨平了，不知道你们看见没,0.05847163772045072,neg,"[(0, 0.13313654), (1, 0.61033076), (2, 0.12875369), (3, 0.12777898)]",1
我没钱去游乐园看动物表演，这算不算间接保护动物了？,0.9997741592083965,pos,"[(0, 0.8041446), (1, 0.06451611), (2, 0.06412014), (3, 0.06721914)]",0
还是那句话：没有买卖就没有伤害,0.49213075346289936,neu,"[(0, 0.08469945), (1, 0.7394647), (2, 0.09175317), (3, 0.084082656)]",1
人类就是罪恶的源泉是根本,0.9140770322521684,pos,"[(0, 0.13272701), (1, 0.12568974), (2, 0.61137724), (3, 0.13020596)]",2
我一直蚂蚁都不舍得菜死,0.05032483465775095,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
告诉你们吧。弱肉强食。不过你们硬要这样子说。聪明反被聪明误。让我上热门。,0.7103384653108534,pos,"[(0, 0.12514213), (1, 0.125153), (2, 0.12509447), (3, 0.6246104)]",3
永远支持！！,0.5702843790259099,pos,"[(0, 0.08452798), (1, 0.08373343), (2, 0.7480366), (3, 0.08370196)]",2
所以有了很多灾难！！！阿弥陀佛,0.7335906144924674,pos,"[(0, 0.08482723), (1, 0.08342541), (2, 0.08733352), (3, 0.74441385)]",3
说法律吧，法律厉害谁也不敢,0.9511185469573609,pos,"[(0, 0.74451953), (1, 0.08339091), (2, 0.088266626), (3, 0.08382294)]",0
本来是在科普得同时也给人们带来快乐，关键看怎么对待，怎么监管,0.9999087194449627,pos,"[(0, 0.04281881), (1, 0.043876935), (2, 0.86765456), (3, 0.045649696)]",2
我们县城这几天庙会，里面有熊和老虎，看见它们可怜的不行,0.0776620190867442,neg,"[(0, 0.0665856), (1, 0.07006365), (2, 0.067149386), (3, 0.79620135)]",3
只要没人去看，自然而然那个行业就不行了，当然这是不可能的。,0.40756951713620204,neg,"[(0, 0.062586345), (1, 0.06377835), (2, 0.06663606), (3, 0.80699927)]",3
不是我说，人类如果再这样下去虐待那些猛兽的话，老虎狮子，可能他们以后就没有了大自然的那份狂野，不信，咱们可以试试,0.9127017381006337,pos,"[(0, 0.044981655), (1, 0.044825863), (2, 0.86672956), (3, 0.043462873)]",2
南摩阿弥陀佛,0.8965793537828535,pos,"[(0, 0.12947707), (1, 0.12516037), (2, 0.6090915), (3, 0.136271)]",2
不知道怎么去制止,0.17660419404124794,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
动物园怎么讲,0.8565570896470226,pos,"[(0, 0.61724454), (1, 0.1306037), (2, 0.12507878), (3, 0.12707299)]",0
保护动物，人人有责,0.8121824893974873,pos,"[(0, 0.8027075), (1, 0.06447661), (2, 0.06471766), (3, 0.06809824)]",0
保护野生动物人人有责,0.7956339853171979,pos,"[(0, 0.06789658), (1, 0.06350064), (2, 0.06589647), (3, 0.8027063)]",3
 这必须严惩。 ,0.5,neu,"[(0, 0.1279785), (1, 0.12508383), (2, 0.6201826), (3, 0.12675506)]",2
严惩！,0.5,neu,"[(0, 0.1280036), (1, 0.12508388), (2, 0.6201555), (3, 0.12675701)]",2
坚决打击贩卖野生动物的行为,0.9623217324280939,pos,"[(0, 0.5429673), (1, 0.06334084), (2, 0.32997036), (3, 0.06372145)]",0
这个是药材,0.5,neu,"[(0, 0.12511444), (1, 0.13307051), (2, 0.6167255), (3, 0.12508956)]",2
必须严惩,0.5,neu,"[(0, 0.12796728), (1, 0.12508379), (2, 0.6201945), (3, 0.1267544)]",2
重惩,0.3171356696491955,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
大自然给予万物生命都是平等的！人类呀！善待每一生命吧，等于善待我们自己！,0.9999987138973492,pos,"[(0, 0.030882103), (1, 0.029018462), (2, 0.9110226), (3, 0.029076844)]",2
严打严惩,0.4737672181921908,neu,"[(0, 0.12796064), (1, 0.12508377), (2, 0.620203), (3, 0.12675257)]",2
希望一直这样严查下去,0.5369038447347817,neu,"[(0, 0.08706516), (1, 0.083440945), (2, 0.7446534), (3, 0.08484046)]",2
严惩。,0.5,neu,"[(0, 0.12796094), (1, 0.12508377), (2, 0.62020177), (3, 0.1267535)]",2
务必严惩。,0.2593232054102269,neg,"[(0, 0.12797947), (1, 0.12508382), (2, 0.62018174), (3, 0.12675495)]",2
必须重判！,0.5,neu,"[(0, 0.61256385), (1, 0.12511152), (2, 0.13281058), (3, 0.12951407)]",0
严办,0.2073517840843503,neg,"[(0, 0.12521005), (1, 0.12523124), (2, 0.12921229), (3, 0.6203464)]",3
为海关点赞！,0.8752852488520955,pos,"[(0, 0.74605536), (1, 0.08345793), (2, 0.08437375), (3, 0.08611295)]",0
辛苦了 致敬英雄,0.9990572578614643,pos,"[(0, 0.12514265), (1, 0.6225148), (2, 0.12724215), (3, 0.1251004)]",1
各类野生菌类这些都是有用的#健康养生#菌类#灵芝@抖音小助手,0.8563361957552197,pos,"[(0, 0.03437573), (1, 0.90074176), (2, 0.031954974), (3, 0.032927513)]",1
我们重来不吃这些，煮不熟太硬了不好吃,0.01441419316256709,neg,"[(0, 0.5908141), (1, 0.2337168), (2, 0.08339569), (3, 0.09207339)]",0
一般还是药用,0.5488180064031624,neu,"[(0, 0.12512507), (1, 0.12515426), (2, 0.12685752), (3, 0.6228632)]",3
主要不了解，我们这边也这样的也不了解。,0.23600875747652383,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
你说的这些我们这里都不要 多的很,0.567815607622441,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
云芝可以煲汤喝吗,0.6241629325801996,pos,"[(0, 0.086420596), (1, 0.7446857), (2, 0.08338991), (3, 0.08550378)]",1
我只想知道紫灵芝和红灵芝有什么用？,0.09782099978756231,neg,"[(0, 0.12504408), (1, 0.623421), (2, 0.12630491), (3, 0.12523001)]",1
可以煲鸡汤了是吧？？有没有多少或者是用量这方面。,0.04459370374792304,neg,"[(0, 0.08346991), (1, 0.08345959), (2, 0.09837041), (3, 0.7347001)]",3
老板！你那哪个灵芝最好？,0.5372730388298957,neu,"[(0, 0.084595785), (1, 0.74823475), (2, 0.0837371), (3, 0.083432406)]",1
有赤灵芝么,0.2308283396275872,neg,"[(0, 0.12504408), (1, 0.6234237), (2, 0.12630227), (3, 0.12522998)]",1
没有哪个最好的药用价值不同的。一般裂迭灵芝跟紫芝用的比较多。,0.15396722950852637,neg,"[(0, 0.08634313), (1, 0.73751277), (2, 0.08993818), (3, 0.08620595)]",1
老板，我家皂角树上有一个一尺直经的大灵芝，有什么作用，看它一直在长，就没折，现在要拆迁了，保不住了,0.9292471593230547,pos,"[(0, 0.036248494), (1, 0.88803846), (2, 0.03586375), (3, 0.03984935)]",1
皂角树上的树舌叫皂角菌 网上可以搜到它的药用价值。,0.4957308844374816,neu,"[(0, 0.042593624), (1, 0.04449507), (2, 0.04359038), (3, 0.8693209)]",3
紫灵芝应该最好，但是应该作用都不一样,0.1765992071403133,neg,"[(0, 0.08618411), (1, 0.74340796), (2, 0.083743855), (3, 0.08666408)]",1
有些我们这里太多了，没人要,0.2359011693498818,neg,"[(0, 0.08386657), (1, 0.73683286), (2, 0.0841631), (3, 0.09513744)]",1
在山里没人采，那个紫的山里没见过，其它都长在枯树老树上长的,0.01928770438488081,neg,"[(0, 0.05210985), (1, 0.051800724), (2, 0.32045558), (3, 0.5756338)]",3
