关键词,标题,提问时间,提问内容,地方,答复时间,官方答复
新冠_all,中国生物新冠疫苗接种记录无法查询,2022-01-22 15:55,"领导您好：
      我参与了国药新冠疫苗三期临床接种，两针接种地均在国药集团中国生物北京大兴，现在我出国在伊拉克，准备回国。根据现在的国际旅行动迁政策，需要人员在微信APP：防疫健康码国际版，这个APP上领取国际旅行健康证明，上面能够自动获取个人的疫苗接种证明及国际旅行健康二维码（只要接种过疫苗的的人都能在这个APP上查询到接种记录），但是我在该APP上无法查询到我的国药新冠疫苗接种记录，只有中国生物自己的微信小程序可以查询。不知道中国生物公司在我们接种的时候是否完成了我的接种记录的上传至国家防疫数据库。现在恳请领导协助沟通。",留言对象：北京市北京经济技术开发区工委书记杨秀玲,"您好，您的留言已收到，经开区社会事业局于2022年1月24日17：00电话联系您。您于2020年8月紧急接种的新冠疫苗，接种地点为北京生物公司内，由于是公司组织，经中国生物收集接种信息后，组织前往接种。由此，生产及接种工作由北京生物负责，组织及信息收集、信息上传由中国生物负责。目前出现的问题，建议您与中国生物进行核实。经开区社会事业局负责组织大规模疫苗接种工作，不涉及临床接种工作，因北京生物在经开区内，故只能为您沟通协调。您可以拨打咨询电话60963524或与您公司联系通过组织接种渠道，落实您信息上传问题。

感谢您对人民网“领导留言板”栏目经开区模块的关注！",2022-01-25 14:17
新冠_all,关于开展常态化新冠病毒核酸检测,2022-05-22 17:09," 
       我是山西省晋中市平遥县市民，想咨询一下各位政府领导，今年5月20日官方发布《关于开展常态化新冠病毒核酸检测的通告》，假如在西城新区居住，可以在其它地方核酸吗？
        感谢各位政府诚恳的回复",留言对象：山西省晋中市平遥县委书记,"尊敬的网友：
    您好，收到您的留言，我们就该问题咨询了相关部门，居民可自主选择在县域内任何检测点进行核酸检测。
    在此，真诚地希望您继续关注平遥县经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。",2022-05-24 09:02
新冠_all,请帮忙查询新冠疫苗接种批次号,2022-08-21 14:33,本人由于工作原因需要去香港，需要填写新冠疫苗接种批次号，但是江苏省内接种的疫苗具体批次号我们个人无法在网上查询到，打电话给接种医院也打不通，事出紧急，实在没有办法了，希望相关部门的领导能够帮忙查询一下。,留言对象：江苏省南京市江宁区委书记,江宁区卫健委接收到您的留言后，立即打电话向您核实具体情况，您反馈已获得新冠疫苗接种批次号。感谢您的信任与支持。,2022-08-24 10:31
新冠_all,关于打新冠疫苗加强针的事宜！,2022-03-16 09:02,你好！从今日开始包头市全区启动了新冠疫苗加强针（第三针）的事宜，现包头市疫情防控措施期间，个别地方打加强针的居民已经排到马路上了，应该分段接种加强针，怎么个很容易交叉感染。谢谢？,留言对象：内蒙古自治区包头市市长张锐,"网民朋友：
       您好！您反映的问题经市卫生健康委员会核实，现回复如下：
       为进一步做好我市疫情防控相关工作，包头市新冠疫苗接种工作已在3月16日恢复，各旗县区，稀土高新区将适时合理开展疫苗接种，由属地疫情指挥部根据工作实际自行安排。如有疑问，请联系市卫健委，联系电话：0472-5617134。",2022-04-08 10:27
新冠_all,辽事通不显示新冠疫苗接种记录,2022-07-29 15:11,你好，我是辽宁省丹东市振兴区的，我孩子4周岁，已经扎完两针新冠疫苗了，但是在辽事通中没有显示，想咨询一下，应该怎么解决,留言对象：辽宁省省长李乐成,       您好！经省疾控查询，疾控平台未查询到接种记录，建议联系接种部门重新上传信息，辽事通码上所有的疫苗接种数据均由省疾控推送。感谢您的关注与支持！,2022-08-02 15:01
新冠_all,想咨询一下新冠疫苗接种的问题,2022-10-26 10:27,我是路北区的居民，属于第一批接种新冠疫苗的人，第三针10月底打的。想咨询一下疫苗有效期是多久？是否需要再次接种？,留言对象：河北省唐山市委书记武卫东,网民您好，针对您所反映的问题答复如下：根据目前的临床试验表明，新冠疫苗的有效期在半年以上。目前已完成加强免疫的人群，暂时不需要再次接种。感谢您对我们工作的理解与支持！,2022-12-29 14:20
新冠_all,接种第二针新冠疫苗，郑好办查询不到信息！,2022-04-04 10:36,孩子2021年11月6日在黄科大附属医院接种第一针新冠疫苗，2021年12月13日，二七区冯春社区去小哈佛橄榄城幼儿园统一接种新冠疫苗第二针，孩子是小哈佛和田幼儿园的，当时统一接种了，学校校医务室可以查到信息，今天在冯春社区处理，也能查到信息，但是他们没办法解决。担心以后郑好办查询不到信息以后会有不必要的麻烦，又联系不到郑好办的人，不知道哪个部门能帮忙处理一下，谢谢！,留言对象：河南省郑州市二七区委书记,网友您好，您的留言已收悉。您的问题建议向郑州市大数据局进行具体反映。感谢您对我们工作的支持！ ,2022-04-06 09:48
新冠_all,保定哪里能打新冠疫苗康希诺的加强针？,2022-02-10 20:22,保定哪里能打新冠疫苗康希诺的加强针，今天跑遍了保定市所有的大医院都没有这个牌子的加强针，求助！,留言对象：河北省保定市市长闫继红,"您好，感谢您的留言，针对您提出的问题，经市卫生健康委员会已核查，现将上报回复如下：
        网友您好，您反映的问题已责成相关人员与您联系，目前保定市清苑区可以接种新冠康希诺疫苗，咨询电话8617011，请于工作时间与其进行联系。祝您生活愉快。",2022-02-16 10:16
新冠_all,中牟县小学，幼儿园孩子新冠疫苗加强针该接种了,2022-06-11 08:57,中牟中牟县小学，幼儿园的孩子，去年2021.11月份接种的第一针，第二针新冠疫苗！现在都过去近7个月了，想问问领导：孩子们第三针疫苗什么时候接种？还是统一在学校接种，还是要家长带孩子去医院接种！快要放暑假了，正是农忙时节，希望领导安排一下，放假前，给孩子们在学校统一接种！第三针新冠疫苗！,留言对象：河南省郑州市中牟县委书记,网友您好！关于疫苗接种问题，可向县卫健委进行咨询（电话：62181002）。若您有其他疑问，可选择再次留言，我们将及时进行办理。谢谢您对我们工作的支持与理解！,2022-06-14 09:10
新冠_all,母亲新冠疫苗接种针被社区锁定,2022-08-18 16:17,本人户口不在路南区梁家屯街道尚明社区，且由于年龄70以上患有高血压病症，去年两次去医院接种医院接种疫苗都无法接种，但新冠疫苗接种信息两针在不知情的情况下被该社区锁定，帮助本人解决关乎老百姓切身利益问题谢谢。,留言对象：河北省唐山市委书记武卫东,"尊敬的网民朋友，您好！针对您反映的问题答复如下：
梁家屯路街道已与您取得联系。
感谢您的理解与支持。祝您工作顺利、生活愉快。",2022-09-23 14:12
新冠_all,阜新惠德物业失职粪水倒灌治疗新冠医生(业主),2023-01-11 21:20,"尊敬的书记，您好！我是阜新市海州区北金海小区居民，也是一名治疗新冠一线高年资医生。2023年1月7日夜晚，由于小区下水井没有及时
清掏而堵满造成“倒灌”，我家是一楼，被下水道返回的粪便脏水浸泡，房屋及物品损失惨重(附照片)。找到惠德物业公司，他们只淘下水井，对于因他们失职造成的室内物品及房屋损失只字不提，不予估价赔偿。因为新冠治疗工作繁重，还要面对这事，真是必力憔悴。恳请书记给我们老百姓主持公道。",留言对象：辽宁省委书记郝鹏,您的留言我们已收到！您反映的问题已转相关部门处理，感谢您的宝贵留言！,2023-01-19 12:27
新冠_all,请问要在哪里预约接种新冠疫苗,2022-03-14 17:06,"请问常营附近需要如何接种新冠疫苗？

之前已经接种过2针，上一轮社区接种加强针的时候，因为第2针接种时间未满6个月，因此不能接种。现在到了时间却找不到可以接种的地方。

已经咨询了社区，社区表示他们的集中接种已经结束。也去医院挂号问了，医院表示他们没有疫苗接种。",留言对象：北京市朝阳区委书记文献,您好，您的来信已收悉。经了解：收到反映的问题后，常营地区办事处防疫办工作人员联系市民，了解市民具体诉求事项为：父母在外地打的第一第二针，不知道在哪里可以打第三针的问题。我部门的办理情况为：2022年3月15日，常营地区办事处防疫办工作人员，以电话方式回复来信人，详细解答了我地区打疫苗的具体地点和需要带的证件。感谢您对朝阳区建设和管理的关心与支持。,2022-03-18 14:32
新冠_all,请求对新冠高架穿越小区楼座架设全封闭声屏障,2022-07-18 14:52,"尊敬的领导：
您好！
青岛新冠高架，从铁路青岛站附近新冠高架路出入口，到航安高架路接口处，途经几个居民小区，尤其以普吉新区面积最长，横跨6一7个楼座。居民楼与快速路最近距离的仅有几米，沿途居民既受到飞尘尘土和汽车尾气的侵袭，又要忍受汽车额噪音和鸣笛的刺耳声，每天到凌晨一二点都不能正常入睡。这对白天工作劳累了一天，和上了整晚的夜班早上回家补觉的人来说，简直就是痛苦的煎熬和折麽，大夏天都不敢开窗，很多人因此得了神经衰弱，甚至是神经性的头痛，听力大大下降，有的甚至耳鸣。因为休息不好，既影响了身体健康又影响了工作和家庭和睦。
  按照《公路安全保护条例》 城市快速路的各类建筑，后退距离应当不小于20米；沿城市主、次干路的各类建筑，后退距离应当不小于15米；但后建的新冠快速路是直接从居民窗口横过了，请求政府和相关部门，本着人性人道主义的原则，为新冠高架穿过的几个小区靠近快速路的楼座，参照上海和杭州武汉及潍坊宝通街快速路项目全封闭声屏障做法，给装上全封闭“消音器”。让沿途居民睡个好觉。谢谢！

（不用麻烦回复，仅是建议和请求，我们期待能实施，）
",留言对象：山东省青岛市委书记陆治原,"尊敬的网民朋友：
       您好！您反映的问题，市住房城乡建设局会同设计单位进行了调查处理。经核实，《公路安全保护条例》无城市快速路与建筑物之间距离的相关规定。城市道路的规范标准无建筑控制区范围相关规定，涉及的桥梁和建筑之间的距离应按照规划从环境影响评价、交通、消防等角度进行综合评价。根据国家标准《城市桥梁养护技术标准》规定，在城市桥梁上增加声屏障，特别是因加大桥梁迎风面积导致增加风荷载的，必须满足桥梁安全技术要求。新冠高架主线桥宽约25米，单幅桥宽度12.5米。若采用全封闭声屏障，将给桥梁结构带来巨大安全风险，因此目前暂不具备改造可行性。详情可拨打市住房城乡建设局电话86668802了解。",2022-08-05 09:52
新冠_all,新冠疫苗第二针不能显示,2022-03-27 21:18,"领导好，
因为怀孕生孩儿，3月5号才在郑州打第一针新冠疫苗，3月26日回户口地湖阳镇打第二针疫苗时，系统显示在湖阳镇曾经打过第一针疫苗，据医护人员说是村上为完成任务之前瞒报，目前的情况是两个账户，删不掉也不能合并，第二针打完也未能登记。网上也差不出来，马上要出远门，大孩要上一年级，学校要家长接种记录，影响孩子上学。请求领导帮助。",留言对象：河南省南阳市唐河县委书记,"网友：
您好！感谢您对我们的信任，您于2022年3月29日在人民网给县委书记的留言已收悉。对您反映的问题，唐河县委高度重视，已责成县卫健委党委进行了认真调查处理。现将具体情况向您反馈如下：
经查：网友反映的疫苗接种出现两个账户的问题，是由于当时全市开展全员新冠疫苗接种工作，对所在辖区人员进行了预约登记所造成的，不影响后续接种加强针剂，相关部门工作人员已与当事人进行电话沟通说明。
欢迎您继续关注，及时给我们提出宝贵的意见和建议。


中共唐河县委
2022年4月11日",2022-04-11 10:09
新冠_all,新冠疫苗第三针被显示锁针,2022-07-27 09:50,新冠疫苗第三针显示打了，找到河北路社区医院反应问题，工作人员称解决不了，我想问下这个疫苗信息找哪个部门才能给解决，怎么才能把已接种的信息取消？#人民建议#,留言对象：河北省唐山市委书记武卫东,网民您好，已与您取得联系，您可随时前往接种第三针疫苗。感谢您对我们工作的支持与理解！,2022-09-27 15:01
新冠_all,新冠疫苗接种工作一些建议,2022-01-07 18:56,目前新冠疫苗接种工作趋于常态化，老百姓去家附近的卫生服务中心或者卫生服务站接种疫苗十分方便，而且管理到位。但有的地方放着现有的卫生服务站或者中心不使用，另立接种点，不仅浪费公共资源，而且还安排基层非医务工作人员去现场管理，浪费了不少人力资源。,留言对象：河北省石家庄市市长马宇骏,    网友您好！经市卫健部门核实，一是根据国家和河北省新冠疫情联防联控机制要求，各地要建立新冠疫苗接种大型临时接种点，承担全人群新冠疫苗接种，既便于管理、保证接种数量，又可做好医疗保障。目前，未接到上级撤销临时接种点的要求。二是根据要求新冠疫苗与常规免疫不得在同一区域、同时接种，以减少人员聚集，因此，将新冠疫苗接种全部放在社区卫生服务中心或服务站将会影响儿童常规免疫接种。三是目前，我市各县（市、区）结合本地实际，在做好医疗保障的前提下，安排部分常规接种门诊采取错时、预约接种的模式承担新冠疫苗接种。感谢您对我们工作的关心和支持！祝您身体健康！生活愉快！,2022-01-18 15:20
新冠_all,新冠疫苗第三针没打支付宝上显示已打,2022-05-07 11:17,领导好，本人新冠疫苗第三针没有打，支付宝上却显示已经打了，还显示了接种日期和地点，请问现在需要怎么处理？,留言对象：河南省信阳市息县县委书记,网友您好！您的留言已获悉，经核查：县疫情指挥部已与你联系，路口乡卫生院已派专人为你接种新冠疫苗第三针。感谢您对我们工作的理解和支持！,2022-05-23 11:14
新冠_all,新冠疫苗第三针被锁没打显示已打,2022-07-22 08:36,本人第三针新冠疫苗一直没有打，昨天想去打发现显示被锁，几次打社区电话无果，眼看期限马上要过打不了，希望马上把我的疫苗解锁,留言对象：河北省唐山市路南区委书记,"尊敬的网民朋友，您好！针对您反映的问题答复如下：
经了解，文北街道已与您取得联系，工作人员已协助您完成了新冠疫苗接种。
感谢您的理解与支持。祝您工作顺利、生活愉快。
",2022-09-30 10:24
新冠_all,请尽快公布保定4.24日首发新冠病例的感染途径,2022-05-04 14:50,请政府尽快公布保定4.24日首发新冠病例的感染途径，这非常重要，对于保定以后得防控非常关键，对于杜绝疫情再次发生特别重要，从而确保抗疫掌握主动。,留言对象：河北省保定市委书记党晓龙,网民您好！针对您反映的问题，保定市防控办已于2022年5月15日与您电话联系进行解释说明。感谢您对我们工作的理解与支持，祝您生活愉快！,2022-06-30 16:02
新冠_all,关于加强江津区新冠肺炎疫情静态化管理的建议,2022-09-04 12:49,尊敬的唐区长你好，由于近段时间重庆市和四川省泸州市（合江）等多个区县发生新冠肺炎疫情感染者，导致合江（白鹿）至江津（塘河）省际公交停运，为了让新冠肺炎疫情早日得到控制，建议江津全区使行静态化管理，做到不赶集，不承办酒席，丧事简办，无事酒不办，配戴口罩，错峰取物，核酸检测报告使行三天两检，应检尽检，进入公共场所需出示渝康（绿）码，行程（绿）码，体温测量，48小时核酸阴性证明，让我们共度难关，打蠃怎场疫情防控攻坚战。,留言对象：重庆市江津区区长唐大军,"尊敬的网友：
您好！您的留言收悉。我委已安排专人就当前防疫政策及注意事项与您电话进行了宣传和答复。
区域性静态管理是在一个行政区或一个以上行政区毗连的多个镇街出现多点散发或聚集性疫情，在疫情源头不清、出现社区传播、扩散风险较高，经区级专家组研判报市疫情防控指挥部同意后方可启动。
目前，江津没有疫情，实施的常态化防控措施，并根据疫情防控形势动态调整疫情防控措施。
若您还有疑问，请联系023-47562859咨询。
感谢您的关心，祝您生活愉快。",2022-09-06 18:37
新冠_all,青浦区新冠疫苗接种点咨询,2022-10-24 10:15,您好，徐书记很抱歉打扰您。我现在急需接种新冠疫苗第三针，但是在上海健康云上青浦没有接种点，其他区的接种点已满，或者时间太远了。我打了一圈社区的电话，他们告知已经结束接种了所以我想咨询一下您，我们急需在两天内接种疫苗的，应该在哪个青浦的接种点接种呢？谢谢期待你的回复,留言对象：上海市青浦区委书记徐建,"网友您好！
    您的留言收悉，现将有关情况回复如下：
    经核实，您已于10月25日完成新冠疫苗接种。
    感谢您对我们工作的理解和支持。
    特此回复。",2022-11-09 23:00
新冠_all,新冠疫苗第三针被锁,2022-04-10 09:56,本人在双桥卫生院打的两针新冠疫苗，由于本人在外地，无法接种第三针加强针，导致加强针信息被锁，我联系过双桥镇政府的部门机构，他们说给我查一下，看看可不可以解锁，之后就挂断电话，再无消息，因疫情原因无法接种社区组织的补打加强针，劳烦领导进行解锁，万分感谢,留言对象：河北省唐山市开平区委书记,网民您好，您的留言我们非常重视，进行了认真办理并与您电话沟通，感谢您的关注，祝您生活愉快！,2022-04-13 10:58
新冠_all,草堂卫生服务中心能不能接种6岁娃娃的新冠疫苗,2022-04-21 09:51,你好，我是青羊上街398号居民，想问下草堂卫生服务中心社区医院能不能给小娃娃接种新冠疫苗？,留言对象：四川省成都市青羊区委书记,"网友：
    您好，你留言反映的问题已交草堂街道办事处调查，现回复如下：
    草堂路社区医院新冠疫苗接种只针对12岁以上人员。
    感谢你的留言。",2022-04-24 11:20
新冠_all,郑州航空港经济综合实验区，新冠疫苗接种点,2022-07-18 16:10,我是一名航空港区的居民，不知道新冠疫苗接种点在哪里？手机上网上询问身边的人，都不知道在哪里，特此向相关部门咨询一下,留言对象：河南省郑州市委书记安伟,"网友您好，留言收悉，现回复如下：
　　经调查了解，郑州航空港区疫情防控卫生防治部电话：86190625",2022-07-20 15:31
新冠_all,无法查询新冠疫苗前两针批号,2022-05-14 13:09,领导您好； 本人于 2021年在苏州接种的新冠疫苗前两针，现在已回老家西安，现需接种加强针，当地要求前两针批号才可接种，之前在苏州接种疫苗后给的证明单遗了，由于网上也查询不到，打电话也没能解决问题。现因未接种加强针已影响个人出行，现在此留言求助，望领导予以解决，祝领导身体健康工作顺利在此感谢！,留言对象：江苏省苏州市吴中区委书记,网友，您好！您所反馈的问题已收悉，现答复如下：5月18日上午9点16分跟诉求人取得电话联系，诉求人说已经解决。此复，感谢您对我们工作的理解与支持！,2022-05-19 16:49
新冠_all,辽事通健康码不显示新冠疫苗加强针接种详情,2022-03-30 05:49,本人与2022年2月7日在佟二堡卫生院接种的新冠疫苗加强针，可是至今辽事通健康码上还没有显示，望领导尽快帮我解决了。谢谢,留言对象：辽宁省辽阳市委书记霍步刚,"         您好，对您反映的问题，按照工作职能，市委督查室转交至市卫生健康委员会调查办理。现将办理情况反馈如下：
         经调查，产生问题的原因是疫苗接种后自动生成的识别码没有成功上传到接种后台，现已将您的识别码进行了人工上传，预计两天内即可查询到接种信息。在此期间，将安排专人与您对接并跟踪了解具体进展情况。
         工作人员就办理情况与您进行了电话沟通，您对办理结果表示满意。感谢您的留言和支持，祝您身体健康。",2022-04-11 15:00
新冠_all,康希诺新冠疫苗加强针在哪里能接种？,2022-04-15 07:22,"
本人于2021年4月在天津打了新冠疫苗的腺体疫苗第一针（康希诺生物），现在已经快满一年了，需要再打加强针。   
  但是由于天津也有疫情，沧州也有疫情，不能随意乘车，而且也不再在天津工作！所以想在本地河间打新冠疫苗加强针！  可是询问了多处加强针注射点都只有灭活疫苗的加强针，并没有腺体疫苗加强针，医护人员说也不能混打！
在沧州河间市本地宝上也无法预约上这个针，请问康希诺腺体疫苗加强针什么时间才有？
去哪里预约？什么时候能打？我前面打的康希诺也快满一年了，满一年能不能混打其他的？",留言对象：河北省沧州市河间市委书记,    网民朋友您好！收到您反映的问题后，市委领导高度重视，立即要求相关部门进行沟通处理。目前，河间市疫苗接种点暂无康希诺腺病毒载体疫苗，为满足部分群众需求，市疾控中心已向上级领导请示，近期会调拨一批康希诺腺病毒载体疫苗，届时您可以到河间市瀛州路街道卫生服务中心进行接种，如有疑问请电话联系0317-3272606。感谢您的支持与理解，祝您生活愉快！,2022-04-26 17:18
新冠_all,康希诺新冠疫苗加强针哪里能打,2022-04-28 15:46,我第一针新冠疫苗是康希诺，现在找不到哪打康希诺加强针，询问疫苗注射的医生说不能混打其他疫苗加强针。我想知道康希诺是否需要打加强针?需要的话打几次加强?哪里能打?,留言对象：北京市丰台区委书记王少峰,"""您好，您反映的问题已收悉。针对您反映的问题，卫健委回复如下：居民您好，首先感谢您关注社区卫生工作。关于您咨询的接种新冠疫苗的相关问题，具体情况反馈如下： 丰台区疾控中心接到信访件后，高度重视，立即进行核实：2022年5月2日13:19疾控中心工作人员已电话联系您,对您的问题已告知。 丰台区卫生健康委感谢您及时反馈信息，祝您身体健康，生活愉快。
欢迎您继续关注丰台区的建设、管理等工作并提出宝贵意见。""
",2022-05-05 15:54
新冠_all,新冠疫苗第二针何时能打？,2022-04-09 06:40,"尊敬的张市长，您好。
小孩快3周9个多月了，住在田家庵区，新冠疫苗第一针2月16日已打，期间小宝宝由于感冒咳嗽一直未接种第二针。现在由于疫情停止接种新冠疫苗了，小宝宝第一针和第二针接种最长间隔8周快到了。咨询市卫健委平台，电话里很认真的回复了我，由于我在田区洞山街道居住，让我关注“田家庵发布”联系田区卫健委，建议21—56天打完。之后我联系田区卫健委，让我具体在联系市卫健委，因为没有接到可以注射的通知。
对这样的情况，能否特殊对待安排解决下？
疫情期间，给我们生产生活带来了很大影响，但同时也看到在这座充满爱和温暖的城市里，医护人员、志愿者、党员们奔赴一线，逆行前行。期待疫情早日结束，淮南加油！",留言对象：安徽省淮南市市长张志强,"尊敬的网民朋友，您好！看到您的留言后，我们立即将此问题转交淮南市卫生健康委员会，淮南市卫生健康委员会现就您所关心的问题回复如下：
    为减少近期人员聚集，降低疾病传播风险，切实保障人民群众身体健康和生命安全，根据我市当前新冠肺炎疫情防控工作需要和市疫防办公告，自2022年3月31日0点起，全市暂停部分预防接种服务，产科接种室、狂犬病暴露处置门诊正常开诊。暂停接种期间，如遇国家免疫规划程序有特殊接种时限要求的疫苗（如乙肝表面抗原阳性或不详母亲所生新生儿、早产儿和低体重儿的乙肝疫苗等），以及其他疫情防控需要应急免疫的疫苗接种，可联系居住地所在的预防接种门诊单独预约接种。其他疫苗暂时推迟接种，具体恢复时间另行通知。感谢您对我们工作的理解和支持！",2022-04-12 17:42
新冠_all,新冠疫苗第三针被强制锁定,2022-08-25 15:17,本人新冠疫苗第三针未接种，却显示在路南区女织寨镇卫生院已接种，我与女织寨镇卫生院、镇政府、路南区防控办、市防控办联系并未给回复解决，导致我的宫颈癌疫苗不能按时接种，锁针本人并不知情，望领导给予帮助，希望早日解锁,留言对象：河北省委书记倪岳峰,网民您好，经协调，您反映的问题已解决，感谢您对我们工作的理解与支持！祝您生活愉快！,2022-09-09 13:07
新冠_all,外地需进京转车，但新冠疫苗接种信息不显示,2022-01-06 08:07,"
（1）目前在山东省威海市环翠区；（2）目前没有尚在有1例及以上本土新冠病毒感染者所在县及14日内该县域旅居史；（3）受限人：马**；（4）受限人身份证号：140***054；（5）受限人实名注册的手机号：188***106；（6）14日内到访过或途经哪些地方：山东省威海市；（7）行程卡是否正常无带*号标志：没有带星号；（8）存在的具体问题：本人已接种两次新冠疫苗，但申请北京健康宝时新冠接种疫苗的信息不显示，健康宝弹窗提示暂缓来京，不知如何解决；（9）在京是否有固定住所（含租房）：没有固定住所，仅在北京转车；（11）抵京前是否与到京后目的地社区（村）有联系（填写是或否）；无",留言对象：北京市丰台区区长初军威,"您好，您反映的问题已收悉。针对您反映的问题，回复如下：您好此问题建议您向北京市卫健委或北京大数据中心进行反映。
欢迎您继续关注丰台区的建设、管理等工作并提出宝贵意见。",2022-01-17 09:34
新冠_all,新冠肺炎隔离区设置在市场内部,2022-01-07 12:13,北环路上的国家级茶叶市场，信阳国际茶城院内设置了一处新冠肺炎集中隔离区，据了解是外地高风险地区回信阳后集中隔离区。这里集中了很多商户，而且人员流动比较大，首先觉得不怎么安全，其次对商户影响比较大。请领导关注一下能不能换一个地方设置集中隔离区域呢，谢谢。,留言对象：河南省信阳市委书记蔡松涛,网民您好，留言获悉。关于您反映的“信阳国际茶城隔离点”问题，现将相关情况回复如下：经核实，位于北环路上的国际茶城新冠肺炎集中隔离点，已于2022年3月6日解除隔离，3月16日物资全部撤离，此隔离点已经撤销。感谢您的理解和支持。,2022-03-28 13:13
新冠_all,请帮忙查询新冠疫苗接种批次号,2022-06-22 00:13,本人由于工作原因需要去马来西亚，马来西亚入境需要填写新冠疫苗接种批次号，但是江苏省内接种的疫苗具体批次号我们个人无法在网上查询到，打电话给接种医院也打不通，事出紧急，实在没有办法了，希望相关部门的领导能够帮忙查询一下。此外，我想提一个建议，别的省份通过健康码之类的小程序查询疫苗接种信息都能查到批次号，江苏省是否也可以将批次号上传到疫苗接种信息上，有时候跨省接种疫苗也需要出示批次号，这样也更方便人民群众。谢谢。,留言对象：江苏省南京市市长陈之常,您好！首先告知您三针疫苗的批号，第一针A2021010030，第二针B202103015，第三针202109203K。其次，关于您的建议，我委已要求专门负责疫苗接种人员积极与相关部门对接，争取尽快做到给广大市民查询时提供方便快捷的服务。感谢您的来信！,2022-07-01 11:10
新冠_all,如何查询已经打过的新冠疫苗批号,2022-01-16 09:53,尊敬的领导您好，我在河北接种了新冠疫苗的第一针和第二针，现在在外地居住，这边要打加强针，但需要知道第一二针的批号，别的省市在支付宝健康码页面就可以查到自己接种的疫苗批号，而河北省健康码页面只能查到接种一二针的日期和名称，具体批号没有，请问我应该从哪查？急！万分感谢,留言对象：河北省省长王正谱,经与省疾控中心沟通，疫苗接种批次信息需咨询疫苗接种医院。经协调，已查询到该群众疫苗接种信息，并与群众取得联系，群众需求已满足。,2022-07-07 17:00
新冠_all,严防境外输入,2022-01-09 08:26,"建议严防新冠人为境外输入，严防恶意散播新冠。
1，入境人员物品要抽样检测新冠
2，入境人员行程重点监控，延长入境后出入公共场所管控时间
3，加强冷链及境外产品入关新冠检测
4加强机场，公共场所等环境新冠检测。
心为陕西，不妥之处见谅。",留言对象：陕西省委书记赵一德,,
新冠_all,我们为大连市政府在抗击新冠肺炎所做的贡献点赞,2022-05-02 06:57,大连市政府在抗击新冠肺炎中，有做为，有担当，确保了广大市民身心健康。我做为大连人感到骄傲。我代表家人为大连市政府点赞。,留言对象：辽宁省大连市委书记胡玉亭,       网友您好！按照大连市委主要领导“关于留言办理要有深度有温度地体察民情畅通民意”要求，我们始终坚持“民有所呼，我有所应”，切实为群众办实事解难题。您的理解与支持必将化作我们工作强大动力，努力更好地关注民生、服务群众。谢谢您的留言，祝您一切顺心如意！,2022-06-23 10:41
新冠_all,新冠疫苗,2022-07-14 23:11,我们6月初接到通知会在小区里接种第三针加强剂，当时去接种时是在废旧仓库，环境很差。从六月初接种后到现在已经40多天过去了，但今天在支付宝上还是查不到有关第三针的任何记录。群众现在很恐慌，到底接种的第三针加强剂是真是假。去年在疫苗指定地点接种的第一针和第二针都是一个礼拜都在支付宝查到了接种记录。现在啥凭证也没有，也查不到。,留言对象：山西省太原市市长张新伟,"热心网友您好！
       首先非常感谢您对太原市社会事业发展的关心。现就您提问题答复如下：
       经万柏林区政府核实：东社接种中心已联系您，告知在国家政务平台可以查到接种记录。该接种地点并非废旧仓库，是物业未进行装修的一个场所。
       在此，真诚地希望您继续关心太原的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。",2022-08-01 10:12
新冠_all,新冠疫情期间饲料毛鸡运输问题,2022-04-03 20:00,"
尊敬的市领导您好：
       近期因安国市防疫管控需求，全市各村出现封路情况（尽管农业农村部20日印发的《关于做好当前农村地区新冠肺炎疫情防控工作的通知》中强调：“组织好农资和畜禽饲料调剂调运，严禁随意设卡拦截、短路封路，确保农用物资运输畅通”）。
       作为安国的群众，理解并尊重封路设卡决定，以保证安国顺利渡过抗疫难关。但是也请市领导考虑并尽快解决畜牧饲料运输问题，目前饲料运输层层被卡，市镇防疫关口难开，咨询通行证问题被告知无法办理。
       请市领导尽快重视此问题，尽快予以解决方案。谢谢！",留言对象：河北省保定市委书记党晓龙,网民您好，您反映的问题我办已积极受理，交办至安国市农业农村局和石佛镇调查解决。市农业农村局已经协调河北玖兴农业发展有限公司（定兴县）按照疫情防控要求为饲料运输车辆在当地办理新冠肺炎疫情防控重点物资运输车辆通行证。石佛镇工作人员已经将饲料运输车辆点对点引导至您家中。目前您所需饲料已经全部运输到位。感谢您的理解与支持，祝生活愉快！,2022-04-11 17:52
