内容,主题概率,主题类型
自由 包含 机票 酒店 不含 两天 风景区 门票 便宜 携程 安排 妥当 连续 两个 酒店 入住 原因 是用 同行 名字 而宁 出发 取消 行程 费用 没退 携程 连订 信息 没改 无语 携程 酒店 机票 感觉 没管 真的 不划算,"[(7, 0.9761743)]",7
评价 说住 星球 酒店 卫生状况 不行 蛮好 床房 很挤 前台 服务态度 蛮好 那霸 机场 星球 出租车 日元 吉祥 航空 航班 时间 不错 飞机 餐太 廉价 航空,"[(1, 0.9656008)]",1
预定 接送 车辆 司机 服务 大大的,"[(0, 0.010206088), (1, 0.010206075), (2, 0.0102060875), (3, 0.010206101), (4, 0.010206083), (5, 0.010206078), (6, 0.010206084), (7, 0.86732054), (8, 0.010206091), (9, 0.010206099), (10, 0.010206064), (11, 0.010206091), (12, 0.01020611), (13, 0.010206373)]",7
希尔顿 交通 便捷 轻轨站 地面 房间 干净 国际 一站 轻轨 那霸 机场 提前 小时 携程 小时,"[(2, 0.6882193), (10, 0.26133752)]",2
酒店 位置 单轨 酒店 房门 当天 修理 了近 小时 修好 耽误 洗澡 耽误 吃饭 逛街 第二天 早上 出门 服务员 等待 半小时 态度 解决 耽误时间 下午 回到 酒店 没修 还好 师傅 上楼去 终于 修好 日本 六年 服务,"[(7, 0.9748862)]",7
失误 希尔顿 逸林 酒店 匆忙 看清 酒店 酒店 前台 房间 一般来说 单人 晚上 升级 房间 平方 加床 二人 前台 房间 旁边 写字台 一点 空隙 房间 最多 升级 前台 晚上 肯定 两个 晚上 真没想到 日本 事情 发生 品牌 酒店 失望 回来 投诉 携程 礼品券 说真的 没什么 几个 有空 房费 愉快 体验 糟糕 携程 推荐 酒店 希望 携程 推荐 酒店 考察,"[(5, 0.9845175)]",5
行程 安排 真的 不怎么样 香港 航空 超级 飞机 没准 晚点 最少 两个 小时 托运 行李 一件 公斤 想要 日本 东西 肯定 超重 酒店 早餐 没吃过 自助 早餐,"[(0, 0.9668289)]",0
轻轨 天桥 酒店 出行 三人间 想象 要大 一点 国际 分钟 总体 满意,"[(7, 0.92853355)]",7
讲下 签证 要刷 要选 冲绳 激活 日本 傻乎乎 单次 客服 还发 短信 材料 辛苦 冲绳 材料 搞好 回来 冲绳 激活 材料 搞笑 说好 吉祥 价格 确实 到位 酒店 格拉斯 酒店 位置 选大床 标间 床会 大点 日本 酒店 很贵 酒店 真心 不错 位置 国际 楼下,"[(7, 0.9793511)]",7
预订 自由 套餐 原本 包含 酒店 机票 预订 酒店 小孩 入住 额外 办法 只能 取消 保留 机票 费用 包机 只能 几天 出票 网上 值机 价格 便宜 整体 旅行 愉快,"[(8, 0.96904224)]",8
附加 产品 供应商 通知 太晚 担心 多个 小时 事情 发生 携程 帮不上 反正 附加 产品 心急,"[(11, 0.9453615)]",11
冲绳 买买 开心 回程 飞机 天气 原因 取消 只能 携程 熟悉 宾馆 出关 进关 出关 第二天 顺利 回到 家里 总体 满意,"[(2, 0.3630391), (7, 0.5979892)]",7
行程 安排 机票 酒店 安排 不错 唯一 箱根 晚上 四个 安排 一间 屋子 司导 好评,"[(1, 0.6280308), (13, 0.31838918)]",1
一家 五口 出游 选择 私家 瑞士 南海 酒店 酒店 位置 房间 日本 很大 费用 机票 酒店 订车 便宜 接送 司机 准时 服务态度 送机 司机 计划 提前 谢谢 日本 用车 客服 石磊 协调 安排 谢谢 售后 客服 龚伟健 行程 疑问 响应 事先 确认 携程 包餐 午饭 支付 方式 更好 总体 选择 私家 明智 选择 行程 顺利 家人 满意,"[(7, 0.9839835)]",7
总体 导游 感觉不好 全程 口罩 导游 司机 感冒 一趟 生病 无奈 只好 小孩子 咳嗽 希望 携程 体检,"[(4, 0.9483988)]",4
寒假 几天 选择 私家 旅行 下单 携程 打电话 发短信 联络 告知 接机 人员 携程 送机 服务 师傅 服务 热情 准时到达 第一天 机场 师傅 接机 师傅 健谈 热心 告诉 好玩 地方 地址 地图 告诉 酒店 电车 感谢 师傅 第三天 行程 跟着 私导 奈良 京都 游玩 车子 准时到达 酒店 带到 地方 导游 自由 活动 导游 跟着 导游 买票 景点 旅游 景点 专业 讲解 像是 自由 一辆车 私导 服务 很好 司机 真实 感受 景点 介绍 上能 专业,"[(12, 0.9876167)]",12
携程 小朋友 订单 系统 自动 跳出 房间 标准 双床 提示 儿童 收费 出发 携程 工作人员 确认 儿童 收费 携程 回答 早餐 付费 酒店 工作人员 提示 孩子 支付 日币 支付 人民币 电话 沟通 携程 支付 这笔 费用 回国 处理结果 只能 赔付 满意 系统 标准 双床 标准 双床 费用 差价 支付 额外 费用 携程 事情 当初 修改 订单 客服 回答 误导 客户,"[(7, 0.98477286)]",7
日本 接机 李师 服务 细心 周到 体贴入微 携程 订房 混蛋 两大两 大床 不负责任 换成 标间 两天 日元 费用 自理 提醒 下单 确认 房间,"[(5, 0.7489823), (7, 0.21528581)]",5
酒店 位置 超级 包车 司机 不行 一路上 拖拖拉拉 超级 耐心 行程 完美,"[(5, 0.28437117), (7, 0.6496802)]",7
日航 酒店 出行 回国 送机 大巴 环球 乐园 好玩 包车 那天 司机 午饭 买单 微信 小秘书 回复,"[(10, 0.66320014), (13, 0.28917104)]",10
功课 订机票 酒店 偷懒 失败 第一天 早上 出发 冲绳 晚上 洗洗 关键 推荐 网红 酒店 国内 块钱 旅馆 区别 迷你 迷你 酒店 装修 破烂不堪 机场 推荐 第三天 酒店 不到 退房 一路 赶到 酒店 酒店 不错 位置 美国 冲绳 北端 只能 随便 万多 日元 家里 没矿 路上 来回 机场 酒店 打的费 万多 日元 建议 要订 套餐 第一 网红 酒店 吃饭 旅游 专家 预算 交通费 预算 人民币 样子 淘宝 办理 国际 驾照 租车 不错 选择 提下 酒店 前台 停车位 没车 不行 中城 回来 步行 公里 找到 旅游 体验 奇差,"[(5, 0.936108), (11, 0.054144204)]",5
携程 套餐 是定 差价 分钟 忽悠 日定 出行 优惠 越来越 便宜 套装 机票 酒店 最低 定成 朋友 同行 酒店 机票 早定 越贵 电话 分钟 订单 保价 保价 差价 感觉 保价 欺骗 消费者 意义 选择 套餐 慎重 选择 携程 慎重,"[(3, 0.9767769)]",3
东航 航班 优势 托运 每人 行李 每件 支持 买到 来回 航班 延误 提早 到达 那霸市 都市 日航 酒店 国际 堂吉诃德 对面 购物 地铁站 段距离 楼下 折扣店 便宜 房间 市区 卫生间 资生堂 全套 洗浴 用品 舒服 可惜 酒店 专供 外面 没卖 肯定 点回去 美国 坎帕纳 酒店 海景房 景色 不错 北谷 公园 沙滩 游泳 沙子 穿鞋 划伤 楼上 无边 泳池 住客 收费 第一次 碰到 主楼 电梯 碰到 高峰 早饭 时间 退房 时间 等待时间 会长 几次 枕头 舒服 房间 味道 空气 净化器 没用 卫生间 干湿 分离 洗脸盆 和床 一堵 很小 周边 网红 餐厅 药妆店 走路 超过 分钟 地理位置 很好 大巴 机场,"[(5, 0.9906161)]",5
日本 之行 开心 酒店 市区 房间 太小 一家 三口 双床 房间,"[(10, 0.922609)]",10
酒店 房间 小型 干净 酒店 楼下 吃饭,"[(5, 0.5295069), (11, 0.36332166)]",5
冲绳 玩起来 凯悦 酒店 服务 位置 国际 旁边 帆船 酒店 也许 运气 不好 拿到 平方 圆景 不尽人意 第二天 人民币 换到 楼层 海景 档次 酒店 泡汤 贩卖机 牛奶 日本 特色 推荐 尝试,"[(7, 0.9709587)]",7
酒店 干净 服务 礼貌 周边 配套 博物馆 稍微 鱼市 海鲜 新鲜 价格 公园 玻璃 海底 展望 适合 小娃 玩玩 不错 海滩 酒店 前台 国人 差别化 房间 套房 最差 房型 一排 设备 成天到晚 开着 没法 前台 一位 日本 男士 面带微笑 价格 房型 没房 能换 高层 房间 付费 电话 携程 不上 微笑 回答 跟我来 房间 告诉 设备 适合 居住 换房 保留 投诉 权利 无条件 换到 高层 海景 中肯 酒店 周边 配套 海滩 阳光 购物 美国 大兵 酒店 设备 老化 清洁 程度 早餐 员工 礼貌 忙而不乱 希望 携程 商业价值 最大化 社会 责任,"[(5, 0.98967695)]",5
出行 行程 算是 轻松 包车去 海洋馆 选择 酒店 包车 司机 海洋馆 不用 国际 通取,"[(4, 0.9380835)]",4
冲绳 希尔顿 逸林 酒店 房间 太小 第一张 照片 双人间 总算 见识 日本 小房间 冲绳 北谷 度假 酒店 不错 三张 照片 国内 度假村 有一,"[(10, 0.9612996)]",10
自由 机票 酒店 机票 反正 没什么 特别 酒店 不爽 朋友 出行 分开 预订 两个 酒店 是定 标准 豪华 凯悦 一晚 朋友 奥利安 度假村 一晚 朋友 两层楼 一模一样,"[(3, 0.9668264)]",3
携程 几次 价格 酒店 五颗星 不错,"[(0, 0.010207874), (1, 0.010207879), (2, 0.0102078905), (3, 0.010207923), (4, 0.010207908), (5, 0.010207923), (6, 0.010207873), (7, 0.6087643), (8, 0.010207887), (9, 0.010207867), (10, 0.26874098), (11, 0.01020791), (12, 0.010207872), (13, 0.010207883)]",7
总体 满意 霸歌 町大和鲁内 酒店 水族馆 海纳 健康 度假 酒店 真的 适合 亲子 婴儿车 水族馆 可有 玩遍 推荐 一日游 航班 小孩 旅客 冲绳 适合 好玩 希望 携程 客服 改进 人员配备 客服 电话 接通 一两天 客服 反打 回来 解决问题 在线 电话 客服 说法不一 包括 销签 做法 短信 邮件 导致 客服 签证 材料 预审,"[(3, 0.98247117)]",3
开开心心 携程 客房部 第一 要图 国际 这家 酒店 旁边 电话 电话 确认 发现 看图 床房 过头 第三 无烟 烟房 无烟 味道 昏掉 酒店 前台 沟通 无烟 酒店 前台 说订 烟房 投诉 携程 客服 价格 烟房 最终 未能 解决 晚上 只能 开窗 看图 窗外 工作 设备 安然 入睡 家人 出行 标准间 订单 发现 携程 沟通 涨价 服务 望而却步,"[(5, 0.983984)]",5
天天 买买 节奏 歌町大和鲁内 酒店 地理位置 玩具 单轨 列车 房间 很大 导致 坎帕纳 船舶 酒店 海景房 房间 船舶 酒店 楼下 日落 海滩 几天 不怎么样 日落 酒店 房卡 优惠 酒店 楼下 罗森 日本 药妆店 实在 每次 控制 不住 一堆 价钱 很大 差别 比价 太累 建议 列好 单子 一家 大点 买多 打折 优惠,"[(2, 0.98213404)]",2
提前 几个 预定 价格 实惠 东航 准时 国内 行李 延误 不知 何时能 改进 预定 凯悦 北谷 海滩 位置 喜欢,"[(2, 0.9535529)]",2
满意 第一 性价比 飞机 时间 安排 不合理 来回 航班 太晚 第三 两个 酒店 行程 安排 美国 游玩 购物 第四 酒店 太小 船舶 酒店 海景,"[(0, 0.9628486)]",0
自由 飞机 酒店 不错 附加 服务 咋样 领队 群里 推销 解答 答非所问 预先 功课,"[(6, 0.93807757)]",6
市区 凯悦 海边 海滩 不错 酒店 凯悦 出行 牧志 几分钟 国际 海边 建议 包车 出行 景点 早点 机场 寄存 行李 打车 十分钟 百货店 奥尔滨,"[(7, 0.9628356)]",7
冲着 签证 那霸 酒店 还好 北谷 冲绳 海滩 酒店 入住 携程 标榜 海景房 前台 交涉 携程 备注 海景房 小个子 黑黑的 貌似 经理 回答 扫兴 这家 酒店 餐厅 发觉 英文 中文 韩文 提醒 食物 特别 只用 中文 食物 餐厅 机场 班车 不爽 说好 的先 先等 位置 意见 上车 发觉 一车子 日本 客人 大巴车 坐满 前台 指定 门口 排队 候车 中国 那家 酒店 首发 这家 酒店,"[(7, 0.9857041)]",7
感觉 携程 产品 不错 客服 态度 携程 订机票 酒店,"[(7, 0.9071353)]",7
总体 第二家 酒店 预定 房间 搞错 沟通 多分钟 搞定 酒店 服务 上海 预定 厂商 仔细 表示遗憾,"[(7, 0.9453401)]",7
没见 携程 服务 台风 航班 取消 致电 携程 电话 客服 取消 行程 受理 当天 上午 通知 机票 取消 酒店 航班 取消 证明 计划 携程 杭州 机票 酒店 第三天 答复 取消 迟迟 不见 退款 致电 客服 回应 回电 漏接 两次 来电 今天上午 答复 小时 回电 六个 小时 机票 酒店 没退 提供 证据 反问 看不见 订单 状态 退款 凭证 员工 慢悠悠 声音 再见 服务,"[(7, 0.9852528)]",7
订好 携程 确认 几天 打电话 房间 升级 房间 酒店 同行 人房 同行 朋友 升级 房间 希尔顿 旗下 携程 失望,"[(2, 0.95356053)]",2
携程 特别 台风 影响 航班 取消 短信 通知 不到 邮件 短信 国外 不用 手机号 事后 态度 特别 理由 不到 邮件 酒店 傻傻的 机场 酒店 还定 不到 说不出 失望 态度 极差,"[(5, 0.57545227), (7, 0.39688742)]",5
海滩 酒店 入住 缴纳 小孩 住宿费 万日元 宾馆 当天 旺季 追加 费用 携程 售后 电话 携程 携程 负责 专员 宾馆 沟通 回复 始终 收到 专员 电话 退房 只得 宾馆 支付 费用 套餐 提供 小孩 护照 信息 携程 确认 宾馆 给出 入住 报价 消费者 判断 不负责任 推脱 注释 免责 条款 消费者 宾馆 小孩 入住 携程 预定 宾馆 预定 携程 没尽到 应尽 责任 涉嫌 完整 低价 信息 欺骗 消费者 一个月 前订 套餐 享受 提前 预定 优惠价格 当天 旺季 标准 缴纳 追加 费用 选择 酒店 携程 失职 携程 售后 专员 工号 姓张 携程 售后 电话 情况 天内 反馈 服务 极差 享受 费用 包含 小孩 早餐 浪费 度假 期间 酒店 协商 时间 影响 假期 心情 追加 费用 酒店 出示 发票,"[(0, 0.29841456), (7, 0.11574873), (12, 0.5791168)]",12
超棒 格拉斯 酒店 国际 轻轨 县厅 百货 关注 百货商店 关门 时间 层楼 好像 反正 国际 买买,"[(12, 0.9453572)]",12
航班 房间 务必 务必 留意 房间 面积 朝向 楼层 条件 酒店 电话 沟通 预订 水族馆 门票 柜台 没取 查不到 预约 信息 便利店 搞定,"[(7, 0.2627398), (9, 0.7015362)]",9
不错 出游 酒店 酒店 前台 提供 护照 入住 不错,"[(5, 0.36964095), (6, 0.54463863)]",6
价格 最差 房间 携程 携程 一生,"[(0, 0.010208527), (1, 0.010208509), (2, 0.010208516), (3, 0.010208526), (4, 0.010208541), (5, 0.010208565), (6, 0.0102084875), (7, 0.8672893), (8, 0.010208515), (9, 0.010208495), (10, 0.010208499), (11, 0.010208529), (12, 0.010208494), (13, 0.01020851)]",7
河口 两天 景点 逛一逛 时间 宽裕 成田 机场 市区 下次 要定 羽田机场 飞机,"[(0, 0.9336504)]",0
第一次 冲绳 感觉 行程 安排 海边 那霸市 晚会 舒心 北谷町 希尔顿 海边 酒店 不错 位置 环境 房间 那霸市 希尔顿 设施 人房 入住 订购 房间 日元 升级 一点 房间 升级 标间 多加 一个床 行程 冲绳 喜欢,"[(5, 0.9741987)]",5
台风 影响 导致 第一晚 入住 酒店 期间 客服 通知 航班 变更 情况 协调 住宿费 退款 事宜 顺利 退款 满意 北谷町 酒店 海边 房间 整洁 宽敞 免费 泡汤 舒服 那霸 酒店 位于 国际 大街 中心地段 干净 大气 楼下 罗森 果子 购买,"[(7, 0.9773379)]",7
阿提 哈德 航空 去程 行李 回程 预定 携程 行李 特别 提示 确认 单上 不清不楚 托运 行李 儿童 儿童 托运 行李 五星 航空 难吃 极限,"[(0, 0.9628479)]",0
不错 住宿 酒店 携程 微信 领队 特别 箱根 酒店 舒服 附带 晚饭 五日 行程 安排 尴尬 好多,"[(7, 0.94838834)]",7
总体 不错 安排 接机 送机 箱根 包车 司机 到位 箱根 包车 司机 负责 酒店 东京 酒店 两天 安排 床房 双床 是因为 额外 酒店 提前 事情 提前 行程 赶上 末尾 樱花,"[(7, 0.97004056)]",7
出行 服务 回复 周全 希望 旅途 享受 贵社 优质服务,"[(3, 0.90709966)]",3
行程 轻松 太累 包车 师傅 小姜 服务 整体 不错,"[(7, 0.90708816)]",7
一日游 导游 孙光 讲解 详细 行程 安排 舒服 准时 准点 接送 专业 愉快 悄悄 流逝 希望 下次 碰到 孙光 尽职尽责 导游 大哥,"[(3, 0.30907154), (4, 0.65365314)]",4
携程 第一次 写差 实在 失望 台风 航班 取消 延期 理解 往后 延期 安排 红眼 航班 同批 行人 延期 一会 航班 一会 电话 航班 一会 赔偿 每人每天 一会 赔偿 携程 管理层 混乱 客服 之间 缺乏 沟通 接洽 说法 态度 不好 携程 公司 旅游界 算是 鼻祖 级别 公司 信任 反馈 失望 不介意 携程 延期 自然灾害 责任 理解 明白 浪费 两天 时间 携程 客服 理解能力 说来说去 理解 客人 投诉 理由 推脱 不负责任,"[(3, 0.9867289)]",3
携程 台风 东京 机票 三次 成功 退票 订机票 住宿 吃饭 费用 原定 计划 上海 拖成 高价,"[(0, 0.78404546), (7, 0.16551533)]",0
满意 行程 第一次 选择 七天 六晚 行程 五天 携程 预定 满意,"[(13, 0.9226005)]",13
东京 深度 败笔 携程 主推 这家 酒店 王子 酒店 池袋 地铁口 出口 距离 适中 之间 一条 步行街 购物 酒店 楼上 水族馆 适合 儿童 参观 酒店 客房 服务 差劲 不及 水平 入住 桌子 没擦 地上 入住 第五天 客户 收拾 第一天 提供 洗漱 用品 一件 拆开 酒店 电梯 晚上 电梯 半个 小时 小时,"[(0, 0.9821363)]",0
东京 大都市 不错 东西 酒店 房间 卫生 不错 酒店 市厅 机关 旁边 马路 安静 酒店 隔音 不好 声音,"[(7, 0.95109665)]",7
羽田机场 接机 不好 酒店 服务,"[(0, 0.3195429), (1, 0.011907196), (2, 0.011907241), (3, 0.011907238), (4, 0.01190724), (5, 0.011907257), (6, 0.011907237), (7, 0.011907263), (8, 0.011907182), (9, 0.011907238), (10, 0.01190717), (11, 0.01190719), (12, 0.5375704), (13, 0.011907227)]",12
第一 回程 航班 取消 提前 通知 苹果 耳机 酒店 跟进 只能靠 解决,"[(11, 0.9285532)]",11
行程 安排 导游 咨询 回答 详细 旅行,"[(3, 0.88391745)]",3
总体 不错 自由 意愿 旅行 推荐 玩法 采纳 推荐 玩法 适合 年轻人 酒店 交通 酒店 设施 样样 齐全 干净 卫生 唯一 缺陷 酒店 卫生间 很小 胖子 转身 影响 服务 日本 信群 领队 遇到困难 解决 运气 日本 强台风 影响 行程 调整 行程 困难 携程 改进 地方 携程 部门 之间 协调 有待 改进 信群 向导 工作 时间 白天 晚上 晚上 白天 之间 无人 时间段 解决 紧急情况 携程 反应速度 较慢,"[(5, 0.44193363), (6, 0.5454533)]",6
携程 安排 酒店 位置 干净 唯一 春秋 航空 行李 行李 托运 登机牌 机箱 拒绝 登机 硬性规定 以内 否折 托运 公斤 收费 没见 廉价 航空,"[(0, 0.9628479)]",0
全家 十一天 日本 自由 总体 行程 感觉 比较满意 旅行 交通 顺利 便捷 酒店 住宿 各有特色 体验 日本 日常生活 文化 意义 美中不足 到达 京都 酒店 时竟 发现 酒店 现场 办理 入住 手续 乘车 地点 办理 入住 手续 交纳 一笔 住宿 信息 在此之前 告知 浪费 宝贵 时间 影响 旅游 行程 规划 额外 不必要 费用 支出 携程 重视 消费者 满意 答复,"[(7, 0.9842515)]",7
总体 性价比 随意 选择 宾馆 宾馆 不错 接机 司机 敬业 专业 送机 第一家 宾馆 携程 漏掉 信息 深夜 没法 加床 第一天 休息 不好 送机 订好 选择 地址 取消 重订 块钱,"[(7, 0.9700311)]",7
满意 自由 预定 过程 轻松 明晰 付款 附加 产品 发现 孩子 护照 号码 录入 错误 网页 提示 电话 很快 变更 完毕 领队 解答 详尽 提供 攻略 包车 信息 自由 变得 轻松 好多 境外 接送 服务 携程 客服 安排 客服 查询 提供 订单 确认 确认 调度 中心 司机 情况 费劲 点儿 有惊无险 安排,"[(2, 0.9824733)]",2
行程 规划 合适 酒店 预定 酒店 行程 领队 不错 咨询,"[(6, 0.9155779)]",6
日本 途中 台风 提前 两天 回国 携程 沟通 退票 航班 取消 携程 告知 日本 北京 全日空 机票 块钱 携程网 中国 日本 往返机票 告诉 台风 取消 回国 机票 无损 实在 接受 先是 告诉 提前 回国 客户 生命安全 当回事 游客 日本 台风 遇难 退票 这件 重视 一家 旅行社 后续 跟进 速度 拖拖拉拉 解决 携程网 真棒 客户 不在乎 一小部分 游客 生命安全 挣钱 良心 经营 选择 携程 突发状况 机制 真的 好好 反思 选择 携程,"[(7, 0.9869144)]",7
套餐 酒店 退订 酒店 套餐 酒店 单订 酒店 选择 余地 时间 太紧 总体 行程 满意,"[(2, 0.9419483)]",2
想着 携程 私家 产品 千多 购买 产品 默认 产品 老公 出游 酒店 入住 发现 单人 标准 靠着 图片 感受 不好 携程 客服 要换 房间 客服 反馈 微信 携程 沟通 小时 回复 升级 后期 询问 客服 投诉 行程 结束 方案 期间 花钱 升级 房间 询问 酒店 酒店 就定 房间 对接 升级 升级 方式 回复 理解 托到 行程 结束 方式 接受 产品 购买 过后 任何人 沟通 出行 晚上 自动 打电话 客服 接机 添加 平台 服务 也许 平台 威风,"[(3, 0.987937)]",3
司机 客服 售后服务 不错 携程 更好 人性化 取消 私家 推荐 外汇 订单 订单 取消 提示 扣款 提示 取消 订单 几分钟 几千元 退订 私家 订单 实在 挺无语 只能 满意 服务 人员,"[(7, 0.97003275)]",7
汤本 富士 酒店 东京 凯悦 酒店 新宿 标准 高档 酒店 房间 设施 服务 汤本 酒店 温泉 舒爽 值得 东京 凯悦 早餐 选择 自助餐 选择面 面条 西餐 早餐 面包 味道 价格 汤本 早餐 不错 中国 口味 价格 新宿 华盛顿 酒店 房间 层高 空调 太冷 调节 房间 浴室 汉庭 酒店 一点 感觉,"[(1, 0.9817889)]",1
东京 芬迪 酒店 双床 内景 等于 窗房 不值 箱根 汤本 富士 和式 预订 图片 评论 二张 榻榻米 二个 区域 房间 四个 被窝 榻榻米 大小 一间 卫生间 四个 成人 拥挤 酒店 公共 温泉 女汤 里外 池子 酒店 本站 对面 出行 喜欢,"[(7, 0.97732973)]",7
本次 出游 东京 酒店 携程 客服 努力 帮忙 协调 解决 补偿 品牌 客户服务 售后 到位 插曲 一笑而过 谢谢 携程 一如既往 给予 支持 信任 好评,"[(7, 0.9628396)]",7
满意 旅行 特别 箱根 温泉 酒店 几天,"[(2, 0.8839234)]",2
特别 一晚 箱根 温泉 酒店 定的品之木一 酒店 房间 温泉 那种 本来 美好 泡温泉 项链 放在 桌上 项链 带走 回到 东京 打电话 酒店 酒店 人会 中文 找到 日本 朋友 东西 日本 肯定 找到 第二次 东京 肯定 项链 酒店 房间 失望 蒂芙尼 项链 提醒 这家 酒店,"[(1, 0.8313849), (2, 0.14956398)]",1
携程 旅游 顾问 真的 出游 群会 添加 分配 旅游 顾问 看似 有序 管理 得不到 一共 四个 平台 分配 联系人 顾问 出游 行程 定制 告知 电话 拨叫 方式 错误 向导 销签 专业性 可笑 这位 顾问 工作 态度 行程 支持 平台 管理 行程 安排 过年 期间 打扰到 顾问 工作 生活 顾问 休假 通知 过年 期间 事儿 赶紧 答复 客人 不算 失礼 行程 支持 一点 提供 解决不了 态度 懈怠 请问 分配 顾问,"[(6, 0.98673093)]",6
日本 酒店 实在 预定 新宿 华盛顿 酒店 人房 三张 转身 难以 接受 房间 暖气 根本无法 调节 天天 桑拿 搞笑 房间 中文 酒店 提供 风扇 出租 可惜,"[(0, 0.96559614)]",0
乐桃 航空 每人 只能 携带 背包 小箱子 总共 托运 行李 每件 块限 只能,"[(0, 0.93364805)]",0
自由 感觉 不错 箱根 山青水秀 空气 特别 箱根 汤本 住宿 东京 华盛顿 酒店 单人房 二日 实在 太小 感觉 舒服 建议,"[(2, 0.35507238), (8, 0.6040986)]",8
酒店 机票 行程 自行安排 携程 服务 不错 签证 繁琐 另一家 签证 代理 公司,"[(7, 0.93363184)]",7
全日空 真的 感觉 一般般 网红地 想想 的刚 整体而言 东京 来电,"[(6, 0.91554576)]",6
酒店 不错 东京 印象 真是太 完美 酒店 出奇 舒适 箱根 温泉 旅馆 舒服,"[(2, 0.93365043)]",2
行程 轻松 调整 景点 不想 换成 机票 住宿 门票 用车 司机 导游 导游 感觉 碰到 问问 讲讲 说话 总共 车导 酒店 不错 市中心 超级,"[(3, 0.96284467)]",3
箱根 那晚 携程 只定 房间 花钱 一间 事后 相关 人员 给出 解释 体验 难以相信 携程 服务 地步,"[(7, 0.9483812)]",7
携程 真的 失望透顶 烂透 天气 原因 出发 前一天 晚上 告知 航班 取消 第一 时间 携程 客服 沟通 后续 酒店 住宿 延期 回程 航班 延期 各项 事宜 携程 客服 永远都是 记录 诉求 等待 专员 反馈 一问三不知 航空公司 更换 回程 航班 接到 航班 取消 通知 晚上 点钟 第二天 下午 小时 时间 专员 主动 告知 酒店 情况 订单 专员 不到 携程 紧急情况 客服 专员 摆设 指望 不上 携程 祈祷 情况 无所作为,"[(7, 0.23431644), (10, 0.75325865)]",10
愉快 旅行 不想 提起 提个醒 经历 告诉 教训 携程 平台 订购 春秋 航空 机票 记得 小利 旅途 增添 些许 不适 当初 携程 机票 酒店 自助游 机票 春秋 航空 春秋 航空 托运 行李 额度 公斤 当初 携程 客服 告诉 回程 行李 购买 行李 携程 春秋 航空 官网 出国 游玩 边玩 购物 客服 提前 两天 客服 购买 行李 额度 奇怪 事情 发生 携程 客服 航司 航司 春秋 航空 春秋 客服 答复 查不到 机票 信息 提升 行李 业务 不知所措 东西 买好 现场 关键 明明 携程 出票 春秋 航空 出票 信息 行程 电话 旅行 手机 客服 投诉 根本就是 敷衍 幸好 朋友 开通 国际漫游 两处 电话 投诉 携程 给付 解决 电话费 耗不起 影响 旅行 兴致 重申 一遍 携程 平台 购买,"[(0, 0.5329559), (7, 0.45964906)]",0
平时 出假 只能 安排 过年 期间 机票 酒店 方针 出行 大阪 京都 此行 期间 京都 大阪 人流量 此行 选择 京都 大阪 酒店 地理位置 交通 打卡 便捷 建议 至少 天太 环球 影视城 门票 携程 官网 便宜 出票 打印 扫码 进园,"[(7, 0.9767708)]",7
关西 机场 台风 袭击 原定 自由 机票 取消 携程 给予 机票 京都 住宿 携程网 补偿 损失 了近 千元 希望 携程 提前 告知 自由 损失 携程 预订 机票 住宿 携程 办理 签证 五天 自由 行到 昨天 结束 感觉 不错 携程 老客户 十多年 期待 携程网 更新 更多 服务,"[(7, 0.98023385)]",7
早上 班机 中午 出入境 特急 京都 新坂 酒店 酒店 帮忙 提前 办理 入住 乘着 时间 去逛 稻荷 大社 返回 酒店 休息 第二天 清水 樱花 去年 夏天 美太多 途径 好几个 寺庙 三十三 间堂 观音 大天 神像 震撼 园内 樱花 盛开 美丽 阪神 神社 结婚 新人 路边 美味 花间 小路 坐车去 二条 闭园 一个半 小时 赶到 时间 返回 酒店 第三天 办理 退房 大阪 办理 入住 大阪 第一 酒店 办理 行李 寄放 神户 路室 参观 姬路城 美丽 城堡 游客 限流 接近 傍晚 酒店 第四天 游新斋 逛道 顿掘 日本 电器 动漫 一条街 家里 买好 礼物 酒店 次日 退房 环线 机场 特快 机场 坐飞机 回国 不慎 出租车 绕道 几百块 结束 旅程,"[(7, 0.08330012), (12, 0.9086798)]",12
酒店 第一次 好找 推荐 景点 一小半 一半 地方 游客,"[(13, 0.9071222)]",13
机票 套票 去程 赶上 飞机 退改 花钱买 一班 浪费 几千 告知 国际 机票 套票 没用 回程 作废 购买 产品 投诉 律师 携程 诉诸 法律手段,"[(12, 0.9628438)]",12
携程 有毒 卖乐桃 票子 订单号 预定 行李 一份 行李 预定 损失 来回 损失 携程 查不到 客服 断线 没人 赔钱 再也 不用 携程 消费 十几万,"[(7, 0.9628299)]",7
总体 回来 航班 取消 换到 只能 再订 一晚 住宿 携程 给予 赔偿 肯定,"[(7, 0.9336473)]",7
旅行 愉快 关西 行程 中吕 导人 热情 帮忙 行李 餐厅 预约 用车 准时,"[(3, 0.93364644)]",3
携程 客服 满意 解决不了 推动 每次 催问 解决 解决 一步 携程 沟通 司导 携程 司导 出言不逊 反正 携程 客服 挺无语,"[(3, 0.9557653)]",3
携程 服务 上海 台风 取消 收到 回复 二天,"[(7, 0.89680684)]",7
