内容,主题概率,主题类型
交通 市区 打车 地铁 游览 体验 景区 买票 后坐 景区 统一 大巴 景区 门口 景区 排队 缆车 暑期 游览 高峰期 两个 小时 缆车 走路 年轻人 分钟 排队 白白浪费 时间 老年人 太小 小朋友 走路 楼梯 龙门石窟 俯瞰 滇池 缆车 景区 规划 不合理 上山 下山 路上 指示牌 工作人员 指引 说法 各一 上山 下山 道路 高峰期 走不动 游玩 时间 景点 推荐,"[(0, 0.12093197), (1, 0.38631603), (3, 0.4881245)]",3
天台 鸟瞰 风光 左揽 春城 滇池 后观 西山,"[(0, 0.029018356), (1, 0.028811561), (2, 0.9123581), (3, 0.029811919)]",2
心心念念 缆车 西山 整体 推荐 环境优美 空气清新 运气 菌子 运动 上山 太累 缆车 山顶 慢悠悠 整体 感知 不错 遇见 小吃街 特色小吃 值得 推荐 抽空 运动,"[(1, 0.4745458), (2, 0.5054269), (3, 0.010093517)]",2
地方 真的 太美 上学 好好 太美 形容 说不出来 地方 一半 昆明人 每周 打卡 圣地 美丽 鬼斧神工 巧做 郁郁葱葱 森林 洗涤 心灵 圣地 特色美食 汇聚 地方 值得 一趟 强烈建议 脚步 丈量 地方 保证 满意 昆明人 喜欢 周末 三五 好友 家里 长辈 孩子 来到 自然 一场 亲密 接触 慢慢 慢慢 走到 既定 目标 走累 休息 不想 回来 马街 美食 欣赏 欣赏 滇池 五百里 风光 喜欢 地方 喜欢,"[(1, 0.7265656), (2, 0.26543686)]",1
西山 值得 一玩 山顶 俯瞰 滇池 真的 震撼 早点 上山 索道 排队 十点 索道 排队 小时 还好 当天 不算 滇池 有人 兜售 套票 西山 门票 大巴车 索道 观光 车票 学生证 门票费 价格 合适 山上 物价 不算 接受 下山 途中 茶马 花街 逛一逛 东西,"[(1, 0.9812926)]",1
周末 节假日 千万别 进门 上山 索道 小时 排队 喜欢 贴着 一点 往前 玩命 好像 早上 秒钟 缆车 天大 便宜 龙门石窟 往下走 夸张 滑倒 没事 昆明 本来 地方 糟糕 体验 今生 滇池 绿色 很脏 样子 水边,"[(2, 0.7785483), (3, 0.20634885)]",2
景色 不高不低 交通 设计 扯淡 游览车 索道 两个 小时 推荐,"[(0, 0.02328892), (1, 0.92875457), (2, 0.02349921), (3, 0.024457306)]",1
只能 不论是 排队 缆车 天气 景色 不错 昆明 天气 阴晴不定 带上 雨衣 雨伞 东西 下雨 整体 躺下来 体验 不错 一点 鞋子,"[(0, 0.012288124), (1, 0.9639267), (2, 0.011932321), (3, 0.011852865)]",1
滇池 海埂 大坝 西山 景区 夏天 海鸥 索道 上山 龙门 很久 风景 不错,"[(0, 0.01879202), (1, 0.9426678), (2, 0.019490534), (3, 0.01904965)]",1
第二次 十多年 事情 打车 滇池 索道 买好 往返票 索道 上山 龙门 门票 往返 电瓶车 龙门 索道 起码 一个多 小时 放弃 电瓶车 一路 慢慢 往上走 龙门 一个多 小时 两个 小朋友 一路 一路 休息 台阶 走路 小心,"[(1, 0.73005605), (3, 0.25490153)]",1
云南 民族村 步行 分钟 到达 西山 景区 景区 索道 滇池 西山 终点 龙门 景区 起点 西山 龙门 那种 轿厢 开放式 缆车 体验 到达 正好 大雨 一度 担心 开放式 缆车 这段 买票 售票 下过 滇池 仿佛 雾里看花 放眼望去 雾蒙蒙 天晴 很漂亮 算是 留有 一点 遗憾,"[(1, 0.9821445)]",1
西山 变美 彩虹 步行 栈道 俯瞰 滇池 越来越 爬山 冲着 茶马 花街 美食,"[(0, 0.9412857), (1, 0.019267661), (2, 0.01965157), (3, 0.019794997)]",0
碧水 蓝天 气候宜人 避开 中午 时间 高峰期 西山 索道 排队 小时 索道 分钟,"[(0, 0.018908868), (1, 0.020061936), (2, 0.30830076), (3, 0.6527284)]",3
滇池 风景 山路 悬崖 边上 蓝天白云 景色 索道 排队 小时 果断 放弃 索道 电瓶车 一半 半山上 走不动 塞满 返回 风景 美好 时间,"[(0, 0.0116437), (1, 0.49421), (2, 0.011581481), (3, 0.48256484)]",1
来到 彩云 之南 春城 昆明 西山 龙门 游览 坐地铁 终点站 西山 公园 不远处 往返 环保 大巴车 西山 索道 缆车 西山 龙门 门票 环保 电瓶车 套票 地方 全套 西山 龙门 索道 缆车 上山 方向 排长队 排长队 一个多 小时 大热天 吃不消 有个 女孩儿 奶奶 姥姥 模样 老年 妇女 不想 排队 环保 大巴车 车站 西山 龙门 索道 缆车 这么久 长队 套票 办法 套票 退不掉 硬着头皮 排长队 终于 西山 龙门 索道 缆车 上山 风景 好玩,"[(1, 0.2264005), (2, 0.5755333), (3, 0.19447705)]",2
选择 一路 交通工具 龙门石窟 只能 爬上去 前一天 山上 湿滑 闷热 陡峭 排队 实在 四十分钟 龙门石窟 失望 想象 规模宏大 山上 景色 凉快 好看 唯一 乐趣 下山 索道 价格便宜 速度 不快 慢慢 欣赏 西山 滇池 美景,"[(1, 0.9770109)]",1
交通 早点 九点钟 到达 景区 门口 景区 大巴 到达 索道 乘坐 索道 上山 下山 选择 电频 早去 超级 超级 排队 缆车 排队 景区 门外 下雨天 雾天 登顶 凌虚阁 白茫茫 看不到 景色 景区 石阶 栈道 两种 道路 石阶 少时 石阶 更慢 栈道 平缓 老人 小孩 友好,"[(1, 0.98288745)]",1
西山 景区 俯瞰 滇池 建议 早些 景区 区间车 索道 多分钟 索道 位置 索道 天气 不好 提前准备 雨衣 索道 建议 攀登 凌虚阁 登上 去后 俯瞰 滇池 运气 不好 看不到 滇池 全貌 云雾 缭绕 仙境 温馨 提醒 游客 中心 赶到 索道 排队 轻松 再晚 排队 耽误 一段时间,"[(1, 0.98257214)]",1
昆明 西山 一趟 昆明 旅游景点 特色 俯瞰 滇池 风光 特别 晴天 感觉 滇池 迷人 风景 宛如 画壁 西山 顶端 石头 区域 堪称 石林 西山 石林,"[(0, 0.2875194), (1, 0.010271803), (2, 0.69214565), (3, 0.010063179)]",2
西山 滇池 放在 行程 西山 龙门 建议 缆车 上山 体力 龙门 一路 膝盖 不好 算了 缆车 排队 暑假 期间 分钟 蛮久 风景 远眺 滇池 毛病,"[(1, 0.34872013), (2, 0.63086456), (3, 0.010515904)]",2
龙门 索道 滇池 索道 敞开式 龙门 索道 第一次 鲤鱼 转运 龙珠,"[(0, 0.022413906), (1, 0.6136493), (2, 0.022149967), (3, 0.3417868)]",1
登高望远 登顶 西山 俯瞰 滇池 昆明市 全景 碧海 蓝天 白云 朵朵 一幅幅 彩画 特色 体验 上山 全封闭式 缆车 下山 开放式 缆车 一种 欣赏 风景 一种 欣赏 风景 点点 刺激 推荐 理由 滇池 一日游 海梗 大坝 滇池 索道 龙门石窟 西山 索道 海梗 公园,"[(1, 0.8623365), (2, 0.1254232)]",1
大部分 时间 排队 排队 上车 特别 索道 两个 小时 体验 感太,"[(0, 0.021521693), (1, 0.9339237), (2, 0.021425536), (3, 0.023129025)]",1
索道 朋友 门口 距离 索道 地方 一两 公里 门口 排队 免费 接驳 第一 官网 提示 公园 门口 清晰 路牌 地图 外地人 一点 友好 网上 一半 发现 很远 接驳 返回 起点 马褂 工作人员 现场 买票 接驳 网上 买票 坐车,"[(1, 0.31861174), (3, 0.6678858)]",3
风景 真的 好好 可惜 下雨 下雨 下雨 风景 交通 一点 建议 早上 停车 停车 路边 小心 罚单 特色 体验 龙门 一路 风景 超级 早上 每次 昆明 西山,"[(1, 0.97164506)]",1
西山 滇池 好玩 索道 景区 入口 选择 电瓶车 半山腰 一段 那种 简易 索道 下山 刺激 好像 另一边 坐车 精力 全程 爬山 山上 拍照 打卡 地方 天空 收费,"[(1, 0.9718569)]",1
总体 感觉 位置 地铁 三号 终点站 直达 门票 学生证 半价 老人 门票 上山 步行 大巴车 老人 大巴 很快 电车 索道 工作人员 建议 选择 电车 索道 实在 一个多 小时 很大 太阳 老人 适合 电车 很快 山脚 讲解员 地方 讲解员 两个 不耐烦 花钱 找罪 总体 风景,"[(1, 0.47116297), (2, 0.048949726), (3, 0.4739957)]",3
特色 体验 缆车 风景 风味 慢慢 高度 特别 恐高 朋友 友好 排队 实在 太久 旅游 旺季 小时 等待 下山 脑子 标识 绕来 绕去 路程 走走看看 挺不错,"[(1, 0.4586835), (2, 0.5217114)]",2
暑期 期间 人真多 索道 排队 小时 人山人海 指路牌 清晰 游客 错路 俯瞰 滇池 美的,"[(0, 0.017105943), (1, 0.017364103), (2, 0.017538626), (3, 0.9479913)]",3
龙门 景区 台阶 太陡 危险 监控 少时,"[(0, 0.89830583), (1, 0.03378023), (2, 0.03323832), (3, 0.03467559)]",0
五一 假期 五一 两天 两天 路线 滇池 索道 西山 龙门 景区 北门 上山 索道 徒步 游览 龙门 景区 下山 景区 电瓶车 景区 北门 滇池 索道 回到 滇池 过程 爬山 全程 工作人员 引导 迷路 体验 不错 路线 适合 老人 小孩 游玩,"[(1, 0.7961067), (3, 0.19041227)]",1
西山 服务 缆车 两个 小时 起排 工作人员 维持秩序 建议 想来 门票 千万别 套票,"[(0, 0.01872274), (1, 0.28333881), (2, 0.36932147), (3, 0.32861698)]",2
西山 几次 玉兰 华亭寺 几次 太华寺 回头 终于 一鼓作气 山顶 平台 风景如画,"[(0, 0.019925093), (1, 0.020678584), (2, 0.9397084), (3, 0.019687949)]",2
听说 西山 一座 分手 不信邪 哈哈哈 体验 不错 特别 门票 良心 七十多 包含 索道 电瓶车 奈斯 登顶 昆明城 感觉 太棒 放松 周末 没事 地方,"[(0, 0.010458297), (1, 0.010982708), (2, 0.96803004), (3, 0.010528991)]",2
路线 设计 超级 不合理 下山 索道 龙门 右侧 左侧 穿过 龙门 索道 拥挤 右侧 周末 走走停停 摩肩接踵 体验 超级 游客 中心 索道 地方 大巴车 电瓶车 公路 时间 充足 跟着 索道 不用 游览 龙门 下山,"[(1, 0.548909), (3, 0.4361731)]",1
景色 景区 游览 路线 安排 不合理 时间 充裕 门票 北门 一路 索道 电瓶车,"[(0, 0.01852955), (1, 0.94340074), (2, 0.018646277), (3, 0.019423435)]",1
风景 旅游 服务 特别 大巴车 小孩 上车 座位 关门 飙车 摔伤 司机 负责 安全意识,"[(0, 0.017854126), (1, 0.40403453), (2, 0.5593103), (3, 0.01880102)]",2
昆明 几次 西山 第一次 运气 不太好 赶上 阴雨天 天色 不美 湖色 影响 景区 有名 景点 好像 龙门 龙门 介绍 可知 充分体现 中国 万般皆下品 惟有 读书 景点 上山 建议 分流 电瓶车 上山 下车 电瓶车 路线 上山 龙门 方向 临时 只下 不上 缆车 告知 龙门 跟着 缆车 下行 下行 龙门 洞窟 向下 山洞 幻想 下行 发现 游客 明明 是从 爬上来 单向 游客 龙门 电瓶车 下山 售票处 原本 缆车 人性化 景区 退票,"[(1, 0.76305383), (3, 0.22938107)]",1
打车 西山 旅游 服务中心 购买 套票 成人 学生 高超 包含 门票 单程 缆车 单程 电瓶车 往返 服务中心 龙门 景区 入口 大巴车 上山 赶上 瓢泼大雨 缆车 临时 停开 景区 工作人员 贴心 缆车 退给 山上 临时 龙门 景区 入口 乘坐 海埂 公园 缆车 景区 工作人员 贴心 返程 大巴车 费用 退给 西山 景区 工作人员 周到 大雨 因祸得福 小确 感受 如入 仙境 浪漫 登上 龙门 俯瞰 滇池 对面 昆明市 海市蜃楼 映入眼帘 心旷神怡 美轮美奂 受限于 手机 相机 眼前 情景 拍下来 下山 漫步 海埂 公园 惬意 昆明 宜人 气候 舒服,"[(1, 0.990488)]",1
一名 年轻 匠人 凿断 魁星 笔尖 妻子 肝肠寸断 相随 身体 化为 西山 眼泪 化为 滇池 滇池 西山 一体 朋友 海梗 公园 美丽 滇池 拍照 走到 山脚下 乘坐 车边 欣赏 滇池 聊天 来到 西山 入门 乘坐 电瓶车 罗汉 石阶 楼梯 上上下下 一段 站上 观景台 欣赏 滇池 穿过 雲洞 到达 龙门 龙珠 起启 到达 南天门 乘坐 那种 双腿 外面 揽车 翻山越岭 到达 聂耳 纪念馆 参观 大巴 下山 中途 参拜 华亭寺 正觉 完美 滇池 西山,"[(1, 0.74381626), (2, 0.24888016)]",1
昆明 滇池 景点 免费 不用 预约,"[(0, 0.38619226), (1, 0.03788104), (2, 0.039140835), (3, 0.5367859)]",3
旅游 旺季 准时 景点 西山 索道 往返票 半山腰 赶时间 返程 索道 龙门 南门 花费 时间 排队 山顶 索道 简单 缆车 吓人 电瓶车 途径 景点 节约 长时间 山路 沿路 风景,"[(1, 0.43497017), (3, 0.547458)]",3
来到 昆明 第一站 打卡 西山 风景区 攻略 徒步 路上 随手 景点 公里 龙门 景区 门口 游览 聂耳 纪念馆 打卡 红色 爱国主义 基地 顺便 一项 暑假作业 索道 排队 游览车 下山 一路 蜿蜒 曲折 一种 游览 方式,"[(0, 0.61092114), (2, 0.14565684), (3, 0.2359653)]",0
评价 分钟 龙门 地铁 爬山 选择 环保 大巴 确实 分钟 龙门 中途 休息 拉练 爬山 景区 进门 华亭寺 爬坡 不用 台阶 华亭寺 再往 太华 古道 台阶 累好 中途 休息 吃饭 随意 干粮 早上 下午 龙门 龙门 景区 很大 牌坊 景点 建议 一点 滇池 索道 关门 下午 关门,"[(0, 0.16093524), (1, 0.18132503), (2, 0.304974), (3, 0.35276574)]",3
昆明 西山 森林公园 位于 昆明 西郊 市区 不远 打车 现场 买票 包括 下山 大巴车 电瓶车 门票 体力 试试 爬上去 体力 建议 坐车 大巴车 着实 电瓶车 那段 走上 花木 繁盛 幽香 远处 滇池 三清 龙门 组建 西山 主峰 罗汉山 悬崖峭壁 建筑群 龙门 石雕 包括 古室 古栏 古窟 古佛 陡峭 登上 龙门 凭栏 下视 百丈 悬崖峭壁 举目 远望 海天一色 五百里 滇池 尽收眼底 壮观,"[(0, 0.023042886), (2, 0.96836996)]",2
西山 公园 漂亮 适合 游玩 天然 氧吧 非常适合 游玩 本地人 非常适合 健身 好去处 天气 特别 风景 特别 漂亮 空气 天气 推荐 推荐 游玩 西山 公园 值得 选择 太棒,"[(2, 0.9721736)]",2
是从 海埂 公园 索道 龙门 买票 那天 观光车 索道 排队 索道 排队 半小时 买票 山顶 东西 烤肠 十块 一根 景区 理解 两口 下山 大雨 还好 跑得快,"[(0, 0.07624718), (1, 0.9041563)]",1
昆明 滇池 西山 景区 昆明 景点 特别 西山 龙门 景点 打卡 景区 山清水秀 风光旖旎 自然 风景优美 人文景观 特别 景区 门前 先要 瞻仰 音乐家 聂耳 缅怀 革命先烈 登上 龙门 山顶 可一缆 滇池 美丽 风景 赏心悦目 心旷神怡 滇池 游船 游览 滇池 真的 很棒,"[(2, 0.57684416), (3, 0.41055757)]",2
补评 正月初 游玩 体验 时间 记忆犹新 假期 假期 假期 大巴 上山 排队 提前 在线 实名制 买好 排队 大巴 身份证 验券 上车 提前 告知 工作人员 只能 张券 好不容易 排到 上车 后边 几十人 争执 门口 多分钟 缆车 夸张 排队 小时 不好 缆车 上山 过程 十来 分钟 上山 下山 没什么 可玩 等于 几个 小时 缆车 平时 好些,"[(0, 0.5192054), (1, 0.13490124), (3, 0.34077471)]",0
西山 景区 位于 滇池 边上 买好 门票 观光 车票 电瓶车 观车 终点 下后 瞻仰 聂耳 检票 景区 索道 步行 登山 一路上 风景优美 空气清新 自然 风光秀丽 人文景观 交相辉映 龙门 山顶 观光 平台 观赏 滇池 全景 美不胜收 真的,"[(2, 0.978334)]",2
昨天下午 時候 過去 雖然 下午 傾盆 大雨 引響 美景 心情 索道 滇池 美麗 想像 古代 詩人 五百里 滇池 每個 角度看 邊上 美麗 欣賞 雖然 什麼 哈哈哈 對了 下山 乘坐 電瓶車 滇池 享受,"[(2, 0.97653687)]",2
周日 下午 三点 半左右 体验 不错 喜欢 爬山 接受 大巴 索道 顶峰 费力 风景 很棒 滇池 西山 听说 很灵 求子 观音 哈哈哈 两三个 小时 逛下来,"[(0, 0.010093735), (1, 0.010244579), (2, 0.96930915), (3, 0.010352569)]",2
西山 必玩 龙门石窟 等待 缆车 时间 导游 建议 爬上去 山路 吃力 陡峭 建议 运动鞋 舒适 服装 爬上来 一览 西山 全景 真的 不错 美景 空气 清新 缆车 时光 放慢 节奏 慢慢 欣赏 山里 美景,"[(1, 0.9765901)]",1
山底 太华 古道 小时 分钟 体力 中途 休息 太华 古道 人烟稀少 爬起来 不错,"[(0, 0.018539762), (1, 0.019065976), (2, 0.9427874), (3, 0.019606868)]",2
昆明 上班 前男友 长水 机场 上班 机场 地铁站 坐到 终点 西山 公园 小时 至少 中途 转乘 出站 大巴车 缆车 票价 好像 挺贵 前男友 山上 本来 打算 慢慢 走上 两个 小时 瞬间 就让 打消 走上 念头 山顶 五点 半左右 结伴同行 感觉 中年人 年轻人 喜欢 爬山 永远 一批 前男友 拍照 技术 不行 当天 衣服 适合 拍照 随便 几张 一点 小小的 遗憾 下山 时间 太晚 没法 乘坐 缆车 六点半 下山 八点半 山底 两个 小时 比较慢 原因 推荐 情侣 分手 几个 朋友 日落 拍照 打卡 不错 交通 地铁 直达 山底 特色 体验 乘坐 缆车 俯瞰 景区 推荐 理由 原生态 环境 有益 身心健康 有道是 生命 运动,"[(1, 0.9591882), (3, 0.035588622)]",1
雨后 西山 空气清新 沁人心脾 深深 一口气 青草 气息 沁入 心扉 瞬间 感觉 神清气爽 朋友 邀约 第一次 夜晚 西山 爬山 感觉 平日 白天 感受 游人如织 场景 清清爽爽 舒服,"[(0, 0.9719834)]",0
索道 滇池 天空 西山 雄伟 西山 小时 建议 索道 体验 美貌,"[(0, 0.021404522), (1, 0.5425201), (2, 0.41346622), (3, 0.02260918)]",1
西山 西山 缆车 真的 推荐 坐过 风景 玻璃 很稳 地面 昆明 天气 舒服 季节 好看 不冷 不热 唯一 不好 干燥 西山 公交车 海埂 大坝,"[(0, 0.010556597), (1, 0.18250398), (2, 0.7962958), (3, 0.010643561)]",2
西山 昆明 天然 公园 免费 步道 徒步 游览 爬山 过程 欣赏 昆明 城市 全景 黄昏时分 夕阳 美景 登上 龙门 一览 昆明 风光 西山 森林公园 体验 登山 乐趣 大自然 魅力,"[(0, 0.1143193), (2, 0.8679474)]",2
山顶 估计 爬山 昨天 朋友 走过 可惜 打卡 拍照 地方 找到 遺憾 没能 看过 风景 快点 轻松 高度 却是 奋力 奔跑,"[(0, 0.012266242), (1, 0.96377504), (2, 0.0121119665), (3, 0.011846718)]",1
超级 幸运 缆车 下大 淋到 会雨 彩虹 经历 风雨 彩虹,"[(0, 0.92574996), (1, 0.025364444), (2, 0.02472553), (3, 0.024160083)]",0
交通 大巴车 森林 索道 滇池 索道 喜欢 森林 索道 小时 景色 很美 刺激,"[(0, 0.01872621), (1, 0.6539955), (2, 0.3083443), (3, 0.018934)]",1
成熟 景区 硬件 软件 配置 到位 西山 顶上 俯瞰 滇池 绝好 地址 上山 早点 出发 舒服 一点 索道 索道 另一番 景色,"[(0, 0.6543682), (1, 0.32135764), (2, 0.01199188), (3, 0.012282236)]",0
滇池 缆车 跨越 山水 俯瞰 美景 视野 开阔 算作 一段 美好 体验,"[(0, 0.02073776), (1, 0.020926539), (2, 0.9366922), (3, 0.021643475)]",2
俯瞰 滇池 绝佳 视角 徒步 绝佳 线路 绿茵 遮蔽 阳光 直射 龙门 索道 路上 景点 设有 景区 大巴车 停靠点 走累 买票 班车 徒步 理想 懒人 绝佳 安排 一半 不想 排队 索道 景区 大巴 返程 西山 公园 免费,"[(1, 0.74624974), (3, 0.23986983)]",1
旅游 体验 不错 人流量 很大 堵车 选择 绿车 龙门石窟 山脚下 山下 缆车 上山 实在 反其道 下山 缆车 西山 龙门石窟 一摸龙珠 摸到 龙珠 状元 考博士 哈哈哈,"[(0, 0.6880931), (1, 0.2914599), (2, 0.010305543), (3, 0.01014145)]",0
距离 昆明 火车站 公里 西山 景区 海拔 停车场 景区 巴士 景区 巴士 沿途 山水 风景 时间 分钟 缆车 好久没 坐过 露天 缆车 缆车 过程 下雨 阴天 确实 清晰 滇池 全貌 下山 缆车 水上 感觉 很酷 天气 自拍 出片 走路 一路 风景 讲解 雾蒙蒙 确实 景色 漂亮 观景 几个 平台 电瓶车 下山 雨天 看不到 下山 危险 天气 好好 游览 不错,"[(0, 0.19044982), (1, 0.6802405), (3, 0.124745846)]",1
排队 排死 游览 半个 排队 小时 极差 体验,"[(0, 0.02999423), (1, 0.6246604), (2, 0.028608255), (3, 0.31673712)]",1
翡翠 西山 连绵 多公里 最高峰 海拔 峰峦起伏 林木 苍翠 王升 滇池 描绘 昆明 八景 西山 峭拔 岌嶪 无数 游客 慕名而来 登顶 龙门 极目远眺 浩渺 滇池 壮丽 大城 西山 周末 西山 昆明人 后花园 昆明人 钟爱 西山 西山 人才 听得懂 召集令 吆喝 一声 聚齐,"[(0, 0.9814907)]",0
交通 智能 电瓶车 自行车 滇池 缆车 西山 森林公园 电瓶车 西山 步行 山顶 云洞 龙门 星辰 高声 恐惊 天上 索道 下山,"[(0, 0.012347141), (1, 0.012927246), (2, 0.9615174), (3, 0.013208172)]",2
登高望远 山顶 昆明 滇池 一道 独特 风景 山脚下 停车场 路线 售票处 买好 缆车 通票 放心 浏览 赶上 放假 旅游 旺季 缆车 排队 人员 一个多 小时 风景 不错 值得,"[(1, 0.584264), (2, 0.39703447)]",1
滇池 打车 十多块 选择 走路 大巴 大巴 电车 轨道车 大巴 来回 龙门石窟 一共 轨道车 一个多 小时 龙门 往下走 寺庙 佛像 陡峭 注意安全 刺激 确实 一览 众山,"[(1, 0.17382583), (3, 0.80650574)]",3
昆明 境内 湖泊 滇池 榜上有名 登高 观赏 滇池 不错 选择 西山 热门 不行 不亚于 石林 西山 登山 可惜 沿途 书法 雕刻 道教 寺庙 最最 有名 龙门 摸摸 龙珠 珠子 扁额 建议 上山 下山 缆车 膝盖,"[(2, 0.97761536)]",2
滇池 封闭 索道 推荐 时间 挺长 真的 无聊 来往 缆车 缆车 妈妈 孩子 一点 激动 滇池 水是 绿色 缆车 近处 好看 路过 景色 惊艳 缆车 推荐 西山 缆车 西山 门票 风景 真的 来往 游客 激动,"[(1, 0.97822124)]",1
昆明市 十峰 西山 感谢 公司 组织 昆明 天气 宜人 舒服 只不过 景区 楼梯 缆车 外壳 危险 下雨,"[(0, 0.014728905), (1, 0.015009466), (2, 0.955824), (3, 0.014437667)]",2
交通 地铁 山脚下 交通 便利 上山 大巴 特色 体验 一路上 游乐 设施 西山 游乐 设施 比较完善 爬山 游客 服务中心 买票 买票 龙门 龙门 石头 建议 防滑 鞋子 龙门 风景 壮观 值得,"[(1, 0.3659312), (2, 0.6173636)]",2
酒店 打车 海埂 公园 大坝 季节 海鸥 步行 米左右 滇池 风景区 索道 售票点 缆车 西山 公园 龙门 景区 北门 公园 门票 索道 山顶 下山 走路 险峻 风景 分钟 电瓶车 车站 电瓶车 返回 龙门 景区 北门 大巴 西山 公园 游客 中心 龙门 索道 学生 老年 家庭 出动 排队 一个多 小时 做好 心理准备,"[(1, 0.7395589), (3, 0.25032938)]",1
坐车到 缆车 爬山 观光车 一路 娃儿 不累,"[(0, 0.0321304), (1, 0.9022494), (2, 0.03309106), (3, 0.032529138)]",1
交通 开车 地铁 好像 地铁 直达 售票处 风景 缆车 排队 一点 更好,"[(0, 0.020078305), (1, 0.23974782), (2, 0.021191727), (3, 0.71898216)]",3
怀疑 一场 套路 排队 缆车 天气 正好 缆车 发现 下起 倾盆大雨 工作人员 提醒 好几个 出发 广播 缆车 停运 山上 衣服 湿透 衣服 民族服饰 布料 没什么 珍贵 一件 上衣 黑下裙 雨衣 一件 外面 物价 景区 工作人员 提醒 淋湿 赚钱 套路 唯一 值得 风景 美的,"[(3, 0.9815312)]",3
西山 风景区 昆明 有名气 昆明 时间 大巴车 索道 节约 时间 本地人 爬山 门票 龙门 路修 挺好 危险 喜欢 走上 体力,"[(0, 0.01271063), (1, 0.29966778), (2, 0.67497617), (3, 0.012645422)]",2
鸽子 鸽子 拍照片 鸽子 夏天 本来 粮食 鸽子 鸽鸽 倒有 一堆 麻雀 特色 体验 天然 舒服 商业化 摆摊 市集 门口 肉饼 好吃 一家 挺好吃,"[(0, 0.010498256), (1, 0.0104228975), (2, 0.9688701), (3, 0.01020872)]",2
爬山 是从 家村 地铁站 共享 单车 中午 爬山 幽静 听得见 哼哧 哼哧 大口 呼吸 小路 杂草 清理 下次 短裤 半小时 游人 抬头 公路 一鼓作气 干到 猫猫 却是 大兴土木 广场 洋芋 三年 没见 想想也是 疫情 变懒 运动 下山 轻松 清风 拂面 吃力 狼狈 想必 样子 爬山 减肥 路过 茶马 花街 嘴馋,"[(0, 0.91536033), (2, 0.07367071)]",0
记得 提前 预约 微信 搜索 西山 公园 公众 日出 把握 时间 早上 五点 入园 交通 是从 南门 开车 公路 选择 步行 半小时 到达 南门 下山 缆车 下山 大巴车 大巴车 地铁站 推荐 理由 震撼 拍照 出片 路上 山顶 青春 售价 疯狂,"[(1, 0.32445955), (2, 0.66241795)]",2
昆明 第二站 景区 很大 交通 电瓶车 大巴车 索道 真的 步行 爬山 单程 小时 暑假 高峰期 上山 索道 排队 夸张 一个半 小时 幸亏 真要命,"[(0, 0.011206222), (1, 0.011387777), (2, 0.011751091), (3, 0.9656549)]",3
下午 西山 风景区 游玩 茶马 花街 正式 西山 风景区 西山 风景区 昆明 著名 旅游景点 景区 龙门石窟 景点 免费 景区 昆明 西边 山上 景区 植被 茂盛 古刹 众多 著名 华亭寺 太华寺 龙门石窟 聂耳 虚云 纪念堂 南洋 工人 支持 抗战 纪念碑 登上 龙门石窟 俯看 昆明 景色 五百里 滇池 奔来 眼地 秀美 风光 交通 地铁 号线 直达 西山 景区 公交车 好几路 西山 风景区 费用 景区 景区 大巴 交费 缆车 龙门石窟 收费 景点 免费,"[(0, 0.8361383), (2, 0.1563322)]",0
交通 周边 停车场 特色 体验 爬山 爬山 感觉 昆明 西山 真的 遗憾 晓得 感觉 推荐 理由 滇池 山上 龙门 建议 西山 故事 故事 西山 韵味,"[(0, 0.010295248), (1, 0.96921915), (2, 0.0104196435), (3, 0.010065953)]",1
西山 古代 第一 佳境 民间传说 远古 一位 公主 耐不住 宫中 寂寞 偷偷 王宫 小伙 结为夫妇 国王 拆散 美满 姻缘 并用 计将 小伙子 害死 公主 悲痛欲绝 痛哭 泪水 汇作 滇池 仰面 倒下 化作 西山,"[(2, 0.97754437)]",2
弟弟 下午 三点 飞机 姐姐 安排 极限 半日 海埂 大坝 打卡 早上 能到 滇池 索道 售票处 没来 滇池 目的地 滇池 索道 售票处 提前 米左右 下车 右手边 美丽 海埂 大坝 海鸥 海鸥 地方 徒步 欣赏 海埂 大坝 目光 西山 远处 滇池 索道 通向 西山 欣赏 滇池 隧道 售票处 滇池 索道 买票 索道 超值 超长 一段 俯瞰 滇池 穿越 西山 龙门 景区 北门 地图 正中间 地方 半山腰 此刻 龙门 景区 门票 选择 上山 方式 推荐 索道 蓝线 上山 徒步 下山 路过 景点 橙线 游览车 红线 回到 北门 索道 游览车 一共 上山 索道 排队 索道 行人 索道 好几圈 队伍 索道 上山 选择 游览车 上山 徒步 景点 索道 下山 灵活机动 部队 路线 避开 人流 西山 老公 弟弟 极限 徒步 龙门 索道 标识 一段 捷径 分钟 山上 索道 景点 至少 小时 索道 下山 回到 山腰 龙门 景区 北门 景区 没多久 下山 大巴 售票处 下山 大巴 右边 橙色 地铁站 播报 一站 游客 中心 下车 滴滴 滴滴 市区 南屏街,"[(3, 0.99475366)]",3
西山 昆明 市民 喜爱 景点 小时候 高跷 爬上去 龙门 介绍 是从 高海 公路 千步 路上 过程 高海 公路 西山 缆车 有个 道口 西山 聂耳 小路 毛毛 路线 体力 钟头 毛毛 路线 膝盖 损伤 建议 年纪 选择 线路 花街 一侧,"[(2, 0.13509406), (3, 0.85154593)]",3
