景点名称,网址,用户名称,星级,评价内容,时间,赞,回应,文本
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                merry
                                ",40,和姐姐表妹一起云南自由行，第一站来到了昆明，在网上做了下攻略决定一早来爬西山错误决定的开始，首先地方有点偏，坐车过去找了好久，如果是自驾游的可以忽略这个问题景点来说还是值得一看的，我们选择了坐了一段索道，能俯瞰整个滇池……非常美,2019-07-1111:47,9,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                肉肉梦想家
                                ",40,龙门索道，开放式的，可俯瞰滇池，胆小的可以绕行,2019-07-0815:53,3,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                摆渡人
                                ",50,昆明之行最后一站就是上西山，没有做索道，找的当地人带我们上去的，收了60元，节约了索道费。从山顶进的公园，所以很快就到顶了，昆明全景和整个滇池一览无余，很是壮观，真的就是站得高看得远！然后下山只走到龙门，因为有父母在确实走不动了。整个风景都很好，不过要注意防晒哦！,2019-07-0714:29,12,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                hisoka_vivian
                                ",50,昆明的西山虽然名字有点儿不好听，而且还有恋人逛西山必分手的传说，但是本身真的很值得一游！买的套票，到游客中心乘坐大巴到达龙门风景区，下车后直接乘坐缆车上山，随着海拔升高，可以看到滇池，可惜当天稍微有点雾蒙蒙！到达后徒步下山，沿途路过各处景点，真的是曲径通幽，很显秀美，还可以遥望滇池！最后通过一段石道，到达龙门！下车可以选择电瓶车，再乘坐大巴！总之不虚此行吧！,2019-07-0703:28,4,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                小九的旅行日记
                                ",50,值得去！！！轻松又美丽～推荐大家参考我的路线1.海埂大坝附近有很多民宿，30多块就能住一晚，早上打个车二十块到游客中心，提前一天买西山的套票，太重要了！！因为超抵！2.游客中心的大巴上山→龙门景区门口(可以免费寄存行李)→电瓶车上山→步行爬上去龙门景区，出景区→步行上山顶，折返→缆车乘坐点，缆车下山→大巴坐到茶马花街下车→吃东西→坐地铁3.大巴单程12.5，来回就25了，还不算缆车观光车龙门景区门票，所以一定提前买套票！！4.观光车坐上山，缆车坐下山最好！这个路线跟旅行团刚好相反，所以人少。其次，西山还是挺陡的，下山走得心里着实恐怖，反正我步行爬龙门景区的时候不敢回头看。5.缆车这一段很棒，一定要来体验，如果是下行的话能够看到滇池，而且景观更好，上行看山相对视野差一点啦6.在龙门景区出来，左边是上山顶的路，右边是坐缆车，推荐不赶时间去山顶走一圈，太美了，走到凌云阁折返就行(视频就是山顶，实地看心胸很开阔！),2019-07-0518:32,12,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                mimilau1
                                ",40,真的现在游客不多，去哪里都会是非常舒服😌,2019-07-0512:40,12,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                crystaldrop
                                ",40,我属于胆小的。索道给我留下了深刻的印象：太可怕了。没有安全带、只靠一个铁栏杆，索道特别长。我和孩子都吓傻了……有小朋友的要注意：索道不是特别好的体验。听见有的小朋友都吓得哭闹了大人90元，小孩1.3米，75元,2019-07-0420:37,11,4,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                venus168
                                ",40,地标打卡点话说上去坐的索道缆车🚡是空心的，非全封闭，超简易，无遮无挡，多吓人呢，怕怕。想到山顶还需要爬一段陡路，顶上就是一览昆明美景，尽收眼底，心旷神怡，只不过当天～并不是晴空万里，云☁️朵也不多。重头戏～一跃龙门身价百倍，📷到此一游还是要有的下山我们选择坐电瓶车算了，不要为难双腿推荐！,2019-07-0410:22,21,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Evan_lau
                                ",50,西山又称“碧鸡山”远远望去西山如一女子躺卧在滇池岸边环境非常的优美可以俯瞰浩瀚的滇池山上的龙门石窟更是古老珍贵话说摸一摸这个龙门财运、福运、气运，都会棒棒哒我们是坐索道上去的经过滇池上方可以饱览整个滇池美景墙裂推荐,2019-07-0401:34,17,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                东爷John
                                ",50,来到昆明一定要来这里，这里听说很多历史，具体我忘记了，没记住那么多，哈哈！首先坐了缆车上来，全程无玻璃的，直接上来的。沿途风景不错，就是到高一点的地方有一点点怕怕，脚都软了！这里适合拍照，各种拍拍拍！今天天气非常好，太阳不算大，有风！舒服…,2019-07-0313:50,5,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                天冷就回来*
                                ",50,昆明西山风景名胜区西山风景区是一个景色秀丽的森林公园，做索道观光上去，从高处俯瞰整个昆明，索道平稳，很慢，大概10多分钟，上面风景很好，可以呼吸新鲜空气，在走过去就到了龙门，还有三清阁，华亭寺，凌虚阁。,2019-07-0313:09,44,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                大富翁的阿土伯
                                ",50,其实挺不错的，如果有耐心逛完的话。感觉古老，因此有内涵。当中很多对历史的描绘穿插了中国古代神话，比如盘古开辟的观景台，大禹又打通了穿山洞，女娲落下了补天石，以及鲤鱼跃龙门的故事。石刻，彩绘，庙宇，石洞都是古老而瑰丽的财富，而且也保存得很完整。带小朋友逛就是有点累，毕竟实在是很大很大，但好好逛真的是大人小孩都能有收获。,2019-07-0300:02,5,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Hello
                                ",50,值得一去。峭壁旁的龙门雕刻，鬼斧神工，惊叹于古人的神奇和艰辛；昆明滇池旁的小山，郁郁葱葱的林木，是一个休闲避暑的好去处。山脚下的花马茶街，小吃丰富，满足你的食欲。如自驾，建议车开到南门，下山游览、回去做小缆车，比较顺路。,2019-07-0220:35,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                X卿Q
                                ",50,西山之游，是和塑料姐妹一起去的从呈贡大学城先到海埂公园，然后在海埂公园滇池边坐缆车上去。缆车了跨过滇池上空上去的，坐在上面缓缓向上移动，这种感觉特别好，看着一望无边的滇池，阳光照耀在上面，过了滇池后再往山上走，有个悬崖一样的垂直的石头，仿佛要碰到似得。到了上面以后，有一些景区，需要买票，我们没有进去，就在外圈转了一圈，然后就顺着大路下山了。下山这一段路才是十分快乐的，边走边说笑，有一段追跑一段，特别开心，也没感觉到累。下了山以后山底有一条美食街，我记得我们吃了那里的烤鸭，特别好吃，一整条街都是吃的，特别适合下午饭店下山到那吃晚饭呀,2019-07-0212:26,8,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                仙人小板板
                                ",50,俯瞰滇池最好的地方，便是西山上的缆车！话说这个缆车由于是开放式的，就是没有玻璃，腿悬空的那种，追求刺激的朋友一定要试（1其实不吓人）。那种与自然零接触的感觉真的很美妙西山的空气真的是太好了！天然的氧吧，在西山上看昆明，尽收眼底！,2019-07-0103:17,20,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                点小评3916355797
                                ",40,去了滇池很遗憾的是没看见海欧，值得,2019-06-3022:26,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                海海人生舵位去
                                ",50,西山是昆明市区可以打卡值得打卡的自然风光了，市内好像没有其他的比较风景优美的自然景色了。西山也是自己一个人去的啦然后悬崖边边还是比较陡的整体来看是一个比较陡峭海拔比较高的山了，山上的风景真的很美哎坐缆车有一种俯瞰整个昆明市和河流的感觉，这个河我也不知道叫啥河…然后缆车价格也比较公道也不是必须要两个人才能坐,2019-06-3000:33,15,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                bbiuyt1002
                                ",40,每到周末去爬西山，都会感受到这个天然大氧吧的清新，在夏日里更觉绿色的山野美如画。蓝天与翠绿相辉映，整个景区的画面简直美得让人陶醉。这里远离了污染，清风吹过游人的面庞，能够感受到绿野的味道。从山脚下的茶马花街，到玉兰园，古刹华亭寺和太华寺，再到山之巅的龙门。美丽多姿的西山之巅，远眺秀美的滇池，怎能不说西山好。,2019-06-2700:06,90,9,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                小妞来自黑土地
                                ",40,登西山望滇池坐了龙门索道，可以俯视滇池的美景，八百里滇池果然名不虚传，索道是半开放式，有点吓人，但感觉也更真实，临近索道终点，有摄影师拍照，喜欢的可以花20块钱买，我觉得还蛮喜欢就要了！下了索道可以登龙门，一登龙门、身价百倍，远眺龙门真的壮观！,2019-06-2612:42,2,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                点点
                                ",50,西山风景区位于昆明西郊滇池河畔，山下是云南民族村，交通方便，山上和山下都有停车场。西山森林茂密，花草繁盛，清幽秀美，景致极佳，在古代就有“滇中第一佳境”之誉西山森林公园，最难得的应该是森林里清新无比的空气，从高处俯瞰滇池乃至整个昆明的感觉，是与众不同的。,2019-06-2610:31,38,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                钺玥悦
                                ",50,国家4A级风景区，很美很美～一定要爬到最高处，摸一下龙门攒好运🍀,2019-06-2520:45,53,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Ms.Joy
                                ",50,西山景区地址：云南省昆明市西山区碧鸡街道办高峣游客中心西山景区，是滇池附近的风景区，可以通过索道到达。需要注意的是，索道到达后，如果下山需要坐索道，需要爬山，这一段路程还是比较辛苦的，如果身体不好的人，最好不要轻易尝试。站在高处，鸟瞰滇池，还是非常心旷神怡的。,2019-07-0108:24,17,2,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Chin
                                ",50,滇池边，市区的另一面隔湖相望，交通不便，坐缆车时下雨，像在水中蒙眼蹒跚。山上风景不错，在半山腰就可以俯视昆明城，可惜阴雨天看不太清。山上有挺多景点，卧佛山，华亭寺，三清境，聂耳墓等等，也有好多小吃，不过小贵。,2019-06-2500:19,3,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                呼呼大睡猪小弟
                                ",50,有人说:登最高的山，观最美的景，遇合适的人。我觉得这句话对也不对，时光荏茬，匆匆一别便不知此去经年，合适？真的辣么容易遇到吗？我觉得应该说，陪最心中的人，登留下记忆的山……西山，4A景区，在昆明当地就有一句话，说情侣登西山，便要分手，非情侣会成为情侣。我不知道我们这种关系还能不能回到情侣，但，这山上的记忆我留下了。75元的门票包含里面所有的交通工具，缆车，观光车，大巴，景点票，从游客中心出发，到龙门石窟下车，就是悬崖峭壁上开辟的石梯，很陡，攀爬都有些费力，我说:我要带你爬一次山，那种以后你一爬山都能想起我来。她没说话，只是卖力的攀爬着……一路歇息多次，终临山顶的歇脚亭，我们看了很久，观望拍照，争取留下对方更多的影子，毕竟，明天也就各奔东西了，我觉得还是不够尽兴，把目光望向了，已经没有路的石头峰顶，我决定要上去看看，沐浴最充足的阳光和她站在西山最高的地方，也算是一个比较合乎完美的一次西山之旅……最美的遇见果然一直都在身边。,2019-06-2321:58,14,2,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                number100
                                ",50,西山山坐落在滇池的西岸，又称碧鸡山，远眺西山群峰，既像一尊庞大的睡佛，又似一个美丽曲腿仰卧在滇池畔，象青丝垂海的睡美人。因此西山称为“卧佛山”，又称为“睡美人山”。西山游玩景点众多，除了众多寺庙外，最值得一玩的就是西山龙门（见图一），这是一条从山腰挖掘出的山道，游客可以穿梭其中，观赏脚下的滇池美景。而有“龙门”二字的小门，是整个景区的重头戏，游客纷纷在此留影，到此一游照还是要有一张滴。如果只有半天行程的话，建议从滇池公园旁的大型缆车上山，这种缆车是车厢式，一车可以坐四人。在滇池上方越水而过，再爬上西山，沿途风景再美不过，强烈推荐。到了还要换成西山小型缆车才能上龙门，这种缆车比较简易，两只脚可以荡在外面，某人恐高，着实被吓了一下。西山植被丰富，又毗邻滇池，空气特别清新，走入其中，心灵都会得到沉醉。全五星景点，如果你到昆明只游玩一处，强烈建议来西山。,2019-06-2318:16,11,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                仁青甲雍
                                ",50,西山风景区不错，服务态度挺好的，从山脚下到龙门走了一个多小时，出汗太爽了，今天还有好多跑步，到了龙门才发现原来有比赛，龙门口可以买套票67元（单程缆车、门票、单程观光车）还是比较划算的，走到真武大殿烧了一个99元的香，祈求家人身体健康、平平安安，很开心,2019-06-2217:04,23,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                梵楚
                                ",50,今日单车走山，挑战的是昆明驴友喜欢的经典线路---摩天岭，这是昆明北部区域最高海拔的山脉（海拔2450米），从山的名字就能看出些端倪。我们从石关村出发，穿山越岭，登顶灯挂山，穿过松花坝水库西岸，到达预定峰巅。这里森林植被极好，一年四季都是绿色常青。在绿荫浓密的森林中穿行，空气很好，想起一句俗语所说：眼睛在天堂、身体在地狱。今天老天也很帮忙，晴空万里，白云蔚蓝。,2019-06-2212:12,28,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                王晋德
                                ",50,"昆明西山风景名胜区。我们沿着海埂大坝边喂海鸥边向北走，就到了西山森林风景区缆车处，用时近2小时。西山是昆明的标志性景点，位于昆明西郊有""高原明珠""之称的滇池湖畔，距市区15公里，因其在城西，群众习惯称它为西山，为4A级景区。陈毅同志曾赋三言长诗《昆明游西山》赞道:""昆明城，三月三，数万人，游西山。华亭怪，太华寒，龙门险，滇池宽。叹浩渺，嘉空阔……车如潮，人如海，清明游，相随攀……远眺西山群峰，既像一尊庞大的睡佛，又似一个美丽曲腿仰卧在滇池畔的睡美人。因此西山称为""卧佛山""，又称为""睡美人山""。徐霞客游太峯山记，实际上太峰山就是西山。著名的音乐家聂耳就埋在西山。从西山俯瞰昆明全景，俯瞰500里滇池实在是美妙。正好赶上西山山腰的樱花盛开，是红色的樱花，非常美丽，不少游客在那里拍照。西山与滇池的由来：有一个民间传说，远古时一位公主耐不住宫中寂寞，偷偷出了王宫与一小伙结为夫妇。后来，国王拆散了这一美满姻缘，并用计将小伙子害死。公主悲痛欲绝，痛哭不止，泪水汇作了滇池，她也倒下化作了西山。",2019-06-2210:53,17,2,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                宝宝
                                ",40,“三月三耍西山”是老昆明人的传统回家时间不长赶不上三月三但还是带娃来爬爬西山一早打车过来人不多先在门口买票乘坐景区大巴来到门口回家几周孩子爱上了爬山每次一听要去爬山就欢呼雀跃想想我小时候每周爬山摘杨梅采蕨菜找野生菌大自然才是我们最好的朋友现在的孩子生活在大城市想想也挺可怜的山脚下是聂耳墓聂耳是云南人的骄傲可惜英年早逝一路向上有道观不同的高度俯瞰滇池风景不同终于到了龙门摸摸龙门金榜题名寄托着人们美好的愿望坐缆车来到滇池大坝整个滇池颜色浓淡相宜还有茂密的红树林滇池治理的效果越来越好家乡就是永远在心底却回不去的远方,2019-06-2208:47,6,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                无心
                                ",40,"昆明西山森林公园位于昆明西郊有""高原明珠""之称的滇池湖畔，距市区15公里，北起碧鸡关，南达灰湾，由碧鸡山、华亭山、太华山、太平山、罗汉山等山峰组成，由北向南逶迤升高，最高峰海拔2507.5米，最高的罗汉山高出滇池水面约620多米。周末登高不错。",2019-06-2111:00,16,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Love海口呀
                                ",50,我们是打车去的西山，到了西山售票处，再买景区门票和巴士缆车套票，售票处只收现金，90元一个人。缆车非全封闭，可以让您感受大自然，坐缆车上山大概10分钟，特别慢特别稳，就是有点晒，哈哈哈～到了山中腰，想去山顶的需要自己爬，大概20分钟，特别陡，但是我觉得在山顶看的风景跟在山腰看的差不多，挺累人的，能不去就不去吧。再沿着山路下山，可以去各种道教、佛教的，最值得去的还是要摸龙门，必须要摸！总的来说西山很美，适合朋友出行，带老人和小孩我觉得会累，因为大部分都是比较陡的阶梯。,2019-06-2110:29,4,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                宁静致远
                                ",40,端午的时候去了西山，去西山前呢建议第一次去的同学呢做一个简单的攻略，提前准备一下行程，还有找到更适合舒服的穿着。端午去的时候穿了一双凉鞋去龙门的时候差点要哭了，路很陡，而且因为走了好多路，脚也受不住了。不过看到了这一路的风景是真的值。大家去的时候可以提前准备一些吃的，景区里的吃的真心有点贵。西山可以很好地感受大自然的魅力，推荐大家去哦。,2019-06-2100:43,35,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                叫我YOYO就好了
                                ",50,月初上旬去的哈哈忘记发了挺好的最高处可以看到整个昆明入园有介绍器免费的戴耳机的不会影响到他人记得拿一个我傻傻的以为要钱买的大全套缆车🚡➕公交车🚌➕票➕观光车走不得路的真的别舍不得这个钱不然在山上累死吗看到下面的湖的时候很惊叹天水合一的感觉云很美比照片更惊艳,2019-06-2022:17,35,3,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                有想法有格调的吃货
                                ",50,先被导航导到了山脚下的龙门景区，结果是步行山道，然后又找到较远的游客中心，赶时间就买了大巴索道联票，索道看着有些旧，但是可以看到滇池的风景，索道坐到一半下起了大雨......还好带了伞和雨衣，精华的景点只有一小段，风景比较秀美，可以看到昆明城区和滇池，山脚下有茶马花街小吃街，一个阿姨做的土豆粑粑超级好吃，还有烤豆腐,2019-06-2019:42,4,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                sagefuji
                                ",40,西山位于昆明市郊区15公里处，海拔1900-2300m，临滇池边缘毅力巍峨，上门前有一条约5公里的登山步道，全线公路人车混行，公路上只有观光大巴车，烧酒精，尾气算干净。山坡路没有梯坎，所以很多当地人都来这里打卡锻炼身体，走上走下压力都不算大，且沿途植被覆盖率很高，森林茂密，花草繁荣，不受阳光直晒，有氧锻炼的绝佳之地。,2019-06-2016:58,17,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                甜甜圈_a
                                ",40,昆明西山森林公园+龙门石窟天晴景好人舒风景不错，在海拔2270m的西山俯瞰昆明城和滇池云南的天很蓝云很漂亮开凿于悬崖峭壁上的龙门“达天阁”，中国古代劳动人民伟大智慧和坚韧品格的成就。千崖万壑争雄秀，却无一处自平庸。​一路上广播都在播放扫黑除恶小课堂，不知道听了多少遍​​​,2019-06-2007:51,25,2,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                AOTEMANTADIE
                                ",50,昆明的名片感觉还是不错的风景不错值得一游,2019-06-1821:41,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                逸龙123
                                ",40,西山风景名胜区是国家在1988年批准并挂牌，于今已30多年，不知接待了多少游客。进景区绝大多数人都是买套票游览，需耗时近3小时，费用92元/人（其中往、返景区通勤车25元/人；上龙门索道25/人；龙门景区门票30元/人；观光电瓶车10元/人；保险费2元/人）。可沿途景点上下，凭票再乘车。隐于茂密森林的各景点：茶马花街、南洋机工纪念馆、聂耳墓、华亭寺、太华寺、三清阁……。,2019-06-1621:29,16,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                橙丶七七
                                ",50,西山坐落于昆明市滇池边，在西山上可以俯瞰整个昆明市区和滇池。到达西山有两种方式，一种是通过索道到达西山风景区门口，另一种是乘坐公共交通通过滇池大坝，然后坐大巴车到达景区门口。选择哪种交通方式就看大家的方便了。我是乘坐缆车横跨滇池到达风景区的，买的是往返票，回程后正好可以坐免费电瓶车到达民族园南门口。游览西山风景区也有两种方式，一是电瓶车加索道，索道可以到达山顶出，从索道下行就能看到龙门了，从索道上行是大小石林。另一种就是纯爬山了，全程步行。跟团游一般选择索道，从索道站下来一路游览到龙门，然后步行下来或是在原路返回乘坐索道下山，好处在于节省体力，不足在于无法到达最顶峰，也看不到大小石林，虽然这个石林和著名的石林景区没有可比性，但是后山的景色还是很美的。小编全程都是步行，比较累，但是作为年轻人也只需要3-4小时就游览完了。,2019-06-1621:12,7,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                喀秋莎
                                ",50,在滇池旁边，山顶可以眺望整个滇池，建议坐缆车上去，然后在山顶买点东西吃，填饱肚子然后往山下走，可以欣赏一下花花草草啥的，穿过一条马路便可以到达滇池，在山脚或者半山腰的小道上会有一些阿姨卖些东西。价格真的很便宜，不想走路的上山下山都可以坐缆车。,2019-06-1618:51,8,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                ty易轩
                                ",40,来到昆明怎么能不去西山上看滇池，本来本来计划做缆车上山，无奈赶上缆车🚡维修，据说需要维护到7月，既然来了也就不能轻易返回，果断沿石阶上山，在这登山真考验我们这些从0海拔地区来的人的体力和毅力，好在坚持到了最后。路上风景真的漂亮，下山路上也是一处处的小景点。还是挺好的，值得来看看。来的路上打车赶上展会堵了好久，下山买的景区套票，坐索道，电瓶车，最后换乘大巴出景区，正好到地铁站，比较方便。顺便说一下昆明的地铁蛮好的，车厢干净明亮。,2019-06-2713:55,5,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                奶茶_749
                                ",40,游玩滇池去龙门，遗憾的是上龙门的索道在捡修，就自己坐公交车去游客中心买票92元一人，包括游客大巴车、上山索道、观光车。最舒服还是索道慢悠悠的，左边是滇池全貌，右边是茂密的森林，空气真好天然氧吧，只有错峰出行才能感觉爬龙门的舒服。,2019-06-1322:03,23,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                李木子
                                ",50,西山公园森林茂密，花草繁盛，清幽秀美，景致极佳，在古代就有“滇中第一佳境”之誉。从昆明城东南一眺望，宛如一位美女卧在滇池两岸。她的头、胸、腹、腿部历历在目，青丝飘洒在滇池的波光浪影之中，显得丰姿绰约，妩媚动人，所以又叫睡美人。,2019-06-1310:21,28,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                余杭剑客
                                ",40,山上景色还不错，建议买网上的票，比当地买便宜，注意网上的票是在高峣处取票，不是山上的龙门景区，坐地铁可以直达。建议从高峣处上山，玩完后从龙门景区售票处坐索道穿越滇池到海埂公园附近，可以在空中俯瞰滇池，我们去时索道检修没有坐成。,2019-06-1219:34,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                云彩天上飘
                                ",50,每次休息都会到西山走走，爬山，天气热，到西山风景区比较凉快，空气好，还可以看昆明全景，饿了就到茶马花街找各种小吃，小锅米线是我们的最爱，不错的景点。,2019-06-1117:07,18,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                江明達
                                ",50,登西山、過龍門、賞滇池、遠眺昆明城！值得一遊,2019-06-1022:22,3,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                平和心2015
                                ",40,昆明西山风景名胜区，地址：云南省昆明市西山区碧鸡街道办高峣游客中心（云南新华电脑学校对门）。昆明西山风景名胜区，山清水秀，电缆车🚡上去，有龙门石窟，最好提前一天购买门票🎫，上去了，可以好好拍照留念，是个非常不错的好地方。,2019-06-1017:49,36,2,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                喔伊细
                                ",50,这是一次累并快乐的爬山之行我们坐地铁到西山公园一直走到游客中心单边差不多有5至6公里这次就没有进入景区毕竟之前上去过而且体力不足以再上去了哈哈哈哈哈不过这次走上去还是发现有一些不文明现象乱扔杂物的现象重点！有人吸烟！！如果真的发生森林火灾那这种损失是没法估计的最后附上两张吸烟者的图望所有来到西山游玩的人都善待大自然,2019-06-0915:42,10,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                秋儿
                                ",40,下雨天来登机，山东龙门觉得风景，没有什么好看的，因为没有阳光，还伴随着小雨，山上面特别特别的冷，阴风阵阵的也没有碧水蓝天看到的是真实的事是不清很熟的，所以挺失望的景区还挺大的，龙门维修，保持的保养得还挺好的，很完整，能不能那里还稍微有一点特色，三体高的白，如果是晴天来的话，可能看到碧水蓝天的滇池效果肯定会好很多，我建议你明天雨天来游玩飙车，挺恐怖的感觉，因为四种没有他不是封闭式的拦车，他是开放式的缆车，如果下雨的话还会漏水的宇宙微商都是水做的，很不舒服，也很冷。,2019-06-0621:30,5,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                MAYA737
                                ",50,西山风景区就在滇池的旁边，本来可以做滇池的索道直接上去的，但是最近在维修，所以先要到西乡游客服务中心，在那里可以买90块钱的套票，也可以先在网上预定65块钱的套票，包括游览车，单单行的说道，以及电瓶车的。可以在西山顶端龙门景区，俯瞰整个滇池，所以风景也是非常的不错，很值得一逛。,2019-06-0522:39,4,,下一页
