content,fenci
热爱是可以创造奇迹的,热爱
无敌多么寂寞，有本事让村超踢世界杯，看谁还说中国足球差。,寂寞
典型的中国家长思维，看不得孩子比自己优秀，感觉自己的权威收到了挑战于是会恶语相加。这些海参鲍鱼职业选手就是这样，村里的都踢的比他们好，他们会觉得自己的地位受到了挑战（毕竟他们啥也不是），所以,优秀
纯粹的热爱,热爱
有热情就会诞生出希望，还是让中超臭豆腐炖猪脚去吧，一身铜臭味的中超还是哪凉快哪里呆去吧,凉快
突然有这样一个想法，是不是有其中一个原因是因为以前我们只有一个足协，只有这样一个国超，所以我们如何唾骂，他们都视而不见，他们依然存在，我们的希望依旧无处可放，只得眼巴巴看着，而这时多出一个村超，他们真的太努力拼搏也太耀眼了，无数人的希望有了着落，垃圾足协国超什么的不再是唯一的选择，他们不再是中国足球唯一的中心了，我们有了冉冉升起的新星，有了新的选择，我们曾经对足协一次次失望却又不得不指望着它有一天真能好起来，而这次，任何人的目光，无论是好是坏，没有人会再去看足协那帮人了，我们有了中国足球真正的希望。,努力 耀眼
原来不是人种问题，原来以为这个人不适合踢球，原来只要是不跟金钱利益挂钩就能踢好。只有单纯的热爱，努力拼搏不放弃不放松，注重团队协作不搞个人英雄主义，才能体现第一运动的精神。,热爱 努力
说男足不爱足球，职业只想捞钱。结果一堆人搁这说业余就是不能和职业比，就热爱这一项职业就远远比不过人家，足协适可而止，知道是你的水军，留着钱多买点海参吧,热爱
不管村超国足谁厉害 至少国足没赢过 海参没断过 村超我们想要的热情和快乐都有 就够了,厉害 快乐
前几天看到官媒 说足协给村超会带来希望 注入活力 我一听你就是放弃 这些足协当官的什么嘴以为大众不知道还有人心大多时候都是丑恶的 没有阴你就不错了,丑恶 不错
村超是中国足球黑暗历史中的一束烟花，照亮了在黑暗中踢球以及热爱足球的人。村超他们绝对不能说技术多高，他们打不了职业但是他们的热爱是顶级。中国从不缺少热爱足球的人，只是希望了太多年。董路老师绝对是为了中国足球未来努力的人，你侮辱他就是无礼,热爱 热爱 热爱 努力
贵州真不错，之前的村就已经让我觉得贵州的篮球氛围很浓厚，没想到足球也一样,浓厚
不为名利，真正热爱足球的一群人。,热爱
足协贵州村超的球员有一个是足协登记在册的吗没有的话跑这来插一脚是不是管的太远了，跟某漂亮国学的嘶，哦难怪呢，我说中国足球这几年咋老是出些幺蛾子，国家反间谍部门，该好好查一下了,漂亮
好想去看啊，门票贵不贵,不贵
因为村超队员平时都在上班，训练有限，肯定比那些天天训练的职业球员训练效率高，那些职业球员吃海参能比得过村超队员天天吃各种丰富饮食，营养均衡吗而且村超踢球都是人工草皮，那些娇贵的“职业球员”只能在真草地踢球，都是软脚虾，他们敢来,有限 均衡 娇贵
再说球迷，村超球迷都是关注足球本身快乐，不关注球员是谁，踢的怎么样，这才叫纯粹足球，只要看他们踢球我就开心了，还能在场边吃美食，看歌舞，你那些职业比赛能这样天天不是喊一些破口号就是一起骂裁判骂球员，素质这块就输了，欢迎大家来看村超并建议村超去全国各地的专门球场踢巡回赛，把快乐带给全国人民。,快乐 快乐
足球是娱乐，是运动，是爱好，对一般人而言，他需要专业吗，不需要，需要的是那种体验感，愉悦感，这和专业没啥关系,爱好
主打一个真诚，和淄博一样。,真诚
功利来说，村超就算能普及，对于国足能不能进世界杯帮助也不是很大，篮球现在从小学到大学几乎一半的男生都在打，可谓群众基础很高了，但男篮还是很烂。群众基础能帮助职业男足进步，只有一个方法：为职业付费，让职业足球成为家长眼中有前途的工作，有大把的家长愿意送孩子去踢职业，职业足球才会变好。,很大 很烂
1，没有掏钱的义务，野球比赛对城市发展贡献有限，现在推广也是抄袭贵州，打造城市名片需要另辟蹊径（淄博烧烤火了，有带动其他城市的烧烤吗），（增强体质为什么不打篮球笑）,有限
总的来说，我对于村超的发展持保守态度（最起码能带动当地经济），对于全国足球氛围的发展持悲观态度。,悲观
国足解散推倒重建吧,重建
6，不会真以为国足有那么菜吧，颜骏凌上来守门，你任意球能十个进一个你都厉害,厉害
这些“泥腿子”就是为了纯粹的快乐。,快乐
我虽然承认村超确实不错，但也请不要乱带节奏,确实 不错
热爱可抵万难,热爱
是啊，就为了两个猪腿为什么他们那么拼命的跑，除了热爱我好像找不到其他的原因了，他们踢完球还要为自己的生活努力，但是这真就是纯粹的热爱，他们或许没有比肩世界强队的实力，但是他们的热爱更让我动容。,热爱 努力 热爱 热爱
我觉得吧，虽然我是一个不爱好体育，没经过任何训练，哪怕足球规则都不懂的废宅，但我比国足强。第一我能分清那边是自己球门，第二我不会踢到自己人，第三我看到球不会躲，第四我上也是输。,不懂
中国踢球厉害的人多了去了，可惜国足里头一个都没有。,厉害
国足是工作，其他人是热爱,热爱
看了村超之后让我又热爱足球了。,热爱
完完全全的热爱啊，凭这一点不比那些比臭豆腐还臭的脚强,热爱
很厉害，但是中超和村超比，肯定不公平，我想起了小学球赛里，网上投票多的得到了冠军……踢赢了的球队，没有。,厉害
足协是专业的，专业的贪污受贿，专业的脏，专业的不专业。村超确实比不了这个专业性。建议解散足协…,确实
我热爱我愿意，别管那么多,热爱
眼看饭碗被砸了，能不急吗,不急
嗨，它们会羞愧,羞愧
虽然踢的就是业余水平  但进攻性看的我很爽 球就该这么玩支持更多地方出现村超,很爽
资不抵债但人民幸福,幸福
水平不知道，热度确实远超,确实
村超符合标准与否有什么关系就是热爱一起玩，咋滴现在连这点自由活动的权利也没了你国足倒是职业队伍，有屁用那些攻击村超的就是闲的没事干嫉妒，要得不是村超能不能打职业要得是这种风气，全民热爱足球的风气，不是踏马的看你们天天炫海参,热爱 自由 热爱
热爱足球的人为了生活奔波，一帮吃干饭的跳梁小丑却吃喝不愁，真讽刺,热爱
刚刚现场看了，确实不错,确实 不错
讲的不错,不错
足球就应该是全民运动，低门槛全民参与才能推动发展，问题来了低门槛高透明度不集权显然会伤害到小部分人的利益。,伤害
不管比不比得过，当出现这种话题还一直保持这种热度的时候就说明这项运动在我国明面上都烂到根子里了。如果有人拿台湾省的乒乓球比对国乒，或者是人山人海的去看中国香港的篮球联赛还各种喷的情况，你能想象得出来吗我是想象都想象不到那是怎样的一种光景但国足都做完了。在国际赛场上持续地输得如此难堪，屡屡爆出假球甚至做为一名专业运动员还大腹便便最简单的身材管理都做不好的情况下，国民依然对这种运动充满了狂热与喜爱。那是没有群众基础吗那是没有人懂球吗那是管理这项运动的人没有用心去做。我敢相信有一天国足踏上世界杯决赛舞台，观众席上超过一半都是中国红,简单 充满 狂热
啊啊啊看得我好激动，有机会一定要去看一次,激动
贵州收敛点，别搞得海参队太尴尬,尴尬
因为热爱，所以有爱,热爱
不是咱就是说复兴个大清 咋有些人还玩出优越感了 义和团给我们带来了前所未有的热情 知道你们有些大臣专业 ，但你们优越感太重了,复兴
村超气氛确实有南美国家感觉了，但有些硬吹村超实力的，你也别踢球看球了，你让职业的踢能把业余的屎踢出来,确实
第一次了解到贵州“村超”，感谢科普。真的很好啊，组织者太棒了，既是热爱，又是运动，还能促进交流，希望一直办下去，能越来越好。,热爱
有种动漫主角即视感，都是因为热爱，所以才强大,热爱 强大
流量吃的爽不爽,不爽
我点了“肯定敢”，因为我想看到那些吃海参的被爆锤之后的样子,被爆
业余的是和职业的没法比，但是这是热爱和希望,热爱
确实足协杯大爆冷国足又输了，这次输给业余区大队,确实
关键不是职业不职业，而是热爱和深入大众，是人民群众喜闻乐见的运动,热爱
我仅仅想说：千万不要让足协败类和资本败类踏足这片净土,踏足
村超很棒,很棒
666666666666666666666666666666666666666666666666666为什么因为喜欢啊就这么简单，喜欢那种血液沸腾的感觉,简单
最近村超挺火，其实出圈的是这个群众氛围，把足球赛打造成一个联欢晚会式的节目。十里八村的大家图个热闹，踢个球比赛一下。,热闹
但别当真，本质上就是一群业余球员出于爱好，踢个野球而已，还是县一级的。别说跟国足比，随便挑一个专业的市队都吊打这个村超冠军队。,爱好
专业≠无敌，能上职业联赛≠能赢，笑话就是笑话，哪来的傲气瞧不起业余?,傲气
我不懂足球，但我认为这样对比没有意义，球场强弱是要看对手的，让这村超上世界赛事的话，或许连球都摸不到，倒勾、远射只能说明有点足球技术而已。,强弱
因为热爱,热爱
村超挺好看，不过也不要过度渲染，热爱很好。,热爱
确实好，但是你这个有点标题党,确实
不说别的对足球的热爱绝对是远超国足,热爱
当然是因为心中有火，眼中有光，把热爱付诸行动不值得一句称赞么,热爱
办公室坐我对面的班主任，他们班的一位成绩不是很好的男生，努力了两次，终于进了体校，班主任是真为他开心。后来吃午饭时我和体育老师聊到了体校和国内体育苗子的选拔机制，当说到足球时，那位体育老师只微微一笑，塞钱，塞钱...,很好 努力
卖鱼的老默 我想吃鱼了,老默
世界上每个国家都种了一棵树，这棵树长到十米就可以参加世界树比赛，龙国也种了一棵，几十年来就只有一次刚好到了十米参加了一次世界树比赛，每年花费几千万来养树结果总是长不高，龙国人民很失望，突然有一天龙国的某个村里面也发现了一棵树，虽然比国家养的那颗矮两米，但是更漂亮更好看，而且花不了多少钱来养，于是就有人说，你看人家村里的树没花多少钱，还更好看，国家花几千万养的树都没这个好看，干脆别养了。,漂亮
其实说实话，村超越是不错，但是跟职业队还是有差距的，虽然国足很垃圾，那也是与同职业队伍比，就像优等班的差生，在同班里显得根本很蠢，但是优等班的差生放也差等班里也是相当炸裂的存在,不错 很蠢
我大概看了下，确实精彩，就是缺少摄影设备，镜头有点少，但是村超能做得这么好，已经是难能可贵了，希望以后不要变质吧，支持村超,确实
很简单，村超那么多球队选一批精英出来，和国家队踢一场，我觉得大概率还是国家队赢,简单
村超是给热爱足球的人办的，不存在资本运营，仅仅是热爱，踢的好的，我们看的也欢心鼓舞，踢的不好的，也可以原谅，这和足协国足有什么联系一个专业的一个非专业的娱乐项目有什么可比的,热爱 热爱
别人说村超被业余联赛踢爆你就说热爱 别人说热爱你就说国足垃圾不配讨论。 就国内一年上千万高考人数千军万马走独木桥的情况 基础的青年联赛没人重视 普通家庭供养不起孩子踢球 从小砸锅卖铁去踢了球进不了高级联赛反而把身体踢废 有门路的回家还能找关系做个体育老师混一辈子，没门路的回老家带着一身伤打螺丝都没人要。拿头去跟那些足球氛围浓厚不上学要靠踢球发家致富的国家去比啊。但凡这种话题能持续下去让更多人重视一下都是好的 而不是时不时把国足拉起来鞭下 蹭下热度。,热爱 热爱 浓厚
别拿工作挑战爱好,爱好
村超是热爱。热爱是最牛的,热爱 热爱
这国家的足球很厉害，连村队都有国家队的水平,厉害
我知道你为村超骄傲，也觉得村超营造了国足这几乎十年内都没达到的影响力，但是你这标题这样写很容易引起冲突，“其水平远超国足”，谁都知道国足水平低十几亿人发展不起来足球，足协一群吸血虫抓都抓不完，骂声一片没人反驳因为事实如此，但我们不能说与事实不符的东西，竟然也有别人跟你说了职业和半职业业余的区别，你就该知道，扭曲事实反而容易给村超招黑破坏了现在这个纯粹的足球环境，互联网你把握不住，咱们就宣传宣传村超近况分享一下足球氛围别搞对立，我已经很理智了，我很羡慕贵州能搞出这样的氛围，也很想来看看，但是把纯粹的足球带到肮脏的互联网本来就得承受质疑，你还搁这搞对立，贬低国足可以，但千万别说假话，有心人会抓住尾巴,骄傲 肮脏
是怎么说出“不道德”这种话的在体育上的专业不意味着站在道德制高点。说到底，在不喜欢球的人看来，不过就是一场体育游戏罢了，前面加再高的级别都不能吸引不喜欢的人去看。都是凭着一股子热爱的话，谁比谁高贵呢除非有的人凭的不是热爱，而是其他。,热爱 高贵 热爱
太荒谬了,荒谬
国家队除了张玉宁家有钱外，其他都是平民出身，随便举个例子，前国家队的蒿俊闵是湖北黄陂农村的，踢得好一路保送。至于村足，看看热闹就好。像中国这样的大国，发展足球也是从城市社区足球开始。,热闹
一个国家的足球运动想要有长足的发展就是需要这样的基础   这样的热爱    我觉得世界上每一个足球强大的国家都是这样的吧,长足 热爱 强大
因为职业和非职业差异就是很大。,很大
董路即使很大嘴巴。但是他真的在做事情。,很大
为什么啊，因为这里有的是对足球的热爱，而那里的热爱的除了足球都有,热爱 热爱
国足是生意，村超是爱好,爱好
老是有人说，看过最近国足的比赛都不会这么说，怎么了国足什么时候值得骄傲了?成绩呢选手就知道买买买，成绩有吗最近比赛踢的好，那世界赛呢谁不知道啊，打压其他队，裁判一路保驾护航，球员自己下场买买买。,骄傲
看人家业余比那些专业踢得好就蚌埠住了吧，自己苦苦维护的高贵的“专业”形象被贵州村超轻易超越，这些人心里不知道有多恨呢，我们说运动不就应该是这样吗难道一个运动还分高低贵贱为什么国外的足球风气那么好，不管是城市还是乡下，西装革履的中年男人会踢，光脚穿粗布的孩童在踢，路过的人看到有人在玩足球都愿意去凑个热闹。而看国内，很多人嘴上骂着国足，事实上根本不懂球，没碰过球，地方非专业搞出较高水平足球却被叫停，非专业就不配踢足球吗我想这才是中国足球落后的原因，风气太不好，太多人置身事外当旁观者。泱泱大国，蹴鞠自战国时期出现，汉代盛行，你要说全中国找不出来会踢足球的人，我不信。,苦苦 高贵 轻易 热闹 落后
我能理解你的意思，但“沦为消费国足的道具”或许也不是打架有意，毕竟是同一个运动。但凡有热爱、纯粹的因素，就自然能去“消费国足”。但坚定自己的科学发展道路是对的，村超、女足这些完全不需要去在意国足这个大男子主义的运动，该怎么踢怎么踢，时间长了大家意识提上来了，自然就不会再去拿一个烂组织跟他们去对比,热爱 坚定
我踢了足球时，沙土地倒挂金钩一身土，浑身伤因为有梦想有机会在绿茵场地上自由的踢球机会太少了有这机会我们必然全力以赴,自由
不好意思这个才叫做体育精神。比海参足球高级太多了。喷子还是用键盘踢球吧。,不好意思
远超国足也太扯了，纯纯在捧杀，人家好好的村超被你说的像炒作,纯纯
村超从各方面讲都对中国足球有帮助，至少可以培养很大一批球迷，但是现阶段和职业比有点扯，希望村超也来越好，带动更多的国人喜欢上足球,很大
那体育不应该是包容的吗体育运动不是一个很有包容性的吗难道体育运动是只有有钱人才能做的某些人别太荒谬,荒谬
说句球迷不爱听的，国足并不是菜，并不是14亿人选不出10几人踢球，而是他们在踢假，球，输赢只跟赔率有关。很多球员都很优秀的，但不是几个球员就能左右的。,优秀
人家热情不比你国足好我不懂球，我只看热情够不够，一只猪两条猪腿，是什么推动他们这么卖力的跑纯粹的热爱真的很好，国足技术我不知道，但是论纯粹的热爱，他们远远不如，也对，谁会热爱自己的职业呢,热爱 热爱 热爱
只有热爱才是你坚持下去的理由,热爱
专业不专业业余不业余管那么多干嘛热爱是真实的激情是真实的就行了。,热爱
村超丰富了村民精神文化生活，增强了体质，是乡村振兴的鲜明体现，但你拿村超和国足比那你真是大笨蛋了，业余和职责你都分不清，还在这指点江山误导群众,鲜明
什么项目最揪心，足球，中国?。二十多年了，一如既往的稳定水平,揪心 稳定
中国足球等不到足协来发展了，靠的是咱们国人真正的热爱和纯粹，参考历史当年的巴西足球不就是这样崛起的嘛。,热爱
我看过一个新闻，穷人家的孩子踢个球拿了第一，被有钱人家花了些钱抢走了。因为球赛的第一居然是靠充钱打赏就能轻松碾压别人。所以说，对某些人来说，足球变成了充钱游戏吗首充6元送梅西国足就是烂，有什么好辩解的竞技体育没有竞技精神打个屁的足球。忘了那句“日尼玛，退钱”了吗真是“脸都不要了”,轻松
这标题引流明显，回复里还死鸭子嘴硬，和那些有毛线区别,嘴硬
太尴尬了  。打不过就不让参赛不是外国长干的事吗,尴尬
说实话别尬黑中超，职业球员的身体素质和比赛强度还是肯定要大的，但是雀食现在不接地气是真的,别尬
我们不要再看踢假球，我们不要再看烂电影，我们不要再吃科技和狠活,狠活
国足不只有男足还有女足，女足的姐姐们也都很厉害的,厉害
火是火，但业余也是业余。毕竟规模小，也不太正规，真正的人才少。如果能扩大到一个省，比赛再正规点，或许真能出职业的,正规 正规
从这个是可以看得出来，中国确实不是没有人才。但是有太多的“规矩”的存在，遮住了他们的光芒，如果迟迟得不到绽放，他们就只能逃离。,确实
没错，热爱是唯一的必杀技,热爱
你们懂什么，人家国足是在喷村超发挥不稳，缺点一堆，不像国足发挥稳定，出除了优点全是缺点（对了好像没有优点）,稳定
国足对缅甸，好像很有名,有名
不要拿你的兴趣爱好来挑战我的专业（国足除外）,兴趣爱好
你管人家说啥干啥就图一乐，开心就好，不要在意别人说啥。,一乐
我们城市的一中，足球场虽然很破但每天都有人踢球风雨无阻，而且只要喜欢都可以参与进去，虽然我在里面混了三年还是踢的很臭,很臭
再厉害，也进不国足，改变不了国足。,厉害
这有什么好说的，不管什么运动什么赛事，不都分专业与非专业?虽然村超技术远不敌国足，但人家至少激发起大家对足球的兴趣，使百姓重燃起对足球的热情，给中国足球新生代埋下启蒙的种子。所以这样的活动为什么会有这么大争议呢?莫不是在职业上踢不过越南，又眼红国内业余比赛举办大成功?亦或是动了某块神秘的蛋糕?当然，职业和业余是没有可比性的，过分地吹捧村超也是不可取。但若是那些有着专业训练场地和专门训练计划、拿着几十万年薪的球员非要来和这些老师啊，保安啊什么的比比高低，以此来证明自己的实力，那我的评价是——海参吃得还不够多,成功 神秘
少喷一点国足吧 他们也不容易，就只是个个千百万身价，身体虚的顿顿海参，他们有明确的职业素养，明明跑不动还是坚持每场比赛打满时间，也是做到了尽量不让大家失望，射不进百分比例达标90%，容错率仅仅10%。,容错
国足从我热爱这项运动开始就没有让我失望过，因为“贝者”它输我就没有输过别来贵州影响我们的村超纯粹,热爱
梅西中国行央视采访就有被问到踢足球什么最重要   最关键的还是要热爱这门运动 这些自诩专业人讲出来的话，看着真悲哀,热爱 悲哀
来那些吹多专业的，咱要求不高，只要能连续两次进世界杯或者年年能出亚洲，咱就承认你专业。不能的话就闭肛乖乖回家日妮麻去吧,连续
一个因为热爱，一个为了搞钱,热爱
这让我更坚定不用怀疑热爱,坚定 热爱
我们这边玩的篮球，每年夏天周边村落集合起来打比赛，也没啥奖品，热爱就行了啊，打篮球的喜欢打，看比赛的喜欢看，这就够了,热爱
确实不错,确实 不错
真的是热爱 纯粹的热爱,热爱 热爱
3分18一条狗在旺旺叫,旺旺
村超肯定是值得提倡的，甚至要多搞，只有把足球面向基层化才能真正走起来。但是要说和中超比，确实差了不止四五个维度…可能会被打出两位数的比分，对抗强度差远了去了，我一个高中校队都进不去的踢野球也能世界波。只能说应该鼓励宣传提倡，但是拉踩只会带来负面的收益，并不能帮村超更好的宣传,确实
只要够燃球迷就喜欢，除了国家队别人就不能踢球吗看得舒服，看得高兴，精彩的对抗，精彩的进球，凭什么不能火，凭什么不让办。,舒服
我不是球迷也不看球赛，平生唯一看过一场就是中国队出线世界杯那次，刚开始希望能赢后来变成了能在世界杯踢进一个球，谁知道最后是0，那种心情现在想起来都酸爽。,酸爽
太感动了，我要评论一句，村超真的太棒了，这就是热爱的力量，太酷啦,热爱 太酷
谁耐烦消费国家男足太高看他们了吧。,耐烦
"""没去过现场，光刷短视频""。中超光靠剪辑也能有世界杯的水平的，真别拿业余挑战人家的饭碗。",光靠
村超就技术来说话不如中超，这是毋庸置疑的。但是挡不住自媒体的营销手段，把村超夸上天了，热度和流量把握的确实比中超好,确实
从运动精神角度来说，运动不分人群，没有专业一说，从规则来说，确实不如中超正规，有水平，从民俗和人情味来说，村超表现出色，看你的角度吧。,确实 正规
有几个踢球是为了进国足打职业的，又有几个跳广场舞是为了给迈克尔杰克逊伴舞的。想想自己的兴趣爱好是为了什么。,兴趣爱好
说实话，竞技水平肯定是不如职业联赛的。但这只是群众的集体活动，拿来做比较没意思。希望有些人的优越之心可以收收，多一些这样的群众性体育活动多好啊还有，也别老是提国足，一个国家队，一个俱乐部，根本不是一个性质，老尬黑更显无知了。,优越 老尬
好帅啊，有激情，有热爱，敢问鲍鱼海参队做得到吗,热爱
干得漂亮，这才是真正的足球。,漂亮
其实中国大部分人都知道，中国不是没有会踢球的人，而是会踢球的人，踢不上正式球赛而已。中国足球，根本不是体育项目，恶心的资本,正式
一个是充满铜臭味，一个充满纯粹爱，两者根本无法比，对于那些说村超不够专业的我只认同一半，那就是村超不是专业捞钱的,充满 充满
体育运动，说到底本来就是游戏而已，承载着人们的热爱与渴望，给擅长它的人一个能够展现自我的舞台，给热爱它的人一个值得投入热情的信仰，给埋藏在人性深处的拼搏精神一个传承的平台。社会发展至此，资本与官方的介入固然不可避免，但我觉得在没有扰乱社会正常秩序的前提下，我们不应该以所谓的“专业”否认其他人的热爱。在平凡的生活之中，无论是挣扎还是彷徨，无论是为财所困还是为权所忧，至少在这片绿茵场上，我们可以和有这共同热爱的陌生人一起为球场上和我们一样的平凡人喝彩，至少这里不是资本与权力能够左右的世界，这是我们在这个风云激荡的时代要守住的底蕴，属于“人”本身的底蕴。至少在此刻，我们可以放下社会赋予我们的身份与责任，以平等的位置一起呐喊，一起热泪盈眶。,热爱 热爱 热爱 平凡 热爱 平等
说实话这种足球氛围是该鼓励，这标题纯纯大球盲啊，一场国足的比赛不看，天天又骂国足,纯纯
村超很好，但是真别拿自己的爱好当别人的职业，你让村超去踢中乙都踢不过的,爱好
江阴二中的女足，她们在操场上挥洒汗水，运动会第一名基本上女足包揽，特别厉害,厉害
批判了说不热爱  热爱了说上不了台面,热爱 热爱
真要上纲上线村超肯定踢不过中超，毫不客气的说甚至吊打村超，但由于国足长期的种种表现（什么表现不说了，都知道），实在让人难以接受，突然之间一个人人热血拼搏，不为功利只因热爱而聚在一起的各行各业的人，一下子点燃了大家热爱足球那份激情，还有希望，导致村超大火。但是有的人就是爱冷嘲热讽，有的人纯粹是带节奏，还有就是高高在上的那群人就是看不起。,热爱 热爱
村超打不过中超怎么了，我就是要吹村超，村超就是比你中超好看气死你，我宁愿看热爱和坚韧拼搏精神的青铜白银局，我也不愿看面对对手摆烂毫无体育精神的钻石王者局。,热爱 坚韧
最纯粹的热爱。最纯粹的热情,热爱
中国足球 不是球员的问题  是整个足协的问题 商业化 只说球员技术踢得差只是表面问题  本质是足协  大家都不瞎 知道谁踢的好 踢的差  问题踢的好的人进不了足协  进了甚至把你腐败了 赚钱嘛 不寒碜  没有比足协还大的手去整治（国家）你就当中国没有足球这个职业吧,腐败
足协叫停麻烦贴下新闻，水平远超国足更是倒打一耙，我就搞不明白好好的足球社区化怎么有些人就拿来带节奏了，被喷了还委屈是吧,麻烦
村超踢球纯粹是热爱,热爱
一个挺好的活动，非要比来比去，回归最简单的热情和快乐不好吗,简单 快乐
别喷国足了，国足是我一个哥们的救命恩人。去年他出车祸，成了植物人，一直在医院躺着，怎么叫都不醒，医生都说了没什么希望。。。直到上个月护士有一天开了电视正好是国足比赛，他硬是爬起来把电视关了....,正好
我寻思有名点的南美球员基本都从小踢街球出来的吧咱们这叫村超，放南美都算是个不错的小联赛了。群众的力量才是伟大的，真指着国足出息还不如信秦始皇,有名 不错
国足复兴，还真得基于热爱和民族文化，村超可以调动大家情绪，如果足协能以平等的姿态拆分国家队和乡队进行重组，乡队调动队员热爱，国家队留下技术指导，一不会让大家觉得以大欺小失了格局，二是会让大家见识到队员实力和自身不足，父母一辈热爱，孩子也会去模仿，专业技术自然能得到传承。只是不知道这样还有哪些不妥,复兴 热爱 平等 热爱 热爱 不妥
我是伪球迷无聊时会看比赛，但是不追赛事，村超是一场有激情的真比赛，就像我中学时看校队与其他学校打比赛，真有代入感，激动的大喊嗓子都哑了。,无聊 激动
这才是体育的本来面目，，干的漂亮。。。赞。。。。,漂亮
阶级怎么产生的，就是有些人过度自私又有优越感还想维持。,自私
国足先砍工资吧。大约3000-5000，这样就留下存粹热爱的足球运动员了。,热爱
不吹牛，昨天从11点04踢到下午15点40，全程休息了三次，其中一次休息是因为对面有个兄弟肩膀脱臼了，回来后所以人基本都被不同程度晒伤了，老婆还笑我说端午限定红色皮肤。真的累到走路都走不动了，但是足球的那份快乐真的太难以忘却了。国足所谓的辛苦和面临的困难真的跟很多事比起来不算那么难以克服，可首先要真的纯粹的热爱。,快乐 辛苦 困难 热爱
我就说国足水平不行，都能输越南泰国，来了一帮人连奥运会一起喷，说那玩意没意义，中国体育就是不行，然后狂赞国足，说他们努力了，真尼玛离谱.,努力
强烈支持翟东升教授的未来起点收入计划。中国不缺天才，但是沉重的现实埋没了这些天才。要让中国青少年在他们展露自己的天分之前，有能力对抗沉重的现实。而不是让资本当做廉价劳动力简单的收割。只有这样，才能“六亿神州尽尧舜”，实现真正的中华民族伟大复兴。,沉重 沉重 简单 复兴
妥妥标题党，还水平远超国足呢，但凡踢过球的都不会说这句话。,妥妥
听说有人质疑国足，我觉得你们都错了，没有点（背景）实力能进国足嘛大家可不要因此嫉妒他们啊，一群小丑可不值得哈，人家多辛苦啊，大肚腩可不是一天就能练成的，你知道人家多辛苦嘛每天吃东西都不重样，每次都是各种各样的新鲜食物，你知道多难下咽嘛,辛苦 辛苦
总感觉这球场很小是我的错觉吗,很小
人家乐意办比赛跟足协有啥关系，照郭德纲的话说，你这村超和国内的联赛属于是平级啊...凭啥他们说禁就禁啊有病吧,平级
只有热爱，才会专业。,热爱
然而你们所说的这么公开公正的，接地气的村超也开始开盘口了,公开
没有什么优越感，只是你真的不懂职业足球和业余爱好的差距，你只是在找热点蹭热点制造对立罢了。国足很烂，可是人家是专业的，我有朋友跟范大将军的老克勒队踢过，他们一帮小年轻，每周也会聚在一起训练，可是面对大他们很多的退役球员，踢的真的是痛苦。专业的人做专业的事，村超真的很好，纯粹且有趣，村超的好不用你说，但是足球跟任何工作一样，需要训练的，中国依然有徐根宝这样的人在为足球培养人才，尽管很难。所以，像你这样不懂不看只会嘲笑的人，就不要拿国足跟村超比，因为你不爱足球,很烂 年轻 痛苦 有趣
专业球队踢不过正常啊，又没有专业的训练战术和饮食。但足协叫停嘴脸就比较丑陋了，什么目的大家都知道了。,丑陋
那谁谁谁们，看完脸疼吗,完脸
让热爱纯粹,热爱
在国足身上丢掉的热情在村超身上找了回来，不缺热情粉丝，但是国足目前是不配的。当主要的粉丝热情在业余爱好上提现时，那么作为专业的人就该反思自己为什么专业的反而不被认可。这个阶段你国足就是吃屎你也自己受着，是资源不够吗是你们太弱与其他专业相比太弱，弱到连你们的粉丝都可以拿你们与业余爱好者相比。不是你们的问题是谁的问题工资低吗工资高时输完越南输缅甸，输泰国。所以这个屎你不吃也得吃，没本事时自己闷着，别比比耗费粉丝的热情,太弱 太弱
有一点西虹市首富还是很客观的。就是职业打业务，打不到两位数就可以算输了。现实就是，吹得再厉害，国足被鄙视的再厉害，还是打了你两位数。,厉害 厉害
爱的是这种精神，竭尽全力，勇敢拼搏，永不放弃的英勇精神气,勇敢
主要就是热爱，外国那边也有很多球队最早的时候就是工人，农民集资来的，是所有人的球队，而中超太商业了，主要就是为了挣钱，不给钱你看谁还踢,热爱
不是踢的蛮好的，我觉得比中超强,蛮好
就国家队那两脚还高傲脸面都顾不上了,高傲
我寻思着他们那么优越为啥不拿出点成绩来没有成绩怎么有脸去提供“专业”指导。,优越
办的很好，其他省也建立起来打全国联赛，我愿意捐点零花钱。,很好
有些爱好变成职业的话就会失去原本的热爱,爱好 热爱
中超是否火爆跟水平没有直接关系，完全看商业运作。没有资本介入的赛事是不可能做大做强做久的。靠爱发电可以点亮灯泡，但永远不可能满足一座工厂。,火爆
踢得确实还不错，但从专业角度讲，跟国足还是没得比的，毕竟一天分不到一根海参,确实 不错
宝子们快来，热闹，好看，好吃,热闹
无耻没有对比就没有伤害他们已经不要脸了,无耻 伤害
我们要热爱，只有热爱足球才会崛起，不是靠体制看巴西，为什么别人的叫国球，就是热爱。,热爱 热爱 热爱
全因热爱,热爱
足球这种运动要的就是热情，没有热情什么都白瞎，国外的球星很多都是贫民窟出来的，要的就是那份对足球的热爱,热爱
你们真以为国足没点实力么错既然输球都不影响赚钱，为啥要去赢呢去拼抢多危险啊，万一受伤了，就不能上场了，就不能光输球都赚钱了。所以要养生，每天吃几斤海参，记得经常大宝剑，才能细水长流嘛。,危险
真正的村超成员和小球员：尊重和敬佩国家队成员，希望获得国家队成员的认可。,尊重
