景点名称,评星,评论文本,fenci,label,score,主题概率,主题类型
只有河南·戏剧幻城,4.0,坤台在冬天演真的是个鸡肋节目，姑娘们更衣，结果脱了之后里面是皱皱巴巴的秋衣，这也太难看了吧！明明是美美的玉背，变成老阿姨泄了的秋衣，这个服装组真应该停发三个月工资，我就不信找不出更好的替代服饰，看看晚上这绚丽的光影吧，你们不别扭吗？,绚丽 别扭,negative,0.7991300225257874,"[(0, 0.02380972), (1, 0.02380972), (2, 0.02380972), (3, 0.02380972), (4, 0.02380972), (5, 0.02380972), (6, 0.6904736), (7, 0.02380972), (8, 0.02380972), (9, 0.02380972), (10, 0.02380972), (11, 0.02380972), (12, 0.02380972), (13, 0.02380972)]",6
只有河南·戏剧幻城,4.5,十二月的郑州真的非常非常冷🥶我们下午两点多才到这里🕑这里的设计像一个个巨大的地坑院，可惜没有用无人机拍，因为实在太冷了，手指都冻僵了🥶门票🎫将近300元/人💰包1个大剧场不限小剧场，一开始觉得价格贵💰但进去后就觉得价格不贵了，因为艺术性真的太强了专业的演员、精致的妆造，还有一系列复杂的舞台搭建和灯光💡这些都需要钱💰如果问好不好看，我只能说，这里的专业艺术性很强如果对于文化不高的人，他们应该适合看大剧场，跟我一起进来的长辈🧓👵他们看小剧场的时候沉默了🤐感觉他们进去只图避寒和休息（但有的小剧场是没有座位的）例如我爸👨🏻他在看图4的图5的《候车大厅》剧场时睡着了，但我觉得很感人。关于大剧场，因为我来得比较晚，只有《幻城》这一部可以选择了。一开始担心无聊🥱没想到出乎意外的好看🤩通过古今对话介绍河南的历史文化，真的让观众沉浸式了解中国历史，也了解河南历史，看得我鸡冻得眼泪都流出来了！🥲看完后也变得更爱国了！这是什么神仙编剧团队策划出来的？！真的太牛逼了！,不贵 精致 不高 沉默 无聊,negative,0.8608730435371399,"[(0, 0.011904876), (1, 0.0119048795), (2, 0.011904876), (3, 0.011904876), (4, 0.011904876), (5, 0.011904876), (6, 0.011904876), (7, 0.0119048795), (8, 0.011904876), (9, 0.8452366), (10, 0.0119048795), (11, 0.011904876), (12, 0.011904876), (13, 0.0119048795)]",9
只有河南·戏剧幻城,3.0,交通非常方便606/605 办了年卡 下次不会再办了 戏的质量不如去剧院 工作人员导师都很好。跨年秩序混乱，不推荐 小剧场剧情几乎谈不上剧情，还有一些恶俗桥段宋街比麦浪餐厅好吃😋推荐豆花泡馍每场戏建议提前半小时排队 不然后排非常影响视线 禁烟🚭但依然有人吸烟 很讨厌,混乱 恶俗,negative,0.976986825466156,"[(0, 0.023809733), (1, 0.35714176), (2, 0.023809733), (3, 0.023809733), (4, 0.023809733), (5, 0.023810046), (6, 0.023809733), (7, 0.023809733), (8, 0.023809733), (9, 0.023809733), (10, 0.023809733), (11, 0.35714117), (12, 0.023809733), (13, 0.023809733)]",1
只有河南·戏剧幻城,4.5,在郑州的郊区吧，好大好大。得亏在郊区不然市区就满了，一天逛不完呀。有机会还是要来两天的，全部逛完两天还是得好好规划一下，一天可以看7-9个，有酒店可以住有套票可以买，入口处有寄存行李的地方。能感受到每个演员都很用心，是值的。很棒的表演,很棒,negative,0.5915628671646118,"[(0, 0.03571431), (1, 0.03571431), (2, 0.03571431), (3, 0.035714515), (4, 0.03571431), (5, 0.03571431), (6, 0.03571431), (7, 0.035714377), (8, 0.5357133), (9, 0.035714354), (10, 0.035714597), (11, 0.035714373), (12, 0.03571431), (13, 0.03571431)]",8
只有河南·戏剧幻城,5.0,很棒的一个地方，这一次是二刷了，上一次是夏天，这次是冬天，今年跨年在这里，每个剧都是很值得的，带孩子可以看看苏轼河南，天子驾六车，老库房，集家村茶铺，幻城，集家村，有时间的话可以买两日票，慢悠悠的逛逛，景也是很漂亮的,很棒,negative,0.5915628671646118,"[(0, 0.03571431), (1, 0.03571431), (2, 0.03571431), (3, 0.03571451), (4, 0.03571431), (5, 0.03571431), (6, 0.03571431), (7, 0.035714377), (8, 0.5357134), (9, 0.035714354), (10, 0.035714544), (11, 0.035714373), (12, 0.03571431), (13, 0.03571431)]",8
只有河南·戏剧幻城,4.5,位置很偏僻，停车免费，适合开车去。我们家的小崽崽很喜欢小剧场，表演很精彩。园区提供免费的行李寄存。,偏僻,negative,0.77181476354599,"[(0, 0.035714485), (1, 0.035714485), (2, 0.035714485), (3, 0.035714485), (4, 0.035714485), (5, 0.035714485), (6, 0.035714485), (7, 0.035714485), (8, 0.5357115), (9, 0.03571465), (10, 0.035714485), (11, 0.035714485), (12, 0.035714485), (13, 0.035714485)]",8
只有河南·戏剧幻城,5.0,超级好看，不过宣传是不是太弱了，不是河南的朋友聊天中无意给我推荐，我都没听过这里。玩了两天，觉得太值了，已经向我身边所有人安利了。剧好看，有立意，编剧好，舞台效果棒，形式又特别。就是为了追剧，一场一场地赶，甚至要跑步。⚠️记得用公众号，节目单里的导航，有这个不迷路。候车大厅—火车站—李家村，可以按这个顺序，当然不按也没关系，不会影响观影感受，每个都可以独立成篇。里面拍照打卡也很好，非常出片。停车场也都是免费的。下次还来。,太弱,negative,0.5915628671646118,"[(0, 0.035714455), (1, 0.035714455), (2, 0.035714455), (3, 0.035714455), (4, 0.5357121), (5, 0.035714455), (6, 0.035714455), (7, 0.035714455), (8, 0.035714455), (9, 0.035714455), (10, 0.035714455), (11, 0.035714455), (12, 0.035714455), (13, 0.035714455)]",4
只有河南·戏剧幻城,4.5,地址离市区挺远，我们是自驾过去的，停车场🅿️很大，很方便。去的时候人蛮多的，查了攻略后，一个个看的，基本都要排队，每个项目都很有看点。里面餐饮也挺多的，选择性很大。有一点，作为一个女孩子，真的在里面分不清东南西北啊，看着地图都找不到地方。很尴尬,很大 很大 尴尬,negative,0.5398502349853516,"[(0, 0.017857168), (1, 0.01785719), (2, 0.017857168), (3, 0.01785718), (4, 0.017857168), (5, 0.7678568), (6, 0.017857168), (7, 0.017857168), (8, 0.017857168), (9, 0.017857172), (10, 0.017857168), (11, 0.01785719), (12, 0.017857168), (13, 0.017857186)]",5
只有河南·戏剧幻城,3.5,一早上起来就开车来到了离郑州市区约50-60公里的中牟县，展馆建在一片农田中，里面有大大小小的剧场，除了主要的三个剧场节目需要付费外，其它都是免费入场观看，足足在景区里待了一整天就为了这个下午5点开场的今日河南，时长一个钟，灯光色彩各种舞台新技术全程演绎，惟妙惟肖，深深叹为观止，中华文明5千年历史，让你一一回顾，历史人物栩栩如生，就如在眼前，回味无穷。展区配套设施齐全，服务人员态度很好热情有问必答。门票销售模式单一，团体购票需要提前一日。网络销售不太流畅，景点节目表现有点单薄。,配套 流畅 单薄,negative,0.892919659614563,"[(0, 0.017857755), (1, 0.017857209), (2, 0.7678557), (3, 0.017857209), (4, 0.017857209), (5, 0.017857209), (6, 0.017857233), (7, 0.017857209), (8, 0.017857209), (9, 0.017857209), (10, 0.017857209), (11, 0.017857209), (12, 0.017857209), (13, 0.017857209)]",2
只有河南·戏剧幻城,4.0,交通：打车从郑州市中心过去，大概50分钟抵达，国庆节人流较大，选择一大早出门，到的时候其实人流量还好，能拍到一些人少的照片推荐理由：比较适合对河南文化感兴趣的人，都是文化输出，哈哈，小朋友有些看不懂，游乐性不多，不过审美确实遥遥领先,较大 确实,negative,0.5476521253585815,"[(0, 0.02380964), (1, 0.02380964), (2, 0.02380964), (3, 0.02380964), (4, 0.02380964), (5, 0.023809666), (6, 0.69047457), (7, 0.02380964), (8, 0.023809673), (9, 0.02380964), (10, 0.02380964), (11, 0.02380964), (12, 0.02380964), (13, 0.023809684)]",6
只有河南·戏剧幻城,2.0,一句话推荐，如果你没看过几次话剧，并且对那种怼到脸上直给的主旋律有爱，推荐一下，其他人，尤其是舞台剧话剧爱好者，算了吧，省点钱看什么不行一星给舞美，一星给敬业的演员们其他真的给不出来了，估计我不是这个景区的受众，前三个小剧场无感，心里想大剧总归是好的吧，结果火车站头三幕惊艳了一小下（舞美确实没得说），故事越来越尴尬，到了下午幻城，基本就是强忍着困意（旁边的两个小姐姐睡得老香了），但听到李煜叫自己李后主，妈的差点儿吐出来，什么东西啊，王潮歌找临时工写的本子么，零下 4 度，460 的票价，两天，第二天果断放弃去了胖东来买买买，比在这里受罪强多了,惊艳 确实 尴尬 强忍 着困,negative,0.7054442167282104,"[(0, 0.011904801), (1, 0.011904821), (2, 0.011904801), (3, 0.011904815), (4, 0.011904801), (5, 0.011904872), (6, 0.011904846), (7, 0.011904801), (8, 0.011904815), (9, 0.011904806), (10, 0.011904801), (11, 0.011904819), (12, 0.011904801), (13, 0.8452374)]",13
只有河南·戏剧幻城,5.0,虽然票价不便宜，但是还是很值得一去的，要赶早，拍照什么的可以在等节目空档的时候拍，非节假日一天下来可以看89个节目。最喜欢的就是蹦迪的那场，前面是有些无聊，有些人看了一会就走了。终于最后等到了蹦迪环节1分钟太快了，还没开始就结束了但是真的很开心,便宜 无聊,negative,0.9182900190353394,"[(0, 0.02380968), (1, 0.023809705), (2, 0.02380968), (3, 0.02380968), (4, 0.02380968), (5, 0.02380968), (6, 0.02380968), (7, 0.023809703), (8, 0.02380968), (9, 0.6904741), (10, 0.0238097), (11, 0.02380968), (12, 0.02380968), (13, 0.023809703)]",9
只有河南·戏剧幻城,5.0,此前听河南的朋友说只有河南演出水平非常高，作为一个观演爱好者，毅然决然购买了两日票，把所有演出都看了一遍。先说一下交通，从郑州市内有公交车前往，早上10点才开园可以从郑州坐公交606或者605过来的话也来得及。但是这个园区位于中牟县，其实是在郑州和开封的中间，也就是说从开封过来也很方便，驾车的话四十几分钟，不需要走高速。但是开封过来没有直达公交，打个顺风车就行，很容易打到。园区外面服务中心可以免费寄存行李，随身带的行李千万不要存在园区外面。园区内部也有小型免费寄存柜。一日票的价格是290元，但是三大主剧只能选一场。两日票的价格根据不同的时间会有不同的价格。周六周日两天的票是490元，周五周六或者周日的两天票是460元，其他不搭周末的工作日的两日票是430元。如果条件允许的话，肯定是工作日两天观演又划算人又少。如果买了一日票，又想要加看主剧的话，可以现场扫码，周六日加一场是100，工作日加一场是70。也就是一日票外临时加看两场还不如买两日票，价格一样，可以多玩一天。一，三大主剧，都非常值得看。1，如果带娃的话就选幻城，舞台效果和节目设计非常好，讲述了与河南有关的历史风流人物。对全民友好。2，主剧李家村，分四幕讲述1942年河南干旱大饥荒时期的故事，总有人为了别人牺牲自己才换来生生不息。看得眼泪哗哗滴。浪费粮食可耻！我们都要学会珍惜当下。3，主剧火车站，也是分四幕讲述的，和李家庄是连贯的故事，讲述的1942年河南大饥荒时哥哥李十一和弟弟李十八为了老百姓有粮食作出的选择和牺牲。李家村和火车站剧情是连贯的，哪个先看都可以，故事顺序和倒叙的区别。这两个主剧都是不推荐太小的孩子看的，历史和大自然的残酷需要一定的理解力。场景和表演都很棒。近景真人演出更有渲染力，看完会更加珍惜现在的生活，学会惜福。这三大主剧不用提前很久排队，提前五到十分钟就可以了，花了钱的，肯定能有位置。因为分四场，每次都要转场，其中还有站立观看的，位置还是随机。！！！注意点：如果买两天票有一天是周末人多的时候，尽量安排主剧周末一天看掉，因为小剧场周末排队厉害。这样工作日都看小剧场，排队容易点。,友好 干旱 可耻 珍惜 残酷 很棒 珍惜 厉害,negative,0.6031532883644104,"[(3, 0.8968251)]",3
只有河南·戏剧幻城,5.0,总共有三场大剧，其他小剧场自己在公众号可以看到演出时间表，自己赶场吧！超级出片！超级出片！拍照看剧两不误！建议上午来，能待一整天的大剧场！我下午去的，只看了一场，只看了李家村剧场，听到旁边有人做了攻略，说要哭～然后我就没有一点点防备下，一开头就被带入了……自带纸巾🧻……边走边看边坐的形式，根本！不用抢座！不用着急！人到齐了才开演，坐在哪里都能很好的看到表演，这就是他们的精明之处。里面服务超级好，真的是沉浸式体验～里面就是个大方块，有地图，方向感不好的人会哭…我转好几圈都没记住路。,着急 很好 精明,negative,0.6952413320541382,"[(0, 0.017857252), (1, 0.017857252), (2, 0.017857252), (3, 0.017857252), (4, 0.017857252), (5, 0.76785576), (6, 0.017857252), (7, 0.017857252), (8, 0.017857252), (9, 0.017857278), (10, 0.017857252), (11, 0.017857252), (12, 0.017857252), (13, 0.017857252)]",5
只有河南·戏剧幻城,5.0,第一次接触到现场的戏剧，感觉蛮新奇的，虽然是配音，但是还是蛮厉害的。 里面的演出最好都亲自来看看，都很有设计感，全程我也没怎么录像。 主剧场看网上推荐，选了火车站，第一场地是圆形的，大家站着看演员表演即可，但是到第二场的中间场的帐篷，是由演员真声表演，回来后看有人推荐站在离第一场地入口近的地方，那边会开小门，比较好进去，也有更多的帐篷，不过也是随机的，我看到的是一个读书人和她老母亲，已经是最边缘的帐篷了。小剧场看了几个，曹操的麦田、苏轼的河南、老库房、候车大厅、天子驾六、第七机车礼堂和覆斗书院，都好看的，大家不要以为，看完上一场就能直接到下一场，到了下午人多了以后，都是排队等候的人，不提前排队进不去的呢，早上早点去，早点看完想看的，李家村的小剧场排队有点可怕，放弃了,厉害,negative,0.5359010696411133,"[(0, 0.5357117), (1, 0.035714403), (2, 0.035714712), (3, 0.035714656), (4, 0.035714403), (5, 0.035714403), (6, 0.035714768), (7, 0.035714403), (8, 0.035714403), (9, 0.0357145), (10, 0.035714403), (11, 0.035714403), (12, 0.035714403), (13, 0.035714403)]",0
只有河南·戏剧幻城,4.5,真的很棒，值得还去！和闺蜜一家子去了，我们头一次去还不了解情况看了才六个剧场，下次还想去一次，一定做好攻略！,很棒,negative,0.5915628671646118,"[(0, 0.03571431), (1, 0.03571431), (2, 0.03571431), (3, 0.03571451), (4, 0.03571431), (5, 0.03571431), (6, 0.03571431), (7, 0.035714377), (8, 0.5357134), (9, 0.035714354), (10, 0.03571454), (11, 0.035714373), (12, 0.03571431), (13, 0.03571431)]",8
只有河南·戏剧幻城,5.0,一进景区进去就是高粱红彤彤的，半年种高粱半年种小麦，都很好看出片，进去就开始了一天的探索，二楼还有棉花，去排队各种剧场，排队很长，中途还有小哥哥给你跳舞，缓解排队等待的无聊，里面也有吃有喝的，其实不大走路没有很多主要就是排队了，节假日去的人太多了。只有河南很棒！值得大家来！,无聊 很棒,negative,0.8918406963348389,"[(0, 0.02380956), (1, 0.023809606), (2, 0.02380956), (3, 0.023809705), (4, 0.02380956), (5, 0.02380956), (6, 0.02380956), (7, 0.02380965), (8, 0.30682465), (9, 0.4074601), (10, 0.023809765), (11, 0.023809604), (12, 0.02380956), (13, 0.023809604)]",9
只有河南·戏剧幻城,2.5,不要去看主剧场！不要去看主剧场！不要去看主剧场！先说优点：外场场景，环境都挺好的，音乐还挺好听，广场放的音乐和主剧片尾音乐都不错，工作人员的服务挺好再说缺点：主剧的剧情情节冗长，台词啰嗦，同样一句台词，四个演员挨个，这样的场景主剧里很多李家村最后丰收了，让演员往地上麦子里滚，十多个演员，一个一个往里滚，滚了大几分钟往天上甩麦子铲麦子，又是大几分钟，这加起来就十来分钟，重复同样场景，看得我脚趾头都能抠出两室一厅而且真的看不了这种硬夸的剧，夸得要多生硬有多生硬如果你真想去只有河南，花一天时间看小剧场就够了，小剧场还有意思点,挺好 不错 抠出 生硬 生硬,negative,0.8790587782859802,"[(0, 0.011904824), (1, 0.011904797), (2, 0.011904797), (3, 0.011904797), (4, 0.011904797), (5, 0.011904834), (6, 0.011904835), (7, 0.011904797), (8, 0.011904797), (9, 0.011904826), (10, 0.84523755), (11, 0.011904818), (12, 0.011904797), (13, 0.011904797)]",10
只有河南·戏剧幻城,5.0,《只有河南·戏剧幻城》令人叹为观止！宏大的夯土建筑，宛如历史的巨人静立。一场场戏剧如时光穿梭机，将河南的千年故事精彩演绎，从夏商的古老传说到近代的沧桑变迁。演员们全身心投入，声光特效震撼心弦。在这里，不仅是观剧，更是一场深度的文化洗礼,宏大 特效,negative,0.5860181450843811,"[(0, 0.023809616), (1, 0.023809616), (2, 0.6904746), (3, 0.023809616), (4, 0.023809616), (5, 0.023809683), (6, 0.023809616), (7, 0.023809742), (8, 0.023809703), (9, 0.023809616), (10, 0.023809616), (11, 0.023809733), (12, 0.023809616), (13, 0.023809616)]",2
只有河南·戏剧幻城,4.0,交通：开车🚗去的。忘了收不收费了。不好意思，朋友开的车。推荐理由：太冷啦！很多都是室外的。室内的暖气也不是很足，很冷我觉得。幻城剧场。。有点无语。看的我睡了。可能是我不太理解吧。灯光舞美都挺厉害的。感受华夏文化历史。但是我睡着了。不好意思。。推荐！！曹操的麦田和苏轼的河南。这两个必看喔：不要带很多吃的。里面的吃的很平价。可以在地坑院和麦浪餐厅吃饭～,不好意思 很足 厉害 不好意思,negative,0.5265672206878662,"[(0, 0.014285903), (1, 0.014285769), (2, 0.0142857935), (3, 0.014285791), (4, 0.014285769), (5, 0.014285769), (6, 0.81428474), (7, 0.014285839), (8, 0.014285769), (9, 0.014285777), (10, 0.014285769), (11, 0.014285769), (12, 0.014285769), (13, 0.014285769)]",6
只有河南·戏剧幻城,5.0,很棒的表演，值得去看，不是某一个单一的方面好，是全好,很棒,negative,0.5915628671646118,"[(0, 0.03571431), (1, 0.03571431), (2, 0.03571431), (3, 0.03571451), (4, 0.03571431), (5, 0.03571431), (6, 0.03571431), (7, 0.035714377), (8, 0.5357134), (9, 0.035714354), (10, 0.03571454), (11, 0.035714373), (12, 0.03571431), (13, 0.03571431)]",8
只有河南·戏剧幻城,5.0,周末两天去河南看演唱会，刷到有推荐只有河南。周日人挺多的，排队排老远。挺喜欢外层“只有河南”旁边地里种的小麦，是我个人的朴素的热爱了。一天看了7个小剧场和火车站大剧场。热门剧场人很多，很多时候排队也排不上。着急赶火车很可惜没能看更多。演员们的表演都很棒，剧情也不错，但有个别有点无聊了。印象最深刻的是天子驾六的演员，表演特别卖力，很感动。文创挺不错。,热爱 着急 很棒 不错 无聊,negative,0.6058909296989441,"[(0, 0.011904858), (1, 0.011904842), (2, 0.0119048385), (3, 0.01190492), (4, 0.0119048385), (5, 0.011904885), (6, 0.011904866), (7, 0.011904869), (8, 0.01190501), (9, 0.8452366), (10, 0.01190495), (11, 0.0119048795), (12, 0.0119048385), (13, 0.011904842)]",9
只有河南·戏剧幻城,4.0,三大主剧一般般，可能我不是河南人我狭隘了小剧场都很好看演员们信念感很强周末刷剧都在园区吃全都是评价一点也没景区漫天要价好评卖的文创也很好，买了好几个有些剧目时间重叠，根本赶不上，可能为了让大家多来几次吧但这对外地游客不太友好呢,狭隘 友好,negative,0.6535791158676147,"[(0, 0.023809602), (1, 0.023809602), (2, 0.023809602), (3, 0.69047517), (4, 0.023809602), (5, 0.023809602), (6, 0.023809602), (7, 0.023809602), (8, 0.023809602), (9, 0.02380962), (10, 0.023809602), (11, 0.023809602), (12, 0.023809602), (13, 0.023809602)]",3
只有河南·戏剧幻城,4.5,从踏入景区的那一刻起，便仿佛穿越时空的大门，步入了一个被历史与艺术精心编织的奇幻世界21 个大小不一的剧场错落有致地分布其中，停车也很方便，演员演技真的很棒，,很棒,negative,0.5915628671646118,"[(0, 0.03571431), (1, 0.03571431), (2, 0.03571431), (3, 0.035714515), (4, 0.03571431), (5, 0.03571431), (6, 0.03571431), (7, 0.035714377), (8, 0.53571326), (9, 0.035714354), (10, 0.035714652), (11, 0.035714373), (12, 0.03571431), (13, 0.03571431)]",8
只有河南·戏剧幻城,4.5,去了只有河南，打车从郑州出发 四个人60多 买的两天票，来回住在郑州，也不算麻烦，很震撼，确实感觉一个主剧场就能值回票价，麦浪餐厅里面也都是品牌，可以放心吃，不会踩雷，比较郁闷的是，花了6元钱买了一个无糖可乐。,麻烦 确实 郁闷 可乐,negative,0.7710610032081604,"[(0, 0.0142857805), (1, 0.0142857805), (2, 0.0142857805), (3, 0.0142857805), (4, 0.0142857805), (5, 0.014285803), (6, 0.014285878), (7, 0.0142857805), (8, 0.81428474), (9, 0.0142857805), (10, 0.0142857805), (11, 0.0142857805), (12, 0.0142857805), (13, 0.014285822)]",8
只有河南·戏剧幻城,5.0,戏剧落幕人回归处后劲儿太大了走不出来一点单曲循环只有河南一万遍文字是苍白的你还是去看看吧主剧场选的是火车站剧场满脑子都是只要你要只要我有真的要被哭死老院子也强推唯一一个现场原声的一开始觉得是一群老年人唱戏没什么意思后来发现是我草率了 一句走吧走吧我们好着嘞也是泪奔曹操的麦田苏轼的河南也是推荐的最无聊的就是下沉岁月不知道要表达什么感觉有点浪费时间时间紧张完全可以不去总之值得来 值得所有人来,无聊 紧张,negative,0.6420032382011414,"[(0, 0.023809606), (1, 0.023809724), (2, 0.023809606), (3, 0.023809606), (4, 0.023809606), (5, 0.023809606), (6, 0.023809606), (7, 0.6904743), (8, 0.023809606), (9, 0.023810167), (10, 0.023809697), (11, 0.023809606), (12, 0.023809606), (13, 0.023809716)]",7
只有河南·戏剧幻城,5.0,绝了，河南人民真的很有想象力从早上10点逛到晚上7点，真的很吸引我，不是因为剧太多了没看完，多少要加个大剧很值得一来演员的表演很到位，场景布置也好，特别是火车站，跟着转场真的很震撼也是第一次这么近距离看话剧，很棒，以后还想再来,很棒,negative,0.5915628671646118,"[(0, 0.03571431), (1, 0.03571431), (2, 0.03571431), (3, 0.035714526), (4, 0.03571431), (5, 0.03571431), (6, 0.03571431), (7, 0.035714377), (8, 0.535713), (9, 0.035714358), (10, 0.035714846), (11, 0.035714373), (12, 0.03571431), (13, 0.03571431)]",8
只有河南·戏剧幻城,0.5,曹操的麦田出口字写的太大，进口找不着，带着老人孩子找到进口的时候已经不让进了，保洁人员的误导，工作人员能不能培训的到位一点！对只有河南的印象真的被你们的误导一下子印象变得很糟糟糕！不会再来了，剧目安排的时间有冲突，印象真的大打折扣！,太大 保洁 糟糕,negative,0.9653239250183104,"[(0, 0.017857214), (1, 0.017857214), (2, 0.017857214), (3, 0.017857214), (4, 0.7678561), (5, 0.017857214), (6, 0.017857214), (7, 0.017857214), (8, 0.017857214), (9, 0.017857231), (10, 0.017857214), (11, 0.017857214), (12, 0.017857315), (13, 0.017857214)]",4
只有河南·戏剧幻城,5.0,很棒的体验！完全沉浸式的剧场，作为河南人了解河南的文化很自豪,很棒,negative,0.5915628671646118,"[(0, 0.03571431), (1, 0.03571431), (2, 0.03571431), (3, 0.03571451), (4, 0.03571431), (5, 0.03571431), (6, 0.03571431), (7, 0.035714377), (8, 0.5357134), (9, 0.035714354), (10, 0.03571454), (11, 0.035714373), (12, 0.03571431), (13, 0.03571431)]",8
只有河南·戏剧幻城,5.0,心目中国内同行1，不论是剧本、演员，还是设施、服务，都做到了一流水平，并且保留了较高的艺术水准，没有过度的商业化和尴尬的强行上价值。建议外省外地游客选择主剧时选幻剧，会让你对泱泱历史有了更深刻和更真实的理解，如果是本土游客，可以选火车站或李家村，可能更有当地记忆和文化。演员们每次出演都饱含激情，谢幕后还会一直挥手送别观众，用心对待每一位初到的人。城内处场景设计也很值得打卡，唯一想说的是：至少准备完整的一天时间，因为你真的可以在一座小城里从早待到晚而毫无厌倦之意。,较高 尴尬 完整,negative,0.5283293128013611,"[(0, 0.017857317), (1, 0.01785751), (2, 0.017857317), (3, 0.017857453), (4, 0.017857317), (5, 0.01785789), (6, 0.017857317), (7, 0.017857317), (8, 0.017857317), (9, 0.7678535), (10, 0.017857317), (11, 0.01785749), (12, 0.017857317), (13, 0.017857615)]",9
只有河南·戏剧幻城,4.5,二刷，真的入股不亏，剩下的一些剧留着明年三刷。进了大门后感觉已经是另一个世界了，要看李家村的“老天爷下场雪冻死我们吧”，要看火车站“这就是我哥，我哥最疼我”，要看红庙学校一秒回到小时候被老师点名的尴尬感，要看等等等等体会不一样的人生,尴尬,negative,0.8374319076538086,"[(0, 0.03571433), (1, 0.03571447), (2, 0.03571433), (3, 0.035714425), (4, 0.03571433), (5, 0.5357132), (6, 0.03571433), (7, 0.03571433), (8, 0.03571433), (9, 0.035714366), (10, 0.03571433), (11, 0.03571446), (12, 0.03571433), (13, 0.035714462)]",5
只有河南·戏剧幻城,5.0,演出很棒，效果震撼，有笑有泪，值得二刷。推荐((*^∀^))🏻,很棒,negative,0.5915628671646118,"[(0, 0.035714306), (1, 0.035714306), (2, 0.035714306), (3, 0.035714634), (4, 0.035714306), (5, 0.035714306), (6, 0.035714306), (7, 0.035714373), (8, 0.53571326), (9, 0.03571435), (10, 0.035714556), (11, 0.03571437), (12, 0.035714306), (13, 0.035714306)]",8
只有河南·戏剧幻城,4.5,1．使用只有河南戏剧幻城的小程序，方便随时查看地图和演出时间表2．就算是平时的周末人也很多，想拍好看的，没人的景可能比较费劲，要有心理准备3．早上可以早点去，虽然写着10点开园，但是9点半以后就可以入场了（再早不清楚，没赶上）4．门口可以寄存行李，免费的，如果不想去酒店，直接来这里也可以5．入园建议轻装上阵，极简就是带个手机和墨镜就行（厕所有纸，有充电宝可以租借）6．吃饭价格比较平价，麦浪餐厅和地坑院都挺推荐，建议多试试（地坑院里有宋街，宋街里的鸡蛋不翻很好吃）,费劲,negative,0.7187074422836304,"[(0, 0.035714626), (1, 0.035714626), (2, 0.035714626), (3, 0.035714626), (4, 0.035714626), (5, 0.035714626), (6, 0.53570986), (7, 0.035714626), (8, 0.035714626), (9, 0.035714626), (10, 0.035714626), (11, 0.035714626), (12, 0.035714626), (13, 0.035714626)]",6
只有河南·戏剧幻城,0.5,莫名其妙的剧情，尴尬反复的台词，糟粕内核、讲不好故事、妄图靠说教引起共鸣。对，我说的不是某一个剧，是所有的剧，能差到这种程度，一定是总编剧的审美决定的。白白浪费我2天时间，白白浪费河南的真文化，白白浪费铺天盖地的宣传，白白浪费社会资源。,尴尬,negative,0.8374319076538086,"[(0, 0.035714332), (1, 0.035714474), (2, 0.035714332), (3, 0.03571443), (4, 0.035714332), (5, 0.53571314), (6, 0.035714332), (7, 0.035714332), (8, 0.035714332), (9, 0.03571437), (10, 0.035714332), (11, 0.03571446), (12, 0.035714332), (13, 0.035714462)]",5
只有河南·戏剧幻城,5.0,郑州好玩的是不是都在中牟县啊！真是偏僻的地方啊！住自营酒店虽然贵一点但是极力推荐！强烈建议两日票，如果一日时间或者走团，就不要浪费299的门票来这里了！根本不可能看完！我们看了两天，3大主场跑完，小剧场看了推荐好分数的仅此而已都没看完。里面方方正正，不是按顺序转着来的路线，所以跑来跑去地赶场，真的很累。平日人都爆满。但是说真的，真的值得来，太好看了，全是真人话剧，各种话剧，这个票价超值了！演员都很专业很敬业，有些还有互动环节。带小朋友不适合这里，个人感觉高中以下的孩子都不适合也不会喜欢这里！,偏僻,negative,0.77181476354599,"[(0, 0.035714485), (1, 0.035714485), (2, 0.035714485), (3, 0.035714485), (4, 0.035714485), (5, 0.035714485), (6, 0.035714485), (7, 0.035714485), (8, 0.5357115), (9, 0.03571465), (10, 0.035714485), (11, 0.035714485), (12, 0.035714485), (13, 0.035714485)]",8
只有河南·戏剧幻城,5.0,虽然是长假期最挤的那几天去的，排队时间比看剧时间还长得多，但是体验感还是很好。印象非常深刻的是非常干净、方便且有文化传统元素设计的洗手间、到排队区跳舞的小保安、总是在迷路但总是能找到路标或者干脆直接问路的笑眯眯工作人员。,最挤 干净,negative,0.6407064199447632,"[(0, 0.023809638), (1, 0.023809638), (2, 0.023809638), (3, 0.023809638), (4, 0.023809638), (5, 0.023809638), (6, 0.023809638), (7, 0.023809638), (8, 0.6904747), (9, 0.023809638), (10, 0.023809638), (11, 0.023809638), (12, 0.023809638), (13, 0.023809638)]",8
只有河南·戏剧幻城,2.5,被网红种草的地方，说实话很一般，景区管理很混乱说好的开园时间尽然会提前，问题是大部分剧目都是要排长队的，严重影响先前规划和体验，剧目的质量也很低质，剧本价值观严重有问题，封建魅男，演员都很好，就是剧本实在不敢恭维,混乱 封建,negative,0.939076006412506,"[(0, 0.02380961), (1, 0.02380961), (2, 0.02380961), (3, 0.02380961), (4, 0.02380961), (5, 0.023809675), (6, 0.02380961), (7, 0.02380961), (8, 0.02380961), (9, 0.02380961), (10, 0.02380961), (11, 0.690475), (12, 0.02380961), (13, 0.02380961)]",11
