内容,主题概率,主题类型
我一名鸠江区的志愿者，我报名了社区志愿者，在做志愿过程中没有迟到、早退、离岗等，按照《安徽省人民政府办公厅关于印发应对新型冠状病毒肺炎疫情若干政策措施的通知》等文件，对于参加疫情防控的其他医务人员和防疫工作者，按照每人每天200元予以补助。可是到现在都没有街道、社区说补助的事。想询问下此补助是否还有，如何及何时发放？,"[(1, 0.97459376)]",1
市领导您好，近期我市新冠肺炎疫情已全面得到控制，各类场所、企业、学校已复工复产，餐厅恢复堂食，KTV、网吧等密闭场所也都正常营业，新华区公共足球场，解封当天都已投入使用，请问为什么市里建的奥林匹克公园11人制足球场，一直处于封闭状态，希望市领导可以协调尽快开放，使我市居民周末有个活动、健身的场所，也给足球爱好者一个活动的空间！,"[(2, 0.97466063)]",2
郑州地铁6号线西段于2016年动工，道路周围房屋拆迁，政府以及地铁相关施工单位告知当地居民地铁于2020年6月开通，居民配合政府开展民生工程，后因新冠肺炎疫情影响推迟至21年底，郑州720特大暴雨灾害以及贾峪疫情又推迟至22年5月，如今半个月过去，政府没有公告任何相关进度以及开通时间，当地居民苦不堪言，交通出行受到了极大的影响。,"[(2, 0.97393835)]",2
"尊敬的张书记，结合目前疫情局势，针对我市交警设卡用检测仪查酒驾一事，斗胆向您反应以下问题:
交警在检查过程中，检测仪器反复使用，期间如遇肺炎患者，极易出现交叉感染，非常的不科学。期间也不进行消毒，一直重复使用，我咨询了身边好多驾驶员，都非常不赞成这种做法，查酒驾可以，但是需要科学的方式方法。
最后，祝您工作顺利，祝我市的建设蒸蒸日上。

","[(2, 0.97488797)]",2
1，由于本人以及妻子常年在深圳工作入的是深圳职工社保，小孩于2022年3月15号在深圳出生后由于肺部吸入羊水导致肺炎在深圳治疗后由于我们夫妻双方非深圳户口小孩子的医疗费用在深圳报销不了要回到户籍地报销，现在遂平工作人员说由于我们夫妻常年没有在遂平交过新农合报销不了，现在已经错过了交新农合的时间想问一下这种情况该怎么处理？,"[(1, 0.97170055)]",1
"领导您好！
我举报丰台区彩虹城3区1号楼，中介将两居户型隔成4户(主卧、次卧、2个厅隔)，屋内住了至少五人，男女混杂，人员来源不明，流动性高。屋内嘈杂，影响周边居民正常生活。电器使用混乱，有极大的火灾安全隐患。
现正值新型冠状肺炎疫情高发期，如不及时管控，很容易造成聚集性交叉传染。
望领导给予重视，惩治此恶劣行为，尽快拆除隔断房。谢谢！","[(0, 0.97481656)]",0
"领导您好！请问1.2022年安庆市市直及各县区事业单位招聘什么时候开始？2.根据2020年3月份中央组织部办公厅、人力资源社会保障部办公厅印发《关于应对新冠肺炎疫情影响做好事业单位公开招聘高校毕业生工作的通知》,《通知》要求今明两年事业单位空缺岗位主要用于专项招聘高校毕业生，2022年政策到期后是否将不再执行？","[(2, 0.9735449)]",2
露水河平安小区两位80老人，身患肺炎、高血压、糖尿病等，供暖常年10摄氏度左右，从21年开始已在此留言请求帮助解决，第一年协商说更换管路后能改善，退回一半取暖费；第二年出钱更换管路，重新翻新室内暖气依然没有改善，供暖方依然没有解决温度问题，决定不解决就不收取暖费；第三年即今年，因为更换供暖方，供暖期开始，有当地政府人员联系我回访，告知其温度依旧白天正午太阳下13度左右，阴天与晚上10度以下，工作人员说可以去测温，测得温度确实如我所说，老人表示只要温度能达标就交取暖费，工作人员说室内管子问题，但是今年室内暖气已经全换新。之后不了了之，期间联系供暖方负责人一直不接电话，去工作点员工就说自己是烧锅炉的，负责的人阳了，持续一个月接口一直是阳了，现在供暖方直接通知不交取暖费就直接掐断供暖。镇工作人员以无法使双方满意。,"[(0, 0.97462493)]",0
1、交通极其不便利，但考虑到这是利民工程，所以虽然不堪其扰，但仍然心怀感激。2、但是！！因为常年修路，导致空气质量极其差，万科欧泊的孩子们批量出现呼吸道感染的症状，有的常年咳嗽导致肺炎，有的患有严重鼻炎，严重影响了孩子的身体健康，让整个家庭承受了巨大的压力。烦请领导们能重视，能真的给出道路疏通时间表！为我们的下一代负责！万分感激！！！,"[(0, 0.974941)]",0
尊敬的领导您好：目前在西安全域低风险！新型冠状病毒肺炎防控方案 （第九版）对于疫情防控措施都放松了许多！！！西安市莲湖区丰镐西路宁合世嘉小区不让外卖进小区，给居民生活造成了极大不便！！！给家里老人买药外卖送上楼都不行，本来老人行动不便不能下楼，买外卖送到门口可以说很正常，现在小区不让外卖上楼给人造成极大困扰，望领导给予重视，尽早解决小区防疫过分加码问题，感谢。,"[(0, 0.97449833)]",0
尊敬的领导你好：我是安徽省亳州市涡阳的，第一蚌埠市有新冠肺炎病列，是否会影响全省快递物流。第二。蚌埠市是全省物流集散中转中心，蚌埠有新冠影响是是否会影响省外快递到达蚌埠中转， 是否会影响到其他省内县市的物流的收发快递 第三，现在居民会经常网购我的的快件都需要到蚌埠中转一下才能到亳州市涡阳县会不会影响本月的快递收件工作和发件工作,"[(0, 0.9741538)]",0
位于燕沟燕翔苑小区大门口的李师烤肉店 每天经营到半夜1.2点 店外坐的喝酒的 大声喊叫 实在吵的楼上居民无法睡觉 多次给相关部门反应投诉 但相关部门只是敷衍了事 口头解决 应付差事 家里有几个月的婴儿 烤肉烟进到家里 导致宝宝得了一次肺炎住医院住了半个月 。 晚上的摇筛子 ，划拳声音更是吵的宝宝无法休息 经常哭闹 ！！希望领导帮忙监督相关部门真的解决 并不是应付差事 ！！！,"[(0, 0.9751469)]",0
领导您好！我在旅行途中发现，广州东站4号候车厅内，站内喇叭反复播报”预防新兴冠状肺炎，要避免聚集，戴好口罩勤洗手，发热及时就医”的文案。在我候车的2小时内，该播报不仅没有停歇，而且文案简短，不断循环，站内无死角式播报。虽然防疫工作是重中之重，提高群众防疫意识很重要，但这样的洗脑式宣传可能会影响到候车旅客的休息，甚至过犹不及，影响防疫工作。感谢领导的倾听，希望广州东站能越建越好，为群众谋福利。,"[(2, 0.9747984)]",2
楼下羊肉汤馆味道严重影响到楼上老老少少的居民休息和生活，一年四季都不敢开窗户透气！因油污大导致家属院内下水道堵塞，翻出污水！臭气熏天！屎粪漂一地！夏天易生病菌！物业办事处都不管！居民们也想执法部门还我们一个良好的居住和生活环境！因油污大导致家属院内下水道堵塞，翻出污水！易生病菌！空气污浊不考虑新冠肺炎吗？,"[(0, 0.14836045), (2, 0.8344424)]",2
深圳市政府3月25日印发了《深圳市关于应对新冠肺炎疫情进一步帮助市场主体纾困解难若干措施》，各区都有落实。比如在促进汽车消费方面，福田、罗湖、龙岗、龙华、宝安、盐田、光明等，都已经制定下发了2022年的购车补贴政策。请问作为深圳重要的一个区，南山区为何迟迟没有落实深圳市委、市政府的有关政策，为何自4月开始就不断有网友咨询购车补贴政策，直到现在也不见行动？,"[(2, 0.9745092)]",2
3月26日，来宾市卫健委微信公众号“来宾大健康”公布《来宾市新冠肺炎疫情风险人员健康管理服务措施表》，并不包括对相邻市南宁柳州返回人员健康管理措施，这2个市和来宾相邻，人员来往密集，而且都有存量病例，特别是南宁市最近新增病例在21号(个人查找网络资料)，建议对柳州南宁返回人员，参照其他现有病例市，增加对南宁柳州返回人员核酸检测、居家隔离、自我健康监测等健康管理措施。,"[(1, 0.9748776)]",1
"秦安县新冠肺炎疫情联防联控
领导小组办公室：
                       面对新一波突如其来的疫情，247国道入县城的国道口检查很到位，但是离国道口不远处的西川中学高中部与附近加油站之间有一处便道，(加油站区域延伸段可直达西川中学高中部旁路)，开车可直接通过，部分司机为了节省时间从此通过，给我县的防疫工作带来了不确定因素，建议物理封锁该漏洞区域。","[(2, 0.97494674)]",2
我是德阳市岷江路心悦城二期7栋业主，心悦城开发商犹豫出现自身问题延迟交房三年，交房中出现太多波折，一房多卖情况严重。导致我们二期业主一直无法拿到关于房子的所有证件，每月还得按时缴纳房贷。目前这几年又遇到新冠肺炎疫情，经济萧条无法还贷了，想想把房子售卖吧又没得任何证件。所以请书记帮帮我们心悦城的业主吧，实在没有办法了！,"[(1, 0.97501427)]",1
当前新冠肺炎疫情肆虐，人民群众核酸检测的需求日渐提升，但我市一直都在执行单人单检政策，造成了检测试剂的浪费，费用高，也极大加重了检测人员的工作量，建议推出混检（5混1或10混1），目前很多城市都采用了这种方法，价格便宜仅需10-15元，而且也能显著减轻医疗人员的工作压力，经济实惠！（价格公示栏有混检价格但医院不提供混检服务）,"[(2, 0.974455)]",2
" 建议:
1.开放24小时核酸检测绿色通道，针对急需核酸证明的群众进行采样及加急检测。
2.更换距离更近公交车站的位置为核酸采样点或者在各乡镇卫生院设立核酸检测采样点。 ","[(0, 0.013388871), (1, 0.9601403), (2, 0.013522866), (3, 0.012947997)]",1
我是一位新手宝妈，宝宝刚70多天，去社区打了一次疫苗，为什么社区小孩疫苗不全，社区疫苗人员也不给讲解一下（可以把同时打疫苗的宝妈或宝爸统一一个日子召集在一起讲解）作为新手妈妈根本不了解自费疫苗和免费疫苗都有哪些，有什么不同，问社区的人他们也答不上来，就告诉打自费的带现金，自费育苗不也是有些是必须打的吗？为什么社区人员都不告诉，轮状育苗，13价肺炎等等，主要是社区育苗不全，一旦赶上疫情有的疫苗过天数了，有些自费疫苗小孩就打不了了，就像轮状疫苗八里堡社区就没有，13价肺炎也没告诉打，虽然是自费的，咱们工作人员也应该告诉一下是有还是没有，五联就说了，要打的话带钱，咱们社区13价和轮状没有，小孩的疫苗只能在社区打，你倒是全一点的，希望二道区八里堡社区重视一下这个问题，还有就是社区打疫苗的电话，就好像摆设，连续打好几天都没人接，节假日没人可以理解，平时也没人接，接电话的说可以打疫苗，但是实际去了又说打不了，可不可以整一致了,"[(3, 0.97501016)]",3
我于2021年5月底认购中煤和悦府一套，签订合同后约定于2022年6月30日交付房产。在我们广大业主满怀期待的等着交房的时刻，今天中煤集团单方面发出了《关于受新冠肺炎疫情影响告知书》，通知我们因受新冠肺炎疫情影响项目延期交付，具体交付时间并未告知。事实上，和悦府项目不能按时完成，并非受疫情影响，而是因为中煤集团未能妥善安排好二期居民，遭到阻工，我们自己看到的是，项目曾因拖欠工程款工人多次停工讨薪，特别是2022四月份的时候，有两个星期的时间和悦府项目一直处于停工状态。业主们找开发商也找不到找销售人员就是踢皮球推来推去，为了糊弄我们，这让我们业主根本看不到交房的希望，每天生活在房屋即将烂尾的焦虑当中，我们不能接受中煤集团单方面的将责任归咎于疫情，而绝口不提自己的原因。而且中煤项目根本就没有受到长沙疫情的影响，就算受到了影响也只有几天，我们需要政府相关部门约谈中煤责任人，要开发商给我们一个准确的答复。,"[(0, 0.97468656)]",0
"尊敬的秦州区领导：
我们是秦州区坚家河7号（原庆华厂家属院）8号楼的居民，现举报8号楼4单元一楼西戶（姓名不详，女的可能姓郭）不是一年、两年，而是常年在家门口或院内用木头之类的东西焼水，昨早又在焼。
烟气四散，污染环境，邻居遭殃。烟气对人体，尤其是吸入肺内有害，在肺炎疫情严峻的形势下，住宅楼家家有烟道而不用，在外焼的行为不道德！
","[(0, 0.9748045)]",0
我在2022年7月于**城堡订下2022年7月30日的宝宝百日宴并交了36448元的押金，酒店开具了押金条。因新冠肺炎影响，举办宴席日期疫情严重，响应政府号召因此取消了宴席。我向酒店提出退还押金，酒店一直以公司规定为由拒绝退款只允许宴席举办。我向酒店说明是因不可抗力取消，政府也发文加强疫情防控餐饮单位不承接艳宴席活动，我也是响应政府防疫要求，不是出于我的主观原因，酒店仍不予退还押金。,"[(0, 0.9742638)]",0
经多方了解，平顶山市**中学高三学生于8.2日早上7点30分前进班补课，严重违反教育部规定，根据《平顶山市新冠肺炎疫情防控教育体育系统工作专班办公室关于全市各类学校暑假工作安排的通知》文件精神，市教体局要求全市各中小学校严格按照规定的时间放假、开学，未经教育行政部门同意，任何学校不准提前或延后放假时间。该学校已在7月中下旬违规一次，并做整改。,"[(3, 0.974921)]",3
目前新冠肺炎形势严峻，多地都在招募青年志愿者参与疫情防控，咱们萧县是不是也能号召假期在家的萧县籍大学生去当志愿者呢 ？这一方面可以缓解县里人手紧张的问题，另一方面也能给大学生一个参与社会公益的机会。如果咱们萧县鼓励大学生当志愿者，并且给大学生记录志愿时长，是真正实现了双赢，对目前的局来说不失为最优解。恳求领导考虑,"[(3, 0.9724444)]",3
位于越秀区广州大道中富力东山新天地F1栋的“****羊肉串”店铺，自今年3.4月份开业以来，几乎每天晚上8点开始至凌晨都散发很大油烟味，对附近居民的呼吸系统影响极大，现在晚上在家就会感觉喉咙不适，咽干咽疼，长期下去担心会出现肺炎等其他更严重肺部疾病。之前投诉过，有所改善，但没多久又恢复原状。望相关领导尽快跟进和敦促整改，还我们一个健康的家园，万分感谢！,"[(0, 0.9746191)]",0
"关于稳定住房消费的建议
尊敬的市长：
您好，为切实满足广大职工刚性和改善性购房需求，积极应对新冠肺炎疫情影响，建议借鉴其它城市经验做法，采取以下措施稳定住房消费，促进我市房地产业良性循环和健康发展。
措施一：允许提取公积金支付首付款，进一步减轻支付首付款资金压力，方便职工购买新建商品住房。
措施二：对个人购买新建商品住房的，给予全额契税补贴。
以上意见供领导决策参考，祝您身体健康，工作顺利！","[(0, 0.974639)]",0
郑州市金水区花园路国贸新领地小区内核酸检测小屋未按规定时间上下班，据郑州市新冠肺炎疫情防控指挥部发布114号通告，自6月3日起，各便民采样屋每日工作时间暂定为：6:30—10:00、13:00—15:00、17:00—20:30。这附近核酸小屋每天5:30就下班了，居民下班时间都是6点，过来之后，附近核酸小屋全都没有上班，只能自费去旁边的医院核酸检测，严重影响居民出行。,"[(2, 0.9744287)]",2
"1、玉林市区2022年3月19日发布通知:
因疫情严峻为减少人流动，暂时关停KTV、酒吧、网吧、健身房、洗浴中心、棋牌室、麻将馆、桌游室等室内密闭休闲娱乐场所。关停至今已经25天了，没有恢复营业，什么工作才能恢复营业？
2、玉林市区3月份以来不是中高风险地区，又没有新冠肺炎疫情病例，也没有接触者，长时间停业给经营者、就业者带来极大的经济压力，建议加强外防出入管控措施，适当给市民复工复业。","[(3, 0.9743347)]",3
当前新冠肺炎疫情愈加严重，各地本应积极响应国家疫情防控政策，不聚集、不扎堆、少出门。驻马店市截止投诉前本轮疫情已出现六例无症状感染者，而该市第四中学却不顾当下社会背景，该校九年级学生周六仍全天上课。个别班级已出现学生感冒情况，这已严重危害学生的健康安全。周末本就应让学生在家休息，疫情期间更应如此，恳请有关部门予以介入，还学生一个安全、快乐的双休日！,"[(0, 0.9744736)]",0
目前，我省新冠防疫进入了攻坚阶段，曙光就在眼前。4目2日，省医保局，省卫健委联合下发了新冠肺炎核酸检测降费的通知，通知中要求，辽宁省公立医院同时提供单人检测和多人混检两项股务，费用标准分别为单人次28元和8元，时间从4⺝3日起执行。沈阳，大连，盘锦，铁岭等各市均按省通知要求落实，但鞍山市各公立医院至今仍末提供混检单人次8元这项服务，督导落实亦必要。,"[(0, 0.9749099)]",0
"尊敬的领导您好，在2020年三月份两部委曾发过这个通知。中央组织部办公厅、人力资源社会保障部办公厅印发《关于应对新冠肺炎疫情影响做好事业单位公开招聘高校毕业生工作的通知》,《通知》要求今明两年事业单位空缺岗位主要用于专项招聘高校毕业生。如今两年政策时间也到了，2022年政策到期后是否将不再执行，2022年西藏事业单位招聘往届生和应届生是否有同等机会。","[(2, 0.9751328)]",2
你好，我是明发欧洲城的住户，我家的暖气今年供暖以后一直不热，多次找热力公司也没有结果，卧室温度晚上只有12度，导致我正在坐月子的媳妇已经先后三次感冒，小孩也因肺炎住院，我本人也感冒咳嗽，多次投诉都无结果，热力公司的工作人员拿个温度计随便一测就说温度够着呢！温度计的温度还都正在下降呢就用手按了，看着一家人都生病实在是没有办法了，还望政府能给做主！,"[(2, 0.9743771)]",2
"事由：2022年2月6号下午5点40分左右，到**医院南院区（丹阳路）自费做新冠肺炎病毒核酸检测，南院区有空闲车位的情况下，门卫管理人员以管理规定为由，不许进入，让把车停到丹阳路上，致电该院区院长，院长答复，确有规定，不许做核酸检测车辆进入。而后到广成路人民医院，顺利开车进入医院，并做核酸检测。
1，**医院不同院区，两种管理制度，给做核酸检测人民带来很大困扰和困难。
2，请医院南院区公示管理文件","[(1, 0.9747462)]",1
我是河南省沈丘县莲池乡一名罕见病儿童妈妈。我孩子九个多月确诊罕见病脊髓性肌肉萎缩（SMA）该病属于致死性神经肌肉病，导致肌无力，如果不及时治疗严重致残危及生命，孩子现在两岁三个多月不会翻身和爬只能短时间坐，2019年10月治疗SMA疾病的特效药勃健公司名叫 “诺西那生纳注射液”每针699700元上市，需终身用药长期康复治疗。之前我们对于如此高昂的治疗费，想都不敢想。在国家医保政策下，这个药在2021年12月3号纳入了医保，感谢国家政策，让我们这群患有“孤儿病”的患者有药治且治的起。但是这个病需要配合后续长期在医院康复，需要很多钱，由于孩子严重退化而且患病易肺炎，几次肺炎住院康复已经花很多钱，还欠有帐，如果能办低保，看病会报销很多，能减轻很大经济负担。我们家现在需要一人在医院照顾小孩，一个人在家照顾读幼儿园的女儿和七十多岁爷爷。作为妈妈我实属无奈眼看孩子一天天长大身体却在退化，不能像同龄孩子一样玩耍，现在孩子爸在打工收入仅能维持一家人生活，我真的希望孩子能够得到政府的帮助。,"[(1, 0.97483927)]",1
1、兴南大道368号附近的路已经修了近10年，长年的修路导致空气质量极其差，万科欧泊小区的孩子们批量出现呼吸导感染症状，有的常年咳嗽导致肺炎，有的患有鼻炎，严重影响了孩子们的身心健康，让整个家庭活在巨大的恐慌中。请领导重视这个问题，给出道路疏通时间表，对我们的下一代负责！万分感激！！2、万科小区西门出口围蔽起来将近两个月了，每天回家都是看得到家，坐在车上看家，堵到不想说话,"[(1, 0.97470605)]",1
"商水县益丰熙园楼盘住宅：
1  、2020/2021/2022年 由于受新冠肺炎疫情这一不可抗力因素的严重影响，时间是多少天；2、周口市大气污染治理工作强制停工多次，是多少天；3、由于南北路未打通，下水管道不通。原因在哪里，影响多少天；
4、连续暴雨造成停工时间较长，是多少天；
其中6号楼原合同2022/5/31交房，按他们通知2023/6/30交房，延期了13个月，在这里我就想问问延期是否合理，确定什么时候能够交房，希望领导重视！","[(2, 0.9744769)]",2
"2020年招录的基层服务项目计划人员即将服务期满，关于2020年4月20日，自治区党委组织部、人社厅转发《中共中央组织部办公厅 人力资源社会保障部办公厅关于应对新冠肺炎疫情影响做好事业单位公开招聘高校毕业生工作的通知》的第五条说明，
请问乌兰察布市对此有什么相关政策？什么时候开始执行？对于同等条件考录的内蒙古社区民生志愿者是否享受同等待遇？","[(2, 0.9747459)]",2
"书记您好：
        我在天津市北辰区购买期房，交房前三天收到的却是开发商的延期交房告知函：“因受新型冠状病毒肺炎疫情影响以及政府环保部门大气治理、极端天气条件下的停工要求，我司需严格遵守国家相关政策和政府行政管控措施要求，由于上述不可抗力原因，交付时间相应顺延”，并且没有承诺具体延期时间。
        我想咨询一下：天津市或北辰区是否发布过疫情工地停工公告或者其他条件下相关停工公告及要求，如有，具体停工期限是多久。
        盼回复，谢谢！","[(1, 0.97460294)]",1
锦江区狮子山社区在未征求比华利国际城二期小区业主同意的情况下，擅自决定将新冠肺炎疫苗接种点设置在小区内部。此举将导致小区外部人员大量进入小区，对小区内部人员人身健康，人身安全、财产安全等合法权益造成极大威胁。在疫情始终没有平息的大环境下，小区内部人员将被动承担极大风险，是极不合理的行为！希望上级领导及时介入此事，及时处理，还老百姓一个平安的家园！,"[(2, 0.9750143)]",2
我于2021年7月17日入职于北京协x医院东院转化医学楼，任消防中控值机员一职，为北京坚x保安服务有限公司提供服务，一直工作至2022年5月22日，因北京新冠肺炎疫情集中隔离后，至今未通知上班，联系直属领导未明确说明，后来问我与北京坚x保安服务有限公司的合同问题，被告知没有签合同，也没有说明我什么时候上班，如果没有合同，请按规定赔偿，如果有合同，请出具并说明我现在的状态予以赔偿，谢谢各位领导！ ,"[(2, 0.9747958)]",2
本人十几年前在广东珠海上学，曾经用过手机号码13*********8，现在这个号码已经不是本人在使用，并且没有登记在本人身份证名下，但是不知道为什么这个号码与本人的身份证存在关联，这个手机号码一出现在新冠肺炎疫情中高风险地区，本人就会赋予黄码，给本人的生活工作及家人带来极大的不便，恳请书记协调有关部门取消我本人身份证跟这个手机号码之间的关联。,"[(1, 0.97092974)]",1
我是白云区的居民，近段时间以来，由于降雨较多，气温闷热，城区和乡村的洼地、沟渠积水较多，垃圾清理不及时等因素，促使蚊虫大量快速繁殖。加之4月以来，白云防疫工作繁重、节奏紧张，卫生部门、镇街村社、物业公司一时间难以较好地兼顾蚊虫灭杀工作。希望白云区政府相关部门高度重视，统筹组织属地镇街、村社尽快做好蚊虫灭杀工作，进一步确保公共卫生安全，防止登革热等流行病与新冠肺炎疫情叠加传播，给人民群众生命健康安全造成威胁。,"[(1, 0.9748359)]",1
我家孩子就读于昆明市五华区贝贝树幼儿园，于2022年5月23日出现身体不适（高烧，咳嗽，呕吐等症状），于当天送往云大医院就医，确诊为支气管肺炎，我联系泸西县医保中心希望开通异地就医，医保中心工作人员回复必须要有县级医院开具的转诊证明才能开通，但孩子的病情不符合转诊，没有转诊证明，合作医疗报销比例降低大半。疫情之下，我总不可能带着孩子从昆明折腾到泸西就医，希望各级领导尽快给我解决为谢,"[(0, 0.9746185)]",0
我儿子黄**于2021年8月28曰，去广西平果市工程职业学院读书，10月16日早上在校内意外受伤，左小腿两处骨折，之后经学校同意在家养伤，处于休学状态，几个月后，因结合伤情的恢复状态，家里商量认定儿子不再适合就读于该职业，于3月份申请退学，而学校以新冠肺炎疫情期间，不允许学生来校办理，等到4月份再去办理，学校又以申请时间已过为由一直拖延，万般无奈只能求助领导，希望能尽快帮忙退学，退学费。,"[(0, 0.97516465)]",0
"您好，
     《关于应对新冠肺炎疫情影响做好事业单位公开招聘高校毕业生工作的通知》人社厅发[2020]27号文件中第五条:对今明两年经省级人社部门统一组织招募参加 三支一扶""计划,服务期满且考核合格的人员,所在基层事业单位有岗位空缺的可以直接聘用,并不再约定试用期。看到这个通知我想了解一下关于2022年""三支一扶”服务期满，是否会落实此政策，现在是否有政策文件来进行落实。","[(1, 0.58204234), (2, 0.40097073)]",1
为统筹推进疫情防控和经济社会发展，根据《新冠肺炎疫情社区防控方案》，经省、市专家研判，市疫情防控领导小组同意，自2022年4月18日5:00起，我市对封控区、管控区和防范区进行动态调整，不属于“三区”之内的居民已经“解封”，但中小学生依然无法恢复线下教学。在此，我想咨询一下太原市教育局及太原市疫情防控办，何时才能恢复学生线下教学，让学生们恢复校园生活。,"[(0, 0.9749411)]",0
"领导你好！高新区世茂5号地块（高新区宝源路551号），璀璨天城项目于2018年底开售，一期项目于2021年底交付，二期高层项目原定2022年7月30日交付。现收到世茂《不可抗力告知函》,二期可能要延迟交付。文中关于不可抗力提到两点原因：（1）2020年1-3月份全国爆发新型冠状病毒肺炎疫情；（2）2022年初春青岛疫情再次反扑。开放商这两点原因完全是推卸责任，所提原因完全站不住脚。","[(1, 0.975129)]",1
"书记您好，
     《关于应对新冠肺炎疫情影响做好事业单位公开招聘高校毕业生工作的通知》人社厅发[2020]27号文件中第五条:对今明两年经省级人社部门统一组织招募参加 三支一扶""计划,服务期满且考核合格的人员,所在基层事业单位有岗位空缺的可以直接聘用,并不再约定试用期。看到这个通知我想了解一下关于2022年""三支一扶”服务期满，是否会落实此政策，现在是否有政策文件来进行落实。","[(1, 0.45621327), (2, 0.52672964)]",2
福田区金地名津小区，目前小区所有住户都要刷码才能进入小区，小区最近入住了美团买菜，美团配送员无视防疫规则，围起来的防疫挡板直接打开缺口，无需刷码进出自由出入，电动车车辆违规乱停，美团配送员行为，不单是小区内行车安全问题，最关键是无视政府现行疫情防疫规定，同时大量外来配送员出入小区不刷码进入小区！！！，造成极大新冠肺炎安全隐患，闸机刷码形同虚设，严重危害小区住户安全，造成极大的安全隐患！！！,"[(1, 0.97496045)]",1
根据2022年3月25日安康市人社局考试中心在其官网发布的，关于“2022年安康市事业单位公开招聘（募）工作人员笔试疫情防控公告”要求。鉴于目前国内疫情依然很严峻，考试的考生有来自全国各地，对考生和安康市疫情的防控带来很大的压力，2022年3月26日根据安康市新冠肺炎疫情联防联控工作指挥部办公室下发的“关于做好当前疫情防控工作的紧急通知”的文件要求，为保障人民群众安全建议推迟笔试考试，择机考试。,"[(3, 0.97442496)]",3
尊敬的领导们，您好！病人 女23岁，脸色苍白 全身乏力，咳嗽在大悟中医院，做了抽血，拍ct住院5天等各种检查后，查出风湿，严重贫血，甲减，免疫系统间质性肺炎，肺部感染情况非常严重，医生告知只能用激素药物维持生命，可能活一两个月或三五年，看身体能否接受的了激素药物带来的各种后遗症。要长期吃吡非尼酮抗肺部纤维化药，做骨髓穿刺检查是哪方面免疫出现问题，中医院没有这个药也做不了，要求转到武汉同济医院   ,"[(3, 0.97471356)]",3
我们企业原计划于2022年3月29日在乐东黎族自治县内承办一场70人的团建活动及党史学习教育实践活动，活动时间是3月29日当日，活动周期是一天。鉴于，国内本土疫情呈多点散发态势，为应对疫情、加强防控，海南省各级部门要求严格落实“外防输入、内防反弹”的总体防控策略。我们想咨询一下乐东黎族自治县新型冠状病毒感染肺炎疫情防控指挥部及相关部门，是否发布了关于暂停举办各类聚集性活动的通知，是否可以正常举办此类活动。,"[(2, 0.97492313)]",2
王**是来自千里之外的农民工，在广西华*新材料有限公司，详细地址（钦州港经济技术开发区钦南区勒沟东大街）务工。在工作期间，在宿舍感染了严重的急性肺炎，于2月26号中午进入重症监护室至今还没脱离生命危险。公司的人不闻不问，去找他们一而再，再而三的推脱，公司说送来给了三千块的急救费，但我们没看到。都几天了，现在人还没脱离生命危险，没办法了，现在只能请求有关单位和领导给我们主持公道 。,"[(0, 0.97532815)]",0
"新冠肺炎的暴发遂宁虽然受到的冲击较小，但仍不可掉以轻心，看到了遂宁医疗事业和医学教育的相对落后，遂宁市的医院实力也是可以的，但在资源和后备储备实力方面还是不足，而其他市州的医院如:西南医科大学附属医院，川北医学院附属医院，其背后靠着医学院，人才储备，发展前途均超过遂宁不少，想要更大的发展，设立医学类高校院迫在眉睫。
希望领导大力支持，医疗事业是长期事业，必要的投入不能减少，时不我待，希望遂宁能抓住机会逆流而上！","[(0, 0.9754235)]",0
尊敬的领导好：我妻子正在学习驾驶技术，按照规定驾驶员考试要在科目一通过后三年内完成其他科目考试，可在此期间新冠肺炎疫情频繁发生，领导出于服务群众的目的对武汉疫情防控期间导致驾驶考试延误的学员延期处理，可今年年初，我们的家乡长春因为疫情而按下暂停键，这三个月所有培训和考试全部暂停，培训再次被延误，现在考试和培训时间所剩无几，肯请领导效仿应对武汉疫情时的办法，针对因吉林疫情影响，对驾考人员再做延期处理,"[(0, 0.97410357)]",0
吉林市及旗县区事业编考试能否采取线上笔试面试的形式。减轻新冠肺炎疫情发生可能性。减轻考生经济压力。同时既然吉林市事业编招聘面向全国的。那么线上考试可以为那些无法现场考试的考生提供了机会。能更好增加吉林市选才用人的目的。因为面向全国招聘。如果采取现场笔试面试。有的考生会考虑住宿。交通费用方面问题。这样无法彻底实现面向全国选拔人才的作用。线上笔试面试考试可以参考内蒙古包头市。满洲里市今年采取的事业编线上考试。也可以参考新疆事业编线上考试形式。,"[(0, 0.9743469)]",0
铜陵市教体局在网友提出疫情防控一个月（3.14～4.14）延迟暑假建议回复中，谈到幼儿园退费问题，根据《铜陵市教体局关于规范新冠肺炎疫情防控期间中小学（幼儿园）收费管理通知》要求，全市各类幼儿园在疫情防控停园期间不得收取保教费、住宿费等。已收取的要按照幼儿实际入园时间在学期末完成结算和退费。具体金额根据保教费日均收费标准，按照延迟开学天数计算。从2月17日开学至6月24日放假，1700元保教费仅考勤68天，缺勤27天。,"[(3, 0.9749755)]",3
