user-name,comment-date,content,评价
uVV387047538,2021年10月6日,店里音乐?恰到好处，非常适合晚上下班之后和朋友来这小聚，能缓解一天的疲劳这个太棒了，完全是我的心头好呀，给大家疯狂安利点了好多吃的，味道真的没得说，尤其配上店里的饮料，绝了呀特别感谢工作员，昨天非常耐心地给予专业的指导... ,1
蕾蕾彤,2022年1月20日,值得一游,1
hLi306206932,2022年1月16日,挺好的和家人朋友一起去体验的感觉挺好,1
fvt300484609,2022年1月18日,不错,1
CeI124871036,2022年1月11日,票价高，服务少，环境跟以前一样没变化,0
zYC129518654,2022年1月9日,还好吧  感觉冰灯有点少  没怎么看呢  就没了,1
匿名用户,2022年1月12日,非常好，值得推荐去一趟，空气好,1
匿名用户,2022年1月9日,风景特别特别好，强烈推荐大家去,1
匿名用户,2021年10月3日,风景一般！而且以前不知道这个景区管理如此混乱，到处是坑。首先停车场不论多长时间，注意是不论多长时间，小车停1分钟也是20元。其次只要你进停车场必然有一个大姐会跟着你，推销吃饭免费停车，而且还可以买打折门票。结果老公耳根子...,0
匿名用户,2021年12月31日,好地方，值得去玩，强烈推荐啊。,1
匿名用户,2021年12月31日,好地方，值得去玩，强烈推荐。,1
mAh995270210,2021年12月28日,挺好挺好的，,1
PJC207727308,2021年12月20日,还可以吧，灯比较漂亮，但是冰灯的种类不是很多,1
JDf227611312,2021年9月21日,很好的游玩地，家人们玩得很开心，山间小船的意境特别美。重要的事情说三遍：一定一定一定一定要坐船，一定要坐船，一定要坐船。还有那个龙里面的电梯设计得很好，孩子们很喜欢。真是不错的地方，去年国庆去的，有时间今年还想打卡一次。,1
匿名用户,2021年10月20日,想来蹦极，问了好几个工作人员，蹦极在哪，有个还好说好像不开放了，让我再问问，最后知道蹦极得坐船去，100块钱的门票，看票的那个人我问他了蹦极在哪，他说了。最后我坐船去了，到地方再问，告知蹦极不开放了，我真服了，就为了10... ,0
郭晶jjm,2021年10月3日,古村民宿离景区很近，小院很温馨，老板娘很热情，饭菜做的可口，想来游玩的朋友们这家店是个不错的选择哦?,1
王霞2649,2021年12月14日,设施齐全，服务周到，环境优美,1
北海丶已北,2021年9月24日,爬山爬一半不敢爬了  下雨  路太滑   船儿感觉还好  要说玩儿的也没啥玩儿的  就是看看景儿  在加上现在去有点凉了,1
无心打酱油000,2021年12月11日,很不错的景区，感觉挺好的，非常值得体验,1
doudou13333,2021年9月12日,周日吃过午饭突发奇想，一家人去了延庆龙庆峡景区游玩。一路听着潺潺流水，呼吸着新鲜的空气，小跑来到景区。走过瀑布，发现有电梯可以乘坐，电梯尽头是乘坐游船的码头。在船上，观看四周山水，景色宜人，江面凉爽，不愧是人们常说的小漓江啊！,1
傅雪小车,2021年10月3日,很好玩，就是有点凉了，完美的没有下雨，孩子很开心，不用爬山太多的好去处，如果夏天来肯定很凉快的，北京的秋天太美啦,1
小贺兄弟,2021年12月2日,还好吧还可以挺冷的天气还行，就太冷了,1
WEED512,2021年12月4日,奔驰全新紧凑型轿车改装项目清单曝光,1
dlc858344587,2021年12月5日,非常好，很美的地方，我很喜欢。,1
pKF779953744,2021年11月29日,没得说，就是喜欢去，风景好，喜欢有山有水的地方,1
匿名用户,2021年11月12日,跟男朋友去的，后来分手了，船太难划了,0
pKF779953744,2021年11月29日,，好几次了，就喜欢去那玩，划划船，风景也不错,1
上官啊杨,2021年11月27日,体验一般，去的时候冰都化了全是水，没怎么看就走了,0
小树袋熊5255,2021年11月27日,感觉设施较老，风景不错，价格偏高。,0
axuea5,2021年10月2日,滑道太短，也就游船一个项目，景区半天可完成游玩,0
Hjv608800926,2021年11月24日,还行吧，没有想象题目的好看吧，没有宣传的好,0
尤晓南,2021年8月17日,停车场费用二十块钱不限时小车，大车40，今去摆渡车单程票一人十块钱，先乘坐大龙电梯再乘船，成人门票+船票140，小孩半价门票20+100船票，坐完船回来坐缆车一人往返50大小同价，然后就是滑道，下山的时候没开所以没玩，基...,1
Hjv608800926,2021年11月24日,一般吧，没有想象中的那么好看吧,0
uzM303312823,2021年11月9日,和想象的有出入 一般般 晚上七八点钟到的 九点多就出来了 没什么可逛的 冰雕也很少,0
fyR222667651,2021年11月1日,夏天去很棒，我去的时候，有点冷，有点干，整体主要觉得坐船挺好的，其他的也没有爬上去，就是晒了会儿太阳,1
Cypress李,2021年10月4日,主要是坐船挺不错的。其他没什么。,1
红尘老赵,2021年9月22日,很棒！,1
ruanqing121,2021年11月4日,北京少见的喀斯特地貌，水清景色优美，抽空还想再去转转,1
郭晶jjm,2021年10月2日,干净卫生，吃住都很好?,1
RQJ937599649,2021年10月23日,我们去的时候天还没有黑所有没有看到太多夜景，不过里面的景色做的也不错，就是太冷了需要多穿衣服,1
涛大大哥,2021年10月22日,挺值得一去的，去了绝不后悔，门票也不贵，似乎到了桂林的感觉。,1
蓝兒650,2021年7月28日,就刚进门那块  快到龙嘴那  很凉快  就开始做扶梯了  扶梯下来就可以坐船  来回一趟  还是比较值的  重点 在这  圈起来  下船以后  孩子想做缆车  于是  我就到售票处去购买  这姐们一直让我用现金  我说没...,1
lgh346223670,2021年10月13日,去过几次，现在有些败落了，人特别少，商业街基本没有商户了。景色还可以,0
VYq397351059,2021年10月5日,白天去的，没看到夜景，不过有一个“地下宫殿”，里面全是冰雕，配上灯光，看上去也不错，没去过的可以去看看，值得去一次，但也就值得去一次,1
匿名用户,2021年10月11日,天冷了景区人不多，去的早，走路不多，适合带娃，舒服散散心,1
LIMANNING891017,2021年8月22日,有灯光的照射会更美，就是需要多穿点衣服，太冷了会……,1
GOs980775958,2021年8月19日,没看天气预报来的，其他的没玩就游船走了一圈，雨天别有一番感觉,1
bkz187317785,2021年9月29日,就在延庆家边，从小去到大的景点，很不错上青水秀，适合情侣和家人，多个朋友野营,1
rDo368269959,2021年10月11日,设施一般，特别是游乐设施少，价格较贵。,0
rDo368269959,2021年10月11日,设施一般，价格较贵，餐饮一般。,0
Csw651460640,2021年7月11日,"【环境】晚上去的，看冰灯赏风景，冰灯雕刻的很细致，太好看了，沿路都是形状各异的彩灯，路上走走停停也不觉得很累，拍了很多照片不错哦
【交通】，风景区里有代步的小车，山下有民宿可以住很方便
【项目】冰灯很好看，各种各样的形状都有",1
ybbldn,2021年10月4日,北京的小江南，夏天去是避暑的好地方,1
匿名用户,2021年10月5日,还不错，冰灯很漂亮，造型美观，栩栩如生,1
axuea5,2021年10月2日,游船体验峡谷风光，也就是游船了,1
欣也360,2021年7月22日,大冬天来的，很冷，好喜欢这个地方啊，虽然离市区还比较远，但是风景真是很好啊，建议11月来，满山都是红叶，这里能爬山，门票挺贵，冬天有冰灯，很冷。反正来了就很喜欢这里过年有马戏，孩子爱看，就是各种冷，延庆太冷。,1
misscollarbone,2021年5月25日,"神仙院  游船  金刚寺  电梯 
【环境】入夏了，来避暑，舒爽悠闲，景色宜人
【交通】从东直门附近出发，倒车三趟公交135路??919快??Y43，还算方便
【项目】先爬到了一线天，下来坐船，体验了游船100往返，游船...",1
hunterwqy,2021年9月3日,总体不错，来看看，湖面不算大，但也清净,1
飘飘侠儿,2021年10月3日,景色不错哦，帝都小桂林,1
bkz187317785,2021年9月29日,带着弟弟和弟妹一起去的，带着纸牌和吃的，可以呆一天,1
清酒凉茶喝,2021年10月1日,多买一张票还不给退，一点人情味都没有,0
bkz187317785,2021年9月29日,总是去，虽然都转过，都玩过，但是很适合多人野营,1
飘飘侠儿,2021年10月3日,景色不错,1
匿名用户,2021年9月18日,挺好的，冰灯造型很多。就是观灯的人太多了，想照一张没人的照片有点点费劲。,1
匿名用户,2021年9月22日,来了以后什么都不开放，什么都玩不了，白白浪费一上午,0
匿名用户,2021年7月11日,整体来说还是可以的 因为我去的比较早所以人还没有多就很好 游船一定要做大的！！不要做小游船 视野没有那个好不说，有的开船人说话挺横的 不太好 里边的项目都单收费倒也不是很贵 也能接受,1
ztzzu,2021年8月9日,到时十二点多，先被周边村民热心的说他家开的农家乐，不热拒绝热心，结果被坑，不好吃还贵。进门之后，除了坐船坐索道没有别的选择，来了一趟，没有看见山上的风景，悻悻而归，在边上的小河沟里玩了半天。,0
匿名用户,2021年9月18日,人有点多，冰灯看着还行。,1
osm779909611,2021年9月7日,景区里面还不错，就有一些服务人员态度不好，让人很不舒服。但是大部分服务人员还是不错的。,1
飞如幻,2021年8月1日,适合出去旅行，人还是比较少的,1
Iwt703041330,2021年7月9日,没事了可以来转转。一日游的话还是不错的，别爬梦幻亭,1
Bjs483193246,2021年9月11日,旅游圣地，游山玩水！值得一去！！！！！,1
QOx915396805,2021年9月5日,没啥景，宣传册上好看外真的地方太差了,0
QDi999655249,2021年8月18日,客服电话态度恶劣，话没问完直接把我电话挂了。在景区门口被问题拦住，本来很着急，需要协助。这个客服女的简直火上浇油,0
老男孩阿伟,2021年8月29日,下着小雨，雾气弥漫，宛如人间仙境！,1
洋阳688,2021年8月26日,还行吧，孩子喜欢，就是得早点来来晚了玩啥啥排队！！,1
jie莫惊水,2021年7月26日,爬山太热了，水上坐船感觉不错，风景很美！,1
WaG685880674,2021年8月28日,不错 风景很美,1
洋阳688,2021年8月26日,滑道还行，冰灯样式稍微少了点？,1
ztzzu,2021年8月9日,不建议去，超级差，八十年代景区的感觉，处处是坑，感觉被迫花钱游玩，很不舒服，设施和管理都很落后,0
匿名用户,2021年8月22日,山青水秀，景色特别好，合适带孩子放松的好地方,1
平凡合一,2021年8月21日,停车场太远了，带孩子走好远才到冰灯的地方,0
AOG144714256,2021年8月17日,带着老人和孩子去的总体还可以吧就是单收费项目太多不花钱就不能玩,1
HFW374029042,2021年8月23日,风景很好，北方桂林山水。环境清幽,1
藏猫猫70,2021年8月19日,很向往的一个地方，适合老人游玩，不用走很多路,1
匿名用户,2021年8月17日,玩了四个小时吧，挺好的凉快凉快凉快,1
AOG144714256,2021年8月17日,还不错就是花钱的太多风景很美里面不太大,1
光着小脚丫669,2021年8月21日,很方便,1
vHo97525522,2021年8月11日,没啥意思。！？！？100块门票感觉不太值，里面项目还单花钱,0
iSm282420707,2021年6月28日,强烈推荐给大家，绝对的不虚此行！！！！,1
ljh19860326,2021年8月12日,第一次看夜景冰灯，挺好！,1
ljh19860326,2021年8月12日,挺好,1
美天团mtmt,2021年5月15日,5月份放假迎来的第一次说走就走的旅行，爬山还是坐电梯上去的，给简短的行程来了一次惊喜，快船凉风湖水美景让人心旷神怡，让上午疲惫的旅行迎来一次放松，因为时间紧没有参加上漂流，但还是很佩服景区安排的合理行程，占?。,1
fcK992990344,2021年8月5日,挺好的，可惜疫情了，以后有机会带孩子去,1
匿名用户,2021年7月20日,设施？没有啥服务的设施。服务一般般，也不需要啥服务，都是自己瞎玩。去的时候冷的要死，哪天风特大，带10岁以下娃的最好不要去。,0
大东北熊爷,2021年7月31日,来过多次龙庆峡. 非常不错的环境. 你值得一来！,1
GWj783132294,2021年7月24日,第二次去！感觉没啥意思！没第一次去的时候做的好！可能暖冬的问题吧！都是水,0
zhh000308,2021年7月29日,其实不是很好，没有太多能看的。,0
zhh000308,2021年7月29日,一般般吧！其实没有太多能看的。,0
匿名用户,2021年7月23日,全程旅游。但是没有导游 工作人员也很少 指挥不到位,0
ALs498980057,2021年7月24日,白天去的，所有美景跟晚上比差太多，如果有去的还是晚上去,0
匿名用户,2021年7月27日,一年不如一年，再也不会光顾啦，对不起这票价,0
tian玉莲,2021年5月22日,风景如画，美丽的世界，山水之间美不胜收，是夏天必须要去的乘凉地方了，带家人和朋友一起来玩非常棒,1
刘紫钰1216,2021年7月24日,一般了没有以前好看，太一般了太一般了,0
zorro1666,2021年7月21日,"环境不好，还没啥看的，开车2小时，
游园10分钟",0
ldS740142381,2021年7月24日,如果你累了，学着去休息，而不是放弃,1
BFq954603357,2021年7月20日,挺好玩的，大家都来玩吧，景色宜人值得玩耍,1
OaP881027975,2021年7月23日,非常满意，非常好，强烈推荐去,1
BFq954603357,2021年7月20日,挺好玩的，里面景色不错，想来的来玩吧,1
Candy666zzz,2021年6月22日,下午去的，有点晚，景色没的说，说说服务吧，上山到一半不让玩了，很坑，挺好的地方，就是如果太晚了你就不要让我们进去了，进去了，这个不让玩，那个不让玩，说是下班了，只能让我们去划船，划船每个人100,0
hongleiy,2021年6月13日,环境优美，设施齐全，坐船费用太高。,1
波.Bo,2021年7月14日,几年前去过一次，感觉现在再去没有当年那种感觉了。,0
VEM907985278,2021年7月14日,服务周到，设施完好，只是天气不好，刮了大风,1
波.Bo,2021年7月14日,感觉不一样了，景区也没有以前那么火了。,0
匿名用户,2021年5月3日,五月二号全家驱车前往，早晨7点南四环出发，1小时40分准时到达，一路畅通，到了公园，摆渡车，电梯，游船，滑道，真正走路有限，适合带孩子的家庭,1
skoda618163,2021年7月13日,风景好，有山有水！,1
tZm728656499,2021年7月2日,"非常满意，带着孩子去的，消费也不高，平均一人500全算，喜欢
【环境】很棒",1
Bam547014830,2021年7月8日,坐船游龙庆峡确实感觉不错,1
匿名用户,2021年6月26日,游船风景特别好，环境优美，空气清新，上下船港口方便，有电子解说，,1
穷光蛋大大葱,2021年5月3日,漂亮的不行,1
凉荼,2021年2月20日,还行吧 没来过 春节期间人超多 来得早天还没黑 延庆这边比北京城区温度低很多 有点冻脸 因为之前在外面庙会溜达一天了 从头到脚都是凉的 感觉照片挺好的 五彩斑斓 但是现场似乎没那么惊艳 音乐一响 山上出现投影 瞬间室外的...,1
嫑銱兒鎯當,2021年7月1日,还可以吧    适合带孩子去玩     早上早点去不热,1
匿名用户,2021年5月28日,门票不值这个价钱，门票就是爬山的钱，而且山上什么都关着了，坐船100一人，真贵，进个小庙还地十块钱，百花洞没开门，蹦极也没有，溜索飞降也没有。冰灯，也没有。40门票来说不值得。不会再来了。,0
lNm693443832,2021年7月4日,特别好玩,1
BB985960097,2021年5月10日,五一期间去的，人不多，很适合带孩子一起去，喜欢有山有水的地方,1
gkn280983526,2021年5月7日,第一次是五年前了 今天又来了还不错哦 想去的亲们 可以去了,1
小迷妹儿丫,2021年5月7日,"延庆人 延庆魂 延庆都是人上人
滑道非常好玩 推荐",1
DcL183334856,2021年6月26日,总的来说非常不错，完全可以给予好评,1
王城秀冠,2021年6月26日,挺好的,1
usc698325421,2021年6月16日,"ba

爬山到不累，就是水库太小，门票、划船价格太贵，这个景点不值这个价",0
MD_3387470,2021年5月4日,有机会一定要去一次龙庆峡 不会后悔的,1
IronFist...,2021年6月7日,体验一般般，风景也还行，比较偏，如果离得很远，不推荐过来玩，可能没你们想象中那么好,0
UUh140212244,2021年5月30日,停车场一律20，但离景区还远，被当地村民再花五十到上景区停车场或者去村民餐厅吃饭，大首都旅游换成这样，我也服了,0
yao803814691,2021年6月8日,太差劲了，船单次乘坐，也没人告知，真没见过这么差的景区，服务态度也很差，真恶心人,0
byU856515206,2021年6月1日,没意思，就坐个船，没啥好玩的。,0
zhaoying806,2021年6月10日,每年都来这里，看冰灯。也不算远，开车一个半小时,1
zhaoying806,2021年6月10日,每年都来，冬天看冰灯，夏天坐船。百花洞也非常喜欢，,1
byU856515206,2021年5月27日,就坐个船没啥好玩的，挺冷，建议去带个外套,1
稚笙.896,2021年5月6日,"【环境】好
【交通】方便
【项目】好玩",1
美女热带鱼,2021年6月6日,黑心商家 所有游玩路线都是套路 没有选择的余地 只能原路返回,0
Dnt362699426,2021年5月29日,真坑，门口那个摆渡车千万别做，本来也就一公里路，景区真好意思还收十块钱的车费,0
你袜子可真白,2021年6月6日,去过很多次龙庆峡了 算是比较好玩的景区,1
余煊大小姐,2021年6月8日,环境很舒服，没有隐形消费,1
zzy886011,2021年2月26日,早就想来看冰灯。以为由于疫情不办了。结果还真有。我们是在永宁古城住的。开车到龙庆峡半个小时，冰灯很壮观，但是由于天气原因冰有点化了。不过还是很飘亮。进入龙庆峡一路都有花灯，很漂亮,1
GnB671562703,2021年3月31日,去的是晚场天气有点冷，主要是为了看冰灯去的，大家玩的很开心，冰雕很精致，最后的冰曝区有点出乎意料！,1
哈喽呀青春,2021年2月23日,路程很远，风景一般，冰灯很少，满地是水！努力拍了几张能看的冰灯！晚上灯亮了还算好看！走进去好远好远！和想象的太不一样啦！！我以为是在室外广场，结果是在室内，哈哈哈！！不过2022冬奥会的数字还挺让人看着高兴的！！去的路上...,0
Jeep宝,2021年5月30日,冰灯还是值得一看的，就是进入景区的时候有点堵车，好在停车场也足够大。,1
匿名用户,2021年2月21日,"园区应该还是很大的，但是因为是下午才去的，主要就是去看了看冰灯，没再深入到更远的园区里去游玩。
从停车场走到园区的路上有挺长的一条道路，路边上也有很多灯，因为是白天去的所以没亮，估计晚上看会更好看。
冰灯还挺好看的，造型...",1
sTL935911086,2021年4月28日,太一般了。非常小，冰灯也一直在化,0
匿名用户,2021年6月7日,觉得没有以前好了，秩序一般，人多,0
lby545,2021年4月17日,人超多 景色还不错 超级冷?_?一定多穿衣服,1
爱国足容易嘛,2021年6月3日,【环境】还不错 就是快化了 总体来说还是比较不错的,1
dJt536998354,2021年2月15日,非常棒！尤其晚上灯光效果特别震撼！就是有点远，但是很值得一去的，原来一直没想过龙庆峡能有这么壮观，此次一去确实名不虚传，适合带着老人孩子一起去玩儿，驾车两个小时专门长途跋涉，但是效果值回票价！,1
superbxs,2021年4月8日,景色很美，很壮观，不虚此行，建议平日来，节假日人很多，观赏体验要差一些。,1
namibaobei,2021年3月6日,2月底的最后两天去的，冰都已经有些化了，对于一个北方人来说，看的冰和雪比较多，看到这些没啥感觉，冰雕粗糙了些，哈哈！主要是带娃溜达溜达，因为孩子没怎么看过雪，所以带孩子连游玩儿带吃喝，孩子倒是挺开心的！,1
Yhs870491271,2021年2月16日,园子挺大，真正的冰灯范围并不大，但是从来没看过的，还是值得一的。去的时候一定要看路况，如果住的近，就一定不要开车了，门口的路巨堵，即使到了门口，没有半个小时都挪不进去！还重要的事情说三遍，很冷很冷很冷！多穿衣服，做好保暖...,1
花漫雪329,2021年2月15日,第二次来这里，一如既往的好看，热闹。这里才有过年的气氛。今年新添了灯光秀，也是很赞。就是进停车场的入口特别堵，要么特别早的来，要不就是晚上八点多的来，总之景区里面的人很多，过年就图一热闹吧。还有很冷，多多穿衣服。,1
叶_宋,2021年2月21日,"趁着春节的最后一天跟家人一起去了趟龙庆峡看冰灯。没想到最后一天人也不少，想找个没人的地方和冰灯合几张影是真的难_(:з」∠)_
总体感觉还行吧，冰灯还算多，也还挺好看的。
下午四五点左右离开时，发现来看冰灯的人更多了，估... ",1
yir917,2021年3月24日,空气清新，交通方便。,1
houyu9951,2021年4月29日,龙庆峡前后去过三次，每一次都印象很深，总体还不错，记得上次去金刚寺途中遇到一个算卦的道士，纯属骗钱蒙事儿的，希望景区加强管理。,1
匿名用户,2021年2月15日,灯光秀很漂亮，有奥运的题材，冰灯比彩灯好看，尤其是到底的冰瀑，太震撼了，尤其还赶上大雪，真是有点意外，直到出来才慢慢变小，不满意的地方是停车，被工作人员引导到备用停车场虽然不收费，但是出来时乱了套，几路车流一起出来，太难...,1
tnq165601513,2021年2月18日,设施太老套，交通太**，我四点距离2公里，堵车堵到7点半也没进去，把车停的路边，走了有一公里到停车场，然后上去还要走，摆渡车10块，大冬天的也没个玻璃，冻的够呛，进去一看，太失望了，啥也没有，冰灯也太少了，堵车3个多小时...,0
就是我小美女123,2021年2月20日,"差不多1小时可以逛完，有山体灯光秀，伴随着音乐还挺震撼的。
整个场地，灯光布置的不错，拍照会很好看。
冰灯不是太多，肯定比不上东北的，但在北京应该是唯一有冰灯的地方了，此外还充满了冬奥会的氛围。
去的那天，恰好下雪，和老... ",1
清晨暖阳_贾先生,2021年2月9日,第一次来龙庆峡看冰灯，期望值有点高，没有想象的那么好，反而花灯装饰非常漂亮，冰灯区最后的冰瀑最为壮观，拍照打卡地，需要好的摄影技术，总体感觉还不错，孩子们很喜欢，值得一去,1
houyu9951,2021年4月29日,上山时长龙电梯很方便，下山回来需要走一段很长的山洞，路面湿滑不太安全，游船是必坐的项目，上下船时需要看好孩子注意排队不要拥挤。,1
燕燕奎奎,2021年5月18日,还不错，感觉人多了不少。景色没有原来漂亮。,1
一直这样吧508,2021年5月22日,冰灯挺好 就是当时去的时候太冷了,1
一直这样吧508,2021年5月22日,去的时候太冷了 没用逛很久就逛完了,1
wuY272415382,2021年5月22日,还行吧，还行吧，就是有点冷多穿点,1
xiaobanlitoto,2021年5月10日,去过两次，说实话真没什么看的，冰雕区很小，而且除了这个也没别的看，如果没去过，去看一次就够了。,0
柚子小哩,2021年3月14日,美轮美奂，灯光和冰雕的完美结合，值得看，就是景区的饭太贵还不好吃，晚上看好看，记得穿多点。停车费20一次，出来有小吃车,1
houyu9951,2021年4月29日,龙庆峡是个夏天去了会流连忘返的避暑胜地，坐船游览两岸绿树青山心旷神怡，就是索道需要单独买票。,1
匿名用户,2021年2月21日,"春节最后一天去的，人还是挺多的。有一个挺大的停车场，停车20/次，不限时间。
主要就是去看了看冰灯，感觉还行，就是人太多了，想好好照个单人照得等“天时地利人和”???
下午天没黑离开的，离开时发现来观灯的人更多，大...",1
爱花钱的美男子,2021年2月18日,灯光很美，晚上好看，景区入口堵车，建议提前到地点等候，我们赶点去的，车太多，最后找了个路边空地停车走进去的。天冷，戴好厚衣服,1
passby8,2021年2月23日,傍晚以后天黑以后参观最佳，当时人还不多。参观完冰灯后到外面也是火树银花的景色，灯光效果也很不错，包括看图中山上的树上的灯，“更吹落，星如雨”，虽然在城里也常看见，一绺一绺的下落，但看远山上，别有一番风味，至今还在眼帘。,1
ypp864,2021年5月16日,孩子喜欢,1
fcK992990344,2021年5月11日,非常不错，带孩子一起玩的冰雪,1
匿名用户,2021年2月19日,想着等节假日过后去看冰灯应该人相对少一些 结果依然是人挤人  所以也就走马观花的大概看看就出来了 检票口排队就排了好长时间,0
OpJ432118595,2021年2月21日,第二次来龙庆峡看冰灯，夜景很好看，美轮美奂，在网上购票后进门刷身份证，很方便。,1
uPg959556583,2021年5月11日,还不错，水很好,1
nKm675699914,2021年5月2日,厕所紧缺，到处都排队，这么大的景区，后勤保障有待提高,0
匿名用户,2021年5月5日,夏天就是坐坐船，也没啥可玩的！,0
匿名用户,2021年2月17日,开车将近三个小时到了景区停车场，走了二十多分钟到景区入口，先去看了一下冰灯展，然后还想去看看别的，结果发现都不开放，没其他地方可以去，冰灯展还凑合吧，但是一百块就看个冰灯展，很不值，也就二十多分钟就看完了，完全不推荐，现..,0
LiptonR,2021年2月18日,初七下午过来，到处堵车，走了好久才走进去，特别的冷，由于疫情很多景点都没有开，没什么意思，滑道排队两个小时！船也坐不了，腾龙电梯没开，百花洞进不去，我也是无语了！逛了一会出来了，又堵车一个小时，无语！！！,0
匿名用户,2021年2月17日,非常值得一去，下午四点以后去，不仅可以看冰雕还可以看冰灯展，六点十五还有灯光秀，人山人海，风景很美！去了一定穿厚点，带上手套和帽子，温度比较低！,1
張鵛,2021年5月5日,还行吧  喜欢看山看水的可以去    ！！,1
hbt829388072,2021年5月1日,"【交通】太拥挤了，
【环境】还算不错
【项目】都挺好看的中宁",1
鑫泽584649,2021年2月28日,里边冰灯特别少，能逛30分钟就不错了！,0
DOD935056902,2021年2月1日,周末带孩子前往龙庆峡风景区看冰灯，我还是小的时候去过，很多年没去了，心里也有很多期待。我们是晚上六点多到的，没进景区门，就能看到山上布置的彩灯，长城的造型，还有龙庆峡三个大字，进去景区后，穿过紫红色的同心桥，进入冰灯流光...,1
superbxs,2021年4月24日,挺不错的，规模，效果不次于其他地方的冰灯，带着家人孩子来的，都很满意,1
w1a1n1g1meng,2021年5月4日,缘来缘去终会散，花开花谢总归尘,1
w1a1n1g1meng,2021年5月4日,烟花不美谁痴美，烟花不笑谁人绸,1
快乐少年上月球,2021年4月28日,龙庆峡风景区有投到山体上的影片，内容丰富生动有趣,1
OpJ432118595,2021年2月21日,很满意，购票后直接刷身份证入园，夜景很美，让人如痴如醉，流连忘返。,1
w1a1n1g1meng,2021年5月4日,在春天播下种子，在秋天收获快乐,1
匿名用户,2021年2月27日,环境挺好的，从昌平过去一路没堵车，景区花灯还可以，冰灯有些化了，整体还不错。,1
西贝小木家,2021年4月6日,下午去的，冰灯鬼斧神工，雕刻的特别好，通过不同颜色的灯折射出美丽逼真的造型，可以逛一个小时，晚上院里的灯光也特别美，不虚此行。,1
a飞a157,2021年5月1日,比较期待，去后比较失望，和想象差太远了,0
快乐少年上月球,2021年4月28日,龙庆峡冰灯大世界非常好看，大家玩的开心?！,1
leea_526,2021年2月13日,晚上灯光效果还是很好看的，下午五点开始进去看冰灯，出来的时候外面还有山上的灯都开了，很漂亮！,1
anniejiao,2021年3月7日,很不错,1
Nov4th,2021年5月4日,山清水秀,1
匿名用户,2021年2月25日,很差，没什么意思，停车一次20，。里边灯少的可怜，100的门票真的很不值，也就和北京文旅年票里30的冰灯差不多。。山里真的特别的冷，连个休息的地也没有。。。,0
yHN456801939,2021年2月17日,还是很值得一去，冰灯和花灯都很漂亮，晚上6:15，6:45有灯光秀。初五这天太冷了真的冻成了狗。大家去看灯一定要多穿衣服。我们是下午三点到的，孩子和爸爸先爬到山上玩了滑道，然后我们去看了冰灯（看了两遍）花了一个半小时，出...,1
zorro1666,2021年4月28日,全程用时10分钟，没有什么可看的，太差,0
匿名用户,2021年3月7日,冬天也就冰灯凑合看看，范围挺小的。其它没啥看头，建议春夏季再来,0
匿名用户,2021年4月26日,过年的固定节目了，年年看冰灯，年年有惊喜。,1
cpc5723515285896,2021年3月20日,"我们去的时候冰期已经快结束了，有一些已经开始化了，室外的雪雕都没了，只剩下室内的冰灯展了，基本上逛下来一个小时，“上山”“下山”每次大概一公里的路程，可以坐电车10/次，没去过的可以去看看，个人觉得一般
好像索道还蛮有意...",1
FAN826505860,2021年2月1日,进去景区可坐摆渡车，十元每人，走着也没多远，还可沿途赏灯，没有了过去景区内沿途的饭店，旅游品店，倒是多了一份清静，一两个小时足够了，值得一看，不够门票100还是贵点，也没什么服务项目。,1
Candy.GCT,2021年4月27日,带着爸妈去的 挺不错的游玩体验,1
林平之1979,2021年4月25日,感觉特别一般 以后都不回去了 一脚泥,0
匿名用户,2021年4月21日,确实冰雕规模不小，也够水平，没看过的看看也不错我觉得,1
看天想你,2021年2月13日,环境挺好，就是灯少点，带孩子去看看还算不错,1
Rco990801036,2021年4月24日,人太多，也不怎么样，就是看人去了，不推荐去,0
bxl729861577,2021年3月25日,"耸岭叠峰入宇空，扬波泻水困峡中。
苍松荡叶层层翠，领袖题词点点红。
圣象吸涛留妙影，仙驼踏顶塑奇形。
船夫岸上邀游客，月亮湾边聚笑容。",1
看天想你,2021年2月13日,冰灯少，但是花灯多，感觉还凑合，就是百里画廊没开,1
HlC380343641,2021年2月23日,太失望了，因为天气原因，冰灯都化成水了。冰灯展区就是水塘，好多人物之类的已经不成样子。室外灯展还算可以吧。,0
Ptq615847129,2021年3月4日,什么破玩样儿，山也上不去封了，就个冰灯，屁大点地方，开车过去一个半点，门口排队2个小时，进去就慢点玩样儿，这是我出来玩花钱最少的一次，一来一回不算车费，连300块钱都没花完，买个煎饼15，帽子手套40，两个烤肠10，一杯...,0
z老兵,2021年2月20日,一般吧，场地不大，效果也不咋样，停车场很拥挤，还单独收费，与门票价格100元不匹配，而且景区里其它地方都看不了；上午去了永宁古城，与这里间隔半小时路程；从这里返京需要一个半小时，交通还算便利,0
果果优优21,2021年2月17日,明年有机会再去，山里有点冷，去的可以多保暖，值得一去,1
IPu935541445,2021年4月24日,热闹，还不错,1
冯老师等着别人请,2021年2月13日,"【交通】特别堵车，千万早点停车
【环境】非常有意境",1
IPu935541445,2021年4月24日,不错，推荐,1
AhT429066007,2021年2月17日,驱车单程两小时去的。人巨多，并没有很惊艳，而且再好看的冰灯五分钟后也会审美疲劳。如果不是离得近真的不建议折腾。,0
