user-name,comment-date,content,评价,content1,分词
皮螃蟹,2022年2月26日,不错,1.0,不错,不错
only宝贝婷,2022年2月17日,过年期间，这里边的臭豆腐很好吃，哈哈，其他的食品一般吧。,1.0,过年期间，这里边的臭豆腐很好吃，哈，其他的食品一般吧。,过年 期间 臭豆腐 好吃 食品
mdY124285882,2022年2月10日,人还没进去，身份证就刷完票了，再刷就是无效的票，怎么解释都不行，明明票已经买了，就是不让进！也没有人帮你解决！,0.0,人还没进去，身份证就刷完票了，再刷就是无效的票，怎么解释都不行，明票已经买了，就是不让进！也没有人帮你解决！,身份证 完票 再刷 无效 解释 不行 明票 不让 人帮 解决
MTG零点,2022年2月22日,我们看夜景还不错，有机会白天去玩一下。,1.0,我们看夜景还不错，有机会白天去玩一下。,夜景 不错 机会 白天
匿名用户,2022年2月17日,春节期间人太多了，停车场需要等，景区里都是人。,0.0,春节期间人太多了，停车场需要等，景区里都是人。,春节 期间 人太多 停车场 景区
尐木公子,2022年2月25日,很好，怒赞！,1.0,很好，怒赞！,怒赞
尐木公子,2022年2月25日,很好，怒赞！,1.0,很好，怒赞！,怒赞
rWn101968731,2022年2月16日,一点儿都没意思，第一次看冰灯希望越大，失望越大太没劲了,0.0,一点儿都没意思，第一次看冰灯希望越大，失望越大太没劲了,一点儿 没意思 第一次 冰灯 希望 越大 失望 越大太 没劲
星星0009,2022年2月12日,还可以吧，冰灯，人员组织，管理，都还可以，但是就是觉得100有点多了，少点就好了,1.0,还可以吧，冰灯，人员组织，管理，都还可以，但是就是觉得10有点多了，少点就好了,冰灯 人员 组织 管理 少点
WtC267115606,2022年2月19日,冰灯挺漂亮的，去了两次，夜景更漂亮。,1.0,冰灯挺漂亮的，去了两次，夜景更漂亮。,冰灯 漂亮 两次 夜景 漂亮
hfi754950426,2022年2月17日,从北京城跑来一趟，冰灯十分一般，游乐园停业了！失策！,0.0,从北京城跑来一趟，冰灯十分一般，游乐园停业了！失策！,北京城 一趟 冰灯 游乐园 停业 失策
kXG102529427,2022年2月13日,什么垃圾玩意，100块钱过来路程2小时。观看15分钟完事。这4A充值的吧,0.0,什么垃圾玩意，10块钱过来路程2小时。观看15分钟完事。这4A充值的吧,垃圾 玩意 块钱 路程 小时 观看 分钟 完事 充值
lEN559345995,2022年2月16日,太尼玛冷了 没啥意思也就看看景色 关键太冷 没心情看啊,0.0,太尼玛冷了 没啥意思也就看景色 关键太冷 没心情看啊,尼玛 啥意思 景色 关键 太冷 心情
匿名用户,2022年2月20日,真心真心一般般般般，性价比太低,0.0,真心一般，性价比太低,真心 性价比 太低
匿名用户,2022年2月2日,千万别去，谁去谁上当。路上堵车不说，明明停车场有好多的空车位。却不让车进去停。管理混乱，服务态度非常差。,0.0,千万别去，谁去谁上当。路上堵车不说，明停车场有好多的空车位。却不让车进去停。管理混乱，服务态度非常差。,千万别 上当 路上 堵车 不说 停车场 好多 空车 不让 管理混乱 服务态度
相逢是缘7550,2022年2月17日,感觉不错，有时间还会在去，希望越来越好,1.0,感觉不错，有时间还会在去，希望越来越好,感觉 不错 时间 还会 希望 越来越
WYWjlj20027779,2022年2月7日,十五年前第一次去，15年后再次光临。没有以前那个大的冰滑梯了，小孩子玩的东西偏少了。,0.0,十五年前第一次去，15年后再次光临。没有以前那个大的冰滑梯了，小孩子玩的东西偏少了。,十五年 第一次 光临 滑梯 小孩子 东西 偏少
only宝贝婷,2022年2月17日,停车方便，一次20元。按次收费的,1.0,停车方便，一次20元。按次收费的,停车 收费
匿名用户,2022年2月16日,太差了，什么都没有，不知道好评是如何来的,0.0,太差了，什么都没有，不知道好评是如何来的,太差 好评
ALm351237215,2022年2月11日,冰灯花样多，主题鲜明，孩子很喜欢，里面环境也不错。,1.0,冰灯花样多，主题鲜明，孩子很喜欢，里面环境也不错。,冰灯 花样 主题鲜明 孩子 喜欢 环境 不错
pancakepapa,2022年2月2日,交警指挥交通混乱死板。路上司机等待时间太长，指挥不当。停车场停车位车很多居然放不进车来。,0.0,交警指挥交通混乱死板。路上司机等待时间太长，指挥不当。停车场停车位车很多居然放不进车来。,交警 指挥 交通 混乱 死板 路上 司机 等待时间 指挥 不当 停车场 停车位 放不进 车来
蒋67,2022年1月27日,别的项目都去不了，全封了，被门票给坑了。只有冰灯可以去，死丑，跟劣质塑料一样。灯光秀我拿手电筒照的都比他好看。,0.0,别的项目都去不了，全封了，被门票给坑了。只有冰灯可以去，死丑，跟劣质塑料一样。灯光秀我拿手电筒照的都比他好看。,项目 全封 门票 冰灯 劣质 塑料 灯光 手电筒 好看
QzZ862833088,2022年1月22日,值得去看一看，很惊艳，带小朋友去比较合适，去的时候下雪了，特别漂亮,1.0,值得去看一看，很惊艳，带小朋友去比较合适，去的时候下雪了，特别漂亮,值得 看一看 惊艳 小朋友 合适 下雪 特别 漂亮
HYUNDAICOD,2022年2月10日,真好人少趣味多少钱呢这个可以咨询师弟们的话,1.0,真好人少趣味多少钱呢这个可以咨询师弟们的话,好人 趣味 咨询 师弟
JRc411906911,2022年2月15日,就那样，很一般，没有想象那么好,0.0,就那样，很一般，没有想象那么好,想象
xWk476247907,2022年2月1日,景区还可以，停车场出口太累了，进来容易出去难，在停车场出口等了一个半小时，就出不去???回家太难,0.0,景区还可以，停车场出口太累了，进来容易出去难，在停车场出口等了一个半小时，就出不去?回家太难,景区 停车场 出口 太累 停车场 出口 一个半 小时 出不去 回家 太难
HhZ788549259,2022年2月15日,还是挺不错的，很有震撼力。,1.0,还是挺不错的，很有震撼力。,挺不错 震撼力
匿名用户,2022年2月14日,景区不错就是和想象中有些许的区别,1.0,景区不错就是和想象中有些许的区别,景区 不错 想象 中有 些许 区别
hongleiy,2022年2月1日,风情很美丽，商业气息太严重，必须坐船才能玩，但是价格又很贵，无路可退。,0.0,风情很美丽，商业气息太严重，必须坐船才能玩，但是价格又很贵，无路可退。,风情 美丽 商业 气息 坐船 价格 无路 可退
eKm877473419,2022年2月6日,一般都算不上。二班的。不建议够买，关键是价高没什么东西。,0.0,一般都算不上。二班的。不建议够买，关键是价高没什么东西。,算不上 二班 建议 够买 关键 价高 没什么 东西
浪漫樱花514,2022年2月6日,灯光，冰灯还是不错的，就是人有点多呀！应该限流呀！必定是疫情期间呀,1.0,灯光，冰灯还是不错的，就是人有点多呀！应该限流呀！必定是疫情期间呀,灯光 冰灯 不错 限流 疫情 期间
蝴蝶犬多多,2022年2月13日,冰灯很好看,1.0,冰灯很好看,冰灯 好看
蝴蝶犬多多,2022年2月13日,冰灯很好看,1.0,冰灯很好看,冰灯 好看
恰同学少年啊,2022年2月7日,赞叹大自然的鬼斧神工，赞叹中国冰雕手的巧夺天工，就是有点冷…,1.0,赞叹大自然的鬼斧神工，赞叹中国冰雕手的巧夺天工，就是有点冷…,赞叹 大自然 鬼斧神工 赞叹 中国 冰雕 巧夺天工
LzE300499437,2022年2月11日,没有什么意思，半小时就逛完了，感觉不值,0.0,没有什么意思，半小时就逛完了，感觉不值,半小时 感觉 不值
匿名用户,2022年2月11日,人比较多，停车困难，但是冰灯还是值得一看的。,1.0,人比较多，停车困难，但是冰灯还是值得一看的。,停车 困难 冰灯 值得一看
dbking521,2022年2月3日,排队三个小时，时间太长了，景点感觉一般，不值得花这么长和金钱过去,0.0,排队三个小时，时间太长了，景点感觉一般，不值得花这么长和金钱过去,排队 三个 小时 时间 太长 景点 感觉 值得 金钱
匿名用户,2022年2月13日,非常晚才送到 打电话投诉 也找不到电话,0.0,非常晚才送到 打电话投诉 也找不到电话,晚才 送到 打电话 投诉 不到 电话
rne619335683,2022年1月30日,没什么东西玩，雪上滑梯什么的不大，刚一进去挺震撼，但是没啥东西看，冬天其它项目都封闭了,0.0,没什么东西玩，雪上滑梯什么的不大，刚一进去挺震撼，但是没啥东西看，冬天其它项目都封闭了,没什么 东西 滑梯 刚一 震撼 东西 冬天 项目 封闭
HYUNDAICOD,2022年2月10日,哦工作一麻袋????民医院这里玩游戏,0.0,哦工作一麻袋?民医院这里玩游戏,工作 麻袋 民医院 玩游戏
hmw235210990,2022年2月12日,因为是白天去的没有看出效果来。,0.0,因为是白天去的没有看出效果来。,白天 效果
A旅行者。,2022年2月10日,很一般 特一般。 不会再去了。很一般 特一般。 不会再去了。,0.0,很一般 特一般。 不会再去了。,
AgB5347655,2022年2月6日,不好，对不起门票的钱，东西贵买东西还带有欺骗行为,0.0,不好，对不起门票的钱，东西贵买东西还带有欺骗行为,不好 对不起 门票 东西 贵买 东西 带有 欺骗
UzZ901175901,2022年2月3日,人太多了，冰灯还是往年那样，最好别带太小的孩子，看着可怜,0.0,人太多了，冰灯还是往年那样，最好别带太小的孩子，看着可怜,人太多 冰灯 往年 别带 太小 孩子 看着 可怜
AgB5347655,2022年2月6日,不好，不值，明不符实，来一次不想第二次，买东西还带有欺骗,0.0,不好，不值，明不符实，来一次不想第二次，买东西还带有欺骗,不好 不值 不符 不想 第二次 东西 带有 欺骗
eKm877473419,2022年2月6日,太一般了，名不符其实，太不值。被忽悠了！不推荐！,0.0,太一般了，名不符其实，太不值。被忽悠了！不推荐！,不符 不值 忽悠 推荐
Xsb543053582,2022年2月3日,"太差了，临时停车场出来堵了三小时才出来，也没人管理。
还没有去的就别去了",0.0,太差了，临时停车场出来堵了三小时才出来，也没人管理。还没有去的就别去了,太差 临时 停车场 小时 没人 管理 别去了
AgB5347655,2022年2月6日,名不负，态度不好，买东西带有欺骗游客行为,0.0,名不负，态度不好，买东西带有欺骗游客行为,不负 态度 不好 东西 带有 欺骗 游客
匿名用户,2022年2月11日,不错不错,,不错,不错
Oxa233400753,2022年2月5日,一般 堵车 不冷 人超多 人多到不行。,0.0,一般 堵车 不冷 人超多 人多到不行。,堵车 不冷 人超 人多到 不行
ACZ310541765,2022年2月3日,堵车，场地设置差劲，商家太狠了，一个冷面20，火腿肠15,0.0,堵车，场地设置差劲，商家太狠了，一个冷面20，火腿肠15,堵车 场地 设置 差劲 商家 太狠 冷面 火腿肠
匿名用户,2022年2月2日,体验非常不好，管理混乱，车场明明有好多停车位却不让停。?,0.0,体验非常不好，管理混乱，车场明有好多停车位却不让停。?,体验 不好 管理混乱 车场 明有 好多 停车位 不让
mipni,2022年2月6日,很不错的看冰雕，美不胜收，不虚此行,1.0,很不错的看冰雕，美不胜收，不虚此行,不错 冰雕 美不胜收 不虚此行
Oxa233400753,2022年2月5日,人多 车多 超堵车  很冷 很累。。。早点到,0.0,人多 车多 超堵车 很冷 很累。早点到,人多 车多 堵车 很累 早点
匿名用户,2022年2月1日,不好，景区入口太乱了，买票不发二维码，买了还用不了，进口临时再买还让多花钱了,0.0,不好，景区入口太乱了，买票不发二维码，买了还用不了，进口临时再买还让多花钱了,不好 景区 入口 太乱 买票 不发 二维码 进口 临时 多花钱
钱特助猫猫,2022年1月26日,和老公一起去的，很多年没来过了，冰灯种类不算太多，整体还凑合吧，人挺多的。,1.0,和老公一起去的，很多年没来过了，冰灯种类不算太多，整体还凑合吧，人挺多的。,老公 很多年 没来 冰灯 种类 不算 整体 凑合
wojiushiwo1006,2022年2月5日,除了堵，除了人多，别的没毛病！,0.0,除了堵，除了人多，别的没毛病！,人多 毛病
匿名用户,2022年2月6日,好玩，就是人太多了，景色很美,1.0,好玩，就是人太多了，景色很美,好玩 人太多 景色
钱特助猫猫,2022年1月26日,很多年没有来了，冰灯种类不算太多，气温回升有点化了，地上有水，人还是挺多的。,0.0,很多年没有来了，冰灯种类不算太多，气温回升有点化了，地上有水，人还是挺多的。,很多年 冰灯 种类 不算 气温 回升 地上 有水
匿名用户,2022年2月2日,尽量别去，非常坏脏乱差的地方。?,0.0,尽量别去，非常坏脏乱差的地方。?,别去 脏乱差 地方
dbking521,2022年2月3日,排队时间长，人多，服务不到位，不太推荐,0.0,排队时间长，人多，服务不到位，不太推荐,排队 时间 人多 服务 到位 不太 推荐
琴瑟0926,2022年2月1日,超级差评，管理太差，停车场 2个小时都没走出去，,0.0,超级差评，管理太差，停车场 2个小时都没走出去，,超级 差评 管理 停车场 小时
Ldi463054811,2022年2月5日,一般吧，感觉也没啥，，，！。，。,0.0,一般吧，感觉也没啥，！。，。,感觉
ACZ310541765,2022年2月3日,太差了，堵车，服务基本没有，太失望了,0.0,太差了，堵车，服务基本没有，太失望了,太差 堵车 服务 失望
VCY316811370,2022年2月3日,今年的冰灯很有特色，漂亮,1.0,今年的冰灯很有特色，漂亮,冰灯 特色 漂亮
PZD205842538,2022年1月27日,还是那些东西 景色还可以 就是冰灯少,1.0,还是那些东西 景色还可以 就是冰灯少,东西 景色 冰灯
匿名用户,2022年1月22日,没有达到预期，明显的实际不如推荐的效果，以及停车场管理不规范,0.0,没有达到预期，明显的实际不如推荐的效果，以及停车场管理不规范,预期 推荐 效果 停车场 管理 规范
东海甜心,2022年1月23日,地儿有点小，还挺好看的，里面也不特别冷,1.0,地儿有点小，还挺好看的，里面也不特别冷,地儿 好看 特别
uVV387047538,2021年10月6日,不错，经常有很多新菜上新，满足我的需求，支持！真是没想到，这个价格和质量都有惊到我，真的很nice?真的是良心商家呀，量大又便宜，种类还这么丰富，非常?借着假期过来打卡?，果然没有让我失望，首先很喜欢这里的环境，其...,1.0,不错，经常有很多新菜上新，满足我的需求，支持！真是没想到，这个价格和质量都有惊到我，真的很nice?真的是良心商家呀，量大又便宜，种类还这么丰富，非常?借着假期过来打卡?，果然没有让我失望，首先很喜欢这里的环境，其.,不错 新菜 需求 支持 没想到 价格 质量 真的 真的 良心 商家 便宜 种类 借着 假期 打卡 失望 喜欢 环境
XER443379696,2021年8月12日,"交通：自驾最方便。我们马驹桥出发，可以选择不走高速，走五环，然后走G6辅路，去程2小时30分钟。
停车：20元/次，入场先交费用。
门票：40/人。可以在美团预定，也可以在微信公众号#龙庆峡#预定。也可以到景区现场买，价... ",1.0,交通：自驾最方便。我们马驹桥出发，可以选择不走高速，走五环，然后走G6辅路，去程2小时30分钟。停车：20元/次，入场先交费用。门票：40/人。可以在美团预定，也可以在微信公众号#龙庆峡#预定。也可以到景区现场买，价. ,交通 自驾 马驹桥 出发 选择 高速 五环 辅路 去程 小时 分钟 停车 入场 交费用 门票 美团 预定 微信 公众 龙庆峡 预定 景区 现场
uVV387047538,2021年10月6日,店里音乐?恰到好处，非常适合晚上下班之后和朋友来这小聚，能缓解一天的疲劳这个太棒了，完全是我的心头好呀，给大家疯狂安利点了好多吃的，味道真的没得说，尤其配上店里的饮料，绝了呀特别感谢工作员，昨天非常耐心地给予专业的指导... ,1.0,店里音乐?恰到好处，非常适合晚上下班之后和朋友来这小聚，能缓解一天的疲劳这个太棒了，完全是我的心头好呀，给大家疯狂安利点了好多吃的，味道真的没得说，尤其配上店里的饮料，绝了呀特别感谢工作员，昨天非常耐心地给予专业的指导. ,店里 音乐 恰到好处 非常适合 晚上 下班 朋友 这小聚 缓解 疲劳 太棒了 心头 疯狂 安利 好多 味道 真的 没得说 店里 饮料 特别感谢 工作 昨天 耐心 给予 专业 指导
蕾蕾彤,2022年1月20日,值得一游,1.0,值得一游,值得 一游
hLi306206932,2022年1月16日,挺好的和家人朋友一起去体验的感觉挺好,1.0,挺好的和家人朋友一起去体验的感觉挺好,家人 朋友 体验 感觉
fvt300484609,2022年1月18日,不错,1.0,不错,不错
CeI124871036,2022年1月11日,票价高，服务少，环境跟以前一样没变化,0.0,票价高，服务少，环境跟以前一样没变化,票价 服务 环境 变化
zYC129518654,2022年1月9日,还好吧  感觉冰灯有点少  没怎么看呢  就没了,1.0,还好吧 感觉冰灯有点少 没怎么看呢 就没了,还好 感觉 冰灯
匿名用户,2022年1月12日,非常好，值得推荐去一趟，空气好,1.0,非常好，值得推荐去一趟，空气好,值得 推荐 去一趟 空气
匿名用户,2022年1月9日,风景特别特别好，强烈推荐大家去,1.0,风景特别好，强烈推荐大家去,风景 特别 强烈推荐
匿名用户,2021年10月3日,风景一般！而且以前不知道这个景区管理如此混乱，到处是坑。首先停车场不论多长时间，注意是不论多长时间，小车停1分钟也是20元。其次只要你进停车场必然有一个大姐会跟着你，推销吃饭免费停车，而且还可以买打折门票。结果老公耳根子...,0.0,风景一般！而且以前不知道这个景区管理如此混乱，到处是坑。首先停车场不论多长时间，注意是不论多长时间，小车停1分钟也是20元。其次只要你进停车场必然有一个大姐会跟着你，推销吃饭免费停车，而且还可以买打折门票。结果老公耳根子.,风景 景区 管理 混乱 停车场 多长时间 多长时间 小车 分钟 停车场 大姐 跟着 推销 吃饭 免费 停车 打折 门票 老公 耳根子
匿名用户,2021年12月31日,好地方，值得去玩，强烈推荐啊。,1.0,好地方，值得去玩，强烈推荐啊。,地方 值得 强烈推荐
匿名用户,2021年12月31日,好地方，值得去玩，强烈推荐。,1.0,好地方，值得去玩，强烈推荐。,地方 值得 强烈推荐
mAh995270210,2021年12月28日,挺好挺好的，,1.0,挺好的，,
PJC207727308,2021年12月20日,还可以吧，灯比较漂亮，但是冰灯的种类不是很多,1.0,还可以吧，灯比较漂亮，但是冰灯的种类不是很多,漂亮 冰灯 种类
JDf227611312,2021年9月21日,很好的游玩地，家人们玩得很开心，山间小船的意境特别美。重要的事情说三遍：一定一定一定一定要坐船，一定要坐船，一定要坐船。还有那个龙里面的电梯设计得很好，孩子们很喜欢。真是不错的地方，去年国庆去的，有时间今年还想打卡一次。,1.0,很好的游玩地，家人们玩得很开心，山间小船的意境特别美。重要的事情说三遍：一定要坐船，一定要坐船。还有那个龙里面的电梯设计得很好，孩子们很喜欢。真是不错的地方，去年国庆去的，有时间今年还想打卡一次。,游玩 玩得 开心 山间 小船 意境 特别 事情 三遍 坐船 坐船 电梯 设计 孩子 喜欢 不错 地方 去年 国庆 时间 打卡
匿名用户,2021年10月20日,想来蹦极，问了好几个工作人员，蹦极在哪，有个还好说好像不开放了，让我再问问，最后知道蹦极得坐船去，100块钱的门票，看票的那个人我问他了蹦极在哪，他说了。最后我坐船去了，到地方再问，告知蹦极不开放了，我真服了，就为了10... ,0.0,想来蹦极，问了好几个工作人员，蹦极在哪，有个还好说好像不开放了，让我再问，最后知道蹦极得坐船去，10块钱的门票，看票的那个人我问他了蹦极在哪，他说了。最后我坐船去了，到地方再问，告知蹦极不开放了，我真服了，就为了10. ,想来 蹦极 好几个 工作人员 蹦极 有个 还好 好像 开放 蹦极 坐船去 块钱 门票 看票 蹦极 坐船去 地方 告知 蹦极 开放 真服了
郭晶jjm,2021年10月3日,古村民宿离景区很近，小院很温馨，老板娘很热情，饭菜做的可口，想来游玩的朋友们这家店是个不错的选择哦?,1.0,古村民宿离景区很近，小院很温馨，老板娘很热情，饭菜做的可口，想来游玩的朋友们这家店是个不错的选择哦?,村民 宿离 景区 很近 小院 温馨 老板娘 热情 饭菜 可口 想来 游玩 朋友 这家 不错 选择
王霞2649,2021年12月14日,设施齐全，服务周到，环境优美,1.0,设施齐全，服务周到，环境优美,设施 齐全 服务周到 环境优美
北海丶已北,2021年9月24日,爬山爬一半不敢爬了  下雨  路太滑   船儿感觉还好  要说玩儿的也没啥玩儿的  就是看看景儿  在加上现在去有点凉了,1.0,爬山爬一半不敢爬了 下雨 路太滑 船儿感觉还好 要说玩儿的也没啥玩儿的 就是看景儿 在加上现在去有点凉了,爬山 一半 下雨 路太滑 船儿 感觉 还好 要说 玩儿 玩儿 看景儿
无心打酱油000,2021年12月11日,很不错的景区，感觉挺好的，非常值得体验,1.0,很不错的景区，感觉挺好的，非常值得体验,不错 景区 感觉 值得 体验
doudou13333,2021年9月12日,周日吃过午饭突发奇想，一家人去了延庆龙庆峡景区游玩。一路听着潺潺流水，呼吸着新鲜的空气，小跑来到景区。走过瀑布，发现有电梯可以乘坐，电梯尽头是乘坐游船的码头。在船上，观看四周山水，景色宜人，江面凉爽，不愧是人们常说的小漓江啊！,1.0,周日吃过午饭突发奇想，一家人去了延庆龙庆峡景区游玩。一路听着潺流水，呼吸着新鲜的空气，小跑来到景区。走过瀑布，发现有电梯可以乘坐，电梯尽头是乘坐游船的码头。在船上，观看四周山水，景色宜人，江面凉爽，不愧是人们常说的小漓江啊！,周日 午饭 突发奇想 一家人 延庆 龙庆峡 景区 游玩 一路 流水 呼吸 新鲜 空气 小跑 来到 景区 走过 瀑布 发现 电梯 乘坐 电梯 尽头 乘坐 游船 码头 船上 观看 四周 山水 景色宜人 江面 凉爽 不愧 常说 漓江
傅雪小车,2021年10月3日,很好玩，就是有点凉了，完美的没有下雨，孩子很开心，不用爬山太多的好去处，如果夏天来肯定很凉快的，北京的秋天太美啦,1.0,很好玩，就是有点凉了，完美的没有下雨，孩子很开心，不用爬山太多的好去处，如果夏天来肯定很凉快的，北京的秋天太美啦,好玩 完美 下雨 孩子 开心 不用 爬山 太多 好去处 夏天 肯定 凉快 北京 秋天 太美
小贺兄弟,2021年12月2日,还好吧还可以挺冷的天气还行，就太冷了,1.0,还好吧还可以挺冷的天气还行，就太冷了,还好 天气 太冷
WEED512,2021年12月4日,奔驰全新紧凑型轿车改装项目清单曝光,1.0,奔驰全新紧凑型轿车改装项目清单曝光,奔驰 全新 紧凑型 轿车 改装 项目 清单 曝光
dlc858344587,2021年12月5日,非常好，很美的地方，我很喜欢。,1.0,非常好，很美的地方，我很喜欢。,美的 地方 喜欢
pKF779953744,2021年11月29日,没得说，就是喜欢去，风景好，喜欢有山有水的地方,1.0,没得说，就是喜欢去，风景好，喜欢有山有水的地方,没得说 喜欢 风景 喜欢 有山有水 地方
匿名用户,2021年11月12日,跟男朋友去的，后来分手了，船太难划了,0.0,跟男朋友去的，后来分手了，船太难划了,男朋友 分手 船太难划
pKF779953744,2021年11月29日,，好几次了，就喜欢去那玩，划划船，风景也不错,1.0,，好几次了，就喜欢去那玩，划船，风景也不错,几次 喜欢 划船 风景 不错
上官啊杨,2021年11月27日,体验一般，去的时候冰都化了全是水，没怎么看就走了,0.0,体验一般，去的时候冰都化了全是水，没怎么看就走了,体验 冰都化 全是
小树袋熊5255,2021年11月27日,感觉设施较老，风景不错，价格偏高。,0.0,感觉设施较老，风景不错，价格偏高。,感觉 设施 风景 不错 价格 偏高
axuea5,2021年10月2日,滑道太短，也就游船一个项目，景区半天可完成游玩,0.0,滑道太短，也就游船一个项目，景区半天可完成游玩,滑道 太短 游船 项目 景区 半天 游玩
Hjv608800926,2021年11月24日,还行吧，没有想象题目的好看吧，没有宣传的好,0.0,还行吧，没有想象题目的好看吧，没有宣传的好,还行 想象 题目 好看 宣传
尤晓南,2021年8月17日,停车场费用二十块钱不限时小车，大车40，今去摆渡车单程票一人十块钱，先乘坐大龙电梯再乘船，成人门票+船票140，小孩半价门票20+100船票，坐完船回来坐缆车一人往返50大小同价，然后就是滑道，下山的时候没开所以没玩，基...,1.0,停车场费用二十块钱不限时小车，大车40，今去摆渡车单程票一人十块钱，先乘坐大龙电梯再乘船，成人门票+船票140，小孩半价门票20+10船票，坐完船回来坐缆车一人往返50大小同价，然后就是滑道，下山的时候没开所以没玩，基.,停车场 费用 二十块 限时 小车 大车 今去 摆渡 单程票 一人 十块钱 乘坐 大龙 电梯 乘船 成人 门票 船票 小孩 半价 门票 船票 完船 回来 缆车 一人 往返 大小 同价 滑道 下山
Hjv608800926,2021年11月24日,一般吧，没有想象中的那么好看吧,0.0,一般吧，没有想象中的那么好看吧,想象 好看
uzM303312823,2021年11月9日,和想象的有出入 一般般 晚上七八点钟到的 九点多就出来了 没什么可逛的 冰雕也很少,0.0,和想象的有出入 一般 晚上七八点钟到的 九点多就出来了 没什么可逛的 冰雕也很少,想象 出入 晚上 八点钟 九点 没什么 可逛 冰雕
fyR222667651,2021年11月1日,夏天去很棒，我去的时候，有点冷，有点干，整体主要觉得坐船挺好的，其他的也没有爬上去，就是晒了会儿太阳,1.0,夏天去很棒，我去的时候，有点冷，有点干，整体主要觉得坐船挺好的，其他的也没有爬上去，就是晒了会儿太阳,夏天 很棒 整体 坐船 爬上去 会儿 太阳
Cypress李,2021年10月4日,主要是坐船挺不错的。其他没什么。,1.0,主要是坐船挺不错的。其他没什么。,坐船 挺不错 没什么
红尘老赵,2021年9月22日,很棒！,1.0,很棒！,很棒
ruanqing121,2021年11月4日,北京少见的喀斯特地貌，水清景色优美，抽空还想再去转转,1.0,北京少见的喀斯特地貌，水清景色优美，抽空还想再去转,北京 少见 喀斯特地貌 水清 景色 优美 抽空
郭晶jjm,2021年10月2日,干净卫生，吃住都很好?,1.0,干净卫生，吃住都很好?,干净 卫生
RQJ937599649,2021年10月23日,我们去的时候天还没有黑所有没有看到太多夜景，不过里面的景色做的也不错，就是太冷了需要多穿衣服,1.0,我们去的时候天还没有黑所有没有看到太多夜景，不过里面的景色做的也不错，就是太冷了需要多穿衣服,夜景 景色 不错 太冷 穿衣服
涛大大哥,2021年10月22日,挺值得一去的，去了绝不后悔，门票也不贵，似乎到了桂林的感觉。,1.0,挺值得一去的，去了绝不后悔，门票也不贵，似乎到了桂林的感觉。,值得 一去 后悔 门票 不贵 桂林 感觉
蓝兒650,2021年7月28日,就刚进门那块  快到龙嘴那  很凉快  就开始做扶梯了  扶梯下来就可以坐船  来回一趟  还是比较值的  重点 在这  圈起来  下船以后  孩子想做缆车  于是  我就到售票处去购买  这姐们一直让我用现金  我说没...,1.0,就刚进门那块 快到龙嘴那 很凉快 就开始做扶梯了 扶梯下来就可以坐船 来回一趟 还是比较值的 重点 在这 圈起来 下船以后 孩子想做缆车 于是 我就到售票处去购买 这姐们一直让我用现金 我说没.,进门 快到 凉快 扶梯 扶梯 坐船 来回 一趟 重点 圈起来 下船 孩子 缆车 售票处 购买 姐们 现金
lgh346223670,2021年10月13日,去过几次，现在有些败落了，人特别少，商业街基本没有商户了。景色还可以,0.0,去过几次，现在有些败落了，人特别少，商业街基本没有商户了。景色还可以,去过 几次 败落 特别 商业街 商户 景色
VYq397351059,2021年10月5日,白天去的，没看到夜景，不过有一个“地下宫殿”，里面全是冰雕，配上灯光，看上去也不错，没去过的可以去看看，值得去一次，但也就值得去一次,1.0,白天去的，没看到夜景，不过有一个“地下宫殿”，里面全是冰雕，配上灯光，看上去也不错，没去过的可以去看，值得去一次，但也就值得去一次,白天 夜景 地下 宫殿 全是 冰雕 灯光 不错 去过 值得 值得
匿名用户,2021年10月11日,天冷了景区人不多，去的早，走路不多，适合带娃，舒服散散心,1.0,天冷了景区人不多，去的早，走路不多，适合带娃，舒服散心,天冷 景区 人不多 走路 适合 带娃 舒服 散心
LIMANNING891017,2021年8月22日,有灯光的照射会更美，就是需要多穿点衣服，太冷了会……,1.0,有灯光的照射会更美，就是需要多穿点衣服，太冷了会…,灯光 照射 穿点 衣服 太冷
GOs980775958,2021年8月19日,没看天气预报来的，其他的没玩就游船走了一圈，雨天别有一番感觉,1.0,没看天气预报来的，其他的没玩就游船走了一圈，雨天别有一番感觉,天气预报 游船 一圈 雨天 别有 感觉
bkz187317785,2021年9月29日,就在延庆家边，从小去到大的景点，很不错上青水秀，适合情侣和家人，多个朋友野营,1.0,就在延庆家边，从小去到大的景点，很不错上青水秀，适合情侣和家人，多个朋友野营,延庆 家边 景点 不错 青水秀 适合 情侣 家人 多个 朋友 野营
rDo368269959,2021年10月11日,设施一般，特别是游乐设施少，价格较贵。,0.0,设施一般，特别是游乐设施少，价格较贵。,设施 特别 游乐 设施 价格 较贵
rDo368269959,2021年10月11日,设施一般，价格较贵，餐饮一般。,0.0,设施一般，价格较贵，餐饮一般。,设施 价格 较贵 餐饮
