页面网址,标题,作者,作者链接,作者ID,发布时间,正文,回应,赞,收藏,转发,发布地点,评论名称,评论ID链接,评论ID,楼主标识,评论文本,评论时间,评论点赞数,引用原文,引用ID,fenci
https://www.douban.com/group/topic/307125327/,妈妈 我梦到18岁的你了,啊不然嘞,https://www.douban.com/people/221550720/,221550720,2024-06-10 02:04:04,好庆幸，我终于不用再透过别人的描述还有那些发黄的老相片，拼凑、模糊地认识你的少女时代。我们像相见恨晚似的彻夜长谈，我讨厌繁重的学业，讨厌复杂的社交，讨厌爸的坏脾气…算了，我想跟你说这些当时的你也不一定懂，思来想去打开手机找到我爸的照片让你离这个人远点，如果你没生下我应该会比现在幸福一百倍吧。说真的，如果可以扭转你的人生，即使我无法来到这个世界上也可以的，就算我消失也没关系。不知道过了多久，你说你得走了。天气真好，18岁的你站在温暖的阳光下，笑眯地看着我说“我不怪你”,0,3,0,0,福建,,,,,,,,,,庆幸 不用 透过 描述 发黄 相片 拼凑 讨厌 繁重 学业 讨厌 社交 讨厌 坏脾气 算了 打开 手机 找到 照片 人远点 没生 幸福 扭转 人生 来到 世界 消失 天气 温暖 看着
https://www.douban.com/group/topic/305155763/,妈妈，拜托抱我一下🥺,只会吃饭,https://www.douban.com/people/234097939/,234097939,2024-04-28 00:28:13,妈，我想要一个拥抱—原来平衡理想和现实是这么难的事。梦里的我手执画笔自由自在，我以为我的人生一定是自由的，能自己做主的，要去看五光十色的世界。可是妈，我的人生还是按照模板一样一步走下来，被无形的锁链困在世俗意义的稳定里。我可能在人生答卷上拿了八十分，但我知道我在自己的卷子上一定是零分。可我还不想放弃，还想试看在现实里跋涉找到真正的我，即使没有梦里那么好也想去靠拢，这大约是我人生的课题。可是这条路好难呀，绕来绕去看不到希望，我不怕还要走很久，只是偶尔被生活和人际关系压垮，觉得很累了。妈，可以抱我吗？让我在妈这里暂时休息一下，积攒一些继续努力的力量，谢妈咪，爱你❤️,10,0,0,0,山西,ZARD,https://www.douban.com/people/136268814/,136268814,,加油宝贝,2024-05-09 00:49:00 广东,,,,想要 拥抱 平衡 理想 现实 手执 画笔 人生 自由 做主 世界 人生 模板 锁链 世俗 意义 稳定 人生 答卷 卷子 零分 不想 放弃 试看 现实 跋涉 找到 靠拢 人生 课题 绕来 绕去 看不到 希望 压垮 休息 积攒 努力 力量 妈咪
https://www.douban.com/group/topic/306744998/,妈妈，为什么把一切都说出来反而更痛苦了，我没有勇气面对人生的烂摊子,西九龙在逃娥姐,https://www.douban.com/people/267561883/,267561883,2024-06-01 18:03:54,妈，我真的好没用啊，四年前任性辞职考研，只去了一所双非读了没前途的专业，现在研三0，考了七八次只有一次进了面，分差太大也追不上前面的人。我真的很想快点工作快点自立，可是为什么我这么没用，什么工作都找不到。当我把一切进行复盘讲出来，发现自己在所有的节点上都做了错误都选择，一切都是我咎由自取，可是我要怎么面对现在这样烂摊子一样的人生啊…,9,2,0,0,江苏,🐟🐟🐟,https://www.douban.com/people/217821293/,217821293,,"宝宝，我走过和你一样的路，怀疑自己在每个人生节点做了最错的选择。但正因为我们没有走过那个节点才会有无限遐想。其实这个时代每条路对普通人都一样难走，在你没有过的路上有你想不到的困难。
你还这么年轻，就要面对前面那些老人们留给你们的烂摊子，已经很了不起了。先不要去想远处的困难而感到无力，先尽量好好面对每一天的挑战。我们先不要用成功和失败有用还是没用衡量自己，先学习，把一切都当做学习",2024-06-01 22:29:39 四川,6.0,,,没用 任性 辞职 专业 分差 追不上 自立 没用 不到 复盘 节点 错误 选择 面对 烂摊子 人生
https://www.douban.com/group/topic/304254750/,妈妈，我好累啊，真的好累啊,人间不直的,https://www.douban.com/people/169639859/,169639859,2024-04-07 22:17:41,好想直接问你我可不可以休息一段时间不工作。为什么晚上十点了我还在没得选地工作，为什么一定要对老板谄媚迎合才能活，为什么。我讨厌这个不把普通人命当命的世界，我讨厌这样挣扎着生活。,10,2,0,0,上海,睿智小天才,https://www.douban.com/people/157094245/,157094245,,宝宝 我想抱抱你,2024-05-10 20:20:50 浙江,,,,休息 没得 选地 老板 谄媚 迎合 讨厌 普通人 当命 世界 讨厌 挣扎
https://www.douban.com/group/topic/302999595/,求女宝，真的好喜欢女宝宝，想做女宝的妈妈。,momo,https://www.douban.com/people/227101570/,227101570,2024-03-11 17:24:09,妈会很爱你的,54,5,0,0,山东,一周要读一本书,https://www.douban.com/people/251616458/,251616458,,想给宝宝买很多好看的裙子，选好看的发卡，让她像小公主一样，快乐的长大！,2024-03-13 04:57:56 意大利,1.0,,,妈会
https://www.douban.com/group/topic/305270262/,妈妈，你为什么要生下他,KELINTY,https://www.douban.com/people/KELINTY/,KELINTY,2024-04-30 17:47:36,妈，我不明白，你为什么在我15岁的时候告诉我你又怀孕了，那时候我快中考了，我完全不能接受，你也从来没问过我的意见，只是在一个普通的午后在洗碗的时候告诉我你怀了一个孩子.这么多年了我还是不能接受，哪怕是个妹呢。为什么你生下的是个比我小这么多的男宝,2,0,1,0,上海,慢慢慢慢,https://www.douban.com/people/272832681/,272832681,,抱抱你，宝贝,2024-05-06 00:53:58 新疆,,,,告诉 怀孕 接受 意见 洗碗 告诉 孩子 接受 个妹 生下 男宝
https://www.douban.com/group/topic/306160448/,妈妈，我觉得自己好无能,在逃亿万富翁熊,https://www.douban.com/people/215647894/,215647894,2024-05-20 17:51:37,毕业季要到了，最近准备毕业材料，舍友们要么找到了工作，要么在申请优秀大学生，或者已经在学校就职，也有的考上了研究生。发现自己大学四年什么东西都没有拿到，明也去争取过了，勤恳参加了两年的学生会，结果连优秀干事也没有。写了三年的思想汇报，因为没有校级证书没有办法申请预备，现在连拿回资料也要补十一篇稿子。成绩一直普通，没有拿过什么奖项，没有参加什么实习，四六级计算机教资也没有。感觉每天都在忙，但是回头一看却什么也没拿出来，一直在做无用功。最近找工作，考公考编都去考了，连面试也没进。教师校招也去了，在面试拿了倒数，简历空荡，每天邮箱都空如也。身边的人越来越优秀，找不到工作，感觉自己在茫然中摸黑前行。妈，我真得很无能。,4,1,0,0,广东,树下的女子,https://www.douban.com/people/43535664/,43535664,,抱抱你，在茫然中抹黑前行，勇敢讲述，你已经很棒了。这两年经济不景气，即便暂时找不到理想的工作，也不是你的问题。,2024-05-29 21:43:09 广东,,,,毕业 毕业 材料 舍友 找到 申请 优秀 大学生 学校 就职 考上 研究生 大学 拿到 勤恳 参加 学生会 优秀 干事 思想汇报 校级 证书 办法 申请 预备 资料 稿子 成绩 奖项 参加 实习 计算机 感觉 考编 面试 没进 教师 校招 面试 倒数 简历 空荡 邮箱 优秀 不到 感觉 前行 无能
https://www.douban.com/group/topic/305588286/,妈妈，我没有建立亲密关系的能力,ウミユリ海底譚,https://www.douban.com/people/wanan_wowaka/,wanan_wowaka,2024-05-08 15:09:49,我真的很想和大家都做好朋友☹️和大家都能好相处，我自认虽然有做的不对的地方但是我对别人都是真心的，为什么最后我的身边空无一人…也许我就是一个不配有友情也不配有爱情的人？亲情就算了我已经放弃了。明彼此互相关心，却又总是互相伤害，总是遇到这样的人是否说明我也和这些人没有区别？明是相处了很久的朋友却那样轻易的断掉了，只留我面对破碎的回忆和我那可怜的自尊，为什么，是因为我做错了还是因为我不够好。妈，我真的很想有一个栖身之所啊…妈，我希望不幸的人都能幸福，但是我什么时候才能幸福呢…我好难过啊😰,5,3,0,0,内蒙古,ウミユリ海底譚,https://www.douban.com/people/wanan_wowaka/,wanan_wowaka,楼主,没有人理我……,2024-05-17 21:27:52 内蒙古,,,,做好 朋友 自认 地方 配有 友情 配有 爱情 亲情 放弃 伤害 区别 朋友 轻易 断掉 面对 破碎 回忆 可怜 自尊 栖身 希望 不幸 幸福 幸福 难过
https://www.douban.com/group/topic/306100558/,你可以时不时感到困惑矛盾，并且没有答案。,上等快乐,https://www.douban.com/people/LLX176507/,LLX176507,2024-05-19 12:00:22,"昨天晚上有点，翻开了《不原谅也没关系》。这句话太治愈我了。我从小就是一个很多问题的小孩，对这个世界充满了疑惑。例如交通灯为什么有三种颜色，自行车为什么是两个轮子而汽车是四个，为什么这边是左那边是右。但是我知道爸妈不会回答我，他们好像也不清楚，对这些问题我只能自己努力想。我想：交通灯有红绿黄三种颜色应该是为了让马路变得五彩缤纷好看一些，自行车两个轮子是因为自行车便宜造不起四个轮子，至于为什么左右我想了很久想不明白，可能就和1+1=2一样，是人自己规定的死道理吧。人为什么有这么多死的规定呢，好难记好麻烦啊。上了学我的问题更多了，为什么要上学读书，为什么上课要坐着不能动，为什么要考第一名，为什么不能和成绩差的同学玩。爸妈有时候会解释一些，说如果不读书只能回家种地或者去当清洁工扫大街，说种地和扫大街很辛苦。我没种过地，也没扫过大街，不知道辛不辛苦，我心中怀疑扫大街种地是否真的很辛苦，但是我不敢继续问了。要不然爸妈会骂我一顿。上学期间我一直不明白为什么要读书，上课考试写作业对我来说都是一种巨大的折磨，但是我不敢不做，因为爸会很失望，奶说爸妈喜欢我纯粹是因为我成绩好，要不然女孩子都要嫁人的，没必要让她读那么多书花那么多钱。她还说如果我成绩不好回赶紧把我嫁出去换彩礼。我害怕极了，只好读书，也不敢再问什么问题了。可是到了高中我再也受不了，因为高中的考试和作业实在是太多太难了。我又想起小时候爸妈说的扫大街和种地，这些事情真的比数学还难吗，我非常怀疑。读不好书只能去扫大街种地吗，我非常怀疑。但还是不敢问别人，我自己想也想不明白。现在还是有很多问题呀。为什么要读研，我在学术方面真的一点天赋造诣和兴趣都没有，我真的要读研吗。外面的社会真的有那么可怕吗，学校里面真的是被保护的象牙塔和温床吗。为什么要考公，体制内真的有那么香吗，体制外真的有那么可怕吗。为什么要说“你不这样那样就后悔了”，你不是我你怎么知道我会后悔呢，一个人无比后悔的事情对另一个人来说可能只是无所谓而已。为什么要搞好和老师同学的关系，不擅长的事情怎么做也做不好。为什么要和解原谅，对伤害过我的人，我为什么要宽容大度，我做不到。为什么要和蔼可亲， ，为什么每天都要积极向上，我做不到。为什么呢。, 现在给我自己两句话回答：第一句是—对于人生道路的选择，普通人怎么选都是错的，也都是对的。你只是一个普通人，每个选择都不会是最优解，也不会差到哪去。相信自己当下的渴望，相信一切都是最好的安排。第二句是—你可以时不时感到困惑矛盾，并且没有答案。你很棒，因为你总是在关切自己的情绪感受，前途命运，有时候甚至有对人类前途命运的体察和关怀。你真的很有爱心。既然有那么多痛苦的询问，纠结的矛盾，剪不断理还乱，那就 ，让它存在就好了，没有必要为他难过担忧，也没有必要给他过多的担忧注意，甚至没有必要记住，可能有那么一天能想明白了，也可能没有那么一天。就算忘了也没关系，就算没有答案也没关系。",2,3,3,0,江西,拇指变成酸菜,https://www.douban.com/people/245228889/,245228889,,谢谢妈妈🌹🌹妈妈好有智慧,2024-05-19 12:07:11 北京,,,,翻开 治愈 小孩 世界 充满 疑惑 交通灯 颜色 自行车 轮子 汽车 爸妈 回答 好像 只能 努力 交通灯 颜色 马路 变得 好看 自行车 轮子 自行车 便宜 造不起 轮子 道理 难记 麻烦 上学 读书 上课 成绩 同学 爸妈 解释 读书 只能 回家 种地 清洁工 种地 辛苦 没扫 辛苦 怀疑 种地 辛苦 爸妈 上学 读书 上课 作业 折磨 爸会 失望 奶说 爸妈 喜欢 成绩 女孩子 嫁人 书花 成绩 彩礼 害怕 读书 作业 实在 想起 小时候 爸妈 种地 事情 数学 怀疑 只能 种地 怀疑 读研 学术 天赋 造诣 兴趣 读研 社会 学校 保护 温床 要考 体制 体制 后悔 我会 后悔 无比 后悔 事情 搞好 老师 同学 关系 擅长 事情 和解 伤害 宽容 大度 不到 不到 回答 人生道路 选择 普通人 普通人 选择 渴望 安排 感到 困惑 矛盾 答案 很棒 关切 情绪 感受 前途 命运 人类 前途 命运 体察 爱心 痛苦 询问 纠结 矛盾 难过 担忧 担忧 记住 答案
https://www.douban.com/group/topic/304124664/,妈妈，我要逃走了,y,https://www.douban.com/people/201522179/,201522179,2024-04-04 23:22:21,我应该很难跟你正式道别，毕竟这绝对不是你想看到的。妈，我不会再对你有幻想了。我好累啊，和你相处完感觉被耗尽所有了，世界上不可以有跟你不一样的人的，就算有，那也只能是理解你、包容你的人。你的眼睛容不得沙子，只有好听的话哪怕是假的你都可以接受，可我总是想让你明白，人总有不完美啊…真的抱歉，我的不完美在你眼里只会是沙子，你一遍要我剔除的、被你讨厌的、总是说没用的东西。我总是想让你看到我、了解我，可惜，你在乎的不是我。我不想再做那些无用功了，你的话让我因为爱你 不停共情你、讨好你，跟一起去批判、讨厌我自己。我不可以为自己分辨，只会激起你的怒气，即使它是与事实不符。我看不到一点对未来的希望，无论我做什么，都改变不了我的天生敏感，而我只要一说话，你就会责怪我固执、敏感多疑。你说我的弟有的父爱比我多很正常，因为他们住在一起。可我生下来就没有跟你们住一起，我做错什么了吗？我就天生不配得到同样的爱吗？可能也是为你自己说话，毕竟你们一样的。你也总会不小心暴露两句，其实你知道的，你爱面子，即使我什么让你不满，即使你已经原谅我，但你嘴里说的仍然是苛责的话语。可惜我不是嘴甜的人，不过脑地技术性地哄你开心。而总是想要告诉你事实，它不会是你想要的、你愿意接受的。可我只会越来越焦虑、恐慌、迷茫，我已经使出浑身的力气，都无法让你的怒气消失，告诉你我并没有错，只会让你更加疯狂。这是对我的惩罚。我不可能在从你身上得到什么了，无论是过去还是现在，缺憾也只能是缺憾。你是否愿意看到自己，也不是我的人生课题。我要逃走了，即使不知道还要多久，我是否还会反复迷茫、痛苦，被过去困住。我的人生不可以只到这，我们的关系或许会恶化、破裂。但这个世界是包容的，它容得下你，也容得下我。天性使然，我与自己抗争太久了，我要慢接纳它了。它无关好坏，只是存在着。,2,2,0,0,安徽,拇指变成酸菜,https://www.douban.com/people/245228889/,245228889,,宝宝，离开我吧，妈妈希望你从泥潭里飞得越远越好，你很勇敢，妈妈为你骄傲，宝宝，再见。,2024-05-14 23:44:24 北京,2.0,,,正式 道别 幻想 好累 感觉 耗尽 世界 只能 理解 包容 眼睛 容不得 沙子 好听 接受 完美 抱歉 完美 沙子 剔除 讨厌 没用 可惜 在乎 不想 共情 讨好 批判 讨厌 分辨 激起 怒气 事实 不符 看不到 希望 改变 天生 敏感 说话 责怪 固执 敏感 父爱 住在一起 天生 不配 说话 总会 小心 暴露 爱面子 苛责 话语 可惜 嘴甜 脑地 技术性 开心 想要 告诉 事实 想要 接受 焦虑 恐慌 使出 浑身 力气 怒气 消失 告诉 疯狂 缺憾 只能 缺憾 人生 课题 逃走 反复 痛苦 困住 人生 关系 恶化 破裂 世界 包容 天性 使然 接纳 无关 好坏
https://www.douban.com/group/topic/305769726/,祝组里的妈妈们节日快乐！,塔挞,https://www.douban.com/people/132241107/,132241107,2024-05-12 09:49:26,祝我们的网上妈节日快乐！感谢妈咪们的爱与关怀也祝大家照顾好自己，幸福快乐！,5,11,0,0,江苏,psycho,https://www.douban.com/people/psycho962464/,psycho962464,,祝各位妈妈节日快乐🎆🎉🎊,2024-05-12 12:12:32 陕西,,,,感谢 妈咪 照顾
https://www.douban.com/group/topic/305616690/,妈妈对不起我过的太失败给你的人生蒙灰了,啊不然嘞,https://www.douban.com/people/221550720/,221550720,2024-05-09 03:05:55,对不起我真的是一个很平庸的人 我拥有把一切事情都搞砸的能力 妈像你这么厉害的女人能一个人撑起整个家却生出了我这样窝囊的孩子 其实你知道吗我也很讨厌我每天都是这副不求上进得过且过的死样子可是偏我又没有能力做出改变 对不起妈我真的太胆小了 我感觉我的身体越来越差了经常喘不上气我现在吃不下饭也睡不着觉瘦了很多斤 我不知道还能苟延残喘多久因为我也不喜欢我自己不喜欢这个世界上的一切 从来不敢跟你说我内心真实的感受其实是因为我怕你也想他们一样地对我 我有私心想让你在我的记忆里美好一点 妈我好想你我想你抱我 好爱你 不过幸好你有弟幸好你劳碌了大半辈子也算是幸福一点了 看到你过的很好我也很开心 谢你妈我爱你,6,0,0,0,福建,弹弹弹,https://www.douban.com/people/137687620/,137687620,,宝贝，你一点儿也不失败。你身体里的每一个细胞都在努力完成自己的使命，你善良、温柔，在妈妈心中，你是最好的的女儿！妈妈要给你一个大大的拥抱，谢谢你选中我做母亲。,2024-05-09 21:51:55 上海,3.0,,,平庸 拥有 事情 能力 厉害 女人 撑起 生出 窝囊 孩子 讨厌 样子 能力 做出 改变 胆小 感觉 身体 上气 睡不着 喜欢 喜欢 世界 内心 感受 心想 让你在 记忆里 美好 幸好 幸好 劳碌 算是 幸福 很好 开心
https://www.douban.com/group/topic/305749113/,对不起妈妈我太自私了,momo,https://www.douban.com/people/162656504/,162656504,2024-05-11 20:03:54,我现在情绪很不好，总是希望你陪我，可是我从来又不说出口，我不爱说话，不爱表达，今天你接我回家了，其实我一直很自责，我知道我已经成年大学毕业工作了，却还需要你来接送我，将近一个月了，可是我的情绪还是没有进展，甚至我感觉更加严重了。妈，我其实一直在怨恨，我就想你什么都以我为主，我真的太自私了，我就想你来陪着我，你把我接回来后刚开始几天我还会吃饭，现在也不吃饭了，可是我想要你问我吃啥，就算我不说，你做好了断在我面前来，我真的，唉，我知道我这样很自私，对不起。我回来了我只想让你陪我，想让你一切以我为主，就什么都不要干了，就陪我待着就行，让我感受到你的爱，我知道你这两天去扫大街很辛苦，你也和我抱怨还要你怎么办，我觉得的爱是一直积极的主动，可能我真的要求太高了，我现在真的好想放弃自己啊，你让我出门，让我去看一个爷，让我去荡秋千，我不愿意出门，我不愿意你能不能就告诉我们不愿意就不去了，你就陪我在家呆着。我知道你来了我们家后一直很辛苦，对不起，还是我太自私了，没有理解到你的痛苦，就像你说的，你从小没有妈，没有人关心你。你生了我就是个错误，我现在也觉得了。我还是在乎别人的想法，我其实真的想辞职了，我想有人告诉我，我是可以的，有靠山的，就算我辞职了，我也是梦活着的，我知道婚姻是我最后一次改变自己命运的机会了，可我空有一个虚名的好工作，可是并没有同事喜欢我，给我介绍，又有什么用呢！我只想开心快乐，这就够了，我感觉我也没有信心能够进入一段亲密关系甚至生孩子了，其实我现在好想给那个人打个电话让他陪我了，可是他真的特别狠心，他不会的。可是人又是一个社会动物，我可以辞职不干，但是等爸妈老了生病了我没钱给他们看病或者不知道怎么去医院交涉，出了车祸或者其他受欺负的时候怎么交涉。我真的好羡慕.啊，她确实本人就很好，她落大方，她刚毕业也挣了不少钱，虽然我看似比她好，可是我没咋挣过钱，我也没有对象没有房子没有可以让我一起住他房子的朋友，我还是如此孤单。我其实好想躺平，现在的孩子养儿防备老做不到了，都是狼🐺，我其实也不想成为一匹狼，我也想好孝顺你们，可是我真的好想做不到了，我没有心气了。我如果辞职了，你们会被所有人笑话的。你们能承受吗，我能承受吗？我好像总在希望一个人能救我，帮我，对不起，人不自救，神也无奈。我太不爱说话了，性格太内向拧巴了，太小心眼了。,1,0,0,0,河北,momo,https://www.douban.com/people/162656504/,162656504,楼主,对不起妈妈，你今天没有出去，可能又写日记了吧！对不起，我忘记了明天是母亲节了，对不起，从小到大我没有让你享过福,2024-05-11 20:42:33 河北,,,,情绪 希望 说话 表达 回家 自责 大学毕业 接送 情绪 感觉 怨恨 自私 吃饭 吃饭 想要 做好 了断 自私 回来 感受 辛苦 抱怨 放弃 出门 出门 告诉 辛苦 自私 理解 痛苦 关心 错误 在乎 想法 辞职 告诉 靠山 辞职 活着 婚姻 改变 命运 机会 空有 虚名 同事 喜欢 介绍 开心 快乐 感觉 信心 亲密关系 孩子 电话 社会 动物 辞职 爸妈 生病 没钱 看病 医院 交涉 车祸 欺负 交涉 确实 大方 毕业 看似 对象 房子 房子 朋友 孤单 躺平 孩子 防备 不到 不想 不到 心气 辞职 所有人 笑话 承受 承受 好像 希望 自救 说话 性格 内向 小心眼
https://www.douban.com/group/topic/305717631/,妈妈，能不能抱我一下,elma,https://www.douban.com/people/276416783/,276416783,2024-05-11 03:32:07,我好累，我好像完全没有力气了,3,0,0,0,上海,elma,https://www.douban.com/people/276416783/,276416783,楼主,妈妈，为什么他们不相信我呢，我明明不会说谎的,2024-05-11 03:39:22 上海,,,,好累 好像 力气
https://www.douban.com/group/topic/305426766/,妈妈我好痛,永远相信爱存在,https://www.douban.com/people/249953982/,249953982,2024-05-04 19:34:57,我每天沉甸的，有什么东西总是压着我，总是被当做情绪垃圾桶去帮别人的忙，没有朋友，我每天要睡好久，身体好差劲。妈我不知道活着是为什么，好恐惧死后的世界。,1,0,0,0,河北,睿智小天才,https://www.douban.com/people/157094245/,157094245,,宝宝 妈妈想抱抱你 很抱歉我现在没办法做到,2024-05-10 20:15:30 浙江,,,,当做 情绪 垃圾桶 帮别人 朋友 身体 差劲 活着 恐惧 世界
https://www.douban.com/group/topic/305436717/,我好想你。,MorganeBye,https://www.douban.com/people/276467565/,276467565,2024-05-04 22:54:53,想念拥有社会学意义上的，妈，的我的少女时代。后来就一直大人了，其实我也很想有妈…好羡慕那些有妈的大人…,3,0,1,0,湖北,慢慢慢慢,https://www.douban.com/people/272832681/,272832681,,宝贝，摸摸你的头，给你盖好小被子,2024-05-06 00:46:47 新疆,,,,想念 拥有 社会学 意义 大人 大人
https://www.douban.com/group/topic/305694594/,对不起妈妈,睿智小天才,https://www.douban.com/people/157094245/,157094245,2024-05-10 20:11:21,妈，他跟我说以后能不要再联系了。妈他不再喜欢我了。他很好，只是他不喜欢我了，我很想念他，我知道不应该，可是我还爱他。妈，我不值得被爱吗，我不值得被他爱我没办法照顾好自己，我想抱你妈，我想你抱我妈，妈对不起我没有好爱自己，我没有能让他喜欢我，我也没能好爱自己。妈我还爱他,0,0,0,0,浙江,,,,,,,,,,喜欢 喜欢 想念 值得 值得 办法 照顾 喜欢 没能
https://www.douban.com/group/topic/305631798/,给妈妈的话|从自己出发的一个读书活动,苏安的馒头,https://www.douban.com/people/154583926/,154583926,2024-05-09 14:12:41,缘起是楼主喜欢聂鲁达，也在这些年不断和妈和解。昨天是5月8日，不知道为什么，搞错时间，提前跟妈说了声“母亲节快乐”又觉得单薄，于是就手写了一段手边的聂鲁达。妈估计有点震撼，打了个电话来，说是大概这么些年没那么浪漫过了（爸钢铁直男）所以，想为这本书发起一个0元试读活动（利益相关，这就是楼主公司的书） 每年5月的第二个周日，是妈的节日在今年的5月12日，你想好怎么向妈表达爱了吗？ 对于内敛的中国宝来说，向妈直抒胸臆地表达爱意，总是显得有点露怯。更适合我们中国宝体质的表达方式来啦！用诗歌，用文学，用意象，用辞藻，用一切常见的意象表达含蓄或热烈的情感！其实热爱文学的宝们来说表达的方式好像要更丰富一些或许是亲手写下一张卡片世界级的情诗大师，聂鲁达的文笔简直浪漫到窒息😭～恨不得全文摘抄！最重要的是，只要是孩子亲手写给妈，她一定能懂！*如果乐于分享一段和妈的日常，那可太好不过了！ ⏰ 5月1日-5月20日 🙋 1）发布书籍《给孩子读的聂鲁达》以及手写书摘内容和书籍一起拍摄/录制动态视频，声音录音。 2）带话题 大作家写给孩子们先读书后浪 #浪花朵童书，发布笔记并 ，图文/视频笔记皆可 3）标题格式推荐“妈，“，写下你为什么选这段诗吧！ 🧭 1）孩子和妈共读一首聂鲁达的诗歌 2）用视频或手写的方式记录下和妈的生活点滴 🎁奖励一：即日起至5月20日，我们将在活动笔记中根据内容质量、走心程度，结合笔记数据选出10位用心向妈表达爱的薯宝，送出神秘礼包！ 爱妈的方式，从来都没有范本你的陪伴，就是最好的表达#向妈表达爱的方式名额有限，感兴趣的朋友快来评论区报名！或者私信楼主。附上我抄的，以示真实，再带上书的美照：,0,0,0,0,上海,,,,,,,,,,缘起 楼主 喜欢 和解 搞错 时间 提前 快乐 单薄 手写 估计 震撼 打了个 电话 浪漫 钢铁 想为 发起 试读 利益 相关 楼主 公司 表达 内敛 表达 爱意 显得 露怯 适合 体质 诗歌 文学 意象 辞藻 常见 意象 表达 含蓄 热烈 情感 热爱 文学 宝们 表达 方式 好像 写下 世界级 情诗 大师 文笔 浪漫 窒息 全文 摘抄 孩子 写给 乐于 分享 发布 书籍 孩子 手写 书摘 内容 书籍 拍摄 录制 动态 视频 声音 录音 话题 作家 写给 孩子 读书 后浪 花朵 发布 笔记 图文 视频 笔记 标题 格式 推荐 写下 孩子 诗歌 视频 手写 方式 记录 点滴 笔记 内容 质量 走心 程度 笔记 数据 选出 用心 表达 薯宝 神秘 礼包 方式 范本 陪伴 表达 表达 方式 名额有限 感兴趣 朋友 评论 报名 私信 楼主 以示 上书 美照
https://www.douban.com/group/topic/305571422/,妈妈，难道真的只有死了才能不再痛苦吗？,北家,https://www.douban.com/people/67745680/,67745680,2024-05-08 01:12:20,半个月没和妈联系了，我从爸、舅的口中得知，妈你很心寒。可是妈，我也很心痛，不是说父母对子女是无条件的爱吗？那为什么一定要我退一步呢？你对我的「爱」都不足以让你退这步，主动联系我吗？其实我早就知道了，你和爸对我的「爱」都是有条件的。我只有在扮演让你们骄傲的女儿、听你话的女儿、能为你们养老的女儿时，你们才会施予我那点爱。你总说我面对婚姻这件事过于悲观，只能看到不好的。可是妈，连从父母这里我都得不到无条件的爱，我要怎么相信自己能从其他陌生人那里获得这种爱呢？明已经认清这个事实了，可是妈，我还是好心痛啊，为什么是我？我也很想感受能为我托底的力量，活得勇敢无畏一些，明媚地活着。我也不想大半夜还委屈得止不住地哭，不想平时看到车流、看到高楼、看到江河，脑子里就窜出自己要怎么死、会不会痛苦、我弟我朋友会有多难过的想法。妈，为什么你要成为让我痛苦的主要原因呢？为什么你要让我这么不幸呢？,3,1,0,0,湖南,ZARD,https://www.douban.com/people/136268814/,136268814,,宝贝 要好好照顾自己爱自己,2024-05-09 00:47:58 广东,,,,得知 心寒 心痛 父母 子女 不足以 条件 扮演 骄傲 女儿 女儿 女儿 施予 面对 婚姻 悲观 只能 父母 得不到 陌生人 认清 事实 心痛 感受 力量 明媚 活着 不想 委屈 止不住 不想 车流 高楼 脑子里 窜出 痛苦 朋友 难过 想法 痛苦 原因 不幸
https://www.douban.com/group/topic/304604247/,妈妈，没有人在听我说话,在逃亿万富翁熊,https://www.douban.com/people/215647894/,215647894,2024-04-15 21:16:06,我今天夸了很多人，安慰了很多难过的人我突然很累很难过，但是她们都在说自己的事没有人在听我说话,5,3,0,0,广东,只会吃饭,https://www.douban.com/people/234097939/,234097939,,好孩子，妈妈抱抱，你真的是很棒的宝宝了，妈妈要好好夸夸努力带给别人自信和阳光的你，我的宝宝是世界上最温暖和煦的小太阳。但是没关系宝宝，没有人天生就要做别人的垃圾桶，也没有人天生就要承担让别人开心的使命，宝宝自己也是很值得很值得被爱的人，妈妈好希望我的宝宝爱别人时也能多爱自己，难受了就走开，别人的负面情绪超载了可以先放下。没关系的宝宝，你已经很了不起了，妈妈愿意听你说话，宝宝永远是妈妈的骄傲。,2024-04-16 01:26:36 山西,6.0,,,安慰 难过 难过 说话
https://www.douban.com/group/topic/305601242/,妈妈，为什么你的儿子可以去县城接受良好的教育，作为女儿的我，却只能留在农村，最好辍学？,她不要韵脚,https://www.douban.com/people/Lynne0000/,Lynne0000,2024-05-08 20:23:59,如题所示，我真的太难过了。,0,0,0,0,四川,,,,,,,,,,所示 难过
https://www.douban.com/group/topic/305567445/,妈妈，你尽管对表姐一家好吧,犹未可知,https://www.douban.com/people/172437301/,172437301,2024-05-07 23:20:43,我不羡慕，因为我自己更强大。工作再累我也有自己心疼自己，生活再苦我也有自己的存款，以后我会离开你们去自己想去的地方。,0,0,0,0,江西,,,,,,,,,,羡慕 强大 再累 心疼 存款 我会 离开 想去 地方
