commentId,userNick,userMember,replyInfo,commentKeywordList,commentTagInfo,publishStatus,usefulCount,replyCount,score,images,scores,content,recommendItems,publishTypeTag,childrenTag,ipLocatedName,search-area,sight-name,sight-id,sight-address,分词,情感分值,emotion_type,聚类结果
172492698,elsashen0529,钻石贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/01051120009x3okfx8D26_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0103n120009x3ug9a8598_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0102b120009x3o51d1960_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,跳楼机，不到一百斤的不给玩！还有就是有点夸张被转盘卡住了如何正确感知你到底晒黑了多少​打开你很久不用的粉底液​。。。。,,2022-09-03 发布点评,,上海,黄浦区,上海玛雅海滩水公园,141307,上海市松江区佘山镇林荫新路1222号,跳楼 不到 一百斤 夸张 转盘 卡住 正确 感知 晒黑 打开 不用 粉底液,0.2249,负面,1
174717128,156****3497,钻石贵宾,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,夏天可以去去，项目不是很新，勉强吧,,2023-01-27 发布点评,,上海,黄浦区,上海玛雅海滩水公园,141307,上海市松江区佘山镇林荫新路1222号,夏天 项目 勉强,0.1955,负面,0
173766899,M93****54,,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,里面太热闹了，大夏天像煮水饺，人太多了，不好玩，选个平时时间去还可以,,2022-11-22 发布点评,,上海,黄浦区,上海玛雅海滩水公园,141307,上海市松江区佘山镇林荫新路1222号,热闹 夏天 水饺 人太多 不好玩 选个 平时 时间,0.1006,负面,1
172933499,千里有马,,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,四行仓库，每年国庆节当地人和游客都要去祭奠的地方,,2022-10-03 发布点评,,上海,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,四行 仓库 国庆节 当地人 游客 祭奠 地方,0.19,负面,2
166579420,霞光升起,,,[],[],6,3,0,5,https://dimg07.c-ctrip.com/images/0101o120008o9g9uc0F6D_W_640_10000.jpg?proc=autoorient;https://dimg01.c-ctrip.com/images/0105v120008o9frjpC196_W_640_10000.jpg?proc=autoorient;https://dimg07.c-ctrip.com/images/01035120008o9czx7C48C_W_640_10000.jpg?proc=autoorient;https://dimg06.c-ctrip.com/images/01041120008o9gekiC225_W_640_10000.jpg?proc=autoorient;https://dimg08.c-ctrip.com/images/0103r120008o9eyxg8473_W_640_10000.jpg?proc=autoorient;https://dimg06.c-ctrip.com/images/0106b120008o9cv23C572_W_640_10000.jpg?proc=autoorient;https://dimg05.c-ctrip.com/images/0102m120008o9cwsq5C8C_W_640_10000.jpg?proc=autoorient;https://dimg05.c-ctrip.com/images/0102z120008o9ef2rFB67_W_640_10000.jpg?proc=autoorient;https://dimg05.c-ctrip.com/images/0105q120008o9fzs89649_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,因为电影《八佰》，位于上海市静安区光复路21号的四行仓库遗址火了。作为一名上海人，应该要了解、记住这段历史。在四行仓库纪念馆一楼，有一家“人民咖啡馆”，商家创意地设计了“热敏”咖啡杯套，原色（黑色）杯套一遇热，立即会变成弹孔累累的四行仓库外墙。,,2021-05-17 发布点评,,,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,电影 八佰 位于 上海市 静安区 光复路 四行 仓库 遗址 一名 上海 记住 历史 四行 仓库 纪念馆 一楼 一家 咖啡馆 商家 创意 设计 热敏 咖啡杯 原色 黑色 杯套 遇热 弹孔 累累的 四行 仓库 外墙,0.0522,负面,2
169151293,龟龟0901,铂金贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0104d12000998pk3x7C3A_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0106m12000998qfv9DE4D_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0105z12000998pe0y6157_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0101a12000998ozs33503_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0100h12000998p5i0249A_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0100b12000998nqpu4824_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0104212000998q3ysA076_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0100212000998qgsp5BBF_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0103m12000998n5p38E03_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,四行仓库的puma展，走过路过看一眼即可。作为一个快闪，不合格。没有主题，不知所云，是为了秀肌肉💪？还是为了发新品？搞不清目的和目标的活动还不如不做。个人拙见，也许肤浅了。今天🔚。,,2022-01-16 发布点评,,,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,四行 仓库 走过 路过 一眼 即可 合格 主题 不知所云 肌肉 新品 搞不清 目的 目标 活动 拙见 也许 肤浅,0.2793,负面,1
166362412,红糖泡泡,铂金贵宾,,[],[],6,2,0,5,https://dimg03.c-ctrip.com/images/0105f120008mc4yhn5348_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/01031120008mc8s0y19C7_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0102n120008mc8t6o5F1C_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,四行仓库是一座位于上海静安区南部的仓库建筑。原是大陆银行和北四行（金城银行、中南银行、大陆银行及盐业银行）联合仓库，淞沪会战时期，这里曾驻扎452名国民革命军将士英勇抵抗日军的进攻。1985年9月3日，上海市文物保管委员会正式将其命名为“八百壮士四行仓库抗日纪念地”。抗战纪念馆大门入口处保留了原四行仓库的铁门，斑斑锈迹。1995年8月13日，光复路21号底层建立了八百壮士英勇抗日事迹陈列馆。2015年8月13日，在淞沪会战78周年纪念日之际，四行仓库抗战纪念馆落成开馆。,,2021-04-29 发布点评,,,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,四行 仓库 一座 位于 上海 静安区 南部 仓库 建筑 大陆 银行 四行 金城 银行 中南 银行 大陆 银行 盐业 银行 联合 仓库 淞沪 会战 时期 驻扎 国民革命军 将士 英勇 抵抗 日军 进攻 上海市 文物 委员会 正式 命名 八百壮士 四行 仓库 抗日 纪念地 抗战 纪念馆 大门 入口处 保留 四行 仓库 铁门 斑斑 锈迹 光复路 底层 建立 八百壮士 英勇 抗日 事迹 陈列馆 淞沪 会战 周年 纪念日 之际 四行 仓库 抗战 纪念馆 落成 开馆,0.0721,负面,2
167509182,Journey15,黄金贵宾,,[],[],6,5,0,5,,景色-5.0;趣味-5.0;性价比-5.0,位于西藏路桥畔的四行仓库，是当年八百壮士抗击日本侵略者的战场，现在已经恢复了当年的模样，整个纪念馆由四行仓库和一个广场组成。仓库墙上的弹孔使人想起血战沙场的抗日烈士。,,2021-08-23 发布点评,,,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,位于 西藏 路桥 四行 仓库 当年 八百壮士 抗击 日本 侵略者 战场 恢复 当年 模样 纪念馆 四行 仓库 广场 仓库 墙上 弹孔 使人 想起 血战 沙场 抗日 烈士,0.3374,负面,1
164364019,sAviOr_07,,,[],[],6,1,0,4,https://dimg05.c-ctrip.com/images/0100112000833iz0fB606_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0100112000833hejg3F38_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0100x12000833dgujCD69_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0103l12000833ep7s249D_W_640_10000.jpg?proc=autoorient;https://dimg02.c-ctrip.com/images/0100112000833i7j56CD4_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0103l12000833i08oE90D_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0103l12000833fagb9C89_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0101t12000833esqo205C_W_640_10000.jpg?proc=autoorient;https://dimg02.c-ctrip.com/images/0102p12000833ho5yA11D_W_640_10000.jpg?proc=autoorient;https://dimg02.c-ctrip.com/images/0104h12000833hkqy2D80_W_640_10000.jpg?proc=autoorient;https://dimg02.c-ctrip.com/images/0106912000833ibvf3083_W_640_10000.jpg?proc=autoorient;https://dimg01.c-ctrip.com/images/0104h12000833he4e10BA_W_640_10000.jpg?proc=autoorient;https://dimg01.c-ctrip.com/images/0100112000833hbq2D281_W_640_10000.jpg?proc=autoorient;https://dimg01.c-ctrip.com/images/0100x12000833iymd0C47_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0100112000833eeqk7314_W_640_10000.jpg?proc=autoorient,景色-4.0;趣味-4.0;性价比-4.0,四行仓库抗战纪念馆，先到游上海预约日期和时间，到预约的时间到馆，记得一定要带上身份证，还有健康码绿色就能进了。      馆内分为四个部分，以谢晋元写给妻子的家书开始，八百壮士为了保卫人民拼死拼活，最后的结局还不好，哎......,,2020-09-07 发布点评,,,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,四行 仓库 抗战 纪念馆 先到 上海 预约 日期 时间 预约 时间 到馆 记得 带上 身份证 健康 绿色 馆内 分为 四个 谢晋元 写给 妻子 家书 八百壮士 保卫 拼死拼活 结局 不好,0.3476,负面,1
165084708,猩猩知倪心,铂金贵宾,,[],[],6,0,0,5,https://dimg02.c-ctrip.com/images/0101o120008a0a8v225D5_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0105t120008a0e6i61BD8_W_640_10000.jpg?proc=autoorient;https://dimg01.c-ctrip.com/images/0104g120008a0bv152F48_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,作为一个魔都土著，只在乡土地理中知道淞沪抗战和谢晋元，但任何历史都不该被轻易忘却，一部《八佰》彻底把这段历史和这个地址捧成了网红，在疫情打压仍旧上扬的票房和群情激奋的民族意识觉醒的交融中，我也不能免俗地来参观了。竟然就在大悦城斜对角，我想多少去过大悦城的人，大概都没意识到吧,,2020-11-16 发布点评,,,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,土著 乡土 地理 淞沪 抗战 谢晋元 历史 不该 轻易 忘却 一部 八佰 这段 历史 地址 捧成 网红 疫情 打压 上扬 票房 群情激奋 民族意识 觉醒 交融 免俗 地来 参观 大悦 斜对角 去过 大悦 意识,0.0054,负面,1
167024730,小洗洗嘻嘻,,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,这个仓库绝了，66666666我看了八佰,,2021-07-03 发布点评,,,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,仓库 八佰,0.3205,负面,1
169490115,龙神皇陛下,钻石贵宾,,[],[],6,0,0,4,,景色-4.0;趣味-4.0;性价比-5.0,由四家银行共同出资建造的四行仓库，因抗战时期八百壮士英勇抗日事迹而闻名于世。目前已经成为爱国主义教育基地。,,2022-02-12 发布点评,,,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,四家 银行 出资 建造 四行 仓库 抗战时期 八百壮士 英勇 抗日 事迹 闻名于世 爱国主义 教育 基地,0.3413,负面,0
167447494,201****780,铂金贵宾,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,人太多，真是要命,,2021-08-15 发布点评,,,黄浦区,上海四行仓库抗战纪念馆,1726870,上海市静安区光复路21号,人太多 要命,0.1457,负面,1
167326147,godknows,铂金贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0103r120008vbeonk9DD9_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0104r120008vbndei0CFE_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0105n120008vbidb30DA0_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,据说是曾经的一位大富翁给自己女儿造的一座别墅，咋一看真有一种童话般的感觉，现在里面改造成为了酒店，不是住店客人不让随便进去。,,2021-08-12 发布点评,,,黄浦区,马勒别墅,51240,静安区陕西南路30号(近延安路高架),一位 大富翁 女儿 一座 别墅 一看 真有 一种 童话般 感觉 改造 酒店 住店 客人 不让 随便,0.2679,负面,1
166717061,草莓奶酪棒,黄金贵宾,,[],[],6,1,0,5,https://dimg06.c-ctrip.com/images/0100d120008pdrwclE1D3_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0106n120008pdqq4u8D7C_W_640_10000.jpg?proc=autoorient;https://dimg05.c-ctrip.com/images/0106h120008pds1t2AD7A_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0102y120008pds1m03FD1_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0104s120008pdsbj69A55_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0103y120008pdrurkA7F0_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/0103t120008pdrnk07F61_W_640_10000.jpg?proc=autoorient;https://dimg01.c-ctrip.com/images/0100e120008pdqwqjFE2F_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/01024120008pdrshsE86D_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,考察项目去的，三天都没光过来博览展馆太多了，项目也多，厂商也多，不过是难得的好机会可以了解外面的市场，没有白白去，就是每天很疲惫几乎瘦了四斤，每天不停的看，走，体验,,2021-06-01 发布点评,,,黄浦区,世博会博物馆,110783,上海市黄浦区蒙自路818号（近龙华东路）,考察 项目 三天 没光 博览 展馆 太多 项目 厂商 机会 外面 市场 疲惫 四斤 不停 体验,0.1378,负面,1
166273174,yoyolove7788,黄金贵宾,,[],[],6,0,0,4,https://dimg01.c-ctrip.com/images/01030120008kuidznC18A_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0106h120008kufyaa487E_W_640_10000.jpg?proc=autoorient;https://dimg08.c-ctrip.com/images/0101h120008kug0npB273_W_640_10000.jpg?proc=autoorient;https://dimg08.c-ctrip.com/images/0101l120008kugfdmAECA_W_640_10000.jpg?proc=autoorient,景色-4.0;趣味-4.0;性价比-4.0,挺可惜的，本来这块园区另外一半已经被华给广电集团SMG作为一个中外合作的沉浸式剧场的具体讲的是007詹姆斯邦德的事情，而且有四个绒面非常的大 价位也贵 最基本的就要500吧，上面还有780，980，1580 也就是在VIP上面做文章，有些含酒水饮料小吃，有些不含 他关掉了也只能重新开会，世博园了，这么大的地方浪费了,,2021-04-19 发布点评,,,黄浦区,世博会博物馆,110783,上海市黄浦区蒙自路818号（近龙华东路）,可惜 本来 这块 园区 一半 被华 广电集团 中外合作 沉浸 剧场 詹姆斯 邦德 事情 四个 绒面 价位 做文章 酒水 饮料 小吃 关掉 只能 开会 世博园 地方 浪费,0.0122,负面,4
96724270,巴扎黑嘿嘿嘿嘿,,,[],[],6,15,0,4,,景色-4.0;趣味-4.0;性价比-4.0,这个更低幼一些，在几个大项目之间可以抽空看看，还好人很多的时候也不怎么需要排队，游玩时一定要注意细节，迷宫很简单，随便走走就出来了。,,2017-02-06 发布点评,,,黄浦区,爱丽丝梦游仙境迷宫,1939276,上海市浦东新区川沙镇黄赵路310号上海迪士尼乐园,低幼 几个 项目 之间 抽空 还好 排队 游玩 细节 迷宫 简单 随便 走走,0.1626,负面,0
112126840,_CFT01****5410201,黄金贵宾,,[],[],6,3,0,5,https://dimg04.c-ctrip.com/images/1005sa114ri39dsy8E1C4_W_640_10000.jpg?proc=autoorient;https://dimg06.c-ctrip.com/images/1004sa1247lgfh79c9969_W_640_10000.jpg?proc=autoorient;https://dimg02.c-ctrip.com/images/1005sa114ri39evj4F40F_W_640_10000.jpg?proc=autoorient;https://dimg05.c-ctrip.com/images/1006sa1247lgfi24gABA1_W_640_10000.jpg?proc=autoorient,景色-4.0;趣味-3.0;性价比-4.0,满足了对电影爱丽丝梦游的各种好奇，里面形象很逼真，就是迷宫太小了，一转就出来了，还有下午茶，还可以试戴帽子，拍照可以，玩没什么玩的。,,2017-07-13 发布点评,,,黄浦区,爱丽丝梦游仙境迷宫,1939276,上海市浦东新区川沙镇黄赵路310号上海迪士尼乐园,电影 爱丽丝 梦游 好奇 形象 逼真 迷宫 太小 一转 下午茶 戴帽子 拍照 没什么,0.2364,负面,1
106061637,彼岸之澄,,,[],[],6,3,0,4,https://dimg04.c-ctrip.com/images/100c0g0000007tgcw2E6C_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/100h0g0000007thxaC00F_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/100d0g0000007t4tm78C5_W_640_10000.jpg?proc=autoorient,景色-4.0;趣味-4.0;性价比-4.0,选择一扇门。绕过曲折的绿色小径，穿过一点不恐怖的山洞，就来到红皇后的后花园。可以和红皇后的大脑袋合影。也可以坐坐红皇后的王座。再穿过一点都不会迷路的迷宫，去参加疯帽子的茶话会。来参加茶话会的人太多。于是想拍个没“背景”的照片都不行。,,2017-05-10 发布点评,,,黄浦区,爱丽丝梦游仙境迷宫,1939276,上海市浦东新区川沙镇黄赵路310号上海迪士尼乐园,选择 一扇门 绕过 曲折 绿色 小径 穿过 一点 恐怖 山洞 来到 皇后 后花园 皇后 脑袋 合影 坐坐 皇后 王座 穿过 一点 迷路 迷宫 参加 帽子 茶话会 参加 茶话会 人太多 拍个 背景 照片 不行,0.1666,负面,1
159402233,maomaowinds,黄金贵宾,,[],[],6,2,0,3,https://dimg08.c-ctrip.com/images/100d15000000y7swcAB55_W_640_10000.jpg?proc=autoorient;https://dimg05.c-ctrip.com/images/100q15000000yaklf8F7A_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/100i15000000y83om27BC_W_640_10000.jpg?proc=autoorient;https://dimg06.c-ctrip.com/images/100u15000000y997r5862_W_640_10000.jpg?proc=autoorient,景色-3.0;趣味-3.0;性价比-3.0,爱丽丝梦游仙境迷宫是上海迪士尼乐园内的一个小景点，位于迪士尼城堡旁，顾名思义，这个景点就是一个小迷宫，迷宫的入口处有整个迷宫的地图，进入迷宫后，想要出来，就要看你的方向感了，迷宫的线路有简单的和难的两条线路，迷宫内可以看到很多爱丽丝中的卡通人物，出口处还有一个假的点心区域可供游客拍照，小朋友玩玩挺好的，成人会觉得很无聊。,,2019-06-22 发布点评,,,黄浦区,爱丽丝梦游仙境迷宫,1939276,上海市浦东新区川沙镇黄赵路310号上海迪士尼乐园,爱丽丝 梦游 仙境 迷宫 上海 迪士尼 乐园 景点 位于 迪士尼 城堡 顾名思义 景点 迷宫 迷宫 入口处 迷宫 地图 迷宫 想要 方向感 迷宫 线路 简单 两条 线路 迷宫 爱丽丝 卡通人物 出口处 点心 区域 游客 拍照 小朋友 玩玩 成人 无聊,0.0305,负面,4
162702964,樱木花花道,黄金贵宾,,[],[],6,0,0,3,https://dimg04.c-ctrip.com/images/100f1c000001dox04C6B4_W_640_10000.jpg?proc=autoorient;https://dimg02.c-ctrip.com/images/100g1c000001dpl6y9927_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/100k1c000001dt2v43054_W_640_10000.jpg?proc=autoorient,景色-3.0;趣味-3.0;性价比-3.0,爱丽丝梦游仙境是上海迪士尼乐园内的一个项目，这个项目主要是感受穿梭迷宫的感觉，迷宫还是比较容易走的，在入口处记住迷宫的线路就OK了，感觉带孩子可以玩玩，成人去就不要浪费时间了。,,2020-01-21 发布点评,,,黄浦区,爱丽丝梦游仙境迷宫,1939276,上海市浦东新区川沙镇黄赵路310号上海迪士尼乐园,爱丽丝 梦游 仙境 上海 迪士尼 乐园 项目 项目 感受 穿梭 迷宫 感觉 迷宫 入口处 记住 迷宫 线路 感觉 孩子 玩玩 成人 浪费时间,0.0951,负面,2
154964354,M46****334,,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,上海的好地方太多了，每走到一处就是一个景点，来了就不后悔。,,2018-05-22 发布点评,,,黄浦区,爱丽丝梦游仙境迷宫,1939276,上海市浦东新区川沙镇黄赵路310号上海迪士尼乐园,上海 地方 太多 一处 景点 后悔,0.3303,负面,2
111860081,M97****41,,,[],[],6,0,0,5,,景色-4.0;趣味-4.0;性价比-4.0,真的是迷宫一样，跟着一群人往里走，差点出不来。,,2017-07-09 发布点评,,,黄浦区,爱丽丝梦游仙境迷宫,1939276,上海市浦东新区川沙镇黄赵路310号上海迪士尼乐园,真的 迷宫 跟着 一群 人往 差点 出不来,0.0546,负面,1
166140505,M27****2529,黄金贵宾,,[],[],6,0,0,4,https://dimg02.c-ctrip.com/images/0301p120008j8ltywB487_W_640_10000.jpg?proc=autoorient;https://dimg02.c-ctrip.com/images/0300w120008j8mw8uC4A6_W_640_10000.jpg?proc=autoorient;https://dimg06.c-ctrip.com/images/0303i120008j8kwl582A4_W_640_10000.jpg?proc=autoorient;https://dimg03.c-ctrip.com/images/03037120008j8k7n54F38_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0301r120008j8mbho5843_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-4.0;性价比-4.0,有些教育意义，琉璃很美，到到博物馆时临近闭馆了，就草草看了下，这个博物馆应该属于个人传记馆，也有被小小震撼到，本展馆偏小，游览全程可能只用了一个半小时，一楼就是琉璃商品，价值不菲，楼上展厅看完，感觉文化烘托还差点意思，购买欲不强。,,2021-04-05 发布点评,,,黄浦区,上海琉璃艺术博物馆,48411,上海市黄浦区泰康路25号,教育 意义 琉璃 博物馆 临近 闭馆 草草 博物馆 传记 小小 震撼 展馆 偏小 游览 全程 只用 一个半 小时 一楼 琉璃 商品 价值 不菲 楼上 展厅 感觉 文化 烘托 差点 购买欲,0.2405,负面,1
167515118,639****909,铂金贵宾,,[],[],6,0,0,5,https://dimg04.c-ctrip.com/images/0300d120008x9ydafA018_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0303s120008xa158v7F76_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0302h120008xa1upd99A7_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-3.0;性价比-3.0,展品非常棒，就是内容略显单调。就算非常仔细的看，走完四间小屋最多也就1小时了。与个票价来说，是比较贵了的，感觉不太值得特地来一次，走过路过，又不嫌贵的，可以顺便看看吧。,,2021-08-24 发布点评,,,黄浦区,上海琉璃艺术博物馆,48411,上海市黄浦区泰康路25号,展品 内容 略显 单调 仔细 四间 小屋 最多 小时 票价 感觉 不太 值得 特地来 走过 路过 嫌贵 顺便,0.046,负面,1
165867468,110****239,钻石贵宾,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-5.0,门票实在是太贵了，不得不说这是富人的博物馆那,,2021-03-02 发布点评,,,黄浦区,上海琉璃艺术博物馆,48411,上海市黄浦区泰康路25号,门票 实在 太贵 富人 博物馆,0.1187,负面,1
169086535,阳光下的牛,,,[],[],6,0,0,5,,景色-5.0;趣味-5.0;性价比-4.0,就可以啦【景色】东西不多的么,,2022-01-10 发布点评,,,黄浦区,上海琉璃艺术博物馆,48411,上海市黄浦区泰康路25号,景色 东西 不多,0.1865,负面,1
166391393,悠哉_,黄金贵宾,,[],[],6,0,0,4,,景色-4.0;趣味-4.0;性价比-4.0,比较小，主要是个人展，售票的大妈腆着个肚子，^_^，服务态度一般，不是很耐烦，与高雅的艺术不太搭。,,2021-05-02 发布点评,,,黄浦区,上海琉璃艺术博物馆,48411,上海市黄浦区泰康路25号,个人展 售票 大妈 肚子 服务态度 耐烦 高雅 艺术 不太,0.0187,负面,0
167528105,龟龟0901,铂金贵宾,,[],[],6,1,0,5,https://dimg04.c-ctrip.com/images/0101a120008xefvcxDC59_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0106f120008xecv7z9B68_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0105i120008xep1qj3AF8_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0101f120008xebqp522F2_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0102g120008xeekvq7032_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0105s120008xe7zo180B4_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0102i120008xega81E3AF_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0100a120008xemub6F147_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0100t120008xe7pwuD160_W_640_10000.jpg?proc=autoorient;https://dimg04.c-ctrip.com/images/0100q120008xe65ol5264_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,中华艺术宫0米层的展，建党100周年美术作品展，占地面积最大，但是说实话比起之前的一次，逊色很多，策展条理不清晰。大家的作品少，拍完后数了数，9图都没到。中华艺术宫的纸质票更新了，这次是关良的作品，龟龟爱的很。展期到10月18日。,,2021-08-26 发布点评,,,黄浦区,中华艺术宫,18317,上海市浦东新区上南路205号近国展路,中华 艺术宫 米层 建党 周年 美术 作品展 占地面积 说实话 逊色 策展 条理 清晰 作品 完后 没到 中华 艺术宫 纸质 更新 关良 作品 龟龟 展期,0.0701,负面,1
168982632,龟龟0901,铂金贵宾,,[],[],6,0,0,5,https://dimg06.c-ctrip.com/images/0104g12000980rfq0FAA8_W_640_10000.jpg?proc=autoorient;https://dimg07.c-ctrip.com/images/0101j12000980rwut81ED_W_640_10000.jpg?proc=autoorient;https://dimg01.c-ctrip.com/images/0102s12000980qj9g6CC6_W_640_10000.jpg?proc=autoorient;https://dimg06.c-ctrip.com/images/0101m12000980oox1F6DE_W_640_10000.jpg?proc=autoorient;https://dimg08.c-ctrip.com/images/0100i12000980lseu1BEC_W_640_10000.jpg?proc=autoorient;https://dimg05.c-ctrip.com/images/0107412000980lil9A67F_W_640_10000.jpg?proc=autoorient;https://dimg07.c-ctrip.com/images/0104t12000980qzym8803_W_640_10000.jpg?proc=autoorient,景色-5.0;趣味-5.0;性价比-5.0,凤凰古城出了俩名人，作家沈从文，艺术家黄永玉，沈从文还是黄永玉的表叔。抽雪茄，养巨犬，收藏豪车，笑声特别大声且好似雷声，更广为人知的是他老顽童的“老不正经”。黄老的版画展，不大，但是一想到这个老头儿估计也没那么在乎，作为普通观众的龟龟也就释然了。,,2022-01-02 发布点评,,,黄浦区,中华艺术宫,18317,上海市浦东新区上南路205号近国展路,凤凰古城 名人 作家 沈从文 艺术家 黄永玉 沈从文 黄永玉 表叔 雪茄 养巨犬 收藏 豪车 笑声 特别 大声 好似 雷声 广为人知 老顽童 不正经 黄老 画展 想到 老头儿 估计 在乎 观众 释然,0.0095,负面,1
