label,review,fenci
0,又慢又难吃,难吃
0,等了2个半小时这也就罢了，想取消订单的时候商家竟然还关机。派送的大叔冒雨送来我也是觉得很辛苦，据说派送大叔不是商家自己的人，我看他的上显示13:24接到商家发出的我的单子，可是，我1点19下单的啊！如果以上我说的这些都不叫事的话，那我收到的鸡腿肉卷里为什么是猪肉的？呵嗒，订餐受9点打击，再也不来了,取消 订单 商家 关机 派送 大叔 冒雨 送来 辛苦 派送 大叔 商家 显示 接到 商家 发出 单子 下单 收到 鸡腿肉 猪肉 订餐 打击 不来
0,"我很少评论外卖,但是这个我真的要说一说,!,十点多订的我外卖,卖家一分钟就接单了,然后过了一个半小时还多我才收到外卖!收到的时候粥已经是凉的,锡纸包着饼,锡纸是热的,我还想还好还能吃,可是打开后饼已经凉了,油也凝固了,饼也因为凉了变硬！106分钟才送达,送来的还是凉的,卖家要是你能满意吗！",评论 外卖 多订 外卖 卖家 小时 收到 外卖 收到 纸包 锡纸 还好 打开 后饼 凝固 变硬 送达 送来 卖家 满意
0,皮太厚，不喜欢,皮太厚 喜欢
0,等了近两个小时,小时
0,虽然送晚了，但是商家的太度还是可以的,商家 太度
0,送餐特别特的慢！,送餐
0,等到快8点，南瓜粥是凉的，卷饼也是凉的！,南瓜 卷饼
0,配送竟然只送到1层，什么服务。太差了，以后不会再点了,配送 送到 再点
0,"坦白说没什么味道,就是肉和饼",坦白说 味道
0,送的有点慢，味道很好！,味道
0,味道很不好，都凉了，饼都没有熟，肉也没有味道，跟在店里吃的差远了,味道 味道 店里
0,皮蛋瘦肉粥和汇源果汁没送，投诉了也没用哈，然后让我跑18层楼下去拿外卖，是你送还是我送？要不剩下的我都帮你送了吧！,皮蛋 瘦肉粥 汇源 果汁 没送 投诉 没用 层楼 外卖 剩下
0,"完全不值这个价,一个素菜卷饼15,里面就两根土豆几块洋葱,饼倒是挺大。,再也不来了",不值 素菜 卷饼 土豆 洋葱 不来
0,宇宙最慢的卷饼,宇宙 最慢 卷饼
0,有点咸，包装好于食物,有点咸 包装 食物
0,下楼自己取，每次都是自己去拿，我要是有那时间就不叫外卖了,下楼 时间 叫外卖
0,买了7次，我自己下楼取了7次，而且配送员态度一般.不是来不及了就是电梯下不去！请问电梯下不去我怎么下去？,下楼 配送 态度 电梯 下不去 请问 电梯 下不去
0,盖饭不好吃。还等的海枯石烂了。不点了,盖饭 好吃 不点
0,送餐打电话跟要打架一样，我还挺客气的说放在门卫那儿就好，话还没说完就给挂了电话，够可以的,送餐 打架 客气 放在 门卫 说完 电话
0,粥还能吃，卷饼不好吃,卷饼 好吃
0,不送到，下楼去取,送到 下楼 去取
0,肉少菜多，菜好像不太新鲜，皮蛋瘦肉粥还可以便宜点，送餐还挺快,好像 新鲜 皮蛋 瘦肉粥 便宜 送餐 挺快
0,送的比较慢，味道不错，就是凉了！,味道 不错
0,送得太慢了，险些饿死…,太慢 饿死
0,垃圾食品吃完中毒啦！,垃圾 食品 中毒
0,味道不好，饮料很难喝,饮料
0,就这还想要意见？找客服，你没送到就没送到，找毛的理由了，我饿了2个小时，对你态度能好？直接差评，以后不来买了,想要 意见 客服 送到 送到 理由 小时 态度
0,味道不怎么玩,味道
0,根本就不是肘子肉,肘子
0,最后一次买你家东西。,东西
0,味道巨难吃，肉太肥了，吃不下去,味道 难吃
0,送的太慢了！,太慢
0,吃了一半就吃不下去了，里面尽是肥肉，吃完就开始难受，拉了一下午肚子，再也不吃了！,肥肉 难受 肚子 不吃
0,创造了我点外卖的纪录，167分钟等待，都可以从北京到天津买了大麻花回来了，还等卷饼和粥,创造 外卖 纪录 等待 北京 天津 麻花 回来 卷饼
0,真的好慢啊！等了将近两个小时，快饿死了，只好自己出去买了，刚买回来才打电话说送来了…,小时 饿死 送来
0,速度挺快，但是味道不咋地，东西不太干净，吃的我肠炎，拉肚子都要虚脱了，以后不会再定了,速度 挺快 味道 东西 干净 肠炎 拉肚子 虚脱 再定
0,"实在是太失望了,这个店刚开业的时候吃过一次,觉得特别好吃,今天送来后我都怀疑是不是点错店了,怎么反差这么大啊,外面的饼皮就和一团生面一样",实在 失望 开业 好吃 送来 怀疑 点错 反差 饼皮
0,4个小时。呵了,小时
0,不值17元！我要的是肘子，里面加了一半鸡肉，不如大街上手抓饼加两块里脊，皮蛋瘦肉粥6元不如早起2元的实在,不值 肘子 鸡肉 大街 上手 里脊 皮蛋 瘦肉粥 早起 实在
0,没想象的好，粥里没硬货，饼味道还行，量一般,想象 硬货 味道
0,"十一点后点餐,送的慢,不过味道确实不错",后点 味道 确实 不错
0,越来越难吃了，不会再吃了,难吃
0,卷饼还可以，这粥也太不值了！皮蛋两三粒，瘦肉一块没吃着，这能叫皮蛋瘦肉粥吗？就是普通的白米粥！,卷饼 不值 皮蛋 瘦肉 皮蛋 瘦肉粥 米粥
0,本来满怀期待的等到1点多，结果不送上来，1点多应该过高峰了啊？下去拿餐，发现只有我的那份，我就呵了,满怀 期待 送上来 高峰 拿餐 发现
0,慢的要死，3个小时的苦等待…1送达,要死 小时 等待 送达
0,"送个餐90分钟,呵,竟然送餐不知道坐电梯去2,呵,我自己去拿的,呵,没心情吃,呵",送餐 坐电梯 心情
0,根本不是肘子，就是五花肉，还很硬，很一般,肘子 五花肉 很硬
0,也就是7块钱的卷饼。,块钱 卷饼
0,再也不会定了，不到十一点定的，快一点才到，中途打电话取消，压根不接电话，太恶劣了。送来的卷饼包了两层锡纸，因为第一层包不住汤，又包一层。拆开根本没法吃！木耳跟最开始的味道也不一样了。良心哪去了？！,不到 取消 压根 恶劣 送来 卷饼 锡纸 不住 拆开 没法 木耳 味道 良心
0,送餐速度太慢，两个小时才到，打电话也不接！味道也很差，直接扔掉了。点过的最差的外卖！,送餐 速度 太慢 小时 味道 扔掉 点过 最差 外卖
0,料很足，但是酱肉太咸了，饭点儿叫外卖等了一个多小时,很足 酱肉 点儿 叫外卖 小时
0,千万不要买，不好吃而且服务太差，送餐速度三小时，最失败的一次购买,好吃 送餐 速度 小时 失败 购买
0,慢，送餐态度我也是醉了,送餐 态度
0,服务态度特别差，还发脾气,服务态度 发脾气
0,从包装到味道总体还可以，就是小菜不怎么好吃，木耳还凑合，辣白菜根本不是那味儿！所以小菜再弄好点的话，还会多支持！,包装 味道 总体 小菜 好吃 木耳 凑合 辣白菜 味儿 小菜 支持
0,粥里面竟然有蛋壳，,蛋壳
0,两个半小时才到，问商家说配送员1点出去的，一点才到这是去送全北京的外卖了吗？问起来就各种找理由，又是单子多又是第一个送的我的，我十点半定的也不算晚吧！就不信两个半小时都送不到！,商家 配送 北京 外卖 理由 单子 半定 不算 不信 不到
0,土豆肉丝没有一丁点肉，怀疑送错了，皮蛋瘦肉粥很一般,土豆 肉丝 怀疑 送错 皮蛋 瘦肉粥
0,一个多小时才送到，也太慢了,小时 送到 太慢
0,"粥没味…香菇炖鸡的鸡竟然是鸡肉丝也就算了,一点味道也没有…送餐先说送不到宿舍要去大南门取,我到了大南门他又说他在宿舍了…这家店一生黑",没味 香菇 炖鸡 肉丝 味道 送餐 不到 宿舍 大南门 大南门 宿舍
0,1点半点的餐，12点45送到的！蜗牛都比你们快！不会再定了！,送到 蜗牛 再定
0,根本不是肘子肉。,肘子
0,卷的菜很少，感觉很一般,感觉
0,"2:30送到,小伙伴们,看着办吧",送到 小伙伴 看着办
0,我就搞不明白了，我要了一份皮蛋瘦肉粥商家为什么不给勺子？,明白 皮蛋 瘦肉粥 商家 勺子
0,粥还行，拌饭的米粘糊的,还行 粘糊
0,挺不错，就是时间有点长，一个半小时送达,时间 小时 送达
0,一个小时才到，粥也洒了，饼也凉了,小时
0,"好吃,包装也很好",好吃 包装
0,速度还可以，口味可真心待提高啊,速度 口味 提高
0,~味道真的不太好,味道 不太好
0,"走路十分钟就到，结果我疯了一个半小时才送到,，,饼还不熟",走路 小时 送到 不熟
0,没有第一次吃的好，里面有小骨头渣子，咯牙,骨头 渣子
0,唉！让自己去楼下大厦门口拿餐，没时间去拿，然后就这个点送到了，送到后都上班了,大厦 拿餐 时间 送到 送到 上班
0,太油腻了。,油腻
0,送餐极其差,送餐
0,东西不错，时间有点久，预期时间不准,东西 不错 时间 时间 不准
0,他家还是卷饼好吃.蔬菜拌饭太难吃了.本来想吃点清淡的，打开一看一层洋葱混着卷饼里的酱.下面依稀有些土豆丝豆芽抽吧的蘑菇片.真的很难吃啊.不过卷饼是真的好吃，下次还是点卷饼好了.,卷饼 好吃 蔬菜 难吃 清淡 打开 洋葱 卷饼 土豆丝 豆芽 蘑菇 难吃 好吃
0,送餐特别慢！老板电话不给说！除了送餐员还行以外，真的不知道说什么好，吃的还没吃，味道不知道，10多分钟才送到，就80米…还有评价单上的送达时间不对！什么1点14？是12点14！,送餐 老板 电话 餐员 还行 味道 送到 评价 单上 送达 时间
0,下午拉肚子了,拉肚子
0,包装不好，导致粥都撒了。因为送餐员放下就走，打开看才知道不能吃了，因为忙也没有让重新送，就这样吧,包装 导致 餐员 放下 打开
0,十一点半定的，说十二点半到，我知道我定晚了～我没催你们吧，理解你们吧，结果两点多才到，我吃的是午饭么？！能不能干？不能干别接单！,理解 午饭
0,很不好吃。,好吃
0,土豆丝还可以，香菇的好难吃！,土豆丝 香菇 难吃
0,"说句实话,确实一般,如果不是因为优惠,20的最后4块钱买的,我真想退货",确实 块钱 退货
0,鱼香肉丝味道完全不对，饼很硬,鱼香肉丝 味道
0,粥的盒子都碎了，没法吃。,盒子 没法
0,等了两个半小时才到，不想说什么了,不想
0,还可以吧。吃着也就那样。粥不错，挺好喝,不错 好喝
0,感觉味道一般，不是很好吃…鸡肉很老…等了两个多小时，餐才送到，以后不会再定他们家了,感觉 味道 好吃 鸡肉 小时 餐才 送到
0,说了不放辣，还是辣的,不放
0,差评，两个半小时才送到！,送到
0,太慢了，等了两个多小时，而且特别咸,太慢 小时
0,尼玛是生的，为了快也不能这样啊！,是生
0,什么也不想说了等了两个小时，而且最重要的我点的东西不全，粥和饼有，但是七元的辣白菜没有我已经给交款了，应该给我返还七元真他妈的倒霉差死了,不想 小时 我点 东西 辣白菜 交款 返还 倒霉
0,凭良心说味道不错，也没有网友说的饼硬。就是以后少放点酱，一吃全挤出来了，锡纸包的不严汤漏了一袋子。然后快递打错电话，把9按成6了，还一直说打不通，这个得培训下吧？,味道 不错 网友 少放点 挤出来 纸包 不严 袋子 快递 电话 不通
0,土豆丝卷饼太难吃了。,土豆丝 卷饼 难吃
0,肥肉太多吃的时候还把嘴唇拿破了,肥肉 嘴唇 拿破
0,里面粥盒碎的，粥全撒了；只剩卷饼淹没在粥当中…,只剩 卷饼 淹没
0,没有很好吃,好吃
0,买的饼和粥！粥居然不给送！没见过这样的！,没见
0,东西还好，餐送的很慢,东西 还好 很慢
0,送不到就不要接单好了，上午十点半下单下午一点半才送到，打电话店员态度不应该诚恳点？你还有理了？卷饼味道一般，凉的，像是剩菜。,不到 下单 送到 店员 态度 诚恳 卷饼 味道 像是 剩菜
0,肉不新鲜！跟网评差远了,新鲜
0,送餐速度慢,送餐 速度慢
0,总是不按正确的时间送达,正确 时间 送达
0,包装不错，饼一般，肘子有点腥。,包装 不错 肘子
0,"首先我想说这送餐服务简直是太差了，我选择的送餐时间是12点15，他1点半就送来了，但是根本没有联系我，而是放在了大厅，直到12点半我也没有收到任何信息，打电话咨询说是五道口负责，并给了我电话，这时一个老师听到了我的电话内容说，“,那有个饭不知道是不是你的,”，我一看说就是，他说早送来了，送餐人员会联系我，但是根本没有联系我，不论是电话还是短信，打开饼硬的，粥快凉了，我都崩溃了，请问你们还能再不靠谱点吗？以后再也不买了",送餐 选择 送餐 时间 送来 放在 大厅 收到 信息 五道口 负责 并给 电话 老师 听到 电话 内容 送来 送餐 人员 电话 短信 打开 崩溃 请问 不靠
0,腻的很，难吃,难吃
0,好吃～不错～速度快！,好吃 不错 速度
0,送的慢1个多小时，卷饼特别干，没有老北京鸡肉卷好吃，因为里面没有酱，而且肉不太好，感觉不一定是肘子肉，不会再吃了,小时 卷饼 北京 鸡肉 好吃 不太好 感觉 肘子
0,"肉质不新鲜,已经有味道了，不知是不是外卖才这样",肉质 新鲜 味道 不知 外卖
0,不好吃，饼太死,好吃
0,"饭真的很一般,米饭质量不行",米饭 质量 不行
0,太辣了，送餐速度慢了点，等了两小时,送餐 速度慢 小时
0,两个多小时才送到，我也是醉了。打电话让我取餐，结果他走错楼了。,小时 送到 取餐
0,第一天1:20下的订单，催了好几遍还是1点多才送来，一共订了3样东西，只送了2样。说得特别好说第二天再送份原样的订单，12点前一定送到，1点多特意打电话问说是送出来了，还是快1点才到，以后不会再订了。,订单 送来 东西 订单 送到 再订
0,送餐很快、很好吃，干净卫生,送餐 好吃 干净 卫生
0,差评，十点定的，一点半才送到，没有任何道歉，再也不会定了,送到 道歉
0,味道还不错，但是送餐太慢了，等了接近2个小时,味道 不错 送餐 太慢 接近 小时
0,包装很精致，可是等了近两个小时才送到！,包装 精致 小时 送到
0,和同事一快订的，送到时间晚半小时。催了两次。希望安排好送餐时间。,同事 送到 时间 希望 安排 时间
0,订单在十一点就应该到的，现在都12点了还没有送到，我刚还不小心点错了，把订单确认了，还没有催单的电话，请问我的餐到哪了？,订单 送到 小心 点错 订单 确认 催单 电话 请问
0,东西不新鲜，感觉像是放了好多天的,东西 新鲜 感觉 像是
0,菜量非常少，是给小孩准备的吗？,菜量 小孩
0,太差了，点餐到收餐等了俩小时，饭量还少，还有，店主没吃过辣白菜吧？不会做我教你啊。,收餐 小时 饭量 店主 辣白菜
0,吃了拉肚子,拉肚子
0,"1:35下单'14:20送到,想吃的自己掂量时间！",下单 送到 掂量 时间
0,"什么送餐速度，你么13：32订餐，14：36还没送来，打电话问人家答复还让再等半个小时送来，这你么也太霸王了吧，虽然就点一份也不能用这种服务态度对待，就算是免费得外送,人家都是第一时间响应，服务态度实在不敢恭维！",送餐 速度 订餐 送来 答复 小时 送来 霸王 服务态度 时间 响应 服务态度 实在
0,送餐速度太恶心了！将近3小时而且没交代！,送餐 速度 恶心 小时 交代
0,卷饼不错，但等了两个小时，什么情况,卷饼 不错 小时 情况
0,包装精致，送餐快速，味道一般,包装 精致 送餐 味道
0,就冲等了108分钟就要打差评.电话也占线.,冲等 打差 电话
0,1：23定的，13：21送到的，电话打了18个，不是关机就是打不通，偶尔通一次，还没人接,送到 电话 关机 不通 没人接
0,东西是还不错，就是不懂为什么不能给送上来，我知道你们中午忙，可是也不能天让我下楼等你们给我送过来吧，我也是在上班呢阿，以后还是不点了。,东西 不错 送上来 下楼 上班 不点
0,"可以用垃圾来形容了，能把土豆丝做的这么难吃,厨师也是很不容易啊！",垃圾 形容 土豆丝 难吃 厨师
0,送餐很快，味道一般,送餐 味道
0,包装超级好、味道也不错,包装 味道 不错
0,这次不知道怎么了，两个多小时才送到，连个电话也没有，配送员连句抱歉都没有！,小时 送到 电话 配送 抱歉
0,太难吃了，不知道怎么搞出来的销量,难吃 销量
0,一个小时30分钟才送到，都凉了，味道很一般，再也不订了。,小时 送到 味道 不订
0,差评！实在不知道该说什么，事情太复杂，送餐人员一开始就打了一个电话，因为手机静音没有接到，马上就打回去了，结果说已经到别的学校了，好吧，那就等，结果期间又打了三个电话，还是晚了五十分钟送到了，总共等了将近两个小时。送到了也就没什么了，结果取餐的时候，我们还没说什么，送餐人员直接抢白，说因为我一开始没有接电话，他送了一圈饭，最后又回来我们这边。我们都能理解送餐人员的辛苦，可是您态度太不好了吧！说句凶残的话，怪我咯！总之，任性，就三星！,实在 事情 送餐 人员 电话 手机 静音 接到 回去 学校 电话 送到 小时 送到 取餐 送餐 人员 抢白 回来 理解 送餐 人员 辛苦 态度 凶残 任性 三星
0,都是大肥肉，吃不了！,肥肉
0,皮蛋瘦肉粥不错，土豆肉丝盖饭就呵了,皮蛋 瘦肉粥 不错 土豆 肉丝 盖饭
0,"餅沒嚼勁,味道太單薄",味道 單薄
0,味道还可以，速度真是惊人，送了快2个小时,味道 速度 惊人 小时
0,送外卖的呵了，不给送到我给的地址，还让我自己走老远去拿，那我还订外卖干嘛。卷饼还是很好吃的。,外卖 送到 地址 老远 还订 外卖 干嘛 卷饼 好吃
0,感觉全部都是甜面酱，太甜了，饼太厚，菜的汁水流了一手,感觉 全部都是 甜面酱 水流
0,送餐者态度极其不好！,餐者 态度
0,送得很快。可是，肘子卷和以前吃的不一样了，全是肉，都漏油了，只有几片小的跟指甲盖差不多大的青椒，没吃完，太腻了…粥不错,肘子 漏油 指甲盖 青椒 不错
0,鱼香肉丝的肉呢？巨慢,鱼香肉丝 巨慢
0,卷饼的皮很硬，肉也不是肘子肉，没有以前好吃了，很失望，近期不会再点了。,卷饼 肘子 好吃 失望 再点
0,送的慢还难吃,难吃
0,味道还可以，就是等的花儿也谢了，近2小时才送到…,味道 花儿 小时 送到
0,没有另一家的好吃，送的太慢了,好吃 太慢
0,看来以后订他们家的午餐应该从9点开始才行呀,午餐
0,送餐太慢等一个半小时,送餐 太慢 小时
0,真的很差，1点半订餐，下午1点半才给送餐，差到极点，送餐员居然到了不敢面对客户直接把饭扔在前台就走了，从未遇到过这样的外卖,订餐 送餐 餐员 面对 客户 前台 外卖
0,卷饼还是比较好吃的,卷饼 好吃
0,包装挺好，土豆肉丝卷饼中的肉丝都是肥的，不好吃，土豆丝也一般,包装 土豆 肉丝 卷饼 肉丝 好吃 土豆丝
0,"好难吃啊,都没吃过这样子的京酱肉丝,还送得超慢,差评",难吃 样子 京酱 肉丝 超慢
0,10分钟就送到了，但竟然是凉的，所以不知这是不是别人不要剩下的。吃完拉肚子了。,送到 不知 剩下 拉肚子
0,速度很快，味道一般,速度 味道
0,差！强烈不推荐！首先送的东西少送了，还是自己打电话去问，问了又告诉我打另一个电话！为了退款自己打电话就打了四五个！其次东西真的超级不好吃，看着也脏的！很垃圾,推荐 东西 告诉 电话 退款 东西 好吃 看着 垃圾
0,写的是12点送，1点就给我打电话说到了，在上课取不了，12多点又来的，之前订的外卖都能送上楼，这个不给送，下课到楼下取的，肉卷的味道倒是可以！,上课 外卖 上楼 下课 肉卷 味道
0,生的，不能吃，扔掉了，配送还特慢,扔掉 配送
0,南瓜粥不错，素菜卷一般，跟土豆丝差别不大，就是加了豆芽，香菇，味道不突出。,南瓜 不错 素菜 土豆丝 豆芽 香菇 味道
0,难吃，做得慢，一点半下单还等了一个小时。根本不是在一点五十八送达，这么糊弄有意思吗,难吃 下单 还等 小时 送达 糊弄
0,外卖等了两个半小时才送到，给客服打电话让商家回电也不回，最后外卖小哥说电动自行车爆胎了，不如说实话，忘了就忘了呗，卷饼还是好吃的，希望以后不要忘单了。,外卖 送到 客服 商家 回电 外卖 小哥 电动 自行车 爆胎 卷饼 好吃 希望 忘单
0,16分钟才送到，醉了,送到
0,两个多小时送到，味道一般,小时 送到 味道
0,真她娘的慢，要等两个小时才送到，人都饿死了,小时 送到 饿死
0,"肘子卷太油腻,可能个人不太适应这个肥肉,味道真贵还好",肘子 油腻 肥肉 味道 真贵 还好
0,太慢，实在太慢。而且也不好吃。,太慢 实在 太慢 好吃
0,配送很慢，味道一般,配送 味道
0,确定是香菇鸡肉么？感觉是不是弄错了？,香菇 鸡肉 感觉 弄错
0,受不了，17点32下的单，19点15送到，饿晕了，再也不会买了,送到 饿晕
0,量少，不怎么好吃，太干了,好吃
0,慢，快三个小时,小时
0,我还以为又吃不上了，昨天和同事定的餐，硬是一下午没来。,同事
0,饼不错，味道也可以，就是夹的菜有点少。送餐速度也挺快。,不错 味道 送餐 速度 挺快
0,土豆丝不错，鸡腿肉和饼都不够新鲜。,土豆丝 不错 鸡腿肉 新鲜
0,送餐太慢了，味道不错！,送餐 太慢 味道 不错
0,等了2个半小时。饭菜还不错,饭菜 不错
0,因为一直没有点上肘子卷饼，今天特地10点就点餐了。基本按时间送到，包装服务都挺好。但是！这也不能抵住我的失望，我期待的大片肘子变成一个的瘦肉块和肥肉丁！这怎么会是肘子这就是炒肉丁加辣椒好么！说加辣酱没有吃出来辣酱味道，饼还甜的。,肘子 卷饼 特地 点餐 时间 送到 包装 抵住 失望 期待 大片 肘子 瘦肉 肥肉 肘子 肉丁 辣椒 说加 辣酱 辣酱 味道
0,"不好吃,太腻了,饼还很厚,皮蛋粥就是白粥,等了一个多小时",好吃 很厚 皮蛋 白粥 小时
0,米饭太黏，跟盖饭似的，只不过多了点蔬菜，不好吃。还吃乖吃卷饼吧！,米饭 盖饭 蔬菜 好吃
0,太差了！以前吃过不是这样的！越来越差了！怎么搭配的啊！这么油腻！都是肥肉！里面一点配菜都没有！肥肉特别腻！差点吃吐！哎！想以前还是不错的，现在怎么就这么差了呢，惋惜,搭配 油腻 肥肉 配菜 肥肉 差点 不错 惋惜
0,9点多下的单。约定1点30到。12点20才到。期间催单三次。最后不得已打电话催单。饭量是够饱。就是太慢了。,约定 催单 催单 饭量 太慢
0,"尖椒土豆丝卷饼夹生,不好差评",尖椒 土豆丝 卷饼 夹生
0,"味道就那样把,盖浇饭挺难吃的",味道 盖浇饭 难吃
0,送得太慢了,太慢
0,送餐时间等太久了（80多分钟），还少送了一样，给退了钱，味道还行,送餐 时间 太久 味道
0,不愧是宇宙卷饼，送餐慢到宇宙外了，商家电话永远在通话中和关机中间，好不容易打通一次，结果给挂断了，差评！强烈要求这样的商家撤出百度外卖！,不愧 宇宙 卷饼 送餐 宇宙 商家 电话 通话 关机 打通 挂断 商家 撤出 百度 外卖
0,要楼底下取餐！以前没有这种情况。,取餐 情况
0,味道还行，就是送餐太慢了…,味道 送餐 太慢
0,菜都没放盐，一点味道也没有，饭太烂了，水的，还有一股奇怪的味道,放盐 味道 太烂 奇怪 味道
0,价格太贵不实惠，送餐时间相当慢,价格 太贵 送餐 时间
0,为都是肥肉！,肥肉
0,馅儿还可以但饼不好吃，皮蛋瘦肉粥好吃,馅儿 好吃 皮蛋 瘦肉粥 好吃
0,"要是不想饿死,就别要他家饭,等了三个来小时,你大爷的",不想 饿死 小时 大爷
0,"次奥你吗,三个小时,才特么到,吃你妈比,谁特么也别定,定了都得饿死你们",小时 别定 饿死
0,"很慢,丢单",丢单
0,送餐时间太长了，公司同事一块订的餐，其他家的12点就到了，就你们家的第三方派送的慢，又是将近两个小时了。,送餐 时间 公司 同事 派送 小时
0,将近两个小时才送到，差评,小时 送到
0,不好吃，很一般,好吃
0,太差劲了~送餐晚了就算了，还让人自己去取餐，是你送外卖还是我送的，自己下去，还订餐做什么！,差劲 送餐 去取 外卖 订餐
0,口味倒还可以，份量小，中分的对男生来说根本不够，吃完后晚上拉肚子了，也不知道是不是他家的关系,口味 份量 中分 男生 拉肚子 关系
0,时间有点慢,时间
0,失误难免，以后请注意。,失误
0,请卖家看备注啊…已经第二次给我做岔了。多等一个小时会饿死人。,卖家 备注 小时 饿死
0,从说马上送餐，到收到餐，时间特别久，给的送餐电话打不通！,送餐 收到 时间 送餐 电话 不通
0,不值，饼和菜都不行,不值 不行
0,还是可以，希望^_^能按时送到就更好了,希望 送到
0,为什么肉皮上的毛没有弄掉？是不是只要挣钱管他死活？虽然吃不死人，但是看着很恶心的。,肉皮 弄掉 挣钱 死活 看着 恶心
0,味道一般，饼大，肘子肉少。,味道 肘子
0,_08_早上9点订的，下午1点多才送到。中间催了两次。味道一般。就这样。百度，你们能把握一下入驻商家质量这关嘛,点订 送到 味道 百度 把握 入驻 商家 质量 关嘛
0,真是太难吃了，硬得咬不动,真是太 难吃
0,等了两小时！电话打不通，没法取消订单，坑人！,小时 电话 不通 没法 取消 订单 坑人
0,一般吧味道,味道
0,两个多小时才送到,小时 送到
0,写给没定过的朋友，一定要先看评价再订餐，我绝对不会再定，味道你懂的。本人订餐从来都是5星好评，这个真的。,写给 没定 朋友 评价 订餐 味道 订餐 好评
0,送餐太慢了，粥都凉了，不好喝，土豆肉丝卷饼，全是土豆零星有一点肉丝。差评，不建议购买,送餐 太慢 好喝 土豆 肉丝 卷饼 土豆 零星 肉丝 建议 购买
0,太慢了，两个小时,太慢 小时
0,"饭做的难吃，送外卖的也让人无语，,谎称保安不让进门，让我跑了好远才拿到，当面对质是送外卖的自己不想进，真想骂人！",难吃 外卖 谎称 保安 不让 进门 拿到 对质 外卖 不想 骂人
0,"饼难吃,肉不入味,送了一个半小时,量特少",难吃 入味 小时
0,垃圾百度送餐，多近的地方就没有一个小时内送到的,垃圾 百度 送餐 地方 小时 送到
0,"这个我必须好说了,等了好久卷饼送到了，我习惯性的给了现金,送餐的男子一把扯下来包装袋子上的小票就走了，我回房间想起了已经支付宝付过了，赶紧出去在电梯口要回来了，我说为什么单子不给我，他说都不给的，我一看小票上写的清楚,已付，估计是怕我想起来付过钱的急忙就走了。这次回来打开包装一看，少了份粥,只好打电话，态度不错的说补送，大概过了二十多分钟送来了，快凉了。,下面说味道，肘子味道可以，但是一点都不烂所以又大块硬的肥肉，觉得有些腻。带皮的肉我全都扔出来了，因为有毛。,这个价格确实也不能期望太高，不过不会点第二次了。这顿饭吃的太闹心。",卷饼 送到 习惯性 现金 送餐 男子 扯下来 包装袋 小票 房间 想起 支付宝 付过 电梯 回来 单子 不给 小票 上写 已付 估计 回来 打开 包装 态度 不错 补送 送来 味道 肘子 味道 不烂 大块 肥肉 扔出来 价格 确实 期望 顿饭 闹心
0,"难吃死了,饭菜里面那是甜面酱？好难吃…不像是拌饭,有点像是盖饭…甜兮的,不好吃",难吃 饭菜 甜面酱 难吃 像是 像是 盖饭 好吃
0,还不错吧，配送小哥态度很好，速度略慢.肘子卷饼味道还是可以的，但是总觉得不像肘子更像红烧肉.,不错 配送 小哥 态度 速度 肘子 卷饼 味道 肘子 红烧肉
0,卷饼不熟！还能看到白色生面！商家太差了！回吃死人的！,卷饼 不熟 白色 商家
0,不要奥尔良啊，不要奥尔良啊,奥尔良 奥尔良
0,不是怎么好吃，一般吧。,好吃
0,一般，太腻,太腻
0,"送餐慢就不说了,八宝菜里还有石块,硌得牙疼好几天",送餐 八宝菜 石块 牙疼
0,我点得鸡腿！给我送错辣！,点得 鸡腿 送错
0,等了一个半小时，皮蛋瘦肉粥太失望了，卷饼味道一般。,小时 皮蛋 瘦肉粥 失望 卷饼 味道
0,"饼不好吃,好多肥肉",好吃 肥肉
0,菜里有虫子。最后全扔了。真恶心,虫子 恶心
0,一般吧，饼不好吃,好吃
0,一个多小时，时间太长了,小时 时间
0,送外卖的大妈一定是上错楼层了，还横的无与伦比，各种吼！太差了,外卖 大妈 上错 楼层
0,送餐的人说到了，压根没见到人，还冲我吼！,送餐 压根 见到
0,饭挺软和的，三份饭，两份菜没放盐是的,软和 放盐
0,傻逼一样，跟1楼告诉我等电梯上不来，墨迹了40分钟，最后还是我下去取得，店关了吧,告诉 电梯 不来 墨迹
0,卖相和图片相差甚远,卖相 图片 相差
0,吃完一会就肚子疼，过一会就拉稀了，不想再说了，你明白吗,肚子疼 拉稀 不想 明白
0,送了快两个小时！电话也打不通！,小时 电话 不通
0,卷饼还可以，南瓜粥不好喝，还不如早点摊上的好,卷饼 南瓜 好喝
0,南瓜粥全都洒了，拿到是个空碗,南瓜 拿到 空碗
0,十点半定的立即送餐，两点多才给送来！真是够了！打电话还不接，好不容易通了一次，再打就关机！定了这么多次百度外卖，就没碰到过这样的商家，真是长见识了！,半定 送餐 送来 关机 百度 外卖 碰到 商家
0,"太慢了,等了一个半小时，中号卷饼很大，有点辣，肉给的很多，没有酱？味道一般，南瓜粥没有味道也不甜。",太慢 小时 中号 卷饼 很大 味道 南瓜 味道 不甜
0,我要的辣的，怎么送了个不辣的呢！,不辣
0,很难吃的饼,难吃
0,难吃，送的又慢！,难吃
0,"超级不好吃,超级慢,打电话取消还不给我取消,一个多小时才到",好吃 取消 取消 小时
0,送餐晚了快一个小时，态度极差。,送餐 小时 态度 极差
