Unnamed: 0,content,综合评分,type,情感type,主题概率,主题类型
777.0,颜值 内涵 满满的 科技 标配 东西 感觉 受用 盲区 监测 自动 驻车 手机 远程 控车 功能 真的 很棒 车子 新车 儿子 倒车 技术 退步  不算 接受 平时 东西  空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.88,1.0,pos,"[(0, 0.97308457), (1, 0.026915427)]",0
778.0,感到 款车 能耗 混合 动力 车型 油耗 电耗 不用 担心 成本 新车 到手 用车 时长 次数 开车 小心 能耗 这方面 确实 感到 惊喜 一点 外观 霸气 想象 车头 含蓄 内敛 整体 视觉效果 感觉 一款 张扬 符合 为人处事 风格  车头 内敛 整体 视觉效果 感觉 车内  一点 不用 坐进 车内 仔细 感受 察觉 身材 美型 高大 坐进 车里 感觉 活动性 真的 特的 车里 储物  随手 东西 感觉 待別 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.88,1.0,pos,"[(0, 0.8779058), (1, 0.12209424)]",0
779.0,整体 舒适性 真的 不错 座椅 材质 不错 透气性 填充物 抗压性 那种 坐下 软塌塌 前排 座椅 调节 车子 老婆 两个 驾驶 座椅 舒适 高度 这样的话 开车 时间 感觉 嘈杂 环境 关上 车窗 外面 声音 车内 影响 感觉 方向盘 车子 轻盈 好像 轻盈 过度 轻飘 有时候 高速 车子 方向盘 有点儿 把握 不住 显得 稳定  孩子 后排 安放 儿童座椅 老婆 坐在 后排 孩子 翘着 二郎腿 手机 孩子 玩耍 感觉 后排 宽敞 前排 更好 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.7466822), (1, 0.2533178)]",0
780.0,地方 造型 延续 比亚迪 家族式 造型 宽大 进气 隔栅 搭配 炯炯有神 前大灯 一丝 年轻 运动 气息 一辆 动车 丝毫 不减 那种 整体 大气 气势 魅力 说出 地方 感觉 当初 买车 店里 赠品 几次 保养 反正 无关紧要 小东西  日常 乘坐 过程 感觉  优势 后排  宽敞 坐在 里边 一点  带给 整体 感受 特别 一点 地方 实用性 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.63,1.0,pos,"[(0, 0.022911338), (1, 0.9770887)]",1
781.0,感受 新能源 高大 尚的 外观 周边 亲戚朋友 漂亮 霸气 颜值 肯定 算高  绝对优势 单位 家里 孩子 放学 用车 自然 兼顾  功能性 我家 我会 开车 自然 家庭 用车 功能 不可或缺 公司 有时候 拉点 样品 地方 目前为止 发现 加速 车型 试驾 体验 燃油 加速 性能 好些 燃油 混动 够用 飙车 配置 下次 小毛病 只能 接受   绝对优势  放倒  级别 车型 不到 这车 排座位  宽敞明亮 全景 天窗 设计 整体 感觉 不错 乘坐 储物 这辆 心动 最终 宽敞 舒适 家里人 称赞 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.63,1.0,pos,"[(0, 0.98614854), (1, 0.013851437)]",0
782.0,地方 感觉 全身 宝贝 价是 体验 舒适度 每次 带来 一种 舒服 感觉 驾驶 体验 性能 不错 无论是 网上 数据 综合 数据 试驾 情况 半点 失误 操控 动力 给力 上下班 代步 工具 享受 地方 新能源 车子 减震 感觉 坑洼 路段 车子  希望 提高 一点  台车 一台 父母 工资 爸妈 开车 接送 打车 款车 后排 款车  舒服 后排 座椅 舒服 伸开 需求 比较满意 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.9845637), (1, 0.015436352)]",0
783.0,用车 过程 车辆 油耗 真的 百公里 高速 公里 小时 油耗 五六 回到 市区 堵车 油耗 降到 以内 款车 避震 效果 真的 家人 出去玩 道路 超强 过滤 路面 绝大部分 震动 款车 配置 功能 齐全 盲区 监测 行驶 边上 穿行 市区 变道 自动 驻车 功能 老婆 有时候 开车 溜车 三秒 自动 驻车 开启 放松 脚下 油门 爬坡 爬坡 能力 全景 影像 功能 真的 死角 老婆 开车 后期 维护 成本 车辆  有时候 一点 大点 烧烤 工具 齐全 东西 真的 钓鱼 烧烤 几个 凳子 两箱 往里面 家人 衣物 两个 帐篷 往里面  想象 提升 是因为  电路 控制器 台面 变高 内饰 家人 我家 小孩子 真的 太皮 几脚 车门 座椅 白色 皮垫 很脏 护理 清洗 强迫症 一点点 很脏 地方 擦掉 通了 黑色 皮质 打理 灰白色 皮质 高档 玩儿 后视镜 调到 控制 两边 任意 控制区 几点 慢慢 观察  家里人 体重 适中 坐在 膝盖 起码 三拳 头顶 两拳 二人 乘坐 中央 扶手 打开 乘坐 舒适 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.9943829)]",0
784.0,地方 地方 感觉 操控 手感 轻松 简单 地方 操作性 那种 舒服 乘坐 状态 地方 喜欢 地方 一点 接受 地方 车子 车内  一块儿 感觉 控制 特别 新车  车子  感觉 长时间 淡淡的 感觉 长时间 驱散  慢慢 消掉 感觉 麻烦 地方 挺能 影响 地方   还行  一点 家庭 情况 家庭 情况 选择 家庭 宽敞 合适 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.5949659), (1, 0.40503415)]",0
785.0,这辆 外观 好看 帅气 油价 疯狂 飙升 感觉 油耗 驾驶 习惯  加速 平时 用油 白天 上下班 接送 小孩 最多 四五十 公里 晚上 回家 车库 充电 日常 电费 可比 油费 便宜 内饰 挺不错 开车 野营 放电 河边 钓鱼 现场 做饭吃 真的 仪表盘 显示屏 太小 方向盘 巴掌 看着 小气 吧啦 没什么  开车 媳妇 小孩 后排 平时 下班 逛逛 超市  很大 后排 宽阔 储物   行李箱 感觉 三个 行李箱 一两个 行李箱 没什么 钓鱼 一箱 渔具 一箱 回来 样子 乘坐  身高 坐主 驾驶 后排 坐过 朋友 排座位 感觉 感觉 款车 宽敞 一点点 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.63,1.0,pos,"[(0, 0.61921513), (1, 0.38078487)]",0
786.0,要说 车子 油电 混合 功能 一款 既用 燃油 用电 车子 平时 市区 道路 行驶 电动机 驱动 高速 路况 燃油 发动机 车子 操控性 不错 方向盘 轻重 合适 太沉重 显得 轻飘 转向 精准 驾驶 一点 不难 外观 漂亮 像是 价位 车子 风格 地方 两个 表现 感觉   我家 亲戚 农村 每次 东西 这时候  显得 够用 市区 行驶 动力 稍微 一点 欠缺  乘坐  够用 平时 父母 出行 显得   舒适   有时候 显得 平时 上下班 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.75,1.0,pos,"[(0, 0.9832415), (1, 0.016758448)]",0
787.0,一辆 好 车子 体现 喜欢 车子 颜值 确实 总体 比较满意  一块儿 感觉 一点  地方 算不上 刚回来 感觉  稍微 一点 一段时间 感觉 高速 隔音 效果 特别 时期 带来 特别 舒服 地方   感觉 一家人 充足  富裕 一块儿 放心  一块儿 很好 家庭 情况 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.75,1.0,pos,"[(0, 0.09123326), (1, 0.90876675)]",1
788.0,提车 真的 白色 很久 提到 灰色 白色 灰色 成熟 适合 年轻人 白色 显得 一点 适合 买车 新手 车里 宽阔 视野 运动 外形 配置 不错 隔音 效果 地方 操控性 简单 操作 方向盘 反馈 车标 个性 协调 地方 设计 到位 喜欢 看着 舒服 地方 唯一 一点 地方 新手 动力 不太好 把握 每次 踩油门 用力 加速 厉害 车子 冲出去  前排 驾驶  充足 后排   挺足 平时 开车 上下班  没什么 挑剔 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.63,1.0,pos,"[(0, 0.6796049), (1, 0.32039508)]",0
789.0,等待 许久 新能源 车型 终于 到手 外观 油耗 帅气 年龄 设计 车头 行灯 做好 很漂亮 内饰 拼色 座椅 包裹 舒服 油电 混合 新能源 绿牌 购置税 一笔 可油 可电 不用 担心 续航 充电 起步 提速 飞机 超车 感觉 油电 混合 行驶 上次 加油 忘记 行驶 过程 电池 充电 能量 回收 大大降低 出行 成本 整车 隔音 旧车 好多 一点 几天 整体 发现  轴距 车身 数据 中型 身高 体重 公斤 坐在 车上 显得 宽松 像是 大码 衣服 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.63,1.0,pos,"[(0, 0.9890282), (1, 0.010971759)]",0
790.0,超混 技术 燃油 颠覆者 可油 可电 搭载 比亚迪 独家 千瓦 刀片 电池 保证  足够   适合 家用 提车 行驶 公里 百公里 平均 油耗 升油 国货 国产 油黑 科技 燃油 顶配 轮毂 加马 轮胎 旗舰 四轮 版本 毫无区别 真的 轮胎 辣鸡 隔音 到位   装点 东西 轿车   内饰 颜色 一种 新车  无法忍受   宽敞 储物  还好 车门 扶手箱 杯架 只能 瓶装 矿泉水 水杯 就别 乘坐  前后排  足够 后排 地板 全平 坐在 位置 尴尬 家里 体型 庞大 储物   轿车   全家 出游 宝宝 座椅 四位 大人 全家 出游  横向 轴距  表现 级别 中规中矩 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.9909614)]",0
791.0,车子 最意 地方 车子 内部 设计 车子 内部 设计 平时 开车 出门 东西 特別 车子 带来 乘车 舒适 相对来说 不错 选择 车子 看中 这款 车子 混用 平时 开车 远门 开车 用电 平时 车子 出门 经济 车子 内部 设计 买回来 合适 提车 周期 好几个 提车  大个子 后排  很大 三个  比亚迪  利用 后排 放平 五一 家人 旅游 后排 床用 设计 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.88,1.0,pos,"[(0, 0.827851), (1, 0.172149)]",0
792.0,油耗 混动 油耗 提车 加满 油费 好彩头 公里 感觉 用到 款车 外观 选择 因素 老婆 图片 月初 预售 已付 了钱 实车 顶配 款车 价格 优惠 这款 上市 厂家 预售 福利 想能 价格 优惠  这款 车车  车长 身材 高大 坐在 感觉 宽广 舒适 车内 储物  后排  搬运 几箱 货物 前排 乘坐  高档 大气 上档次 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.43,1.0,pos,"[(0, 0.98783344), (1, 0.012166586)]",0
794.0,驾驶 轻灵 经济 耐造 性价比 超高 上半年 十年 油耗 换车 想法 好开 性能 不错 二环 弯道 速度 前方 老头 横穿马路 弯道 他时 情况紧急 本能 急刹车 加变 险险 车上 同事 吓了一跳 冲出 马路 性能 很好 网上 一段时间 选定 比亚迪 长城 玛奇朵 公布 售价 失望 两万多 傲慢 配版 款车 原因 新能源 绿牌 限行 公交 购置税 大小 颜值 适合 自驾游 单位 住宅小区 充电 条件 油车 选小 电池 想法 自费 电池 电动 限于 续航 我国 充电 条件 很大 里程 焦虑 近两年 用车 感受 用车 油耗 加速  机系统 几个 同事 上下班 一路 车上 两个 小孩 车机 第三个 玩伴 不停 小迪 指挥 团团转 是因为 动能 回收 刹车 偏软 习惯 影像 系统 准确 左前 右前 侧位 停车 擦刮 空调 制冷   身高 车内 局促 后排 三个 成年人 我车 腿部  不足之处  空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.29,1.0,pos,"[(0, 0.8860891), (1, 0.11391094)]",0
796.0,直观 感受 提速 噪音 高速 时速 不到 发动机 声音 轮胎 品质 较差 发动机 声音 高速   很大 实用 我家 爸妈 出去玩 够用 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.29,1.0,pos,"[(0, 0.9630679), (1, 0.03693209)]",0
798.0,比亚迪 宋混 动版 车主 比较满意 驾驶 新能源 各类 品牌 推心置腹 说一说 燃油 车主 感想 电机 声音 发动机舱 双层 隔音 静音 效果 加速 咯噔 咯噔 感觉 很丝 配置 配置 全景 影像 倒车 转弯 盲区 原厂 自带 行车 记录仪 画质 清晰 原厂 大屏幕 兼容性 平常 常用 功能 下载 语音 助手 内饰 造型 很大 配色 老气 座椅 颜色 太浅 不太好 打理 座套 质感 座椅 质感 不太好 打理 底下 护板 额外 加装 价格 一千 底下 电池 为啥 出厂 一套  稍微 丢乱 前两天 拉拉 东西 整体  不错 两米 六五 轴距 一家 五口 坐在 车里 宽松 舒适  地板 铺平 儿子 难受 中控台 看着 媳妇 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.43,1.0,pos,"[(0, 0.99043596)]",0
799.0,桑塔纳 换成 电车 颠覆 开车 感受 动力  电机 马力 动力 体验 油车 轴距 后排 地毯 全平 看着 宽敞 筷子 悬架 首保 感觉 单薄 侧向 支撑 刹车 点头 现象 过烂路 晃动 像是 开船   级别 优秀 身高 前排 舒适 位置 坐到 后排 腿部  地毯 全平 视觉 感觉 很大 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.86,1.0,pos,"[(0, 0.98296946), (1, 0.01703059)]",0
800.0,买车 功课 等一等 新款 现有 新款 没底 发布会 样子 老款 不甘 犹豫 很久 下定决心 真的 外观 龙颜 设计 看着 磅礴 气势 霸气 外表 一颗 玲珑 内饰 柔软 舒适 家里 沙发 天窗 昏暗 傍晚 开车 喜欢 天窗 打开 外面 空气流通 无比 惬意 女儿 喜欢 天窗 外面 风景 确实 半年 车子 异响 专业 人员 具体位置 想着 店里 技术人员 忘记 影响 无所谓 避震 太行 城市 路面 老家 不太好 路况 缺点 暴露   后排 三个 出行 家里 轿车 全家人 安利 出行 远方 喜欢 我家 小宋 静音  宽敞 短途 还好 长途 大大的  全家人 带来 舒适感 盆友 家庭 推荐 款车 天窗  空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.71,1.0,pos,"[(0, 0.83427995), (1, 0.16572003)]",0
801.0,比亚迪 优点 燃油 经济性 动系统 逻辑 驱动 动力 追加 发动机 没电 动力 驱动 保证 动力 充沛 情况 满电 状态 轻松 续航 计时 亏电 状态 油耗 控制 百公里 混动 技术 成熟 原理 电机 发动机 为辅 续航 大功率 电机 驱动 动力 油耗 比亚迪 缺点 轮胎 置地 地力 加速 超车 轮胎 打滑 排座位 高速 优势 低速 电区 高速 自然 吸气 发动机 档位 公里 转速 噪音 油耗 经济性 下降 底盘 调校 偏软  我家 孩子 两岁 车内 任意 翻滚 前排 后排  表现 排放 倒放 床垫 游玩 纯品 小孩 车上 睡觉 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.9923966)]",0
803.0,驾驶 动力 敏捷 平顺 智能 辅助 出行 降低 能耗 节约 成本 缺点 两个 悬挂 减速带  接受  乘坐  真的 宽敞 坐下 手脚 收放自如 坐过 朋友  后排 座椅 前排 舒服 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.0,1.0,pos,"[(0, 0.9623313), (1, 0.03766875)]",0
804.0,地方  打开 车门 宽敞 舒服 拥有 充足 头部 腿部  前排 座椅 调整 后排  足够 容纳 三个 成年人 腿部  足够 空余 动力 稍微 特别 爬坡 稍微 吃力  设计 坐在 视野 开阔 后排 腿部  宽敞 车内 储物  存放 数据线 证件 东西  算不上 特别 日常 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.86,1.0,pos,"[(0, 0.025743341), (1, 0.97425663)]",1
806.0,不错 下买 优惠 礼品 未来 对象 未来 对象 哥们 想到 碰到 未来 对象 未来 对象 当天 小海豚 缘分 妙不可言 非买不可 对象 我俩 之间 媒人 意思 嫉妒 办法 办法 开心 不想 说不 后排 确实 偏硬 说实话 小毛病 毛病 小毛病 啥事 一点 关键 一点 优惠 力度 难受 难受 还好 对象  说不说  确实 毛病 对象 对象 小海豚 乐意 小海豚 子长 确实 可爱 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.71,1.0,pos,"[(0, 0.9905912)]",0
807.0,比较满意 地方  充裕 后排  小朋友 坐在 后排 充裕  外观 时尚 大气 外观 夜晚 威武 辨识 黑武士 改装 潜力 非凡 同级 油耗 偏低 车型 地方 悬挂 一点点 感觉 朋友 筷子 悬挂 感觉 还好 因人而异 夏天 黑色 车漆 下雨 非常容易 刷车   依旧 优秀 喜欢  空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.57,1.0,pos,"[(0, 0.19526958), (1, 0.8047304)]",1
808.0,新能源 外观设计 宽体 车身 电光 行灯 霸气 外漏 运动感 十足 内饰 地垫 耐脏 座椅 颜色 掉色 空调 暖风 下电   紧凑  座椅 舒服 后排  腿部 足够   空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.71,1.0,pos,"[(0, 0.26208085), (1, 0.73791915)]",1
809.0,后排  平整 油耗 太长 高速 测试 高速 油耗 提速 真快 平时 上下班 用电 多媒体 音乐 电影 当做 唱歌 提车 好几个 一家 大哥 四驱车 想要 订单 第二天 提回来 赶上 优惠 置换 补贴 油卡 右门  关上 后门 一点点 平整 做工 有待 提高 避震 松散 感觉  平时 够用 装个 东西 差点  前排 不用说 后排 平整 孩子 手扶 动画片 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,3.57,1.0,pos,"[(0, 0.9887638), (1, 0.011236189)]",0
810.0,一台 真的 改变 东西 自由 开心 喜欢 驾驶 感觉 台车 外形  大小 合适 操控 离不开 一台 多万 操控 好坏 这辆 感受 喜欢 操控 表现   很大 设计 储物  乘坐  充足  台车 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.43,1.0,pos,"[(0, 0.92235774), (1, 0.077642225)]",0
811.0,续航 能力 减轻 通勤 通勤 压力 内部 足够 一家人 智能化 按键 熟悉 之外 地方  我家 较胖 位置 感到  后排 座椅 放倒  连通 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.6556048), (1, 0.34439528)]",0
812.0,音箱 感觉 声音 很劲 很爽  很大 前排  宽敞 后排 三个 太胖 体重 省油 肯定 省油 排量 充电 用电 提速 很快 油门 动力 超车 太爽了 推背 够用 外出 游玩 插座 烧烤 自由 羊肉 配置 体型 线条美 观看 扎实 柱主 驾驶 位置 透风 通病  很大 还够 包包 皮箱 一点 更好 发现 短时间 回来 评价   没得说 驾驶 驾驶 位置 很大 舒服 后背   够用 很大 中控 镂空 储物 地方 完美 平时 纸巾 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.98761344), (1, 0.0123866005)]",0
813.0,冬天 白色 现车 没要 灰色 礼拜 经销商 服务 延保 优惠 汽油 好看 舒服 礼拜 每次 一个多 小时 早期 直流 充电 速度 比较慢 接受 申请 家用 一度 电省 用油 油耗 个油 动力 家用车 足够 悬挂 内饰 挺不错 屏幕 大车 好用 功能 全景 不错  车内 插座 副驾驶 没法 高度  空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.9884557), (1, 0.011544311)]",0
814.0,车子 早就 网上 测评 身边 同学 同事 平时 电车 回老家 周边 不用 担心 路上 充电 关键 油耗 汽油 本来 买车 需求 店里 试驾 横向 几款 油车 大件 慎重 一点 订金 一个月 当天 激动 用车 几个 优点 配得 当之无愧 每月 销量 第一名 开约 中意 款车 后续 更新 感受 台车 值得 真的 小伙伴 试试 值得 入手 外观 内饰 好看   一点点 轮胎 佳通  设计 后排  很大 三个 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.71,1.0,pos,"[(0, 0.98564667), (1, 0.014353385)]",0
815.0,车子 动力 自由 切换 标称 公里 续航 公里 公里 足够 车内   容积 相对来说 后排 座椅 腿部  挤压   容积  整体  宽敞 无论是 头部  腿部  头顶 一块 全景 天窗 坐在 后排 视线 压抑 看着 透亮 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.9688834), (1, 0.03111659)]",0
816.0,平时 市区 开得 用电 语音 智能 操控 提速 整体 感觉 内饰 赏心悦目 看着 关键 用料 进一步 提升  颜色 配色 顺眼 后排 充分考虑 家用 需求 地台 纯平 座椅 很软 坐垫 座椅 调节 幅度 角度 真的 很火 说实话 日常 用车 需求 地方 要说 支持 苹果 手机 难过  内部 轴距 一米 个子 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.57,1.0,pos,"[(0, 0.90218693), (1, 0.09781308)]",0
817.0,地方 确实 安静 油车 安静 车内  新车 原因 天气 暖和 太阳 下班 总归 一点   老婆 短腿 一米 差点 留出 一大截 空挡 笑死人 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.0,1.0,pos,"[(0, 0.974574), (1, 0.025425987)]",0
818.0,月末 定车 灰色 车身 地方 续航 不用 春天 定车 夏天 提车 冬天 经历 沈阳 今年冬天 最冷 零下 能耗 真的 省钱 公里 续航 足够 平时 用油 特意 发动机 闲坏 版本 无所谓 公司 充电 邻居 续航 多月 耐心 馈电 冬天 油耗 沈阳市 零下 零下 油耗 冬天 公里 夏天 馈电 油耗 电能 公里 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.43,1.0,pos,"[(0, 0.98981845), (1, 0.010181536)]",0
819.0,智能化 配置 手机 远程 操控 功能 配置 配备 后排  紧凑型 着实 优秀 非常适合 家用 续航 选择 款车 原因 油耗 销售 顾问 满油 电能 公里 刀片 电池 放心 性价比 值得 购买 动力 十足 驾乘 舒适 颜值 油耗 真的 省钱 中控 钢琴 烤漆 划痕 地盘 调教 很软 过弯 操控性   宽敞 后排 地板 凸起 腿部  富裕  很大 储存  水杯 杯子 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.29,1.0,pos,"[(0, 0.98715085), (1, 0.012849079)]",0
820.0,喜欢 台车 车内 乘坐 环境 确实 静谧 性能 家人 喜欢 价格 内饰  难以 接受   表现 不错 后排 宽敞 二郎腿 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.29,1.0,pos,"[(0, 0.9667441), (1, 0.033255838)]",0
821.0,行驶 平顺 燃油 安静 是因为 双层 玻璃 原因 发动机 启动 能量 感觉 不到 旋转 旋转 大屏 算不算 鸡肋 喜欢 竖屏 屏看 打开 车载 转成 竖屏 手动 转回 横屏 驾驶 过程 感觉 安全隐患   选择 台车 的的 原因 老婆 买车 唯一  选车 这方面 选择 乘坐  真的 很棒 身高 前排 调整 坐姿 后排  二郎腿 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.14,1.0,pos,"[(0, 0.9858124), (1, 0.014187642)]",0
822.0, 乘坐 储物  无敌 中央 扶手箱 配置 太小 空壳子   不错 舒服 车子 功能 乘坐  空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.14,1.0,pos,"[(0, 0.9450968), (1, 0.054903224)]",0
823.0,路况 应对 没开 多久 地方 减震 效果 减速带 震动  乘坐  足够 坐满    容纳 三个 行李箱 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.17757826), (1, 0.8224217)]",1
824.0,感受 驾驶 感觉 模式 很丝 发动机 模式 稍微 女司机 驾驶 辅助 功能 变道 辅助 预警 实用 配套 设施 脚垫 质量 太阳膜 着重 颜色 真的 晚上 开车 真的 影响 视线 开车 后视镜 看不到 来车 两个 建议 主副 驾侧 窗膜 切角 影响 美观 合作 加钱 外面 油耗 电耗 上下班 往返 多公里 大部分 高架路 提车 当天 一个月 提车 每次 用到 每次 核算 公里 花费 公里 成本 毛钱 实测 里程 电量 剩余 续航 打折 本田 置换 置换 补贴 剩下 差价 不到 万块 第一次 电车 感受 还好 很快 动能 回收 拖拽 很小 油车 动能 回收 开强 拖拽 接受 感觉 奇奇怪怪 关了 提车 续航 记录 车子 电量 充满 蛮爽 燃油 新车 加油站 加油 几百块 销售 服务 不错 充满 关键 座椅 按摩 通风 加热 按摩   不错 家里 大大小小 坐在 宽敞 地板 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.99463123)]",0
825.0,车子 吸引 外观 造型 颜值 油车 第一次 购买 新能源 车型 刀片 电池 安全系数 值得 信懒 整体 上用 要说 轱辘 刚一 提车 几天 发现 相当严重 安装 泥板 轮圈 档板 脚踏板  整体 车身  宽敞 整车 轴距  充裕 后排  个子 稍微 大点   平整 东西 倒下 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,5.0,1.0,pos,"[(0, 0.9833015), (1, 0.016698508)]",0
826.0,提车 一周 两个 里程 公里 八百元 冲电 全冲 商业 用电 包括 服务费 电算 划算 一个多月 高速 两会 成都 一共 一千多公里 用车 感受 高速 静音 效果 定速巡航 很好 前方 没车 情况 小时 公里 行驶 前方 车辆 自动 减速 前车 距离 变道 前方 车辆 自动 提速 定速 公里 小时  新车  底盘 不平 路面 抖动   家用 足够 座椅 自动 调动 人性化 后排 地面 纯平 影响 第三个 乘坐 人员  足够 一家 五口 人用 空间 宽敞 舒服 不错 座椅 设计 驾驶 颜值 很大 内饰 够用 储物 车内 舒适 实惠  停车 速度,4.71,1.0,pos,"[(0, 0.9893564), (1, 0.010643597)]",0
