Pre-Theme,Theme,Sim
May Topic 6,Jun Topic 12,0.59
May Topic 6,Jun Topic 13,0.50
May Topic 6,Jun Topic 14,0.56
May Topic 7,Jun Topic 0,0.50
May Topic 7,Jun Topic 1,0.51
May Topic 7,Jun Topic 2,0.54
May Topic 7,Jun Topic 5,0.60
May Topic 7,Jun Topic 6,0.62
May Topic 7,Jun Topic 7,0.65
May Topic 7,Jun Topic 10,0.53
May Topic 7,Jun Topic 11,0.57
May Topic 7,Jun Topic 12,0.57
May Topic 7,Jun Topic 13,0.52
May Topic 7,Jun Topic 14,0.57
May Topic 8,Jun Topic 0,0.55
May Topic 8,Jun Topic 1,0.60
May Topic 8,Jun Topic 2,0.63
May Topic 8,Jun Topic 3,0.54
May Topic 8,Jun Topic 4,0.57
May Topic 8,Jun Topic 5,0.62
May Topic 8,Jun Topic 6,0.58
May Topic 8,Jun Topic 7,0.59
May Topic 8,Jun Topic 8,0.73
May Topic 8,Jun Topic 9,0.60
May Topic 8,Jun Topic 10,0.65
May Topic 8,Jun Topic 11,0.58
May Topic 8,Jun Topic 12,0.58
May Topic 8,Jun Topic 13,0.57
May Topic 8,Jun Topic 14,0.60
May Topic 9,Jun Topic 0,0.59
May Topic 9,Jun Topic 1,0.53
May Topic 9,Jun Topic 2,0.58
May Topic 9,Jun Topic 3,0.53
May Topic 9,Jun Topic 5,0.59
May Topic 9,Jun Topic 6,0.65
May Topic 9,Jun Topic 7,0.52
May Topic 9,Jun Topic 8,0.53
May Topic 9,Jun Topic 9,0.69
May Topic 9,Jun Topic 12,0.59
May Topic 10,Jun Topic 1,0.52
May Topic 10,Jun Topic 5,0.58
May Topic 10,Jun Topic 7,0.50
May Topic 10,Jun Topic 10,0.53
May Topic 11,Jun Topic 0,0.57
May Topic 11,Jun Topic 2,0.51
May Topic 11,Jun Topic 5,0.56
May Topic 11,Jun Topic 6,0.62
May Topic 11,Jun Topic 9,0.54
May Topic 11,Jun Topic 10,0.53
May Topic 11,Jun Topic 11,0.54
May Topic 11,Jun Topic 12,0.52
May Topic 12,Jun Topic 0,0.65
May Topic 12,Jun Topic 1,0.56
May Topic 12,Jun Topic 2,0.62
May Topic 12,Jun Topic 3,0.60
May Topic 12,Jun Topic 5,0.65
May Topic 12,Jun Topic 6,0.56
May Topic 12,Jun Topic 7,0.56
May Topic 12,Jun Topic 8,0.58
May Topic 12,Jun Topic 9,0.60
May Topic 12,Jun Topic 10,0.56
May Topic 12,Jun Topic 11,0.59
May Topic 12,Jun Topic 12,0.73
May Topic 12,Jun Topic 13,0.51
May Topic 12,Jun Topic 14,0.52
May Topic 13,Jun Topic 0,0.53
May Topic 13,Jun Topic 1,0.54
May Topic 13,Jun Topic 2,0.57
May Topic 13,Jun Topic 3,0.69
May Topic 13,Jun Topic 5,0.60
May Topic 13,Jun Topic 6,0.50
May Topic 13,Jun Topic 7,0.53
May Topic 13,Jun Topic 9,0.57
May Topic 13,Jun Topic 11,0.53
May Topic 13,Jun Topic 12,0.66
May Topic 13,Jun Topic 13,0.63
May Topic 13,Jun Topic 14,0.53
May Topic 14,Jun Topic 2,0.52
May Topic 14,Jun Topic 10,0.52
May Topic 14,Jun Topic 14,0.55
May Topic 15,Jun Topic 1,0.50
May Topic 15,Jun Topic 4,0.54
May Topic 15,Jun Topic 5,0.53
May Topic 15,Jun Topic 8,0.51
May Topic 15,Jun Topic 13,0.50
May Topic 17,Jun Topic 0,0.62
May Topic 17,Jun Topic 1,0.63
May Topic 17,Jun Topic 2,0.64
May Topic 17,Jun Topic 3,0.57
May Topic 17,Jun Topic 5,0.72
May Topic 17,Jun Topic 6,0.54
May Topic 17,Jun Topic 7,0.55
May Topic 17,Jun Topic 8,0.58
May Topic 17,Jun Topic 9,0.57
May Topic 17,Jun Topic 10,0.56
May Topic 17,Jun Topic 11,0.63
May Topic 17,Jun Topic 12,0.74
May Topic 17,Jun Topic 13,0.60
May Topic 17,Jun Topic 14,0.53
Jun Topic 0,Jul Topic 0,0.69
Jun Topic 0,Jul Topic 1,0.58
Jun Topic 0,Jul Topic 2,0.65
Jun Topic 0,Jul Topic 3,0.61
Jun Topic 0,Jul Topic 5,0.61
Jun Topic 0,Jul Topic 6,0.61
Jun Topic 0,Jul Topic 7,0.53
Jun Topic 0,Jul Topic 8,0.60
Jun Topic 0,Jul Topic 9,0.62
Jun Topic 0,Jul Topic 10,0.51
Jun Topic 0,Jul Topic 11,0.60
Jun Topic 0,Jul Topic 12,0.58
Jun Topic 0,Jul Topic 13,0.57
Jun Topic 0,Jul Topic 15,0.54
Jun Topic 0,Jul Topic 16,0.58
Jun Topic 0,Jul Topic 17,0.64
Jun Topic 0,Jul Topic 18,0.67
Jun Topic 1,Jul Topic 0,0.59
Jun Topic 1,Jul Topic 1,0.76
Jun Topic 1,Jul Topic 2,0.64
Jun Topic 1,Jul Topic 3,0.60
Jun Topic 1,Jul Topic 4,0.55
Jun Topic 1,Jul Topic 5,0.66
Jun Topic 1,Jul Topic 6,0.60
Jun Topic 1,Jul Topic 7,0.59
Jun Topic 1,Jul Topic 8,0.67
Jun Topic 1,Jul Topic 9,0.54
Jun Topic 1,Jul Topic 11,0.58
Jun Topic 1,Jul Topic 12,0.56
Jun Topic 1,Jul Topic 13,0.62
Jun Topic 1,Jul Topic 14,0.53
Jun Topic 1,Jul Topic 15,0.52
Jun Topic 1,Jul Topic 16,0.57
Jun Topic 1,Jul Topic 17,0.62
Jun Topic 1,Jul Topic 18,0.68
Jun Topic 2,Jul Topic 0,0.63
Jun Topic 2,Jul Topic 1,0.66
Jun Topic 2,Jul Topic 2,0.72
Jun Topic 2,Jul Topic 3,0.65
Jun Topic 2,Jul Topic 4,0.57
Jun Topic 2,Jul Topic 5,0.66
Jun Topic 2,Jul Topic 6,0.69
Jun Topic 2,Jul Topic 7,0.65
Jun Topic 2,Jul Topic 8,0.64
Jun Topic 2,Jul Topic 9,0.61
Jun Topic 2,Jul Topic 10,0.51
Jun Topic 2,Jul Topic 11,0.63
Jun Topic 2,Jul Topic 12,0.62
Jun Topic 2,Jul Topic 13,0.61
Jun Topic 2,Jul Topic 14,0.58
Jun Topic 2,Jul Topic 15,0.57
Jun Topic 2,Jul Topic 16,0.66
Jun Topic 2,Jul Topic 17,0.63
Jun Topic 2,Jul Topic 18,0.76
Jun Topic 3,Jul Topic 1,0.56
Jun Topic 3,Jul Topic 2,0.59
Jun Topic 3,Jul Topic 3,0.72
Jun Topic 3,Jul Topic 4,0.51
Jun Topic 3,Jul Topic 5,0.64
Jun Topic 3,Jul Topic 6,0.61
Jun Topic 3,Jul Topic 7,0.57
Jun Topic 3,Jul Topic 8,0.53
Jun Topic 3,Jul Topic 9,0.67
Jun Topic 3,Jul Topic 11,0.56
Jun Topic 3,Jul Topic 12,0.67
Jun Topic 3,Jul Topic 13,0.61
Jun Topic 3,Jul Topic 14,0.53
Jun Topic 3,Jul Topic 16,0.57
Jun Topic 3,Jul Topic 17,0.66
Jun Topic 3,Jul Topic 18,0.64
Jun Topic 4,Jul Topic 1,0.52
Jun Topic 4,Jul Topic 2,0.55
Jun Topic 4,Jul Topic 4,0.61
Jun Topic 4,Jul Topic 5,0.51
Jun Topic 4,Jul Topic 6,0.55
Jun Topic 4,Jul Topic 7,0.55
Jun Topic 4,Jul Topic 9,0.52
Jun Topic 4,Jul Topic 15,0.57
Jun Topic 4,Jul Topic 18,0.53
Jun Topic 5,Jul Topic 0,0.65
Jun Topic 5,Jul Topic 1,0.71
Jun Topic 5,Jul Topic 2,0.72
Jun Topic 5,Jul Topic 3,0.60
Jun Topic 5,Jul Topic 4,0.55
Jun Topic 5,Jul Topic 5,0.78
Jun Topic 5,Jul Topic 6,0.61
Jun Topic 5,Jul Topic 7,0.64
Jun Topic 5,Jul Topic 8,0.73
Jun Topic 5,Jul Topic 9,0.50
Jun Topic 5,Jul Topic 11,0.68
Jun Topic 5,Jul Topic 12,0.66
Jun Topic 5,Jul Topic 13,0.63
Jun Topic 5,Jul Topic 14,0.56
Jun Topic 5,Jul Topic 15,0.55
Jun Topic 5,Jul Topic 16,0.69
Jun Topic 5,Jul Topic 17,0.67
Jun Topic 5,Jul Topic 18,0.79
Jun Topic 6,Jul Topic 0,0.60
Jun Topic 6,Jul Topic 1,0.61
Jun Topic 6,Jul Topic 2,0.64
Jun Topic 6,Jul Topic 3,0.63
Jun Topic 6,Jul Topic 5,0.59
Jun Topic 6,Jul Topic 6,0.72
Jun Topic 6,Jul Topic 7,0.57
Jun Topic 6,Jul Topic 8,0.62
Jun Topic 6,Jul Topic 9,0.63
Jun Topic 6,Jul Topic 10,0.66
Jun Topic 6,Jul Topic 11,0.66
Jun Topic 6,Jul Topic 12,0.53
Jun Topic 6,Jul Topic 13,0.61
Jun Topic 6,Jul Topic 14,0.53
Jun Topic 6,Jul Topic 15,0.55
Jun Topic 6,Jul Topic 16,0.62
Jun Topic 6,Jul Topic 17,0.55
Jun Topic 6,Jul Topic 18,0.65
Jun Topic 7,Jul Topic 0,0.59
Jun Topic 7,Jul Topic 1,0.61
Jun Topic 7,Jul Topic 2,0.57
Jun Topic 7,Jul Topic 5,0.58
Jun Topic 7,Jul Topic 6,0.60
Jun Topic 7,Jul Topic 7,0.65
Jun Topic 7,Jul Topic 8,0.59
Jun Topic 7,Jul Topic 11,0.56
Jun Topic 7,Jul Topic 12,0.56
Jun Topic 7,Jul Topic 13,0.54
Jun Topic 7,Jul Topic 14,0.52
Jun Topic 7,Jul Topic 15,0.51
Jun Topic 7,Jul Topic 16,0.62
Jun Topic 7,Jul Topic 17,0.56
Jun Topic 7,Jul Topic 18,0.67
Jun Topic 8,Jul Topic 0,0.54
Jun Topic 8,Jul Topic 1,0.70
Jun Topic 8,Jul Topic 2,0.66
Jun Topic 8,Jul Topic 3,0.55
Jun Topic 8,Jul Topic 4,0.67
Jun Topic 8,Jul Topic 5,0.70
Jun Topic 8,Jul Topic 6,0.67
Jun Topic 8,Jul Topic 7,0.66
Jun Topic 8,Jul Topic 8,0.77
Jun Topic 8,Jul Topic 9,0.54
Jun Topic 8,Jul Topic 11,0.60
Jun Topic 8,Jul Topic 12,0.58
Jun Topic 8,Jul Topic 13,0.60
Jun Topic 8,Jul Topic 14,0.54
Jun Topic 8,Jul Topic 15,0.60
Jun Topic 8,Jul Topic 16,0.62
Jun Topic 8,Jul Topic 17,0.58
Jun Topic 8,Jul Topic 18,0.74
Jun Topic 9,Jul Topic 0,0.54
Jun Topic 9,Jul Topic 1,0.62
Jun Topic 9,Jul Topic 2,0.69
Jun Topic 9,Jul Topic 3,0.71
Jun Topic 9,Jul Topic 4,0.60
Jun Topic 9,Jul Topic 5,0.65
Jun Topic 9,Jul Topic 6,0.66
Jun Topic 9,Jul Topic 7,0.58
Jun Topic 9,Jul Topic 8,0.61
Jun Topic 9,Jul Topic 9,0.74
Jun Topic 9,Jul Topic 10,0.56
Jun Topic 9,Jul Topic 11,0.59
Jun Topic 9,Jul Topic 12,0.58
Jun Topic 9,Jul Topic 13,0.55
Jun Topic 9,Jul Topic 14,0.53
Jun Topic 9,Jul Topic 15,0.58
Jun Topic 9,Jul Topic 16,0.59
Jun Topic 9,Jul Topic 17,0.62
Jun Topic 9,Jul Topic 18,0.66
Jun Topic 10,Jul Topic 0,0.56
Jun Topic 10,Jul Topic 1,0.65
Jun Topic 10,Jul Topic 2,0.67
Jun Topic 10,Jul Topic 3,0.57
Jun Topic 10,Jul Topic 4,0.56
Jun Topic 10,Jul Topic 5,0.63
Jun Topic 10,Jul Topic 6,0.64
Jun Topic 10,Jul Topic 7,0.60
Jun Topic 10,Jul Topic 8,0.67
Jun Topic 10,Jul Topic 9,0.50
Jun Topic 10,Jul Topic 10,0.52
Jun Topic 10,Jul Topic 11,0.59
Jun Topic 10,Jul Topic 12,0.55
Jun Topic 10,Jul Topic 13,0.59
Jun Topic 10,Jul Topic 14,0.52
Jun Topic 10,Jul Topic 15,0.61
Jun Topic 10,Jul Topic 16,0.55
Jun Topic 10,Jul Topic 17,0.54
Jun Topic 10,Jul Topic 18,0.67
Jun Topic 11,Jul Topic 0,0.56
Jun Topic 11,Jul Topic 1,0.63
Jun Topic 11,Jul Topic 2,0.64
Jun Topic 11,Jul Topic 3,0.56
Jun Topic 11,Jul Topic 4,0.52
Jun Topic 11,Jul Topic 5,0.63
Jun Topic 11,Jul Topic 6,0.60
Jun Topic 11,Jul Topic 7,0.60
Jun Topic 11,Jul Topic 8,0.63
Jun Topic 11,Jul Topic 11,0.63
Jun Topic 11,Jul Topic 12,0.58
Jun Topic 11,Jul Topic 13,0.62
Jun Topic 11,Jul Topic 14,0.56
Jun Topic 11,Jul Topic 16,0.66
Jun Topic 11,Jul Topic 17,0.61
Jun Topic 11,Jul Topic 18,0.69
Jun Topic 12,Jul Topic 0,0.66
Jun Topic 12,Jul Topic 1,0.66
Jun Topic 12,Jul Topic 2,0.69
Jun Topic 12,Jul Topic 3,0.72
Jun Topic 12,Jul Topic 5,0.75
Jun Topic 12,Jul Topic 6,0.66
Jun Topic 12,Jul Topic 7,0.64
Jun Topic 12,Jul Topic 8,0.68
Jun Topic 12,Jul Topic 9,0.67
Jun Topic 12,Jul Topic 11,0.60
Jun Topic 12,Jul Topic 12,0.82
Jun Topic 12,Jul Topic 13,0.64
Jun Topic 12,Jul Topic 14,0.51
Jun Topic 12,Jul Topic 16,0.68
Jun Topic 12,Jul Topic 17,0.78
Jun Topic 12,Jul Topic 18,0.78
Jun Topic 13,Jul Topic 1,0.63
Jun Topic 13,Jul Topic 2,0.56
Jun Topic 13,Jul Topic 3,0.53
Jun Topic 13,Jul Topic 5,0.57
Jun Topic 13,Jul Topic 6,0.60
Jun Topic 13,Jul Topic 7,0.62
Jun Topic 13,Jul Topic 8,0.57
Jun Topic 13,Jul Topic 11,0.51
Jun Topic 13,Jul Topic 12,0.60
Jun Topic 13,Jul Topic 13,0.60
Jun Topic 13,Jul Topic 14,0.51
Jun Topic 13,Jul Topic 15,0.50
Jun Topic 13,Jul Topic 16,0.57
Jun Topic 13,Jul Topic 17,0.54
Jun Topic 13,Jul Topic 18,0.62
Jun Topic 14,Jul Topic 1,0.55
Jun Topic 14,Jul Topic 2,0.54
Jun Topic 14,Jul Topic 3,0.51
Jun Topic 14,Jul Topic 4,0.54
Jun Topic 14,Jul Topic 5,0.54
Jun Topic 14,Jul Topic 6,0.55
Jun Topic 14,Jul Topic 7,0.58
Jun Topic 14,Jul Topic 8,0.53
Jun Topic 14,Jul Topic 11,0.57
Jun Topic 14,Jul Topic 12,0.55
Jun Topic 14,Jul Topic 13,0.52
Jun Topic 14,Jul Topic 14,0.57
Jun Topic 14,Jul Topic 16,0.59
Jun Topic 14,Jul Topic 17,0.53
Jun Topic 14,Jul Topic 18,0.57
Jul Topic 0,Aug Topic 0,0.73
Jul Topic 0,Aug Topic 1,0.59
Jul Topic 0,Aug Topic 2,0.63
Jul Topic 0,Aug Topic 5,0.62
Jul Topic 0,Aug Topic 6,0.57
Jul Topic 0,Aug Topic 8,0.66
Jul Topic 0,Aug Topic 9,0.60
Jul Topic 0,Aug Topic 10,0.64
Jul Topic 0,Aug Topic 11,0.69
Jul Topic 0,Aug Topic 12,0.67
Jul Topic 0,Aug Topic 13,0.53
Jul Topic 0,Aug Topic 15,0.55
Jul Topic 0,Aug Topic 16,0.58
Jul Topic 0,Aug Topic 17,0.59
Jul Topic 0,Aug Topic 18,0.69
Jul Topic 1,Aug Topic 0,0.64
Jul Topic 1,Aug Topic 1,0.74
Jul Topic 1,Aug Topic 2,0.63
Jul Topic 1,Aug Topic 3,0.53
Jul Topic 1,Aug Topic 4,0.54
Jul Topic 1,Aug Topic 5,0.68
Jul Topic 1,Aug Topic 6,0.69
Jul Topic 1,Aug Topic 7,0.61
Jul Topic 1,Aug Topic 8,0.74
Jul Topic 1,Aug Topic 9,0.65
Jul Topic 1,Aug Topic 10,0.67
Jul Topic 1,Aug Topic 11,0.67
Jul Topic 1,Aug Topic 12,0.61
Jul Topic 1,Aug Topic 13,0.65
Jul Topic 1,Aug Topic 15,0.61
Jul Topic 1,Aug Topic 16,0.59
Jul Topic 1,Aug Topic 17,0.62
Jul Topic 1,Aug Topic 18,0.72
Jul Topic 2,Aug Topic 0,0.70
Jul Topic 2,Aug Topic 1,0.63
Jul Topic 2,Aug Topic 2,0.75
Jul Topic 2,Aug Topic 3,0.54
Jul Topic 2,Aug Topic 4,0.58
Jul Topic 2,Aug Topic 5,0.73
Jul Topic 2,Aug Topic 6,0.64
Jul Topic 2,Aug Topic 7,0.54
Jul Topic 2,Aug Topic 8,0.71
Jul Topic 2,Aug Topic 9,0.67
Jul Topic 2,Aug Topic 10,0.68
Jul Topic 2,Aug Topic 11,0.70
Jul Topic 2,Aug Topic 12,0.70
Jul Topic 2,Aug Topic 13,0.62
Jul Topic 2,Aug Topic 14,0.54
Jul Topic 2,Aug Topic 15,0.54
Jul Topic 2,Aug Topic 16,0.62
Jul Topic 2,Aug Topic 17,0.66
Jul Topic 2,Aug Topic 18,0.75
Jul Topic 3,Aug Topic 0,0.67
Jul Topic 3,Aug Topic 1,0.59
Jul Topic 3,Aug Topic 2,0.71
Jul Topic 3,Aug Topic 3,0.64
Jul Topic 3,Aug Topic 4,0.54
Jul Topic 3,Aug Topic 5,0.62
Jul Topic 3,Aug Topic 6,0.59
Jul Topic 3,Aug Topic 8,0.66
Jul Topic 3,Aug Topic 9,0.69
Jul Topic 3,Aug Topic 10,0.70
Jul Topic 3,Aug Topic 11,0.62
Jul Topic 3,Aug Topic 12,0.71
Jul Topic 3,Aug Topic 13,0.62
Jul Topic 3,Aug Topic 14,0.52
Jul Topic 3,Aug Topic 15,0.51
Jul Topic 3,Aug Topic 16,0.64
Jul Topic 3,Aug Topic 17,0.64
Jul Topic 3,Aug Topic 18,0.68
Jul Topic 4,Aug Topic 1,0.52
Jul Topic 4,Aug Topic 2,0.52
Jul Topic 4,Aug Topic 4,0.63
Jul Topic 4,Aug Topic 5,0.63
Jul Topic 4,Aug Topic 6,0.52
Jul Topic 4,Aug Topic 8,0.60
Jul Topic 4,Aug Topic 9,0.54
Jul Topic 4,Aug Topic 10,0.58
Jul Topic 4,Aug Topic 11,0.54
Jul Topic 4,Aug Topic 14,0.51
Jul Topic 4,Aug Topic 15,0.53
Jul Topic 4,Aug Topic 16,0.50
Jul Topic 4,Aug Topic 18,0.57
Jul Topic 5,Aug Topic 0,0.68
Jul Topic 5,Aug Topic 1,0.59
Jul Topic 5,Aug Topic 2,0.74
Jul Topic 5,Aug Topic 3,0.52
Jul Topic 5,Aug Topic 4,0.56
Jul Topic 5,Aug Topic 5,0.81
Jul Topic 5,Aug Topic 6,0.63
Jul Topic 5,Aug Topic 7,0.60
Jul Topic 5,Aug Topic 8,0.74
Jul Topic 5,Aug Topic 9,0.65
Jul Topic 5,Aug Topic 10,0.65
Jul Topic 5,Aug Topic 11,0.68
Jul Topic 5,Aug Topic 12,0.75
Jul Topic 5,Aug Topic 13,0.63
Jul Topic 5,Aug Topic 14,0.52
Jul Topic 5,Aug Topic 15,0.50
Jul Topic 5,Aug Topic 16,0.68
Jul Topic 5,Aug Topic 17,0.69
Jul Topic 5,Aug Topic 18,0.77
Jul Topic 6,Aug Topic 0,0.57
Jul Topic 6,Aug Topic 1,0.68
Jul Topic 6,Aug Topic 2,0.67
Jul Topic 6,Aug Topic 3,0.55
Jul Topic 6,Aug Topic 4,0.64
Jul Topic 6,Aug Topic 5,0.64
Jul Topic 6,Aug Topic 6,0.81
Jul Topic 6,Aug Topic 7,0.60
Jul Topic 6,Aug Topic 8,0.69
Jul Topic 6,Aug Topic 9,0.62
Jul Topic 6,Aug Topic 10,0.64
Jul Topic 6,Aug Topic 11,0.64
Jul Topic 6,Aug Topic 12,0.64
Jul Topic 6,Aug Topic 13,0.60
Jul Topic 6,Aug Topic 15,0.53
Jul Topic 6,Aug Topic 16,0.67
Jul Topic 6,Aug Topic 17,0.62
Jul Topic 6,Aug Topic 18,0.71
Jul Topic 7,Aug Topic 0,0.58
Jul Topic 7,Aug Topic 1,0.59
Jul Topic 7,Aug Topic 2,0.61
Jul Topic 7,Aug Topic 3,0.53
Jul Topic 7,Aug Topic 4,0.55
Jul Topic 7,Aug Topic 5,0.63
Jul Topic 7,Aug Topic 6,0.61
Jul Topic 7,Aug Topic 7,0.55
Jul Topic 7,Aug Topic 8,0.68
Jul Topic 7,Aug Topic 9,0.59
Jul Topic 7,Aug Topic 10,0.64
Jul Topic 7,Aug Topic 11,0.62
Jul Topic 7,Aug Topic 12,0.63
Jul Topic 7,Aug Topic 13,0.58
Jul Topic 7,Aug Topic 15,0.54
Jul Topic 7,Aug Topic 16,0.55
Jul Topic 7,Aug Topic 17,0.65
Jul Topic 7,Aug Topic 18,0.70
Jul Topic 8,Aug Topic 0,0.68
Jul Topic 8,Aug Topic 1,0.64
Jul Topic 8,Aug Topic 2,0.67
Jul Topic 8,Aug Topic 3,0.50
Jul Topic 8,Aug Topic 4,0.52
Jul Topic 8,Aug Topic 5,0.78
Jul Topic 8,Aug Topic 6,0.65
Jul Topic 8,Aug Topic 7,0.55
Jul Topic 8,Aug Topic 8,0.78
Jul Topic 8,Aug Topic 9,0.59
Jul Topic 8,Aug Topic 10,0.64
Jul Topic 8,Aug Topic 11,0.70
Jul Topic 8,Aug Topic 12,0.67
Jul Topic 8,Aug Topic 13,0.58
Jul Topic 8,Aug Topic 15,0.53
Jul Topic 8,Aug Topic 16,0.67
Jul Topic 8,Aug Topic 17,0.61
Jul Topic 8,Aug Topic 18,0.73
Jul Topic 9,Aug Topic 0,0.61
Jul Topic 9,Aug Topic 1,0.62
Jul Topic 9,Aug Topic 2,0.67
Jul Topic 9,Aug Topic 3,0.56
Jul Topic 9,Aug Topic 4,0.64
Jul Topic 9,Aug Topic 5,0.57
Jul Topic 9,Aug Topic 6,0.69
Jul Topic 9,Aug Topic 8,0.63
Jul Topic 9,Aug Topic 9,0.73
Jul Topic 9,Aug Topic 10,0.64
Jul Topic 9,Aug Topic 11,0.58
Jul Topic 9,Aug Topic 12,0.67
Jul Topic 9,Aug Topic 13,0.59
Jul Topic 9,Aug Topic 14,0.54
Jul Topic 9,Aug Topic 15,0.53
Jul Topic 9,Aug Topic 16,0.55
Jul Topic 9,Aug Topic 17,0.62
Jul Topic 9,Aug Topic 18,0.60
Jul Topic 10,Aug Topic 1,0.61
Jul Topic 10,Aug Topic 6,0.66
Jul Topic 10,Aug Topic 8,0.52
Jul Topic 10,Aug Topic 10,0.58
Jul Topic 10,Aug Topic 11,0.54
Jul Topic 10,Aug Topic 18,0.52
Jul Topic 11,Aug Topic 0,0.64
Jul Topic 11,Aug Topic 1,0.64
Jul Topic 11,Aug Topic 2,0.61
Jul Topic 11,Aug Topic 5,0.63
Jul Topic 11,Aug Topic 6,0.64
Jul Topic 11,Aug Topic 7,0.55
Jul Topic 11,Aug Topic 8,0.65
Jul Topic 11,Aug Topic 9,0.62
Jul Topic 11,Aug Topic 10,0.64
Jul Topic 11,Aug Topic 11,0.69
Jul Topic 11,Aug Topic 12,0.59
Jul Topic 11,Aug Topic 13,0.53
Jul Topic 11,Aug Topic 14,0.54
Jul Topic 11,Aug Topic 15,0.59
Jul Topic 11,Aug Topic 16,0.60
Jul Topic 11,Aug Topic 17,0.55
Jul Topic 11,Aug Topic 18,0.69
Jul Topic 12,Aug Topic 0,0.66
Jul Topic 12,Aug Topic 1,0.52
Jul Topic 12,Aug Topic 2,0.65
Jul Topic 12,Aug Topic 3,0.60
Jul Topic 12,Aug Topic 5,0.65
Jul Topic 12,Aug Topic 6,0.58
Jul Topic 12,Aug Topic 8,0.66
Jul Topic 12,Aug Topic 9,0.61
Jul Topic 12,Aug Topic 10,0.60
Jul Topic 12,Aug Topic 11,0.68
Jul Topic 12,Aug Topic 12,0.80
Jul Topic 12,Aug Topic 13,0.61
Jul Topic 12,Aug Topic 16,0.59
Jul Topic 12,Aug Topic 17,0.72
Jul Topic 12,Aug Topic 18,0.75
Jul Topic 13,Aug Topic 0,0.62
Jul Topic 13,Aug Topic 1,0.63
Jul Topic 13,Aug Topic 2,0.62
Jul Topic 13,Aug Topic 3,0.56
Jul Topic 13,Aug Topic 5,0.61
Jul Topic 13,Aug Topic 6,0.59
Jul Topic 13,Aug Topic 7,0.57
Jul Topic 13,Aug Topic 8,0.63
Jul Topic 13,Aug Topic 9,0.62
Jul Topic 13,Aug Topic 10,0.64
Jul Topic 13,Aug Topic 11,0.65
Jul Topic 13,Aug Topic 12,0.63
Jul Topic 13,Aug Topic 13,0.66
Jul Topic 13,Aug Topic 14,0.51
Jul Topic 13,Aug Topic 15,0.59
Jul Topic 13,Aug Topic 16,0.63
Jul Topic 13,Aug Topic 17,0.62
Jul Topic 13,Aug Topic 18,0.72
Jul Topic 14,Aug Topic 3,0.55
Jul Topic 14,Aug Topic 5,0.53
Jul Topic 14,Aug Topic 6,0.50
Jul Topic 14,Aug Topic 8,0.59
Jul Topic 14,Aug Topic 9,0.53
Jul Topic 14,Aug Topic 10,0.56
Jul Topic 14,Aug Topic 11,0.55
Jul Topic 14,Aug Topic 12,0.54
Jul Topic 14,Aug Topic 13,0.54
Jul Topic 14,Aug Topic 14,0.52
Jul Topic 14,Aug Topic 15,0.50
Jul Topic 14,Aug Topic 17,0.53
Jul Topic 14,Aug Topic 18,0.58
Jul Topic 15,Aug Topic 0,0.53
Jul Topic 15,Aug Topic 1,0.52
Jul Topic 15,Aug Topic 2,0.51
Jul Topic 15,Aug Topic 4,0.53
Jul Topic 15,Aug Topic 5,0.61
Jul Topic 15,Aug Topic 6,0.56
Jul Topic 15,Aug Topic 7,0.52
Jul Topic 15,Aug Topic 8,0.61
Jul Topic 15,Aug Topic 9,0.53
Jul Topic 15,Aug Topic 10,0.58
Jul Topic 15,Aug Topic 11,0.53
Jul Topic 15,Aug Topic 13,0.52
Jul Topic 15,Aug Topic 15,0.57
Jul Topic 15,Aug Topic 18,0.59
Jul Topic 16,Aug Topic 0,0.64
Jul Topic 16,Aug Topic 1,0.57
Jul Topic 16,Aug Topic 2,0.67
Jul Topic 16,Aug Topic 3,0.54
Jul Topic 16,Aug Topic 4,0.51
Jul Topic 16,Aug Topic 5,0.66
Jul Topic 16,Aug Topic 6,0.60
Jul Topic 16,Aug Topic 7,0.55
Jul Topic 16,Aug Topic 8,0.67
Jul Topic 16,Aug Topic 9,0.61
Jul Topic 16,Aug Topic 10,0.61
Jul Topic 16,Aug Topic 11,0.66
Jul Topic 16,Aug Topic 12,0.68
Jul Topic 16,Aug Topic 13,0.57
Jul Topic 16,Aug Topic 15,0.55
Jul Topic 16,Aug Topic 16,0.69
Jul Topic 16,Aug Topic 17,0.69
Jul Topic 16,Aug Topic 18,0.75
Jul Topic 17,Aug Topic 0,0.77
Jul Topic 17,Aug Topic 1,0.56
Jul Topic 17,Aug Topic 2,0.69
Jul Topic 17,Aug Topic 3,0.55
Jul Topic 17,Aug Topic 5,0.65
Jul Topic 17,Aug Topic 6,0.59
Jul Topic 17,Aug Topic 8,0.67
Jul Topic 17,Aug Topic 9,0.67
Jul Topic 17,Aug Topic 10,0.61
Jul Topic 17,Aug Topic 11,0.69
Jul Topic 17,Aug Topic 12,0.76
Jul Topic 17,Aug Topic 13,0.61
Jul Topic 17,Aug Topic 15,0.51
Jul Topic 17,Aug Topic 16,0.65
Jul Topic 17,Aug Topic 17,0.73
Jul Topic 17,Aug Topic 18,0.74
Jul Topic 18,Aug Topic 0,0.77
Jul Topic 18,Aug Topic 1,0.66
Jul Topic 18,Aug Topic 2,0.76
Jul Topic 18,Aug Topic 3,0.56
Jul Topic 18,Aug Topic 4,0.56
Jul Topic 18,Aug Topic 5,0.79
