评论用户id,评论内容,分词,分词-英文
408346815,想在烽火买双大 回来可以帮忙鉴定吗 万分感谢,烽火,war
371353943,请问全新原盒是正品吗？微信有人在卖球鞋 说是全新原盒 还有的是半盒 请问是什么意思,原盒 正品 球鞋 原盒,Original box genuine sneakers original box
109753478,看到这么多连接我已经没有看下去的兴趣，只是由衷的赞叹，楼主辛苦了！,兴趣 楼主 辛苦,Interested landlord
318714071,谢谢！,谢谢,Thanks
65142310,现在出来淘宝刷单的王八蛋太多了，都不知道宝贝真正的质量，买回来以后就是神坑，都对网购失去信心了！,淘宝 刷单 王八蛋 宝贝 质量 神坑 信心,Taobao brush single king egg baby quality god pit confidence
2143786297,看你描述，应该是正品无误了,正品,Genuine
10440501129,想买鞋我都在得物上搜，还有很多款式可以选,买鞋 得物 款式,Buy shoes and get the style
10165847516,笑死我了，现在2022央视点名了，光是抽查假货率百分之五十，两双里面一双假，这波咋洗，这难道是央视跟风黑？,假货,Fake
2432748165,到德物买东西就是交智商税的，以为他是鉴定平台，实际是他们自己买假的，再自己卖假货，再自己搞个鉴定牌子的，我奥特莱斯古驰专柜实体店买的东西，不想要了，拿到德物上去卖，全新的包包，一下都没有用的，（当时跟老公吵架，赌气买的）想着拿去德物卖掉，亏就亏一点，他们故意弄出一点划痕，扣我保证金，故意说我的是假的，扣我保证金，我亲手买的，亲手寄的快递，如果是假的，我会这么傻寄过去吗？他这个平台利用的就是人的心理作用，以为他们是搞鉴定的中间商，谁知道是真正的奸商，想买正品还是要去实体店或者官网买,东西 智商 平台 假货 牌子 特莱斯 古驰 专柜 实体店 东西 德物 老公 赌气 德物 划痕 保证金 保证金 我会 平台 利用 心理作用 中间商 奸商 正品 实体店 官网,East -west IQ Platform fake brand Tryz Gucci counter physical store east -west moral husband and husband's anger virtue scratch margin margin. I will use psychological effects to use psychological effects
10041663901,鉴定就是个笑话,笑话,joke
10439910884,我在得物买的鞋子，特意找专柜验货，确定是正品,得物 鞋子 专柜 正品,Genuine and shoes counter genuine
4673913188,得物的鉴定证书在玩文字游戏，他也怕较真的人真去鉴定然后去市场监管机构投诉他贩卖假货，所以他的鉴定证书从来没写是耐克正品或者是阿迪正品，而是写的得物正品，我就这个事跟得物的客服提过，他们专门有人打电话给我解释，但是他们可能也心虚，只说会反馈到平台,得物 鉴定证书 文字游戏 市场监管 机构 假货 鉴定证书 耐克 正品 阿迪 正品 得物 正品 客服 心虚 平台,Gettlement Certificate Text Game Market Regulatory Institutions Fake Appraisal Certificate Nike Genuine Adi Genuine Genuine Customer Service Consultation Platform
507522235,如果带上官网链接那就完美了,官网 链接 完美,The official website link is perfect
10059357283,太对了，现在很多人就是无知，盲目跟风黑，一个这么大的平台，要是那么多假货，早被下架了，得物怎么可能搬起石头砸自己的脚呢？但现在还是有很多人认为得物基本上是假的，只要得物出现一点黑料就开始抨击得物，那这些抨击的人是谁，咱心里也清楚，要么就是同行，要么就是自己穿假鞋的从初中二在上面买鞋到现在大一，买鞋一直在这上面买，从来没有出现过问题，我寻思是我太幸运了吗？,盲目 平台 假货 得物 得物 得物 黑料 得物 假鞋 买鞋 买鞋 寻思 是我太 幸运,"Blind platform fake goods, obtained objects, black materials, fake shoes to buy shoes, buy shoes, it is very lucky"
2081386214,但是这些运动品牌的正品质量本身就很差啊，不对称，鞋头鞋后帮歪的90%，我甚至觉得莆田质量都比正品好,品牌 正品 质量 鞋头 莆田 质量 正品,Brand genuine berries in Putian Quality Genuine
10363619561,但想做好和能做好是两码事,两码事,Two -coding
107936268,我想知道他们的货源是怎么来的,货源,Source
10020626181,得物发的鞋子明显的瑕疵还不让退  那质量真的无法认可  说真的我在潮品会上买的鞋子质量都比得物上的好,物发 鞋子 瑕疵 质量 潮品 鞋子 质量,Material hair shoe defect quality tide quality shoes quality
507429765,都快忘了还有官网了,官网,Official website
157465104,请问虎扑代表什么呢？虎扑上的就一定是正品吗？,代表 正品,Represents genuine products
2158216791,不要说什么容易开胶是正品来安慰自己。自己去试试，大概率上得物买的鞋和官网的鞋无论从外观还是穿了褶皱程度，舒适感完全不是一样的。我就当容易开胶的是正品。那我想问下花六七百去买一个所谓的正品还没有两百块钱的李宁安踏耐穿舒服。那不是交智商税吗？当然你要是追求的是哪些牌子的鞋好看。那也没话说，这玩意自己开心就好,开胶 正品 概率 官网 外观 褶皱 程度 舒适感 开胶 正品 正品 李宁 舒服 智商 牌子 玩意,Open Genuine Probability Official Website Exterior Folding Excisites Comfortable Open Genuine Genuine Li Ning comfortable IQ Brand
10134031741,我真的救命了，我他妈就是看了你这些说什么正品瑕疵的。然后我买了一双，那个质量还不如直接给我发个莆田，我都能信是真的。,正品 瑕疵 质量 给我发 莆田,Genuine defect quality gives me Putian
10032943675,内行都知道95%都是假的,内行,expert
507645430,春节在迪奥官网买了支烈焰蓝金999，顺丰包邮还送了香水体验装,迪奥 官网 烈焰 蓝金 顺丰 包邮 香水 体验,Dior's official website flame Blue Jin SF free shipping perfume experience
52030180,我家里刚修了个篮球场，想买双篮球鞋，回家过年玩玩。不知水泥球场有什么样的篮球鞋？在哪买较好？,篮球场 篮球鞋 回家 玩玩 水泥 球场 篮球鞋,Basketball court basketball shoes go home to play cement stadium basketball shoes
4657801600,差不多得了，我是得物卖家，进货全是某东官方旗舰店进的，有瑕疵都是鉴定不通过直接扣卖家保证金，好笑的是你们从得物买觉得是假的，去某东买就感觉是真的，其实你们得物买到的基本都是某宝某东来的货，就被说成是假的,卖家 官方 瑕疵 卖家 保证金 感觉 得物 宝某,"The official flaws of the seller, the seller's deposit feels the treasure"
10066382865,疫情期间莆田停止货运 得物断货了,疫情 莆田 货运,Epidemic Putian Freight
514465312,差评，没有官网链接,官网 链接,Official website link
10036415885, 查看图片,图片,picture
51977687,求淘宝店。,淘宝,Taobao
3150676471,我之前买了一双 穿了两三次就开胶了 我严重怀疑得物假货很多，能在实体店买就在实体店 就算是贵点也无所谓 然后是淘宝京东旗舰店 ，但是我在的物上买的原因是因为有些鞋子实体店和旗舰店都没货 着就很烦 只能去得物 ，不过我还是不建议在得物上买 能不在得物上买就不买,开胶 得物 假货 实体店 实体店 贵点 淘宝 京东 物上 原因 鞋子 实体店 很烦 建议 得物 得物,Open glue Getting fake physical store physical store expensive point Taobao Jingdong objects on the reasons for shoes. The physical store is very annoying to recommend obtaining objects
533823878,有真货渠道 自己囤货了解一下,真货 渠道,Authentic
10218744671,不是得物请来的，还不用得物的人，能码这么多字???出于什么目的呢,得物 得物 能码 目的,Purpose of obtaining objects
468423647,这个店铺为啥卖的这么便宜啊,店铺 便宜,Cheap shop
10503501292,打广告的吧，刚买了一双斐乐的火星2代老爹鞋鞋垫子都是破损的，还几个鉴定师鉴定真搞笑。,斐乐 火星 老爹 鞋垫,Feller Martian father insole
1999575937,只剩下一堆鞋盒子，论吨卖的那种，还不如女鞋有内涵,盒子 女鞋 内涵,Box women's shoes connotation
10235881655,看到你这我笑了，某宝基本都假货，到你这就成真的了，你是不是开某宝的,假货,Fake
508859787,美网中国吗？,美网 中国,US Open China
4811457386,正品不等于质量好。我莆田的空军，穿一年，当雨鞋穿，没开胶。我耐克专柜买的空军穿一个月就开胶了。,正品 质量 莆田 空军 雨鞋 开胶 耐克 专柜 空军 开胶,Genuine Quality Putian Air Force Rain Shoes Open Glipper Nike Counter Air Force Air Force
10158309736,央视新闻都说了,新闻,news
10051798132,同意楼主观点,楼主 观点,Owner's point of view
507419027,这些海外直邮的被税了怎么办,直邮,Direct mail
10440316109,懒得出门逛街买鞋，在得物上就能挑款式,买鞋 得物 款式,Buy shoes and get the style
10186333187,照您的意思是 他是正品所以他质量不好是可以接受的 因为得物说了他是正品 那得物不说是正品的鞋子 质量好就是假的呗？照您这么说得物说是真的才能是真的 得物说是假的就是假的是吗？那为什么央视要点他的名？得物不是鞋贩子？还需要别人来诋毁？我在日本心斋桥买的三双鞋 两双耐克都是无法鉴别 所有手续一应俱全 一双匡威被说成是假的 我觉得做工挺好的啊 也挺漂亮的 那照您这么说 日本店铺也在卖假货咯？,正品 质量 得物 正品 正品 鞋子 质量 得物 要点 得物 贩子 日本 耐克 匡威 漂亮 日本 店铺 假货,Genuine quality Genuine Genuine Shoes Quality Get Obtained Master List Japanese Nike Converse Beautiful Japanese Store Fake
507396293,至少专柜买知道是正品,专柜 正品,Genuine counters
10439877498,我也觉得得物挺靠谱的，已经买过很多次了，没有让我失望,得物,Obtain
4647780662,需要注意的一点是，耐克阿迪大部分产品在东南亚生产，所以做工大多非常差，你可以官网买一双，掀开鞋垫，我敢说，100价位的国产鞋都没几个做工比这个垃圾,耐克 阿迪 产品 东南亚 官网 鞋垫 价位 国产 垃圾,Nike Adi products Southeast Asia's official website insole price domestic garbage
828097568,请问下在韩国官网上买衣服注册会员时的地址要怎么填呀,韩国 衣服 会员 地址,Korean clothes member address
10375047191,到现在为止没遇到过假货，就有一次鞋我不喜欢直接退了,假货,Fake
687258750,总是听你们说各种官网啊，什么迪奥官网，然后外国的鞋的官网，官网到底是在淘宝搜还是在哪里搜啊？有一些淘宝没有官网的该去哪里买呢？而且我听一些人说淘宝上的官网都是假的，到底是什么意思呢？,官网 迪奥 官网 外国 官网 官网 淘宝 淘宝 官网 淘宝 官网,Official Website Dior official website official website Taobao official website Taobao official website
10364105096,算是比较信任的地方了,信任 地方,Trusted place
4798271638,装什么装，百分之九十都是真的你是想笑死我吗？66666那我怎么没见过欧文7有一双假的，黑粉黑的技术含量高一点，得物是有假的，你这种过激的评论就改被拉出去枪毙,欧文 黑粉 技术含量 得物 有假 评论,Owen black powder technology content has fake comments
10328277874,得物就是垃圾，在德无买还不如直接买假鞋,得物 垃圾,Gain garbage
544360417,官网去哪找啊,官网,Official website
847154670,自顶,自顶,Self -top
10890174971,能不能搞点平民款？ 1-2百的,平民,civilian
2293186440,然而，运动鞋太闷脚，只能起到装作用,运动鞋,sports shoes
968393290,我哭了 我刚在小程序上买完，不知道什么时候能收到又怕假货又怕瑕疵，关键手抖了买的不是自己的码数，如果不能转手卖掉的话我就彻底懵了,程序 假货 瑕疵 关键 码数,Program fake flaws Key code
10275372001,百丽是抄款式的，别买,百丽 款式,Belle style
1296697398,在中国，普通人的范围太大了。很多一般概念下的普通人，他们的运动需求早就超越了基础或者入门级别了。我觉得运动装备的性能≠花哨。,中国 普通人 概念 普通人 基础 入门 级别 装备 性能 花哨,Chinese ordinary people concept of ordinary people basic entry level Equipment performance fancy performance
1975246296,昂贵运动鞋：以为我是王者，其实我是青铜,昂贵 运动鞋 王者 青铜,Moving sports shoes king bronze
705536948,我的产品可以拿来给正品做参考,产品 正品,Genuine product
1296302595,“而且我们平时也不会有很大强度的运动”，说的是普通人健身强度小，只需要基础的体育锻炼就可以了，不需要过于花哨的运动鞋,很大 强度 普通人 强度 基础 体育锻炼 花哨 运动鞋,Very intensity of ordinary people strength basic physical exercise fancy sports shoes
932539274,这个鞋子居然可以做到这么豪华🙄,鞋子 豪华,Luxurious shoes
10288917571,的地址为什么一直都是无效呢,地址 无效,Address is invalid
1081934110,的小程序被禁了,程序,program
1042123957,有没有靠谱的代购可以推荐一个,靠谱,Reliable
1023002184,想请问一下，在下单之后还要不要支付其它费用？如果已经下单完成还能不能退款？,下单 费用 下单,Place order fee and place order
884774120,英文有些看不懂，他那个是要美元？？,英文,English
839066397,酷狗动物城是高仿刀,酷狗 动物,Cool dog
391594023,从性价比来说，我还是宁愿买高质量的莆田鞋。至少我知道我是用三分之一的价格买到与正品95%的鞋，一分钱一分货。而不是用70-80%的钱，买了不知道什么鬼的货。淘宝品牌鞋水深了，最尴尬的事，我现在连专柜都看不懂了，搞不齐是个瑕疵品  ,性价比 高质量 莆田 价格 正品 一分钱 一分货 淘宝 品牌鞋 水深 尴尬 专柜,"Cost -effective high -quality Putian price authentic one penny, one penny, Taobao brand shoes water deep embarrassing counter"
282784333,只去官网 记住 别去淘宝天猫旗舰店,官网 淘宝 天猫,Official website Taobao Tmall
750368864,我这个临沂人深深的感到我买到了假李宁,临沂人 李宁,Linyi people Li Ning
562123787,我在淘宝上看中一款新百伦的包包，有没有大神能帮我鉴别一下呀，产地是福建泉州，按理说代购不是应该在国外买了带回来吗，怎么是福建产的呢,淘宝 新百伦 大神 产地 福建 泉州 福建 产的,"Taobao New Belle God's Origin, Fujian, Fujian, Fujian, Fujian, Fujian, Fujian"
512020136,厉害,厉害,sharp
379984818,能在专柜买的为什么要在淘宝买？真的很难辨别的。。。,专柜 淘宝,Counter Taobao
335170685,其实淘天都不能确保正性价比高，质量好才是硬道理,性价比 质量 硬道理,The principle of cost -effective quality and quality
62939148,求教什么论坛哪个贴吧可以看,求教 论坛,Ask for forum
645676896,某单字还行哈哈哈,单字,Word
1286999176,麻烦问一下 新加坡球鞋发售在哪里看,麻烦 新加坡 球鞋,Trouble Singapore Snepers
779758221,就算球鞋市场很夸张 很泡沫 也希望你 收到鞋子满心欢喜的心 永远不要改变,球鞋 市场 泡沫 鞋子,Sneakers market foam shoes
10780316994,想入手一款运动鞋,运动鞋,sports shoes
714033424,我觉得识货也不错,识货 不错,Good knowledge
814726043,斗牛欢迎大家去买   钱不给提现  也不能用来买东西  别问怎么知道的 客服只会说再试试提现然后你就提一辈子吧,斗牛 东西 客服,Bullfighting and West Customer Service
714424792,复刻的康扣做工真的差，无力吐槽,复刻 康扣 无力,Re -engraving Kangbao Nobita
853090111,作者有微博号吗,作者 有微博,Author has Weibo
666068314,邮费贵,邮费,Postage
784359638,挺有风格的,风格,style
434516900,亚马逊的邮费和税费加起来挺贵的,邮费 税费 挺贵,Taxes and fees are very expensive
716011567,我就厉害了,厉害,sharp
933462548,"淘宝 旗舰店和 中国官方商城是真的， 翻译过来是""新百伦"",但是""新百伦""商标被中国公司抢注，导致 这家美国鞋类品牌公司在国内无法使用""新百伦""进行宣传， 公司在中国的关联公司是新百伦贸易(中国)有限公司，如果查资质是这个公司那应该就是正品了",淘宝 中国 官方 商城 新百伦 新百伦 商标 中国 公司 美国 鞋类 品牌 公司 新百伦 公司 中国 关联 公司 新百伦 中国 有限公司 资质 公司 正品,"Taobao China Official Mall New Bellen New Balen New Belle Trademark China Company American Shoe Brand Company New Bellen Company China Realm Corporation New Bellen China Co., Ltd. Qualification Company Qualification Company"
179466902,首先感谢答主 但是42找不到呀🙆🏻‍♂️ 毒和一直在用 强劲！,强劲,Strong
740843117,我是在实体档口入手的，如果没接触过种鞋的话建议还是先了解，在考虑入手,实体 档口 过种 建议,Suggestions for the physical stall
603947472,加微信,加微信,Add WeChat
739448550,所以这个的中国公司以及商标“新百伦”侵权了，赔了9000多万好像,中国 公司 商标 新百伦,Chinese company trademark Singapore
174622843,毒，42，为什么都连接不了网络啊？10,网络,network
777721270,应该是 的副总裁吧 而不是新百伦的副总裁,副总裁 新百伦 副总裁,Vice President New Belle Vice President
446980474,听你的在上买了假货,假货,Fake
198173129,怎么输入自己的收货地址后显示  啊,收货 地址,Shipping address
352217458,想买双40的男款空军一号，白色款,男款 空军一号 白色,Men's Air Force No. 1 White
331663290,我在官网上面买的，退货然后说我邮回去的鞋盒跟鞋子的码不一样，我很无语，我就买了那一双，怎么可能搞混，这都这么多天了，还不给音信,官网 鞋盒 鞋子 音信,Official website shoe box shoes
820272782,也不错，新发售的鞋会比毒便宜，新手也可以去看看,不错 鞋会 比毒 便宜 新手,"Yes, shoes will be cheaper than poisonous novice"
701169105,干货谢谢,干货 谢谢,Thank you for dry goods
680438867,谢谢答主，很有用。虽然我连“民工威”（匡威）的帆布鞋都买不起……,谢谢 民工 匡威 帆布鞋,Thank you migrant workers Converse canvas shoes
869902419,得物就算了吧，以次充好，以假乱真，售后又差的不行，而且售后服务只通过电话，不会通过微信或短信，又只在工作时间打，没接就不管你了，恶心的不行,得物 售后 电话 短信 时间 恶心,"SMS time when you get the phone sales, the text message time is disgusting"
605796566,毒好像没有足球鞋,足球鞋,soccer shoes
870431250,其实我感觉首选的话，是你如果去国外旅游或者有朋友在国外工作，让他们在国外买，那样就不会买到假货了,感觉 朋友 假货,Feeling friends fake
965754294,我上面刷到的两个都是不推荐得物😂😂两极分化这么厉害吗,得物 两极分化 厉害,The polarization of the obtained objects
937860860,得物连退换都不行，老子买来穿着大只能挂咸鱼,得物 老子 咸鱼,Laozi salted fish
884571088,衣服有假货，而且不少,衣服 假货,Clothes fake
172431392,优购还有人推？退货霸王，还方便,霸王,Overlord
959743389,虎扑识货是一个还是淘宝店铺名字啊？,识货 淘宝 店铺 名字,Knowing the name of Taobao shop name
649028251, 京东上的 滔搏一家卖假鞋的店 标价一千五，双十一还有选的是冷门的颜色然后800买的的 褪色，臭脚，都掉了 一共没走到10公里，就裂开了,京东 标价 冷门 颜色 买的 臭脚,JD.com's upset color buying stinky feet
961827649,求问6橄榄绿推荐在哪个平台买啊～,橄榄绿 平台,Olive green platform
870987671,酷动城有假你就赚到了啊，直接投诉，假一赔十,有假,Fake
638928393,我在一个微商哪里买的鞋子，就挺好看的，而且质量还好。什么匡威都可以。价格还对得起我们这些学生党,微商 鞋子 质量 匡威 价格 学生,WeChat shoes Quality Converse price students
1011438908,海淘可以跟您拼一双吗,海淘,Haitao
1279109353,太垃圾，发的都是残次品,垃圾 残次品,Garbage and disabled
1267021053,识货渠道进入淘宝酷动城，香！,识货 渠道 淘宝,Knowing goods channel Taobao
1205723476,有海淘网站么。。,网站,website
906146873,我认识一个卖莆田的工厂，价格便宜质量也不错，我觉得现在挣钱不容易，高仿有质量也可以，正品就是商标正了点，在其他有什么优势，贵的要死，难道我们是为商标活的？还是为质量活的,莆田 工厂 价格便宜 质量 不错 质量 正品 商标 优势 商标 质量,"Putian factory prices are cheap and quality, quality, quality, genuine trademark quality trademark quality"
884570444,买衣服要小心，我买了三次贱猫结果上毒鉴定都是假的，给的无法鉴别，真的不稳。而且不给退三倍货款，说必须毒和全为假才赔偿。年前买的季后赛也是，漆皮有瑕疵协商半天后只给退了100,衣服 小心 货款 季后赛 漆皮 瑕疵 协商,"Clothing Be careful of the playoffs of the playoffs, patent leather defect negotiation"
781587701,看情况吧！,情况,Condition
781247957,唯品会的鞋子正吗,唯品 鞋子,Vipshoe shoes
854350618,         这个其实 也很正常 鞋子不满意退回去就行了 他们只是卖货的不是做鞋的你去刁难也没意思 要骂就骂呗 溢胶脱胶各种情况现在都多         但其实如果你一定要给其他理由，也可以，找淘宝客服介入，人工不行就直接打电话，挺快的，会处理。         你这个看情况运费险都有送，应该也不用邮费，其实还不如改个理由直接退了。但如果是旗舰店，请使劲恶心他们，做工真的一年不如一年。,鞋子 卖货 刁难 溢胶 脱胶 情况 理由 淘宝 客服 人工 情况 邮费 理由 恶心,"The reason for the reason for the situation of the shoe to sell the goods is difficult to overflow, the reason for Taobao customer service artificial situation is disgusting"
860873485,明明最大的问题在于卖家表态只要不修改原因就要拖着不第一时间退货好吗，鞋的问题卖家确实改变不了，但既然鞋有问题，私了还是走程序公了是人家答主的权力，要真是店家没问题答主故意找事，最后答主能胜诉吗。这就跟不给五星好评就怎么样怎么样似的，我想那些从别的角度说答主的要不就是鞋贩子要不就是开淘宝店的？鞋不好跟那个倒卖的店家可能没关系，那跟消费者就有关系了？我买了个有问题的鞋我还不能走正规流程反馈了？答主这个行为是维权，没有毛病。,卖家 表态 原因 时间 卖家 确实 程序 权力 店家 答主能 五星 角度 贩子 淘宝 店家 消费者 关系 正规 流程 维权 毛病,The seller stated that the reason for the time The seller is true that the procedure power store can answer the formal process of the consumer relationship of the consumer relationship of the consumer relationship of the business power.
854520714,鞋子不对称算不上什么重大瑕疵 这是很正常的事 而且人家卖家也没有说不准你退吧？淘宝店无理由退就好了，真要什么瑕疵都没有的，建议去实体店一双一双的挑,鞋子 瑕疵 卖家 淘宝 理由 瑕疵 建议 实体店,Shoes flaws Sellers Taobao Reasons Bad defects Suggested physical stores
854659084,哈哈你好可爱啊，竟然跟客服亲啊亲的叫起来了,客服,customer service
854971777,直接打电话给淘宝客服   给他缠,淘宝 客服,Taobao customer service
854971553,我在上买了好几双限量鞋，一半以上都有瑕疵，小雏菊爆皮，外星人鞋面滴胶，朋友在专卖店买的拳击套严重折衡，做工真不好,限量 瑕疵 雏菊 爆皮 外星人 鞋面 滴胶 朋友 专卖店,Limited flawed daisy Daisy Study Alien Our Gel Globe Friends Store
854491192,"36码的答主,",答主,Respondent
854461385,我以前在这家买过一双假鞋,假鞋,Fake shoe
854565213,这鞋子也不是艺术品啊，主要是的品控一年不如一年，卖家也无奈啊,鞋子 艺术品 品控 卖家,Shoes Art Product Control seller
854695456,道理我都懂，但是这鞋子可以奥莱799再8折,道理 鞋子 奥莱,Terry shoes
1046132469,识货+烽火是不是可以99%真，但价格有的鞋有点便宜呀,识货 烽火 价格 便宜,Knowing the flame is cheap
445671087,可行吗？导购都是培训几天就上岗欸。我这种混论坛几年的都傻傻分不清。只会最基础的。人家只会卖鞋子又不是专业的。并且你想想，一个人在同一家店里买鞋子四次，都是买了退退了买。。。店主又不是傻，，，任谁都会想有猫腻吧。,上岗 论坛 基础 鞋子 专业 店里 鞋子 店主 猫腻,Goblon Forum Basic Shoes Professional Store in Shoes in the Shoe Store Ownership
445676114,并且，莆田的水有多深你知道吗？莆田的鞋分为很多个等级的。通货，1比1，公司级，版……等级越高越逼真，最高的（很贵但是质量没话说）等级是和正品一模一样的用料和做工，质量甚至比正品还好！莆田水深。。。通货和1比1我也能一眼帮你认出来。你的朋友是不是买的很便宜的？并且，货只是统称。。。莆田的鞋子统称货，稍微好一点的，公司级一下的都叫超。。。。,莆田 莆田 通货 公司 质量 正品 用料 质量 正品 莆田 水深 通货 朋友 便宜 莆田 鞋子 公司,Putian Putian Cerlebroken Quality Genuine Material Quality Genuine Genuine Putian Aquatic Deep Blot Friends Battered Putian Shoes Company
445734898,的柜员真不是傻子...说个细节一次我试穿完之后不想麻烦店员就直接把试穿完的鞋放回盒子里盖上再把盒子给店员，店员拿了直接再打开盒子看里面鞋子的标了。就是防止调包。个感十有八九你朋友吹牛罢了,柜员 傻子 细节 麻烦 店员 盒子 盒子 店员 店员 盒子 鞋子 朋友 吹牛,Turnover Details Trouble Trouble Consumers Box Box Stop clerk Box Shooting Friends Blind Blow
447032458,前三家卖的是假货或者真假掺着卖，心里虚。最后一家确定自己卖的真货，退回个假的，心不虚。,假货 真假 真货,Fake goods authentic
446002779,专柜是没人理你的好吗？人家只是站站岗，卖卖货，每个月领个3000-4000的工资，谁会学习验鞋的知识？？人家为什么要承担责任帮你验？你用假鞋来退货，只要有点经验的店员，直接拿存货对比一下，是真是假不容易？,专柜 人理 卖货 验鞋 假鞋 经验 店员 存货,"Counter person to sell goods, shoe inspection, fake shoes experience shop staff inventory"
445750553,估计是吃过这个亏，所以精明了,精明,shrewd
447001022,专柜验货行不行，我也不太了解，不发评论了发一个看法就是，千万别耍小聪明贪小便宜每一次耍小聪明就距离吃大亏近了一步最大的精明就是厚道^_^,专柜 评论 小聪明 小聪明 距离 精明 厚道,Counter comments Little Smart and Little Smart distance and savvy
447932275,你朋友吹牛吹进派出所了，鞋舌头上有号，卖完以后他们消费软件里就没有这双鞋了，销售查询的时候填这个号就能看到这双鞋是那个店面什么时候销售的，而且还能查询到这个鞋的上家大代地区理商，这么和你说吧 就是一双鞋 左右两只发错地方了，一只在南方 一只在北方，然后当地代理商拿到货扫码入库后，他们内部库存软件用不上一秒 就知道 左鞋在那个店 右鞋在那个店，还有退换货，并不是随便是个店员就能接手的，也是有个流程的，,朋友 吹牛 派出所 鞋舌 软件 店面 上家 大代 地区 理商 地方 代理商 入库 库存 软件 左鞋 右鞋 退换货 店员 流程,"Friends bragging the tongue of the tongue software store on the store on the house of the Grand Daixian region, the local agent of the local agent, the inventory software of the left shoe, the right shoe, right shoe return and exchange of goods"
447548237,这种人，人品有问题，买假鞋可以说是没钱，但拿去换成真货就是道德方面的了,人品 真货 道德,Character genuine morality
636220293,我从来没有在李宁的旗舰店看到过时下韦德之道的新款鞋,李宁 韦德 新款,Li Ning Wade's new model
634268393,黑色的那个有货号吗？不是只复刻了红蓝绿三色？是一个系列的吗？,黑色 货号 复刻 蓝绿,Black goods number re -engraved blue and green
642745904,是个干货，你说的只对于鞋子热爱的人有用！,干货 鞋子 热爱,Dry shoes love love
654733105,受教了受教了 写得很明白很通透,明白,clear
647745622,你说的只有鞋头才懂，说的挺全面的，，不关注潮流的肯定看的一脸懵逼,鞋头 潮流,Go toe
646086738,上海滑板店有网店吗？,上海 滑板 网店,Shanghai skateboarding shop
841216765,讲的好棒呀，可是有一点不太明白，联名款在二级市场上的溢价利润，几乎被鞋贩子吃光了，是因为家大业大不想吃这点利润吗还是因为这些利润比这种溢价现象造成的收益要低，或者其实也从中得到一部分了？,明白 市场 溢价 利润 贩子 家大业大 利润 利润 溢价 现象 收益,"Understand the market premium profit profit, big profit, profit profit premium phenomenon income"
331164723,叶子是假货店好吗,叶子 假货,Leaf fake
364376987,风驰  开心购物   幸运叶子其实幕后老板都是一家,购物 幸运 叶子 老板,Shopping Lucky Leaf Boss
102267563,风驰？谢谢,谢谢,Thanks
591931194,想要微信号,信号,Signal
634030460,这种炒作模式真的烦！但是群众们就吃这一套！,模式 群众,Model
358152347,京东天猫的旗舰店是一家，反正我兼职双十一的时候京东干干，天猫干干,京东 天猫 京东 干干 天猫,JD Tmall JD.com dry Tmall
640478586,老友记欧文5线下店都上了，官网连影都没,老友记 欧文 线下 官网,Old Friends 线 Official Website
637948406,001是最高规格的店啊，肯定排面,规格 排面,Specification
452863338,嗯？请问是良心鞋代吗，求代购阿迪,良心 鞋代 阿迪,Conscience Shoes Audi Adi
321374813,买来的鞋子没有吊牌呢，会不会有问题,鞋子 吊牌,Shoe tag
364388586,在幸运叶子买过一件阿迪达斯的外套 第二天就开始掉标 真是无语 再也不敢相信了,幸运 叶子 外套,Lucky Leaf Jacket
10566412813,数据有高清图片吗,数据 高清 图片,Data high -definition picture
658005818,量少价低 价高的话买的人又会少一些了,价低 价高,Low price
461457703,网易考拉呢？,网易,NetEase
10855277064,耐克,耐克,Nike
394846405,但有一点，答主说成本不低，那你就错了。虽然原材料的成本是差不多，但是管理成本，开发成本是不一样的。       鞋材供应商对于耐克和高仿的厂商售价也不一样。举一个隔壁阿迪的栗子:椰子要是能1:1去仿，单单鞋面的话，高仿厂家都能以100元一双的单价下订单，更别说耐克合格供应商的鞋面价格（而莆田的椰子成品鞋往往一双都不到100）         同时因为不需要承担不良风险，对于原材料，成鞋的检核标准更低。供应商生产100双的材料，耐克检核只接受了90双，成品只做了80双。而高仿全盘接收，能做90双-95双。        最后机台，耐克飞织机台一台5系的宝马，国产机6-9万。额外的针损成本。综合来说，飞织材料高仿成本真的低。贾卡和网布差异主要还是在于检核标准所带来的次品率。,成本 原材料 成本 成本 鞋材 供应商 耐克 厂商 售价 阿迪 栗子 椰子 鞋面 厂家 单价 订单 耐克 合格 供应商 鞋面 价格 莆田 椰子 成品 不良 风险 原材料 成鞋 标准 供应商 材料 耐克 成品 全盘 机台 耐克 织机 宝马 国产机 成本 飞织 材料 成本 贾卡 网布 差异 标准 次品,Cost material cost cost Shoes supplier Nike manufacturer selling price Adi chestnut coconut upper manufacturers unit price order Nike qualified supplier upper price Putian coconut finished risk risk raw materialsCost -weaving material cost Jica network cloth differences standard secondary product
650272677,可惜品控跟不上赚钱的步伐,步伐,pace
645733440,你不说，我都没发现自己是高足弓，难怪自己复健跑步居然得了足筋炎，疼的下不了床。脚步脚背也不舒适,足弓 复健 跑步 筋炎 脚步 脚背 舒适,Arching rehabilitation running tendon inflammation foot foot is comfortable
375325245,你线上的品控甚至比不上假货，还有脸了？不止阿迪耐克，大部分网商的质量品控比线下差几个档次,品控 假货 阿迪 耐克 网商 质量 线下 档次,Product control fake goods Adi Nike online business quality offline grade
