景点名称,评星,评论文本,fenci,label,score
只有河南·戏剧幻城,5.0,来过一次就不会忘记。很是上头后劲十足。只有河南·戏剧幻城，一个专注于剧目演出的园区，园区设计富有美学。三个主剧场，幻城剧场是历史舞台剧，舞美设计独特；火车站剧场和李家村剧场是两个连续的故事，从火车站到李家村讲述了1942年河南饥荒的历史。这两个剧是行走+坐定方式，沉浸感比较强，每个剧三到四幕，每一幕都换一个场地。小剧场有室内和室外两种，室内的需要排队，室外的不用排队，每个小剧场的舞台设计形式都不一样。用《只有河南》小程序查看当日演出时间表。提示：单日票只能看一个主剧场，建议买两日票，主剧场按预约的时间提前去检票就行。小剧场需要在园区跑图和排队，建议在园区检票后在对面架子上拿一份地图。,独特 连续,positive,0.8473410606384277
只有河南·戏剧幻城,5.0,被这片滚烫的黄土地深深震撼3场主剧18个小剧场，由56个格子组成无数扇门就像是时光盲盒一样，缓缓打开采用沉浸式戏剧艺术手法，以黄河文明为根基讲述华夏儿女“土地、粮食、传承”的故事河南的厚重，土地的炙热，民众的质朴华夏上下五千年的历史缩影，在这一刻具像化了充满艺术美学张力，上演着生生不息的河南下次出行的小伙伴可以来选择《火车站》1942的大饥荒，面对亲情，粮食，还有自己的考验，当枣拿出来，铁网倒下去，眼泪不止哭成狗《老房子》看着看着就哭了……当说出去医院不会用手机扫码的时候，真真切切得代入了现实的生活，因为自己的家人就是一个人不想去医院，因为什么都要智能，手机操作！强推强推！,厚重 炙热 充满,positive,0.9536470770835876
只有河南·戏剧幻城,5.0,幻境剧场真的很适合孩子们看也很适合大人看，帮助大家了解河南的历史以及很多河南走出去的历史名人，大人都很涨知识，这是一场大型情景剧，无论灯光还是特效以及演员的表演都很精彩，看了以后满满的感动，这是一座有历史文化的城市，太棒了，里面小剧也很多，随便看，大剧要预约买票哦！,特效,positive,0.7319610118865967
只有河南·戏剧幻城,5.0,这个推荐买2日票，3个大剧场18个小剧场，一天肯定玩不完。大剧场一场1个小时左右，小剧场30分钟左右，我是过年期间去的，人超级多，小剧场排队都4十分钟。大剧场在小程序 提前约时间。里面吃东西消费不高，平常价格，一杯奶茶也就十来块，还有瑞幸，肯德基。推荐8岁以上的孩子来玩，太小了，理解不了，只能看个热闹。,平常 热闹,positive,0.6559456586837769
只有河南·戏剧幻城,4.5,一天根本看不完 不是在看演出就是在排队 跑了半天也就看完三分之一 今天晚上得有零下七度 室外的演出坐半个小时人就透了 总的来说诚意满满 舞台效果 故事情节都好正气 果然是王潮歌出品 家国情怀 荡气回肠 小朋友看不太懂 但是蹦了人生第一次野迪 我就知道我是必须得来第二次,诚意,positive,0.8604328632354736
只有河南·戏剧幻城,5.0,从洛阳闪现郑州，慕名王潮歌导演的作品已久，今日终于如愿！整个剧场以1942年河南大饥荒作为背景创作出十多个剧目，其中李家村主剧场和火车站主剧场文本台词、演员演技、舞美设置、音乐氛围绝对国内顶级水准，我泪点也不低，看李家村时忍不住落泪三次，我坐第一排近距离观看，那种情绪感染力完全不是电影和短视频能比的我甚至能看到图7的大叔和图9的大妈表演过程中眼眶里饱含的泪水，这批演员应该都是国家级的吧…这演技不是随便秒杀现在的明星吗​看完主线剧情思绪万千，我就做回自来水吧，网上有人说王潮歌在歌颂苦难，在现在这个年代没苦硬吃，我只想说这分明是最接地气最真实的生命教育，是现在年轻人和孩子们最缺乏的一门必修课！如果你是位经历过五六十年代饥荒的长者，该看看这部剧，因为你能获得情感和记忆上的共鸣；​如果你是位出生在城市的8090后，父母是从农村走出来扎根于城市的农一代，更该看看这部剧，因为看完你才能体会长辈们那句“身在福中不知福”的真正含义；​如果你是为人父母，子女不足12岁，我强烈建议带着孩子来体验一次，虽然孩子们无法完全看懂，但那种沉浸式的感染力足以让孩子体会到生命和粮食的来之不易！​我是第二类人，曾经看过费孝通的《乡土中国》部分内容，但理解不深，历史中寥寥几句“42年河南大饥荒，300余万人死于饥荒，饿殍遍野”，父亲也经常说现在我们的日子太幸福了，60年代饥荒时他曾吃不饱饭，一年到头也只有过年时能吃到点荤，要懂得知足！中国人厚土重迁，农耕文明始于中原，河南自古就是农业大省，可以说对土地、粮食、血缘的执念是刻在河南人骨子里的，300多块钱一张票，看一天剧就能临场感受河南乡土的文化，我觉得很值！,苦难 幸福,positive,0.9548885226249695
只有河南·戏剧幻城,5.0,除了震撼还是震撼，朋友推荐去的，真的是出乎意料的好，不愧是王潮歌导演的作品，满满的深度、高级感和深意。每个剧都不踩雷，从灯光到舞美，从编剧到演技，非常的优秀，可以说不虚此行，只是时间匆忙，没有完全刷完。,不愧 优秀,positive,0.9756807088851929
只有河南·戏剧幻城,4.5,只有河南｜一座令人感叹的戏剧幻城🎞景区大门前有一大片麦田🌾本身就是很河南的奇观！！！一共21个剧场，可以分两天看一天时间无法全部欣赏完1日票可以看1个主剧场➕几个小剧场主剧场有3个，时间有限或者特别想看另外两个主剧场的可以选择单独购买~,奇观 有限,negative,0.6200260519981384
只有河南·戏剧幻城,4.5,网上提前购票，大型剧场购票后提前预约演出时间，其他小型表演要现场排队，每个演出剧场排队人数都很多，拍对时间个人感觉1个小时起步，当然如果不愿排队可以单花钱买票，里面空间较大，我买的是两日游门票，总体感觉还不错。,较大 不错,positive,0.884605884552002
只有河南·戏剧幻城,5.0,来到河南郑州，我们首先选择的景点就是—只有河南戏剧幻城。两天时间过得紧张而充实，因为要看的戏剧太多了，每场看完我们都是一路小跑，奔向下一场。尽管天气阴冷一直下着小雨，但是也阻挡不了我们看戏剧的热情，一大早就在城外排起了长队。第一天我们看了《苏轼的河南》《曹操的麦田》《第七机车厂礼堂》《老院子》。《李家村剧场》是一场大剧，也是一场边走边看的大剧。布景、音效营造出一幅幅真实的场面，把我们带入了1942年那个悲伤而饥饿的年代。让我们看到了河南人舍己为人的家国情怀。《第七机车厂礼堂》让我们对国家的铁路发展史有了更多的了解与认识，为祖国铁路事业的飞速发展而倍感自豪。第二天我们又看了《下沉岁月》灯光、造型美轮美奂，把大家带入了人类历史的长河。冒着细雨，我们又体验了一下中学时代的快乐时光。上了一节有趣互动的语文课。最后看的一个大剧就是《梦幻城》，一座梦幻城徐徐升起，亭台楼阁便矗立在观众眼前。我们穿越时空，来到了夏商周宋，开启了一场奇幻之旅。过去现代穿越重叠，展现了河南的厚重的历史和灿烂的文化。两天的只有河南之行，两天的戏剧观看，燃起了每个人的爱家爱国之情。,紧张 充实 悲伤 快乐 有趣 厚重 灿烂,positive,0.908832848072052
只有河南·戏剧幻城,5.0,第一次沉浸式看戏剧，高低错落式，包围式，下沉式，在坑里看，被灯光包围着看，远距离看画卷……很有趣就是人有点多，得排队，所以个别我使用了钞能力里面的食物价格也便宜。文创设计用心…紫色控表示很好。🍵眷茶，好像河南特有，品名都文雅，值得多喝,有趣 便宜,positive,0.8204192519187927
只有河南·戏剧幻城,5.0,大，大制作！设施很完善，停车场巨大，而且还免费，园区内河南特色小吃也很多，价平质优，卫生间非常干净。有很多饮水机，热水凉水都有。演出风格多种多样，滚动演出，三大主剧一定要看，建议买两只票否则刷不完。,干净,positive,0.9106814861297607
只有河南·戏剧幻城,3.0,他这个景点呢，内容是不错的， 但是吃相比较难看，很多剧目其实是有位置的，但他故意截止不让你进，然后跟你说的等下一场，其实里面空的很，其实就是为了让你付70块钱一位的，然后才能进，讲白了就是二次收费，吃相真难看,不错,positive,0.973812997341156
只有河南·戏剧幻城,4.5,排队人太多了啊，看出很火哈哈。个人推荐的几个：1-老库房，蹦迪太爽啦！想2刷。2-候车室站台，形式很新颖两侧看台，别出心裁了。3-下沉岁月，艺术感和哲学思考不错，我们就是宇宙。4-李家村，金黄的麦田，白馍吃不完。,很火 新颖 不错,positive,0.9624987840652466
只有河南·戏剧幻城,4.5,大年初一去戏剧幻城一，天体验真是好极了坐地铁到紫金山口，出门右转走 800 米左右在立交桥下，做 605路公交车刷乘车码五块钱直接就能到西局，换乘大概一个小时左右。到了之后，每个换乘的工作人员脸上都印了新年快乐，而且在入园的时候还会发暖宝宝，并且会说新年好，服务真是太好了。幻城里面的麦浪餐厅相当干净，品牌也很多，有非常多地道的河南品牌，裕丰园烩面方中山胡辣汤。主要是价格并不像很多景区那么贵，只比外面贵一些，胡辣汤外面卖¥8，这边卖12，没有贵很多。味道合在郑州市区吃到的出品相差无几，品质很稳定，买完单之后给个蜂鸣器，震动之后去领餐就好，很顺畅。但是幻城里面的茶饮就和外面景区一样了，不享受任何团购活动，都是原价购买的，一杯瑞幸二十多一杯眷茶二十多没舍得买，好在在园区接热水很方便。买单日票一天只能看一场演出，想另外看出去需要加钱一百一场，小剧场都是免费的，排队先到先得，人满只能排下一场。上网上查到的热门小剧场都是要排队的，像是红庙学校这种热门的基本上要提前一个半小时去排队，好在春节期间排队过程中有魔术表演和跳舞。剧场的整个舞台灯光绝对一流，很震撼，令人惊奇的是有非常多的四五十岁年龄段的演员表演的真好。幻城的确是一个来郑州为数不多的不算很远的，值得去一趟的景点。,干净 稳定 完单 顺畅 惊奇 很远,positive,0.886029839515686
只有河南·戏剧幻城,4.5,关于只有河南各个大小剧场和站位排队的攻略已经很多了，写个目前还没看到过的麦浪餐厅类似大商场地下一层的布局，大量连锁快餐附带。在附近排队的时候可以点餐，好了之后拿条出去取餐再返回排队地坑院是文创纪念品古装体验店奶茶店，附带第一楼（开封特色）和真不同（洛阳特色）两家餐厅。菜种类少了一些但招牌菜都在，价钱味道和开封洛阳的正经店也差不太多，不宰客宋街这个非常好评，作为经常打卡开封洛阳两地夜市的吃货，这两天吃了涮牛肚四味菜白吉馍酥肉丸子汤和菜莽，价钱比夜市贵了点，但可以看现做，味道没本地的好吃但至少是没有错的只有河南剧场酒店自助早餐有胡辣汤和炸馍片好评，餐厅午餐晚餐只吃了一碗烩面差评，38块钱就三四片肉汤也很淡，完全不值景区酒店：舒适大床房600-700一晚，房间面积很大很干净，空调非常给力，房间隔音很好但房门走廊隔音不足。设施齐全，可以送餐到屋，最好评的是智能冲气床垫可以调软硬度和脚加热。不过不像长隆酒店联票可以提前入园，到景区入口也要步行500米左右，所以性价比有限，附近民宿足够便宜的话其实打车也挺方便。两日联票：三个大剧场非常推荐，单日票一般只有一个大剧场，幻城剧场情绪调动有限，火车站和李家村剧情是连贯的只看一个差了点意思。单场：幻城剧场100块钱到中间位置，否则只能坐两边。性价比一般，可以升一下。其他小剧场主打免排队，但单买大概率碰到售空，直接买服务应该体验不错（但很贵）。火车站李家村没必要买，门票预约了准点去肯定是能进去的，且行进剧场进去先后影响不大，体验都蛮好的大剧场改签：游客中心（园区内也有）可以改签当天的已预约的大剧场，需要10元改签费且有空余才行，不过也很贴心了,很淡 舒适 很大 干净 很好 调软 有限 便宜 有限 不错 很贵 蛮好,positive,0.9456990957260132
只有河南·戏剧幻城,5.0,我觉得真的很棒，剧都很感人，就是人多，排队长，不过管理者也是用心了，排队的时候会有演出过来安慰排队的焦急情绪。吃的也很好，价格实惠。,很棒 焦急,negative,0.559992253780365
只有河南·戏剧幻城,5.0,看到这个景点的评分很高、就过来看看、但是吧、门票又挺贵的。就怕一家五口花好多钱又不好玩、这样就损失很大了。犹豫很久想还是买一日票试试水吧。一开始他们也不大感兴趣的样子。进来先吃饭、对景区内的饭店坑踩的多了也不报什么希望、能凑合吃就行、反正大部分都又贵又难吃。结果！这里居然不一样！环境很宽敞、干净。装修很时尚，菜谱也不贵、关键一点也不难吃。还有一点卫生间也很干净！去过人多景区都明白卫生间这个点吧然后然后！我们先看了天子六驾、进去之前告诉孩子都不要说话、跟紧了、两个孩子一个三岁一个10岁、都没闹、被剧情吸引着看完了。从这个剧以后、就开始了赶场模式、从这出来就赶紧去那、说好的随便逛逛呢,挺贵 不好玩 很大 犹豫 难吃 宽敞 干净 不贵 干净,positive,0.5516701936721802
只有河南·戏剧幻城,5.0,还是从网上提前订的票。用的是亲子的一大一小624元，这一天的。戏剧幻城的核心区域是一座单边长达到328米、高达15米的巨型建筑，内部包含21个风格各异的剧场。这些剧场通过沉浸式的戏剧艺术，展现了中原大地的沧桑巨变和丰富的文化历史。例如，李家村剧场讲述的是关于土地、粮食和传承的故事，而幻城剧场则以黄河文明为创作根基，展现了中原文化的辉煌与衰落。去了之后才发现一天根本就看不完。我们上午看了三个小场，下午看了一个主场。而且一路小跑排大长队。排队得排一小时左右。可能我们去的春节期间人多。意犹未尽。有机会我们直接买两天的套票多看几场。演员非常的专业，无论是大人和孩子都有很大的收获。值得去看,一大 辉煌 很大,positive,0.8490995764732361
只有河南·戏剧幻城,5.0,以下是一份只有河南戏剧幻城的游玩攻略，涵盖门票、交通、剧目、拍照等方面： 门票信息 - 一日票：290元，包含一场主剧和园内小剧的观看资格，出园后不可再进入。 - 二日票：390元，包含三场主剧以及园内小剧，两天内可不限次入园。 交通指南 - 飞机：到达郑州新郑国际机场后，可转乘公交或出租车前往。 - 高铁：郑州东站下车后，可乘坐地铁或公交直达，也可坐606路巴士前往。 - 自驾：直接导航至景区，停车免费。 剧目推荐 - 主剧 - 《火车站》：80分钟，以1942年河南大饥荒为背景，讲述李十八在灾难面前的艰难抉择。 - 《李家村》：70分钟，是《火车站》的下篇，讲述李十八哥哥李十一要粮回来后的故事，展现了人性的光辉与坚韧。 - 《幻城》：60分钟，一场视觉盛宴，以古今人物穿插的形式，讲述中华文化历史的传承。 - 小剧 - 《李家村茶铺》：互动性强，剧情搞笑，充满生活气息。 - 《红庙学校》：充满青春回忆，仿佛回到学生时代，互动体验很棒。 - 《老库房》：有小型乐队演出和蹦迪环节，气氛热烈。 拍照打卡点 - 椅阵：数百只椅子的三维设计排布，极具视觉冲击力。 - 我是河南人：走在字体墙下，黄土地背景很出片。 - 覆斗书场：下沉式国风舞台，在舞台正中间拍照，古典韵味十足。 - 夯土墙：入口处的夯土墙，给人一种厚重的历史感。 餐饮住宿 - 餐饮：园区内有麦浪餐厅，提供各种大连锁美食，还有宋街小吃街，可品尝到豆花、不翻菜莽、灌汤包等河南特色美食。 - 住宿：推荐只有·剧场酒店,艰难 坚韧 充满 充满 很棒 热烈 厚重,positive,0.9014803171157837
只有河南·戏剧幻城,5.0,大年初二来的，过年提前开门，早上九点到没有赶上第一波红庙学校和茶铺，没有犹豫立刻排上第二波红庙学校队伍，排队的时候还有凳子可以做，也会有人过来进行我选的火车站聚餐，跟着一起沉浸式观影真的很精彩，里面吃的东西看起来也卫生，鸡蛋不翻好吃哈哈哈,犹豫 卫生,positive,0.7045978307723999
只有河南·戏剧幻城,5.0,「一场戏剧，读懂河南。」从麦田到剧场，从历史到未来，推开这扇黄土门，用沉浸式的体验，让我重新认识了这片土地的温度与力量。🌾🎭 #只有河南实在是震撼，不愧是我期待已久的地方，要排队的太多了，一次根本逛不完，一定还会再来。,不愧,positive,0.9748561382293701
只有河南·戏剧幻城,4.5,『只有河南•戏剧幻城』▫️停车场很大 能容纳很多车辆▫️寒暑假 春节周末等节假日 人山人海▫️很多热门剧场🎭排队时长都是1-2小时▫️太热门了一天根本看不完 ▫️建议错峰出行 这样可以尽量看多几个剧场▪️里面有餐饮 有就餐区 ▪️有休息区 还有很多造景供大家拍照打卡▪️有很多周边商品纪念品的店铺▪️有很多非遗的物件店铺▪️大家可以慢慢逛🎭李家村剧场（大剧场）• 跟着沉浸式剧场穿越到了1942年的河南• 走走停停身临其境地感受到饥荒年代• 河南的老一辈把粮食种子留给后代 • 自己上山去等待死亡• 后代们也不负老一辈们的付出• 当粮食富裕的时候• 也没有忘记老一辈们贡献的精神🎭苏轼的河南（小剧场）• 观众落座于舞台下的各个地方• 更直观更接近舞台更加沉浸• ‘快一点’ ‘慢一点’ 首尾呼应贯彻全剧• 引人入胜之余 • 也让人更好的了解苏轼与汴京（河南）的缘份• 开放式的结尾 留下疑问 给大家思考🎭老库房（小剧场）• 以乐队演出开场 以乐队演出结尾• 中间穿插着‘’老库房‘’和乐队老板一唱一和• 将在老库房里发生的一个个故事娓娓道来• 还蛮有趣的除了天太冷 人太多 需要排队比较久没有其他毛病了 大家出行前合理规划好时间哈,很大 富裕 有趣,positive,0.9227922558784485
只有河南·戏剧幻城,4.5,买了两天的套票，三个剧场第一天看了幻城第二天火车站+李家村（这俩剧情连着的）整体感受，虽有剧场设计和灯光设计都很棒。但是除了李家村以外，其他的剧情都还需要打磨，经常让人情绪卡在一个奇怪的点上。舞美也感觉需要再扣细节。红庙没排上🌟茶铺排队90分钟+，但是是喜剧，很轻松好玩，全场的小朋友都笑的很开心。幻城：六个人睡着了三，舞台设计很棒但真的看不清。说教意味也很重。🌟火车站的剧情有点太在个人了，但是剧场设计真不错，第三幕幻视日本生化危机。🌟李家村我感觉是剧本和场景最好的了！曹操的麦田：曹操这个人设…内心戏真没必要🌟苏轼的河南：舞台和演员都很不错，画外音太啰嗦第七机车车辆厂礼堂：中规中矩候车大厅：舞台设计不错，但几个小故事有些比较弱老库房：前面，中间几个小故事，后面蹦迪，适合晚上去🌟天子驾六遗址坑：对白成为真人剧情真不错！演员真不错！老院子和红庙没看上有点遗憾。室外的小剧场真的是可看可不看，没啥好玩的。适合拍照烟花真不错！晚上的麦田和清明上河图灯光秀也特漂亮！,很棒 轻松 很棒 很重 不错 不错 遗憾 漂亮,positive,0.955833375453949
只有河南·戏剧幻城,5.0,专门选了一个工作日去的，但可能是暑假人还多很多。每个剧场都很有心节目也很精彩，当时大剧选的是幻城确实很震撼好看。后来想来都来了那两个大剧也都看了，挺有意义的。就是红庙学校和李家村茶铺没去因为人太多了。下次来了再弥补这小遗憾吧,有心 确实 遗憾,positive,0.7043159604072571
只有河南·戏剧幻城,4.5,看了两日，还是大剧更好看！讲真的，人超级多，每天都在早开门或者延迟闭园。要时刻关注排队小程序，所有的攻略都没用，哪里能看去哪里。热门剧看了苏轼的河南，不加至少排两轮才能进去，但是也没有那么难熬，可以去排一场的。除了巨难排队的几个，其他的都看到了。热门剧我认为是演员表演更有激情，而且可能形象更好,难熬 巨难,negative,0.9724246859550476
只有河南·戏剧幻城,5.0,揍了几天小假 来河南玩 本来计划最后一天利用一天时间来这里 由于之前就很喜欢只有系列看过了只有红楼梦 后劲儿就很大 果断将行程改了 改成2日了 官方小程序购买的票 在买票的时候就要选择好3个主剧的观看日期和场次 否则无法下单 这点要注意 2天看了3个主剧 7个小剧场 难排的红庙学校和李家村茶铺都选择第二天一早先排一个 后续再安排一个 顺利全都都看上了 3大主剧都很精彩 超级感人 园区设施完善 多项措施 到位的很 工作人员都很多 到处可以提供帮助 餐饮 小店 周边选择都很多 完美的体验了2天,很大 顺利 完美,positive,0.8929418921470642
只有河南·戏剧幻城,3.5,只有河南戏剧幻城，乐园的形式挺新颖的，最开始看的一两个剧还挺新鲜，但是一整天都要排队看戏的话会非常疲惫。主剧整体比较震撼，一些小剧场也挺有趣，但是内容需要不断地与时俱进。不管是大剧场还是小剧场，内容都存在重复煽情，一部分内容已现代的眼光看有些过时，希望慢慢改进。,新颖 疲惫 有趣,positive,0.9014410972595215
只有河南·戏剧幻城,4.5,除了需要排队，其他都挺好的！只有部分特殊的，比如说学生老年人可以买优惠票，其他人就是成人票，一张是299。每张票可以看三个大剧场其中的一个。还可以看很多个小剧场，当然时间允许的情况下，像比较火的曹操的麦田之类的都需要等90分钟以上。拍照那些也比较出片，真正能够体验到河南的文化底蕴景区里边还有麦浪餐厅，价格的话就是比外面贵几块钱，比较划算，可以来这边吃饭。,挺好,positive,0.962471067905426
只有河南·戏剧幻城,4.5,蛇年大年初九勇闯只有河南！（持续更新中）今天人真的也很多，让我感受到春节的氛围了。热门小剧场平均排队2小时以上。2：早上9点55抵达，队伍竟然排到街边了！还没入园红庙学校都只能排到第三场了。❿10：30抵达红庙学校排队点，排位区有长椅坐，需要排2个小时。昨天初七早一小时开门，如果有下次我会建议第一场冲这个，的确很欢乐，父母看得最开心，回忆起青葱岁月了。❶❶红庙出来，继续李家村排俩小时。排位区无椅子，只有爱心椅。❶❷看完李家村，决定不排队出去拍照。拍了一小时，回来继续排苏轼，仍然需要2小时。排位区有椅子。中间有空可以去看看后半段❶❸❶❹❶❺两天下来，一共刷了3主剧+8个室内小剧场+4个室外小剧场室内小剧场室外小剧场没时间刷了。,平均 欢乐,positive,0.8645027279853821
只有河南·戏剧幻城,5.0,三个主要大剧确实很好看，编排和场景都看的出来用心了，也真的狠狠砸钱了，兼具了文化的厚重和历史的绚丽。无论大人小孩都很容易被吸引进去沉浸其中。小剧场有点看不过来，看过的几个都很有特色，每一个都有不同的个性和叙事角度。园区里的店面和视觉系统都做得很用心，水平非常高。小到卫生间标识，大到每个院落的风格都是精心设计过，相当讲究。虽然工作人员态度都很好，但游客真的太多太多了，小剧场都要排队一到2 个小时，大冬天真的很冷。一个剧才20 到30分钟，真的体力跟不上，两天票也有很多剧没有看上，有点遗憾。,确实 厚重 绚丽 遗憾,positive,0.8493545651435852
只有河南·戏剧幻城,3.5,位置在郑州市中牟县，郑州坐 605路车直接到，免费寄存行李，去的那天下小雨，没有太影响观赏，没有待到太晚就走了，先看的小剧场，感觉没有太大的感触，就两三个人表演，场地也不大，都是站立式或者坐立式的，大剧场选的火车站剧场，用了很多特效，感觉场面很大，但是可能就是因为这些特效，没有真正的深入人心，就像火车站进去之后就是个一整个圆圈的特效表演方式，让人没感觉深入其中，后面第三场深入其中的内容太少了，就感觉没融入进去，所以没有感动，不如沈阳主角儿演的东北爷们，票价还便宜，只有河南这个价格的确没让我惊艳到，比较一般。,特效 很大 特效 特效 便宜 惊艳,positive,0.9547930955886841
只有河南·戏剧幻城,5.0,真的是一个很宏大很让人难忘的景点，看得出来非常尊重演职人员，为了表演效果一直提示观众关闭闪光灯，手机静音。看了天子驾六等几个节目都很震撼，也有教育意义，美食很多且基本平价，晚上的灯光秀也很好看，为整个行程收了个很好的尾，整体来讲是个很用心的景点,宏大 尊重 很好,positive,0.9046002626419067
只有河南·戏剧幻城,0.5,我滴妈，千里迢迢大包小包赶到郑州，上午10点半到景区，看到排队进门的人竟然超过了两公里，瞬间就凌乱了，第一场剧不是11点开始吗？这还能赶得上？打电话给园区想补买一个票，结果这几天都售罄了……而且票和门票完全没关系，也就是说买了490的门票，还要额外加两千，而且只有四个小时…… 去年看“只有红楼梦幻剧城”的时候，全程没有一个地方需要排队，觉得挺好的，想着来看看只有河南吧，没想到火爆到如此程度，简直让我惊掉下巴，加上带着两个孩子闹得厉害，我只能独自在风中凌乱……帮你们骂了:简直是吃饱了撑的没事干，大老远跑这儿来……0分不是我想给的，因为大众点评给不了0分……其实我是想给负分……88了，只有河南戏剧幻城，只能说我们今生无缘吧……,凌乱 火爆 厉害 凌乱,negative,0.9777424931526184
只有河南·戏剧幻城,5.0,我们 5 号下午 2 点半多点到的，停车就是个问题。停车场满了，就连道路两边都停满了。按照保安得指挥，我们停在了距离检票口 150 米的路边。我们买的 2 日票，大人 490 一位，孩子 390。 检票不是太顺利，前面的人不知道什么原因，折腾了 3 分钟才搞定。大理不要看网上的演出时间，一定要进小程序购票，里面有你预约当日的演出时间，那个才准确。进入后还是很震撼的。和廊坊的只有红楼梦不同，这里显示的都是勤劳善良的河南人民的形象，很是不错。里面也很壮观。我们看了晚上 5 点的幻城剧场，买的 100 一位的  位置，不用排队，提前进场，坐在最中间的位置，很哇塞。景区内吃饭的地方很多，卫生间也很多，很方便。路边指示很清晰，大家不会走迷路。这一点做的比只有红楼梦强很多。,顺利 准确 勤劳 善良 不错 壮观 清晰,positive,0.983322024345398
只有河南·戏剧幻城,5.0,只有河南李家村剧场🌾这是1942年发生在李家村的故事“你知道什么叫再也不吃一粒粮食吗”故事讲述了1942年河南大饥荒，老一辈人在饿晕的边缘也要以国家为重，给国家交公粮，在经历了苦难好不容易拿到种子之后，为了不****，他们决定饿死，让后辈们把种子种地……而老一辈们则选择走向山里， 走到孩子们看不到的地方，等待生命的结束，遭遇大雪，他们便脱掉外衣，只想让大雪快快把自己掩埋……他们用自己的大爱守护着这片土地！剧情一共四幕，每一幕都直击心灵，引人泪目除了主剧场还有很多的小剧场可以看，一天逛不完～票价很值，看完后体会到现在的我们要懂得“惜福”,苦难,positive,0.7081493139266968
只有河南·戏剧幻城,5.0,场景很大，但是春节人真的很多，一天就看了两个小剧场和一个大剧场，排队都要一个小时以上，热门的要两个小时。,很大,positive,0.8950263857841492
只有河南·戏剧幻城,3.0,没穿衣服的是苏轼……便宜但是不是特好玩儿……从北京来的就不是特别值，但周边游还可以,便宜,positive,0.8267334699630737
只有河南·戏剧幻城,5.0,河南，一个把文化玩明白的地方。21个剧场，不论质量和水平如何，都在讲述一个主题——“不要忘记”。从剧目而言，将演绎作为文化体验是一种难得的互动感，也给予了受众足够的情感留白，自行去补完自己的文化脉络。整个园区充满了人文关怀和细节设计，仿佛不停地在为每一个不同目的的“你”寻找一小方舒适的天地。就是内容太多，没有个2/3天，估计也很难消化，得二刷三刷了。,充满 舒适,positive,0.9414613246917725
只有河南·戏剧幻城,4.5,谁说只有河南只能看剧？大错特错！这里可是戏剧与拍照的双重天堂，到处都能拍出超赞的照片。 🚗交通便利，公共交通有“乐游巴适”的605、606线，3人以上同行打车也很方便，不过晚上打车可能得排队。 📸拍照点超多：入口麦田四季皆美；“我是河南人”标志处必打卡；覆斗书场前的方格子超适合大场景拍摄；还有贩卖机、电话亭，街拍绝佳；椅阵能拍出孤独感；卖布老虎的文创店门前也很出片。 🎭 21个剧场一天刷不完，提前规划好行程。演员们都超敬业，每部剧都很精彩。 🍜地坑院宋街美食多，不赶时间还能尝尝麦浪餐厅或真不同的洛阳水席。别犹豫，快来解锁新体验！,便利 犹豫,positive,0.8626053333282471
只有河南·戏剧幻城,5.0,太棒了太棒了！！！首先有狗狗寄存处！而且很安全！这对我们来说非常重要！！外人是进不了的 只有宠物家长和工作人员可以进里面的剧场可以选择的很多 小程序做的非常好，可以清晰的做攻略我们怒刷5个小剧场和一个大剧场！非常爽！,清晰,positive,0.9699432849884033
只有河南·戏剧幻城,5.0,"来河南除了胖东来的另一个重头戏就是来看只有河南了。一早从郑州开过来，准备刷一天。我们基本是按照当日节目单一路刷下来，除了吃饭时间基本都在看剧。还是没法都看完，不过已经很惊艳了。我们主剧选了火车站，很震撼，特别是火车站讨粮那一段，把口罩都哭湿了。火车站还有小彩蛋，第一幕转场后每个人会被分配到不同的小房间,我们被分到了哥嫂那间，听到隔壁是在打架，好期待二刷呀。刷完真实感受就是太值了，感觉光主剧就值回票价了。本来火车站出来还想买李家村的，但队友说后劲太大了，等下次再刷。",惊艳,positive,0.985308825969696
只有河南·戏剧幻城,5.0,由三大主剧和18个小剧组成：1️⃣《火车站剧场》互动式观影讲述1942年，李家两位兄弟，关于苦难的抉择与坚守，把生的希望留给他人，人性的闪光点在至暗年代熠熠生辉。2️⃣《李家村剧场》互动式观影1942年李家村的故事。和火车站剧场相互关联，在那个吃饭很难的年代，长辈们毅然出走荒原，把生的机会留给后代..️⃣《幻城》沉浸式观看以时间为轴，把河南上下五千年的历史文化、各朝各代，盛大而宏伟的演绎在今世。,苦难 宏伟,positive,0.8004080057144165
