content,fenci,聚类结果,二级-聚类结果
作为贵州人我想说一句，若不是今年贵州的村超火出圈，再加上村等各种活动，贵州还是大家认知里面的穷，没通网络的状态，到贵州旅游的游客并不多，但是今年突然几亿人涌入贵州，首先贵州是山地，人口承载力并不多，并且我们从来没有承接过这么多游客，肯定是有些措手不及的，相关部门肯定也会针对已出现的问题实行相关措施，但并不是马上有效的，针对旅游旺季，人真的就很多，挤是肯定的大家应该要想到。还有对于坑人的旅游团，我想说他们并不能代表贵州的整体风貌，刷到榕江的朋友应该也知道，榕江一下涌入那么多人，酒店旅馆爆满，榕江人民已经把自己的家都让给外地游客住，而且各地的人民也不吝啬的拿出美食，拿出了他们的待客之道。贵州在西南地区，属于人口输出地，劳动力较少，如果哪里有不足的地方也希望游客朋友们包容一下，针对景区，交通等问题相关部门肯定也在努力，但我不希望这一次的出行体验差就给贵州下了定义，还抱有希望的可以来年再来，来年贵州也一定会发展得更好，你们可以不相信贵州，但你们要相信中国，现在实行的中西部协调发展就是最好的证明。,贵州 贵州 出圈 贵州 网络 状态 贵州 游客 贵州 贵州 山地 人口 承载力 游客 部门 措施 旺季 坑人 旅游团 代表 贵州 整体 风貌 榕江 朋友 榕江 酒店 旅馆 榕江 外地 游客 美食 贵州 西南地区 人口 输出地 劳动力 地方 游客 朋友 景区 交通 部门 体验 贵州 定义 贵州 贵州 中国 中西部 证明,0,1
厉害贵州,贵州,0,1
小女孩叫萌萌，贵州最小的摄影师，有你这样的贵州怎能不火。,小女孩 贵州 摄影师 贵州,0,1
看7月9号在贵州路过看到的空中都有人踢球,贵州 踢球,0,1
听说我们大贵州村好多明星网红都去了，为贵州感到骄傲，荣幸欢迎大家来参观,贵州 明星网 贵州 荣幸 参观,0,1
淄博有烧烤 云南有泼水节 贵州有村超 咱们有啥,淄博 云南 贵州,0,0
我一个贵州人居然不知道村超是什么,贵州,0,1
贵州一下子就把格局打开了,贵州 格局,0,1
看了贵州村超，有百分之八十的人都在喷国足，我就纳闷了还有百分之二十的人都去哪了,贵州 喷国,0,1
贵州是懂流量的,贵州 流量,0,1
贵州队，雄起,贵州,0,1
贵州出人才,贵州 人才,0,1
贵州喜欢打球的还是很多的,贵州,0,1
多彩贵州,贵州,0,1
这是罗到贵州了,贵州,0,1
贵州这几年足球上来了,贵州 足球,0,1
贵州贵州远口竹林有一个,贵州 贵州 竹林,0,1
欢迎足协莅临贵州调研足球，路上一定一定要注意安全，贵州人一定要用自家土鸡蛋、折耳根热烈欢迎，让他们一露顺丰。,贵州 足球 注意安全 贵州 鸡蛋 耳根,0,1
贵州篮球也不错啊,贵州 篮球,0,1
贵州人真的热情好客讲义气，在贵州生活过四年,贵州 义气 贵州,0,1
都是贵州网红投资的吧,贵州 网红,0,1
贵州兄弟实在看不下去国足了，再穷也得弄个足球场出来,贵州 兄弟 足球场,0,1
淄博有烧烤，我贵州有村超,淄博 贵州,0,0
你这样所有人都知道我们贵州通电了,所有人 贵州,0,1
贵州要从足球圈出圈了 中国足球看贵州,贵州 足球圈 中国 足球 贵州,0,1
球场他们为什么不锁起来啊贵州不是中国的吗,球场 贵州 中国,0,1
某某:?请问贵州属于哪个省,贵州,0,1
完了，贵州通电还是泄露出去了,贵州,0,1
别人村有篮球场，你们贵州有足球场,篮球场 贵州 足球场,0,1
这就有点夸张，不是没有电吗贵州，,贵州,0,1
世界杯可以在贵州搞搞,世界杯 贵州,0,1
中国体育的未来就靠贵州了。,中国 贵州,0,1
前几年去贵州的时候还在榕江县住过两晚，但我那时真不知道有村,贵州 榕江县,0,1
别这么搞哦。 全国人民都知道我们贵州通电啦,全国 贵州,0,1
贵州是哪个洲,贵州,0,1
贵州正在打造全国竞技体育强省么,贵州 全国 竞技,0,1
贵州城投就是这么欠的债,贵州,0,1
贵州多山，这么平的地方，做足球场越想越不对劲～～～～,贵州 地方 足球场,0,1
开玩笑，贵州还有科比呢,贵州,0,1
在多山的贵州这么大的足球场地很难得，但也很多，每个村都是篮球场,贵州 足球场 篮球场,0,1
还得是贵州，其他地方凑不出那么多人来踢球,贵州 地方 踢球,0,1
贵州，地无三尺平的地方，却能办好这样的赛事，不容易,贵州 地方 赛事,0,1
不说是贵州 我以为是欧洲呢,贵州 欧洲,0,1
贵州农村足球场,贵州 农村 足球场,0,1
未来世界杯一定会在贵州,世界杯 贵州,0,1
看来我们国家足球要靠贵州人,国家 足球 贵州,0,1
这不是贵州绝对不是贵州，贵州公路，电都没通，这肯定是欧美的某个村庄。,贵州 贵州 贵州 公路 欧美 村庄,0,1
未来国家队还是得看贵州,国家队 贵州,0,1
如让贵州组建一只国家队，绝对能打进2026年世界杯～~,贵州 国家队 世界杯,0,1
贵州奔弛体育来电为全民健身奋斗终身,贵州 全民,0,1
足球的星星之火难道在我贵州,足球 贵州,0,1
不懂就问，有没有贵州当地的兄弟说下这个球场是谁出资建的、,贵州 兄弟 球场,0,1
是得说清楚，这是黔东南，不是贵州全部都这样，我们想踢球之内的活动，没场地,黔东南 贵州 踢球,0,1
贵州打算在体育方面超车了经济搞不过咱就搞体育,贵州 经济,0,1
贵州的足球氛围确实，认识几个贵州的同事都是足球迷,贵州 足球 氛围 贵州 同事 足球迷,0,1
贵州准备打造成中国的巴西,贵州 中国 巴西,0,1
贵州六盘水人表示很震惊,贵州 六盘水,0,1
贵州和广西相比，我还是觉得贵州牛批,贵州 广西 贵州,0,1
贵州这回不是茅台出名了，还有体育,贵州 茅台,0,1
国家足球的未来还得看大贵州雄起,国家 足球 贵州,0,1
中国体育从贵州崛起吗,中国 贵州,0,1
贵州足球雄起,贵州 足球,0,1
国足：根本没有贵州这个地方,贵州 地方,0,1
我四川为什么也想去贵州了,四川 贵州,0,1
体育靠贵州了,贵州,0,1
未来的国家队在贵州,国家队 贵州,0,1
真没有想到振兴足球的会是贵州,足球 贵州,0,1
我们贵州每个村的有篮球场,贵州 篮球场,0,1
终于知道贵州乡下通电了,贵州,0,1
中国足协来贵州调研了，是真的吗,中国足协 贵州,0,1
贵州一不小心，又走到全国前列了,贵州 全国,0,1
贵州走在了全国前列,贵州 全国,0,1
不是说贵州贫困吗,贵州,0,1
足协给贵州发文6月8日要到来考察了，真特么扫兴,贵州 发文,0,1
贵州行，确实行,贵州,0,1
都说贵州穷，但贵州真的很霸气啊,贵州 贵州 霸气,0,1
作为贵州黔东南人我感到很骄傲,贵州 黔东南,0,1
没好想回贵州老家看看,贵州 老家,0,1
贵州村、村超直接把流量赚麻了,贵州 流量,0,1
国足给钱我都不看，贵州没钱我都要去看,贵州,0,1
贵州村超点燃多少少年的足球梦贵州村超加油国足加油,贵州 足球 贵州,0,1
今年贵州好嗨皮搞得 在外面上班都老是想回家,贵州 回家,0,1
我提议把体彩的钱都放到贵州,体彩 贵州,0,1
贵州人真厉害搞了别人不敢搞的事，,贵州,0,1
我爱贵州,贵州,0,1
不能让足协来我们大贵州,贵州,0,1
国足:没听说说贵州村超要挑战我们吧，那就好。,贵州,0,1
国足和贵州村超球队谁更厉害,国足 贵州 球队,0,1
足协估计去贵州了。据说中超收视率不如村超,贵州 收视率,0,1
自从贵州村超以来，据说国足天天被骂，你们骂了没有,贵州,0,1
我都想去贵州了，他们以一己之力拉动了贵州的,贵州 贵州,0,1
去年底世界杯期间国男足如坐针毡，好不容易才舒服几个月，你们贵州又让他们坐立难安了,世界杯 男足 贵州,0,1
前两天我说海参队还不如贵州村超，真的被骂惨了,海参 贵州,0,1
倒挂金钩在贵州就这么容易的么,贵州,0,1
好像觉得足球要在贵州雄起了,足球 贵州,0,1
为我们贵州折耳根超越海参点赞,贵州 耳根 海参,0,1
中超吃中超的海参贵州吃贵州的折耳根,海参 贵州 贵州 耳根,0,1
贵州体育就是火爆,贵州,0,1
贵州的体育绝对被低估了,贵州,0,1
我刚到淄博，难道又要赶去贵州吗?下一站去哪能先说吗?我踩车好累啊,淄博 贵州,0,0
幸亏贵州没钱，吃不起海参,贵州 海参,0,1
还是我们贵州给力,贵州,0,1
贵州雄起为家乡点赞,贵州 家乡,0,1
我退休了希望到贵州六盘水定居,贵州 六盘水,0,1
"所有关于贵州""村超″的视频全部给加赞赞赞必须的贵州我看好您榕江好样的村超我挺你",贵州 视频 加赞赞 贵州 榕江,0,1
为贵州点赞，榕江点赞。,贵州 榕江,0,1
贵州赢麻了,贵州,0,1
想去尝尝贵州的小吃,贵州 小吃,0,1
这就是我们大贵州应该有的,贵州,0,1
再也不去贵州了，感觉到处都热闹，本来是去看村超的，结果跑错地方了，看了一天牛打架,贵州 感觉 地方,0,1
贵州那么厉害，我云南脸上也感觉有光,贵州 云南 感觉,0,1
各位去贵州需要注意什么,贵州,0,1
请问大家，村超在贵州哪个城市,贵州 城市,0,1
希望全体贵州人共同保护贵州形象:不宰客，不涨价，热情真诚，积极帮助配合外来游客，赚良心钱,贵州 贵州 形象 宰客 涨价 热情 游客,0,1
突然觉得身为贵州人很自豪,贵州 自豪,0,1
明天去村操一起嗨贵州人民太热情了,贵州 热情,0,1
来吧，贵州欢迎你,贵州,0,1
贵州人民欢迎欢迎你们,贵州,0,1
贵州避暑圣地，许多富豪在贵州买房避暑，房地产必然大涨价,贵州 圣地 富豪 贵州 买房 涨价,0,1
欢迎到贵州村超,贵州,0,1
欢迎朋友们来我们大贵州 不会让你们失望会让你们感到来我们贵州玩 非常值,朋友 贵州 贵州,0,1
为我大贵州点赞,贵州,0,1
壮大我贵州,贵州,0,1
我们贵州终于长脸了,贵州,0,1
我贵州人淳朴，都去贵州旅游吧绝不会出现宰客的现象,贵州 贵州 宰客 现象,0,1
欢迎张老师来贵州,张老师 贵州,0,1
下回考试就是如何面对贵州经济村超,贵州 经济,0,1
欢迎来贵州旅游避暑,贵州,0,1
我们的大贵州 最棒贵州人 赞起来,贵州 贵州,0,1
要是我有条件，我硬是要让我房东去看看我们贵州，她总瞧不起我们贵州讲贵州房子还是毛草房，解释了她都不听,条件 房东 贵州 贵州 贵州 房子 草房,0,1
张老师来贵州请你吃酸汤鱼,张老师 贵州,0,1
贵州人路过奖杯,贵州 奖杯,0,1
终于不用解释我是贵州哪个市的了，我就是榕江的,贵州 榕江,0,1
爽爽的贵州欢迎全国朋友,贵州 全国 朋友,0,1
欢迎你来我们大贵州,贵州,0,1
贵州的风景很美想旅游可以去看看 有不一样的收获到处都是好玩的,贵州 风景,0,1
作为贵州人而感到骄傲,贵州,0,1
贵州欢迎你,贵州,0,1
欢迎您来贵州,贵州,0,1
现在要的看的就是真诚，贵州给到了,贵州,0,1
哈哈俺是贵州人高兴终于有人知道贵州了,贵州 贵州,0,1
贵州欢迎各位，也可以来凉都六盘水度假,贵州 六盘水,0,1
贵州男人不错,贵州 男人,0,1
我们不是要什么名分，我们要的是很多人解除对贵州的偏见，让很多人重新认识贵州,名分 贵州 贵州,0,1
我贵州的,贵州,0,1
贵州人民热烈欢迎全国各位朋友来我们大美贵州,贵州 全国 贵州,0,1
我作为一个贵州人，很喜欢你给他们外省的人介绍贵州。,贵州 外省 贵州,0,1
欢迎你到贵州来,贵州,0,1
到底是谁在去贵州啊，想回家都买不到票,贵州 回家,0,1
15年前说贵州穷的那些人，你们还好吗,贵州,0,1
我也不想去贵州了，感觉到处都热闹，本来是去看村超的，结果跑错地方了，遇到几个贵州男人喝酒。结果我被他们拉过去喝了两天两夜。不去了不去了,贵州 感觉 地方 贵州 男人,0,1
真羡慕我们贵州,贵州,0,1
广西人民支持贵州村超,广西 贵州,0,1
在贵州的哪里,贵州,0,1
大家都来我们贵州，这下再也没有人说我们贵州很穷了吧,贵州 贵州,0,1
贵州欢迎你们贵州不仅有村超，还有更多值得你们看的风景、人情,贵州 贵州 风景 人情,0,1
欢迎全国人民来贵州看村超，来贵州避暑,全国 贵州 贵州,0,1
这样一搞，全中国人民都知道我们贵州通电了。,中国 贵州,0,1
为我们贵州感到骄傲,贵州,0,1
很多人瞧不起贵州歧视贵州，觉得贵州穷落后，可是我们真的有在努力改变，希望外省的朋友们可以少一点偏见,贵州 贵州 贵州 外省 朋友,0,1
买好票了，7月15号成都到贵州，去看村超,成都 贵州,0,1
贵州人，必须给你点赞,贵州,0,1
欢迎来贵州，等您去我家做客,贵州 做客,0,1
终于轮到我们贵州被中国了解了,贵州 中国,0,1
为我贵州点赞,贵州,0,1
来贵州吧 不仅可以看村超 还可以把贵州小吃吃个遍,贵州 贵州 小吃,0,1
我是贵州本地人，欢迎大家来贵州，我们贵州地无三米平，天无三日晴，来贵州感受真正的空气清新，景色迷人,贵州 本地人 贵州 贵州 贵州 景色 迷人,0,1
想来贵州的找我，我给你们做攻略，我家就是贵阳的，贵州我基本上走完了,贵州 贵阳 贵州,0,1
来我们贵州，贵州欢迎你,贵州 贵州,0,1
作为贵州苗族一份子 我很骄傲,贵州 苗族,0,1
我们贵州，今年真的杀疯了,贵州,0,1
欢迎各地朋友来贵州,朋友 贵州,0,1
我在东莞 为咱们大贵州骄傲听得太多人说贵州穷让他们这些没有见识的人看一下,东莞 贵州 贵州,0,1
张老师来吧我们贵州欢迎你,张老师 贵州,0,1
代表贵州人民的一员欢迎你,代表 贵州,0,1
我们大贵州不仅山美，水美，人更美贵州欢迎你,贵州 山美 水美 贵州,0,1
在贵州住了36年了，不想离开了,贵州,0,1
喜欢贵州人的朴实,贵州,0,1
一个小小县城38万人上，迎接了35万观看者，加油贵州，加油贵州大数据,县城 贵州 贵州 数据,0,1
欢迎大家去我们贵州,贵州,0,1
贵州村超是哪里，我是贵州人，怎么没听说,贵州 贵州,0,1
啥也不说了，我是贵州人我骄傲，愿大贵州发展越来越好,贵州 贵州,0,1
这两年没人问我贵州属于哪个省了。,贵州,0,1
完了，现在全中国都知道我们贵州穷了，想看球却门都没有，自己得找位置随便座,中国 贵州,0,1
讲得真好贵州人民欢迎全国各地的朋友，来我们最淳朴的贵州，品尝各种贵州特产，喝喝酒,贵州 全国 朋友 贵州 贵州 特产,0,1
走遍大地神州，醉美多彩贵州贵州山，贵州水，贵州人民欢迎你，贵州粮，贵州米，贵州人民厚待你贵州加油，我骄傲，我自豪，我是贵州人，,大地 神州 贵州 贵州 贵州 贵州 贵州 贵州 贵州 贵州 自豪 贵州,0,1
我刚好来贵州了，村超在哪里呢,贵州,0,1
去吧，这是我们贵州，贵州欢迎你,贵州 贵州,0,1
谢谢对贵州的好评，欢迎张老师来贵州,谢谢 贵州 张老师 贵州,0,1
夏天来了欢迎来我们贵州避暑,贵州,0,1
走了，赶紧去网红地方打卡，多彩贵州,地方 贵州,0,1
有一次我打海信客服，她问我是哪里客户，我说贵州的，她问贵州是在那个省，我回她贵州是一个镇,海信 客服 客户 贵州 贵州 贵州,0,1
可以到贵州感受一下，爽爽贵州，淳朴民风,贵州 贵州 民风,0,1
贵州人民欢迎你，同时感谢你时贵州人民的支持与赞美，谢谢,贵州 贵州 赞美 谢谢,0,1
拐了 被村超这么一搞大家都知道咱们贵州也通电了,贵州,0,1
以后有人问我那里的，贵州的，贵州是那个地方村超晓得不，茅台晓得不，老干妈晓得不，天眼晓得不贵州的,贵州 贵州 地方 茅台 老干妈 天眼 贵州,0,1
贵州的村，贵州的村超，是我们贵州人民的骄傲,贵州 贵州 贵州,0,1
贵州村超火,贵州,0,1
贵州等你们哟，村超等你们哟,贵州,0,1
10个亿错了 贵州官方刚公布超200亿,贵州 官方,0,1
别乱说哦，我们贵州都还没通电，路也还没通，想来贵州只能骑马过来,贵州 都还没 贵州 骑马,0,1
贵州人,贵州,0,1
