商品id,评论内容,评论者,评分,评论时间,评价距离购买天数,用户ip属地,评论商品,评论回复数,用户点赞数,形容词,text_rank,text_rank_value
100017338426,好好,q***r,5,2021-12-16 16:00:12,8,,24小时智能动态心电仪,0,0,,,[]
100017338426,使用方便！安装快捷！,z***1,5,2021-12-12 23:43:30,20,,24小时智能动态心电仪,0,0,快捷,,[]
100017338426,使用方便,米***特,5,2021-12-03 17:03:17,32,,24小时智能动态心电仪,0,0,,,[]
100017338426,配合心电仪不错,米***特,5,2021-12-03 17:06:40,10,,心电仪贴片（4贴/盒）,0,0,不错,,[]
100017338426,这种消耗品，价格优惠质量稳定才是王道，这个还算不错吧，有优惠时买一些囤着！,千***士,5,2021-11-16 11:59:00,3,,心电仪贴片（4贴/盒）,0,0,稳定 不错,,[]
100017338426,设备比较灵敏，小巧。,a***3,5,2021-11-16 10:52:52,5,,24小时智能动态心电仪,0,0,,,[]
100017338426,"快递小哥高赞,速度快,负责任.",故***方,5,2021-11-15 12:52:44,1,,24小时智能动态心电仪,0,0,快,,[]
100017338426,不错！！！！！,S***5,5,2021-11-14 08:39:33,53,,心电仪贴片（4贴/盒）,0,0,不错,,[]
100017338426,长时间可视化检测，更安心。,E***e,5,2021-11-14 01:03:26,57,,24小时智能动态心电仪,0,0,,,[]
100017338426,健康必备智能神器,l***1,5,2021-11-08 04:10:36,6,,24小时智能动态心电仪,0,0,健康,,[]
100017338426,宝贝还不错，给个好评！,J***言,5,2021-11-06 20:03:11,6,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,还不错，好评！,J***言,5,2021-11-06 19:59:45,6,,心电仪贴片（4贴/盒）,0,0,不错,,[]
100017338426,在宅医疗的好帮手，用来心脏风险非常简单实用，就是耗材的电极尚有点贵。,孟***岗,5,2021-11-06 13:52:47,39,,24小时智能动态心电仪,0,0,,,[]
100017338426,不用天天去医院了，买了这个，不用担心，也不用担心,j***J,5,2021-11-05 21:22:45,13,,24小时智能动态心电仪,0,0,,,[]
100017338426,可以,糯***6,4,2021-11-02 20:16:50,2,,24小时智能动态心电仪,0,0,,,[]
100017338426,好,M***1,5,2021-10-19 13:53:53,1,,心电仪贴片（4贴/盒）,0,0,好,,[]
100017338426,不错实用,w***8,5,2021-10-03 19:13:43,7,,心电仪贴片（4贴/盒）,0,0,不错,,[]
100017338426,好用，监测健康,别***我,5,2021-09-30 09:13:08,34,,24小时智能动态心电仪,0,0,好 健康,,[]
100017338426,还没用，先给个好评,山***3,5,2021-09-26 21:34:58,20,,24小时智能动态心电仪,0,0,,,[]
100017338426,趁做活动的时候买的，方便，自己可以测,n***6,5,2021-09-22 16:20:58,33,,24小时智能动态心电仪,0,0,方便,,[]
100017338426,东西不错,风***3,5,2021-09-22 15:38:57,30,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,用了一次，感觉不错,u***o,5,2021-09-21 18:39:58,30,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,用起来挺方便的，准确性有待验证,r***c,5,2021-09-12 17:19:32,31,,24小时智能动态心电仪,0,0,方便,,[]
100017338426,能在京东自营买的东西绝不在其他平台买。价格优惠、品质可靠、送货上门。,y***e,5,2021-09-04 08:59:21,33,,24小时智能动态心电仪,0,0,,,[]
100017338426,挺好用的，几乎无感，白天上班也可以带着，运动也不会掉下来。数据有效,r***3,5,2021-08-26 12:47:42,19,,24小时智能动态心电仪,0,0,挺好用 有效,,[]
100017338426,第一次尝试使用，操作方便，使用之后，数据记录详实。对于有心脏健康方面存在问题的人，这台小小设备就是家里贴身的小卫士。,u***e,5,2021-08-25 13:02:22,3,,24小时智能动态心电仪,0,0,详实 健康,,[]
100017338426,数据准确，用的比较方便,u***b,5,2021-08-08 21:18:11,10,,24小时智能动态心电仪,0,0,准确 方便,,[]
100017338426,试用了第一次，觉得还行,f***1,5,2021-08-06 23:10:41,0,,24小时智能动态心电仪,0,0,,,[]
100017338426,很不错，就是还没有用过！,我***嘎,5,2021-07-23 20:54:10,34,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,好东西,j***2,5,2021-07-15 13:32:11,43,,24小时智能动态心电仪,0,0,好,,[]
100017338426,简单，直观，还有AI自动出报告,c***d,5,2021-07-13 20:44:28,21,,24小时智能动态心电仪,0,0,简单,,[]
100017338426,买来送人的，还可以的。,冒***椒,5,2021-07-13 08:00:01,14,,24小时智能动态心电仪,0,0,,,[]
100017338426,使用方便 质量不错 好评,z***3,5,2021-07-12 16:35:41,3,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,好，方便，实用，小巧,j***d,5,2021-07-09 17:23:28,12,,24小时智能动态心电仪,0,0,好 方便,,[]
100017338426,使用便携，显示方便，指示准确。,j***3,5,2021-07-09 07:25:21,10,,24小时智能动态心电仪,0,0,方便 准确,,[]
100017338426,试了一下，有测试结果，还不错。,落***水,5,2021-07-06 13:38:21,35,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,测试准确 谢谢京东商城,A***玥,5,2021-06-27 22:11:16,33,,24小时智能动态心电仪,0,0,准确,,[]
100017338426,科技改变生活，我家里也可以方便监控做心电图。,快***吧,5,2021-06-22 21:44:00,51,,24小时智能动态心电仪,0,0,方便,,[]
100017338426,不错,e***2,5,2021-06-19 19:43:53,1,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,有了，这个以后安心多了，心脏不舒服的时候就可以测一测。,i***g,5,2021-03-01 21:26:17,11,,24小时智能动态心电仪,0,1,舒服,,[]
100017338426,推荐！尤其是家里有心脏疾病的人！,u***z,5,2021-01-15 22:59:22,0,,24小时智能动态心电仪,0,1,,,[]
100017338426,习惯好评，还没用，希望物有所值,j***a,5,2021-04-21 08:33:40,2,,24小时智能动态心电仪,0,0,,,[]
100017338426,佩戴方便，满意！,我***蛾,5,2021-04-20 15:04:09,4,,24小时智能动态心电仪,0,0,方便,,[]
100017338426,已经用上了，也是朋友推荐的,O***u,5,2021-04-03 06:13:48,2,,24小时智能动态心电仪,0,0,,,[]
100017338426,买来了，还没用，看起来还不错,o***1,5,2021-03-30 09:44:48,67,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,便捷好用，数据记录及时,j***d,5,2021-03-21 08:19:43,2,,24小时智能动态心电仪,0,0,便捷 好,,[]
100017338426,挺好的,二***弹,5,2021-02-21 19:51:56,4,,24小时智能动态心电仪,0,0,好,,[]
100017338426,好,t***w,5,2021-02-19 15:55:04,7,,24小时智能动态心电仪,1,0,好,,[]
100017338426,还不错😊给老人家用用，能实时监控,k***y,5,2021-02-15 10:11:26,7,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,便携式，报告也很专业，就是耗材比较贵,千***子,5,2021-02-09 13:26:07,14,,24小时智能动态心电仪,2,0,贵,,[]
100017338426,使用还挺方便的，报告也详细,a***9,5,2021-02-02 19:16:06,8,,24小时智能动态心电仪,0,0,方便 详细,,[]
100017338426,东西小但是功能挺强大。监测报告很专业。,j***1,5,2021-01-26 06:31:12,3,,24小时智能动态心电仪,0,0,小 强大,,[]
100017338426,京东自营物流发货速度没得说，好评走一个！,平***8,5,2021-01-24 11:36:22,3,,24小时智能动态心电仪,0,0,,,[]
100017338426,挺好的,u***d,5,2022-03-31 22:31:15,38,,24小时智能动态心电仪,0,0,好,,[]
100017338426,不错！！！！！,S***5,5,2021-11-14 08:38:15,58,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,好,j***k,5,2021-03-24 17:02:30,5,,24小时智能动态心电仪,0,0,好,,[]
100017338426,家人介绍的，买来给老公的，希望好用！,j***Z,5,2022-09-13 00:01:18,3,,24小时智能动态心电仪,0,0,好,,[]
100017338426,给妈妈买的，刚把电充好，还没使用，用过后再来追评,B***D,5,2021-12-04 14:00:08,3,,24小时智能动态心电仪,0,0,充好,,[]
100017338426,有益身体健康的智能设备,l***1,5,2021-11-02 08:43:42,2,,心电仪贴片（4贴/盒）,0,0,,,[]
100017338426,给家人备的，期待着测量精度,墨***耘,5,2021-08-28 16:47:31,50,,24小时智能动态心电仪,0,0,,,[]
100017338426,买来送给父母使用，体积小巧，科技感较强。单配电极贴片，一个仪器，可以多人使用。测量精度，不能太苛求，毕竟不是医院那样的中大型设备，买来主要还是家人自用日常监测，起到一个补充作用。产品生产商和销售商是有区别的，但这也不重要，希望质量能过硬就好。后续再根据情况追评。,劳***飘,5,2021-08-01 00:21:07,6,,24小时智能动态心电仪,0,0,强单 重要 过硬 好,,[]
100017338426,正品，有待试用，使用后追评,名***远,5,2021-06-24 15:55:10,7,,24小时智能动态心电仪,0,0,,,[]
100017338426,健康检测，试试看吧。,j***笑,5,2021-02-10 12:58:17,1,,24小时智能动态心电仪,0,1,健康,,[]
100017338426,嗯，正品,j***1,5,2023-01-27 12:51:55,16,,心电仪贴片（4贴）,0,0,,,[]
100017338426,价格有点小贵，不过很方便。,光***0,5,2022-12-05 23:21:29,43,,24小时智能动态心电仪,0,0,方便,,[]
100017338426,给妈妈买的，用来监护心脏,s***z,5,2022-11-18 13:34:49,5,,心电仪贴片（4贴）,0,0,,,[]
100017338426,家庭健康，医生必备消耗品。,M***生,5,2022-11-12 17:31:22,22,,心电仪贴片（4贴）,0,0,健康,,[]
100017338426,换了地址，服务到位。,z***0,5,2022-08-21 20:13:56,3,,心电仪贴片（4贴/盒）,0,0,,,[]
100017338426,配件产品，必不可少，试着用用看效果,s***w,5,2022-07-17 23:35:03,15,,心电仪贴片（4贴/盒）,0,0,,,[]
100017338426,现在开始快起来了，收到了还没有拆开包装,t***s,5,2022-05-30 22:29:07,4,,心电仪贴片（4贴/盒）,0,0,快,,[]
100017338426,现在开始快起来了，收到了还没有拆开包装,t***s,5,2022-05-30 22:28:46,3,,心电仪贴片（4贴/盒）,0,0,快,,[]
100017338426,已经测试，可以测量，希望可以用的长久一些,u***q,5,2022-03-15 21:46:24,8,,24小时智能动态心电仪,0,0,,,[]
100017338426,还好吧 但是绝对不准 。体检测试 心率50 这个测试82。,j***k,5,2022-03-07 17:37:15,21,,24小时智能动态心电仪,0,0,,,[]
100017338426,正在看说明书,a***2,5,2022-02-07 19:11:08,2,,24小时智能动态心电仪,0,0,,,[]
100017338426,已经用上了一直懒得去医院现在好了自己测刚才5分钟测出9个早搏24小时后看看怎么样,y***r,5,2022-01-20 19:48:14,1,,24小时智能动态心电仪,0,0,好,,[]
100017338426,还没有用，先好评再说，以后会反馈使用情况。,S***3,5,2022-01-13 17:22:01,63,,24小时智能动态心电仪,0,0,,,[]
100017338426,第二次买了，希望是准确的测量,e***6,5,2021-12-12 07:01:07,11,,24小时智能动态心电仪,0,0,准确,,[]
100017338426,暂时还没有用,回***1,5,2021-11-14 20:36:37,6,,24小时智能动态心电仪,0,0,,,[]
100017338426,还没开始用，等我试用完再评,阿***人,5,2021-11-12 23:41:21,2,,24小时智能动态心电仪,0,0,,,[]
100017338426,数据很详细,q***i,5,2021-11-07 11:10:32,3,,24小时智能动态心电仪,0,0,详细,,[]
100017338426,护理心脏健康，高科技,j***b,5,2021-10-30 19:34:56,24,,心电仪贴片（4贴/盒）,0,0,健康,,[]
100017338426,护理心脏健康，高科技～,j***b,5,2021-10-30 19:33:14,24,,24小时智能动态心电仪,0,0,健康,,[]
100017338426,测评结果与医院检查结果吻合，但是使用过程中要注意干扰，要是整个结果能以图形方式记录在手机上就不错了。,i***u,5,2021-08-27 11:04:46,18,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,实用 随时监测,H***n,5,2021-07-20 06:35:22,3,,24小时智能动态心电仪,0,0,,,[]
100017338426,还没开始用，体验完了再补充,d***s,5,2021-06-12 12:03:45,11,,24小时智能动态心电仪,0,0,,,[]
100017338426,测试使用中，看报告比较专业，,F***3,5,2021-05-12 14:17:31,16,,24小时智能动态心电仪,0,0,,,[]
100017338426,当个玩具可以，查病自己看吧，我交了费，让他把有问题的图发给我，就是不给，有没有原始图，单纯的单导联，如何判断。,雨***5,1,2021-06-17 19:46:16,3,,24小时智能动态心电仪,1,13,单纯,,[]
100017338426,这个东西不便宜！！！！！,b***怡,1,2021-11-06 19:33:00,4,,心电仪贴片（4贴/盒）,1,4,便宜,,[]
100017338426,监测个心率还可以，其他的就不行了，好多心律失常抓不住，那个99一年的ai分析也不准，不过医院人工那个准确率还是可以的，但是每次都要花钱！！！想要准确的，基本上一次要50,b***怡,2,2021-11-06 19:31:23,6,,24小时智能动态心电仪,1,2,准确,,[]
100017338426,实话实说，仪器检测挺好的！但是这个降价，我实在接受不了！购物这么久了，没这么多字去评价过！购买时899优惠50，一个月后降价至699，甚至还有其他消费者说买了一个礼拜降价百分之四十！大家购买前认真阅读评论！消费者的真实评价不会坑害大家,M***-,1,2022-01-16 16:08:44,17,,24小时智能动态心电仪,1,6,好 认真,,[]
100017338426,这个店是个**，买之前（10月19日）告诉你一年免费；买之后（10月21日）说老款才有这个优惠。说是可以退货，问题是只有拆开使用了才会发现这个陷阱。拆开使用了就不能退货。还把把我发的截图删除了，里面有完整的和京东客服聊天的记录。大家谨慎！,j***6,1,2021-11-11 10:40:03,23,,24小时智能动态心电仪,2,7,完整 谨慎,,[]
100017338426,商品过敏，皮肤又红又痒，更重要的是商品刚买完第二天就降价几十元，没过十几天又降价几百元，这真是对消费者太不负责任了，从8百多降到5百多，你们为了吸引眼球那也应该考虑一下我们刚买的消费者的感受吧？不是几块几十块而是几百块，如果换位想想你们会怎样？大家的钱不是大风乱来的，降少点儿大家或许能理解，可几百几百的降摸摸你们的良心吧！,j***l,2,2021-11-01 16:25:12,19,,24小时智能动态心电仪,2,2,红 痒 重要 良心,,[]
100017338426,讲真，竟然选用小程序作为使用终端，而且交互操作非常不友好！差评,J***g,3,2022-07-02 17:13:14,32,,24小时智能动态心电仪,1,0,小 友好 差,,[]
100017338426,耗材太贵了,j***h,3,2021-09-01 16:16:54,1,,24小时智能动态心电仪,1,2,,,[]
100017338426,质保壹年，有效期三年，是什么坑，为什么不敢质保三年？,j***j,3,2021-06-14 08:01:48,13,,24小时智能动态心电仪,1,2,,,[]
100017338426,1.不止要赚买机器的钱，使用过程也是要交各种钱，分析要钱，询问要钱，心电电极才4片，用完要再买，毕竟谁也不会买来只用4次。2.电池老化快，我第一次充满用24小时后还剩下30％左右电量。昨天第五次用24小时后，只剩下11％  按这个速度可能不久后就坚持不了24小时。5.价格参差不齐，基本上每个平台的旗舰店价格都不一样，差别多的差好几百，我在京东买是最贵的。只是已经使用后才发现。,j***i,1,2022-08-25 09:20:59,25,,24小时智能动态心电仪,1,4,完要 快 充满 不久 最贵,,[]
100017338426,随机的用没了，24小时佩戴皮肤不过敏。,B***J,5,2022-05-23 14:34:47,1,,心电仪贴片（4贴/盒）,0,0,,,[]
100017338426,配套产品，不便宜！！,j***T,5,2022-04-05 17:24:56,2,,心电仪贴片（4贴/盒）,0,0,配套 便宜,,[]
100017338426,感觉有点贵，一开始五片，现在四片了。,N***c,5,2021-10-15 13:01:55,4,,心电仪贴片（4贴/盒）,0,0,贵,,[]
100017338426,东西不行！有时候报告能马上出来，有时候报告要一个小时才能看到。设备很不稳定！问客服，根本不回复！也就是说要么他们自己也不清楚怎么回事，要么就是有猫腻！客服态度太差！根本都不理你！,请***啊,5,2021-08-01 17:22:01,7,,24小时智能动态心电仪,0,0,稳定 根本 清楚 差 根本,,[]
100017338426,家里人有时会觉得心脏不舒服，一是没时间去医院看，二是一般只有在不舒服时做监测才能发现问题，于是就买了这个Hipee心电监护仪。很小巧，评价还不错。,虎***6,5,2021-07-25 17:59:43,54,,24小时智能动态心电仪,0,0,舒服 一般 舒服 不错,,[]
100017338426,不准,j***e,2,2021-07-11 18:16:49,13,,24小时智能动态心电仪,1,2,,,[]
100017338426,这个贴片耗材是真贵，应该买更贵点的用普通耗材的机器。,a***8,5,2023-11-17 15:33:09,2,广东,心电仪贴片（4贴）,0,0,真贵,,[]
100017338426,不如以前了，胶的味道有点重,e***6,5,2023-10-06 11:25:16,58,河北,心电仪贴片（4贴）,0,0,重,,[]
100017338426,消耗品 就是太贵了,A***玥,5,2022-11-13 19:03:37,3,,心电仪贴片（4贴）,0,0,,,[]
100017338426,这个东西是一个长期的消耗品，但是现在价格越来越贵，在给五星的时候真的有点犹豫，是不是可以做一些合理的活动呢？,j***q,5,2022-10-16 09:15:46,8,,,0,0,犹豫,,[]
100017338426,一直用，价钱有点偏高了,e***6,5,2022-06-03 06:22:39,31,,心电仪贴片（4贴/盒）,0,0,,,[]
100017338426,比想象中的功能要强大点儿,1***2,5,2022-05-16 09:26:57,31,,24小时智能动态心电仪,0,0,强大,,[]
100017338426,为什么只给我配了4个贴？不是说有五个贴吗？,j***5,4,2022-04-02 14:25:34,3,,24小时智能动态心电仪,0,0,,,[]
100017338426,用了三次了，出得报告很详尽。可能因为皮肤敏感，贴24小时会有些不舒服,j***T,5,2022-03-22 13:06:29,44,,24小时智能动态心电仪,0,0,详尽 敏感 舒服,,[]
100017338426,东西还没有用呢，价格真是不便宜呀,a***d,5,2022-03-16 18:57:54,20,,心电仪贴片（4贴/盒）,0,0,便宜,,[]
100017338426,79元五片变成69四片了，这减法做的好,j***2,4,2021-10-15 13:44:42,1,,心电仪贴片（4贴/盒）,0,0,好,,[]
100017338426,带了24小时，感觉还是准的，但是使用率不高！,小***丶,5,2021-10-10 18:58:46,51,,24小时智能动态心电仪,0,0,准 高,,"[{'word': '准', 'weight': 1.0}]"
100017338426,连续戴了好几天，也不知道数据准确还是不准确。,l***2,5,2021-10-02 00:51:11,51,,24小时智能动态心电仪,0,0,连续 好 准确 准确,,[]
100017338426,非常实用，心跳一整天能观察，就是那个辅材贴子有点小贵了，偶尔用用吧,y***p,5,2021-09-21 16:18:18,41,,24小时智能动态心电仪,0,0,小 贵,,[]
100017338426,别的好多好多话方不方便发吧发吧,亚***福,5,2021-09-19 23:09:12,19,,24小时智能动态心电仪,0,0,方便,,[]
100017338426,别的好多好多话方不方便发吧发吧,亚***福,5,2021-09-19 23:08:55,14,,24小时智能动态心电仪,0,0,方便,,[]
100017338426,价格有点高，功能方面非专业人士不好说，使用过两次24小时动态功能，结果显示心脏有点小小问题。,萨***洛,5,2021-07-11 10:40:50,22,,24小时智能动态心电仪,0,0,高,,[]
100017338426,掉电太快了 根本坚持不了24h,崞***羽,4,2021-03-30 09:24:56,4,,24小时智能动态心电仪,0,1,快 根本,,[]
100017338426,还行吧，记录不是很准确，也可能是佩戴不对,l***8,5,2021-03-13 12:03:41,50,,24小时智能动态心电仪,1,0,准确,,[]
100017338426,商品使用不错，就是售后太差了，5.10日购买了医师解读服务，至今唯有结果，要求售后退款，拖延了一周，请大家不要购买医师解读服务，根本得不到响应。,q***i,4,2021-05-21 21:41:27,13,,24小时智能动态心电仪,2,19,不错 差 根本,,[]
100017338426,没什么**，花这么多钱买个设备，还要花报告钱,j***c,3,2021-04-25 19:15:00,1,,24小时智能动态心电仪,1,6,,,[]
100017338426,我真的非常喜欢它，非常支持它，质量非常好，和卖家描述的一模一样，我非常满意。我真的很喜欢它，它完全超出了预期的价值，交货速度非常快，包装非常仔细和紧凑，物流公司有一个良好的服务态度，交货速度非常快，我非常满意购物,w***8,5,2023-11-02 15:22:25,2,江苏,心电仪贴片（4贴）,0,0,好 完全 快 仔细 紧凑 良好 快,,[]
100017338426,里面的医生真的太垃圾，80元，给你们看下截图，太垃圾了，还主任医师,基***合,1,2022-03-09 20:29:06,25,,24小时智能动态心电仪,2,6,,,[]
100017338426,不错，价格实惠！！！,少***优,5,2023-01-06 21:31:42,2,,心电仪贴片（4贴）,0,0,不错,,[]
100017338426,东西不错，就是京东快递员未联系，私自把快递放到驿站,別***-,5,2023-01-05 09:52:06,3,,心电仪贴片（4贴）,0,0,不错,,[]
100017338426,开机需要接触三个触电，并且按开机键。操作起来不方便，测试的时候没问题。但是报告解读，出了80选择专家解读，一点有效信息都没有，那解读来干啥？凭这个，不建议购买,s***n,1,2021-11-02 08:42:26,62,,24小时智能动态心电仪,1,4,方便 有效,,[]
100017338426,这个店是个**，买之前（10月19日）告诉你一年免费；买之后（10月21日）说老款才有这个优惠。说是可以退货，问题是只有拆开使用了才会发现这个陷阱。拆开使用了就不能退货。大家谨慎！,j***6,1,2021-11-06 12:36:52,16,,心电仪贴片（4贴/盒）,1,3,谨慎,,[]
100017338426,动态心电记录仪，用着很方便！家庭必备单品之一！方便于家里有老人，还有心脏不太好的家人用，也可以作为礼品送个领导和同事，以及朋友等。,n***i,5,2022-03-29 18:31:58,21,,24小时智能动态心电仪,0,0,方便 方便,,[]
100017338426,方便的很，自己测再也不用跑医院那么麻烦,y***r,5,2022-02-19 05:05:58,11,,心电仪贴片（4贴/盒）,0,0,方便 很 麻烦,麻烦,"[{'word': '麻烦', 'weight': 1.0}]"
100017338426,看上去很不错，一点不适感也没有，我自己先试用下，回头再买几张贴片后给母上用起来,南***军,5,2022-02-07 02:10:57,1,,24小时智能动态心电仪,0,0,不错,,[]
100017338426,很好很强大下次还会买,飞***韵,5,2021-12-28 22:20:42,57,,24小时智能动态心电仪,0,0,强大,,[]
100017338426,已经收到使用了，效果很满意，推荐,j***T,5,2021-12-18 22:11:10,16,,心电仪贴片（4贴/盒）,0,0,,,[]
100017338426,已经收到使用了，效果很满意，推荐,j***T,5,2021-12-18 22:09:35,16,,24小时智能动态心电仪,0,0,,,[]
100017338426,很专业，唯一就是每次需要付费，才能出报告。,向***6,5,2021-12-12 10:11:36,6,,24小时智能动态心电仪,0,0,,,[]
100017338426,大家可以去官网看看，京东杀shu啊,j***4,5,2021-11-29 18:28:23,3,,24小时智能动态心电仪,1,0,,,[]
100017338426,正品，测量准，值得购买！方便！,j***9,5,2021-11-11 09:09:41,4,,24小时智能动态心电仪,0,0,方便,,[]
100017338426,如图所示 所见即所得,星****,5,2021-09-16 14:46:11,53,,24小时智能动态心电仪,0,0,,,[]
100017338426,这款手环真的很不错，功能很全是自己想要的,好***1,5,2021-08-15 22:22:27,2,,24小时智能动态心电仪,0,0,不错 全,,[]
100017338426,我建了个hipee使用经验和交流***，欢迎大家加入！,j***w,5,2021-02-03 08:57:03,16,,24小时智能动态心电仪,2,0,,,[]
100017338426,使用起来很方便,老***嘎,5,2021-01-29 10:40:04,2,,24小时智能动态心电仪,0,0,方便,,[]
100017338426,在其它地方购的果实健康心电仪，配合心电电极监测心脏状况，提供24小时心电图给医生参考，非常有价值。只是发现这东东涨价太猛了！刚买了4盒就没货了，天猫、有品上均无现货，不知何故。,y***c,5,2023-01-12 12:33:53,2,,心电仪贴片（4贴）,0,0,健康,,[]
100017338426,每一次都很满意，这次选的宝贝更加满意，以后还会一如既往地买下去,j***k,5,2022-09-03 16:56:43,4,,心电仪贴片（4贴/盒）,0,0,,,[]
100017338426,🉑宝贝收到了，很惊喜✨，设计合理，时尚大方，继续关注，以后会回购的❥❥❥,j***k,5,2022-09-03 16:56:37,4,,心电仪贴片（4贴/盒）,0,0,惊喜,,[]
100017338426,很快就到了，全新正品👑，包装很仔细，没有问题,p***e,5,2022-08-25 21:50:33,2,,24小时智能动态心电仪,0,0,仔细,,[]
100017338426,宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家☺️,j***k,5,2022-08-20 15:35:03,19,,心电仪贴片（4贴/盒）,0,0,好,,[]
100017338426,已经收到啦，很不错，还有赠品，性价比太高啦，爱了爱了,p***e,5,2022-08-13 21:17:28,8,,心电仪贴片（4贴/盒）,0,0,不错 高,,[]
100017338426,货收到后就拆开用了，质量很好，东西和官网买的没区别！,p***e,5,2022-07-31 11:27:56,4,,心电仪贴片（4贴/盒）,0,0,好,,[]
100017338426,你是在割韭菜吗？小米有品、京东、淘宝三个价格。好歹算个高科技产品，价格波动也太大。如果大家觉得心脏不舒服，还是去医院检查。本来花钱想买个安心，变成了闹心。,u***c,1,2021-06-02 17:38:59,10,,24小时智能动态心电仪,1,7,大 舒服,,[]
100017338426,5.1假期前买了准备出游使用，结果充一天电死活开不了机，联系客服回复说五一放假了，用过视频得出结论是机器本身接触不良，医疗产品接触不良是怎么能出厂的，客服人员还算认真回答，但是处理事情是不是慢了点,x***3,3,2021-05-06 11:17:37,8,,24小时智能动态心电仪,1,2,认真 慢,,[]
10081744801671,发货速度快，包装完好，心电检测仪小巧精致，使用方便，家里备用一个很有必要，感觉不舒服的时候可以及时的检测，安心一些。,珊***8,5,2023-10-30 19:58:39,4,安徽,72小时动态心电仪【医疗级】,0,0,快 完好 精致 舒服,,[]
10081744801671,功能呢很强大，能有效监测31种心脏疾病，最后选择了这个单三导联的乐普家是单导联的，不能检测心梗和心机缺血，专家解读还要收费98元一次，这个专家解读是免费的，，因为主要是检测早搏和心梗，电极片使用方便贴的牢固，客服很有耐心，多次讲解，后来就找准位置了 ai报告内容比较全面了，家用很方便,j***待,5,2023-10-22 12:28:50,39,海外,72小时动态心电仪【医疗级】,0,0,强大 有效 牢固 耐心 方便,,[]
10081744801671,材质很好，测量了一次很准确，属于医疗器械级别的，品质有保证！操作简便，监测方便准确。有了这个心电仪，监护老人心率健康放心。另还可以打印存储以往数据功能，可以拿给 医生看，医生也认可这个，这点挺好的,j***o,5,2023-08-05 11:54:11,7,安徽,72小时动态心电仪【医疗级】,0,0,好 准确 简便 方便 准确 健康 好,,[]
10081744801671,东西很好用，可以检测出来信息，并且还有智能分析，帮我们解决了大问题，很值得入手，专家分析不要钱呢，看了乐普家专家分析一次98元呢，还是这个性价比高，随时测了随时可以找医院专家看结果，方便省时省力,j***c,5,2023-08-05 11:50:23,7,安徽,72小时动态心电仪【医疗级】,0,0,高 方便,,[]
10081744801671,做医生的姐姐推荐的，拿到手研究了一下，外观小巧精致，用起来也挺方便的，手动好评！很方便。ai分析是免费的，还送医生分析功能。,j***V,5,2023-08-05 11:51:32,7,安徽,72小时动态心电仪【医疗级】,0,0,精致 方便 方便,,[]
10081744801671,有ai智能解析，挺好用的。医院租的心电仪，因为是阵发性，有时捕捉不到病情，这个随时能做，实用的，问过医生，这个可以的，每次的人工AI和专家解读都是免费的，这个很好，问了乐普那边，每次专家解读要收费98元，实在太贵了，还是这个划算,j***B,5,2023-08-02 11:09:48,5,安徽,72小时动态心电仪【医疗级】,0,0,挺好用 好,,[]
10081744801671,客服回复速度很快，解答问题也很详细，物流也很快，同事推荐购买的，我试了一下，也挺不错的。,j***y,5,2023-10-31 09:29:48,4,安徽,72小时动态心电仪【医疗级】,0,0,详细,,[]
10081744801671,朋友心脏不好，住院治疗回来后给他送的礼物，希望早日康复。朋友说这个机器很准，很方便，特别喜欢,j***y,5,2023-10-30 19:50:53,2,安徽,72小时动态心电仪【医疗级】,0,0,准 方便,,"[{'word': '准', 'weight': 1.0}]"
10081744801671,产品很小但是功能很强大，可以连续测72个小时，用了几天，效果还可以，问了医生说可以接着用,j***d,5,2023-10-30 20:23:27,3,安徽,72小时动态心电仪【医疗级】,0,0,很小 强大 连续,,[]
10081744801671,邻床的阿姨推荐的这个，跟她之前在其他医院用的是一样的，妈妈有点心梗，医院要求背HOLTER检测48小时，咨询了医生，这个能检测心梗和心肌炎，最长可以检测72小时，而且每次检测都有专家解读，感觉特别方便，不用总是跑医院了，解决了**烦，有这个方便多了,j***Z,5,2023-08-02 11:12:48,5,安徽,72小时动态心电仪【医疗级】,0,0,最长 方便 方便,,[]
100036752464,很精致，做工非常的好，小巧，使用起来很方便，还可以ai 诊断，可以人工诊断，在家自己就能检测心脏，不错👍,a***u,5,2023-10-21 09:32:28,2,上海,长程心电监护仪ER1,0,0,精致 好 方便 不错,,[]
100036752464,小东西非常好用，贴在身上就可以监测。APP的AI分析还挺准的，和医院诊断的一样。去医院背holter太麻烦了，有这个小东西就很方便，随时就可以看自己近期情况～,l***o,5,2023-10-16 00:18:23,10,北京,长程心电监护仪ER1,1,0,好 麻烦 方便,麻烦,"[{'word': '麻烦', 'weight': 1.0}]"
